Species,Area,Units,Country,2014,2013,2012,2011,2010,2009,2008,2007,2006,,,,,,,,,,,,
FRF,27.3.D.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRF,27.4,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRF,27.4.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRF,27.4.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRF,27.4.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRO,27,TLW,DK,9,7,5,3,1,1,5,6,5,,,,,,,,,,,,
FRO,27.3,TLW,DK,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,
FRO,27.3.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRO,27.3.B.23,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRO,27.3.C.22,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRO,27.3.D,TLW,DK,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,
FRO,27.3.D.24,TLW,DK,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,
FRO,27.3.D.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRO,27.4,TLW,DK,9,7,5,3,1,1,5,5,4,,,,,,,,,,,,
FRO,27.4.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRO,27.4.B,TLW,DK,9,7,5,3,1,1,5,5,4,,,,,,,,,,,,
FRO,27.4.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRS,27,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRS,27.3,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRS,27.3.C.22,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27.3,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27.3.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27.3.B.23,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27.3.C.22,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27.3.D,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27.3.D.24,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27.3.D.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27.4,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27.4.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27.4.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.3,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.3.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.3.B.23,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.3.C.22,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.3.D,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.3.D.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.4,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.4.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.4.C,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAG,27,TLW,DK,3,1,1,4,2,3,4,4,6,,,,,,,,,,,,
GAG,27.3,TLW,DK,1,0,0,2,1,1,1,1,1,,,,,,,,,,,,
GAG,27.3.A,TLW,DK,1,0,0,2,1,1,1,1,1,,,,,,,,,,,,
GAG,27.3.C.22,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAG,27.4,TLW,DK,3,1,1,2,1,2,3,3,5,,,,,,,,,,,,
GAG,27.4.A,TLW,DK,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,
GAG,27.4.B,TLW,DK,3,0,1,1,1,2,3,2,4,,,,,,,,,,,,
GAG,27.4.C,TLW,DK,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
GAR,27,TLW,DK,264,237,201,294,300,354,192,263,347,,,,,,,,,,,,
GAR,27.3,TLW,DK,251,221,185,279,277,339,186,257,343,,,,,,,,,,,,
GAR,27.3.A,TLW,DK,13,14,26,17,20,23,34,9,28,,,,,,,,,,,,
GAR,27.3.B.23,TLW,DK,52,74,55,55,51,71,32,43,80,,,,,,,,,,,,
GAR,27.3.C.22,TLW,DK,116,65,64,85,75,50,36,27,47,,,,,,,,,,,,
GAR,27.3.D,TLW,DK,71,68,39,122,131,195,84,178,188,,,,,,,,,,,,
GAR,27.3.D.24,TLW,DK,71,68,39,122,131,195,84,177,186,,,,,,,,,,,,
GAR,27.3.D.25,TLW,DK,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,
GAR,27.3.D.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAR,27.4,TLW,DK,13,16,16,15,23,15,6,6,4,,,,,,,,,,,,
GAR,27.4.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAR,27.4.B,TLW,DK,13,16,16,15,23,15,6,6,4,,,,,,,,,,,,
GAR,27.4.C,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAR,27.4.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GFB,27,TLW,DK,9,1,0,0,0,0,0,0,0,,,,,,,,,,,,
GFB,27.3,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GFB,27.3.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GFB,27.4,TLW,DK,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GFB,27.4.A,TLW,DK,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GFB,27.4.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27,TLW,DK,0,0,0,0,1,2,1,2,1,,,,,,,,,,,,
GHL,27.14,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.14.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.14.B.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.2,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.2.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.2.B.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.3,TLW,DK,0,0,0,0,1,2,1,2,1,,,,,,,,,,,,
GHL,27.3.A,TLW,DK,0,0,0,0,1,2,1,2,1,,,,,,,,,,,,
GHL,27.3.B.23,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.3.C.22,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.3.D,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.3.D.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.4,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.4.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.4.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.5,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.5.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.5.B.1,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.5.B.1.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.6,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.6.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GOB,27,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GOB,27.3,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GOB,27.3.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GOB,27.3.C.22,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GOB,27.4,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GOB,27.4.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GPA,27,TLW,DK,8,32,24,0,0,0,0,0,0,,,,,,,,,,,,
GPA,27.3,TLW,DK,8,32,24,0,0,0,0,0,0,,,,,,,,,,,,
GPA,27.3.A,TLW,DK,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GPA,27.3.C.22,TLW,DK,6,31,24,0,0,0,0,0,0,,,,,,,,,,,,
GPA,27.3.D,TLW,DK,0,2,1,0,0,0,0,0,0,,,,,,,,,,,,
GPA,27.3.D.24,TLW,DK,0,2,1,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.3,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.3.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.3.B.23,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.3.C.22,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.3.D,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.3.D.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.4,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.4.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.4.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.4.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.5,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.5.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.5.B.1,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.5.B.1.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.6,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.6.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.6.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.7,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.8,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.8.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GTA,27,TLW,DK,0,0,0,25,0,0,0,0,0,,,,,,,,,,,,
GTA,27.3,TLW,DK,0,0,0,25,0,0,0,0,0,,,,,,,,,,,,
GTA,27.3.C.22,TLW,DK,0,0,0,25,0,0,0,0,0,,,,,,,,,,,,
GUG,27,TLW,DK,7,10,8,11,19,21,48,38,67,,,,,,,,,,,,
GUG,27.2,TLW,DK,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,
GUG,27.2.A,TLW,DK,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,
GUG,27.2.A.2,TLW,DK,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,
GUG,27.3,TLW,DK,3,5,5,5,10,15,24,22,21,,,,,,,,,,,,
GUG,27.3.A,TLW,DK,3,5,5,5,10,15,24,21,19,,,,,,,,,,,,
GUG,27.3.B.23,TLW,DK,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
GUG,27.3.C.22,TLW,DK,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,
GUG,27.3.D,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.3.D.24,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.3.D.25,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.3.D.26,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.3.D.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.4,TLW,DK,4,5,3,6,8,6,24,16,46,,,,,,,,,,,,
GUG,27.4.A,TLW,DK,0,1,0,1,1,1,1,0,2,,,,,,,,,,,,
GUG,27.4.B,TLW,DK,3,3,3,5,4,4,22,15,40,,,,,,,,,,,,
GUG,27.4.C,TLW,DK,1,0,0,0,3,1,1,1,4,,,,,,,,,,,,
GUG,27.4.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.6,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.6.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.3,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.3.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.4,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.4.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.4.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.4.C,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUX,27,TLW,DK,33,34,38,37,39,39,73,80,59,,,,,,,,,,,,
GUX,27.3,TLW,DK,8,14,15,17,11,5,13,7,11,,,,,,,,,,,,
GUX,27.3.A,TLW,DK,8,13,15,17,11,5,13,7,11,,,,,,,,,,,,
GUX,27.3.B.23,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUX,27.3.C.22,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUX,27.3.D,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUX,27.3.D.24,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUX,27.4,TLW,DK,25,20,23,20,27,33,60,73,48,,,,,,,,,,,,
GUX,27.4.A,TLW,DK,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
GUX,27.4.B,TLW,DK,17,13,14,13,14,25,54,63,30,,,,,,,,,,,,
GUX,27.4.C,TLW,DK,8,7,8,7,14,9,6,10,18,,,,,,,,,,,,
GUX,27.4.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27,TLW,DK,2843,2741,2864,2359,1865,1818,1575,1724,1781,,,,,,,,,,,,
HAD,27.1,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.1.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.2,TLW,DK,0,2,0,0,0,0,0,11,0,,,,,,,,,,,,
HAD,27.2.A,TLW,DK,0,2,0,0,0,0,0,11,0,,,,,,,,,,,,
HAD,27.2.A.2,TLW,DK,0,2,0,0,0,0,0,11,0,,,,,,,,,,,,
HAD,27.2.A.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.2.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.2.B.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.3,TLW,DK,1764,1456,1916,1662,1140,1266,1074,1068,1022,,,,,,,,,,,,
HAD,27.3.A,TLW,DK,1764,1456,1916,1661,1139,1263,1052,1054,1001,,,,,,,,,,,,
HAD,27.3.B.23,TLW,DK,1,0,0,0,0,2,18,12,16,,,,,,,,,,,,
HAD,27.3.C.22,TLW,DK,0,0,0,1,1,0,3,2,4,,,,,,,,,,,,
HAD,27.3.D,TLW,DK,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,
HAD,27.3.D.24,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.3.D.25,TLW,DK,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,
HAD,27.3.D.26,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.3.D.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.4,TLW,DK,1079,1283,947,697,725,552,501,645,759,,,,,,,,,,,,
HAD,27.4.A,TLW,DK,757,987,447,272,403,269,248,282,465,,,,,,,,,,,,
HAD,27.4.B,TLW,DK,322,296,500,426,322,284,253,363,294,,,,,,,,,,,,
HAD,27.4.C,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.4.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.B.1,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.B.1.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.B.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.6,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.6.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.7,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.7.D,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.7.E,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.8,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.8.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27,TLW,DK,48,57,35,49,77,110,129,118,139,,,,,,,,,,,,
HAL,27.1,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.1.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.14,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.14.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.14.B.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.2,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.2.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.2.A.2,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.2.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.2.B.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.3,TLW,DK,27,31,11,13,15,20,17,17,22,,,,,,,,,,,,
HAL,27.3.A,TLW,DK,27,31,11,13,15,20,17,17,22,,,,,,,,,,,,
HAL,27.3.B.23,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.3.C.22,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.3.D,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.3.D.24,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.3.D.25,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.3.D.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.4,TLW,DK,21,26,25,36,63,91,112,101,117,,,,,,,,,,,,
HAL,27.4.A,TLW,DK,11,18,16,23,44,59,63,60,85,,,,,,,,,,,,
HAL,27.4.B,TLW,DK,10,8,8,13,19,31,49,41,32,,,,,,,,,,,,
HAL,27.4.C,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.4.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.5,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.5.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.5.B.1,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.5.B.1.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.5.B.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.6,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.6.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.7,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27,TLW,DK,135580,141028,125117,85934,77445,92049,105446,120659,139660,,,,,,,,,,,,
HER,27.14,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.14.A,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.2,TLW,DK,12513,17160,21754,26740,26792,32321,31128,22912,18449,,,,,,,,,,,,
HER,27.2.A,TLW,DK,12513,17160,21754,26740,26792,32321,31128,22912,18449,,,,,,,,,,,,
HER,27.2.A.1,TLW,DK,10408,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.2.A.2,TLW,DK,2106,17160,21754,26740,26792,32321,31128,22912,18449,,,,,,,,,,,,
HER,27.2.A.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.2.B,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.2.B.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.3,TLW,DK,11549,12171,8247,9219,13856,20936,30214,33780,40151,,,,,,,,,,,,
HER,27.3.A,TLW,DK,5932,5813,3711,4258,7610,14506,21803,28020,33162,,,,,,,,,,,,
HER,27.3.B.23,TLW,DK,603,569,427,1427,3103,2816,5332,2905,2012,,,,,,,,,,,,
HER,27.3.C.22,TLW,DK,172,39,42,47,93,223,34,167,1438,,,,,,,,,,,,
HER,27.3.D,TLW,DK,4841,5750,4067,3487,3050,3392,3045,2688,3539,,,,,,,,,,,,
HER,27.3.D.24,TLW,DK,3443,3827,2590,1320,635,1922,3041,2674,3402,,,,,,,,,,,,
HER,27.3.D.25,TLW,DK,1398,1226,1177,1973,2378,1469,4,14,137,,,,,,,,,,,,
HER,27.3.D.26,TLW,DK,0,21,0,0,37,0,0,0,0,,,,,,,,,,,,
HER,27.3.D.27,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.3.D.28.2,TLW,DK,0,287,90,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.3.D.28.NK,TLW,DK,0,0,0,115,0,0,0,0,0,,,,,,,,,,,,
HER,27.3.D.29,TLW,DK,0,389,210,25,0,0,0,0,0,,,,,,,,,,,,
HER,27.3.D.32,TLW,DK,0,0,0,30,0,0,0,0,0,,,,,,,,,,,,
HER,27.3.D.NK,TLW,DK,0,0,0,24,0,0,0,0,0,,,,,,,,,,,,
HER,27.4,TLW,DK,110797,111241,94837,49975,36798,38792,44104,63967,81056,,,,,,,,,,,,
HER,27.4.A,TLW,DK,72594,81627,42657,27605,20765,15720,21925,36218,53851,,,,,,,,,,,,
HER,27.4.B,TLW,DK,38203,29441,52180,22370,16033,23072,22179,27749,27205,,,,,,,,,,,,
HER,27.4.C,TLW,DK,0,173,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.4.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.5,TLW,DK,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,
HER,27.5.B,TLW,DK,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,
HER,27.5.B.1,TLW,DK,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,
HER,27.5.B.1.B,TLW,DK,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,
HER,27.5.B.1.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.5.B.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.6,TLW,DK,20,208,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.6.A,TLW,DK,20,208,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.6.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.7,TLW,DK,701,249,280,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.7.D,TLW,DK,446,249,280,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.7.E,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.7.G,TLW,DK,254,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.8,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.8.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HKE,27,TLW,DK,3034,3140,2409,2188,2189,2179,1667,1224,1359,,,,,,,,,,,,
HKE,27.2,TLW,DK,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,
HKE,27.2.A,TLW,DK,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,
HKE,27.2.A.2,TLW,DK,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,
HKE,27.2.A.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HKE,27.3,TLW,DK,259,211,299,408,346,631,511,312,234,,,,,,,,,,,,
HKE,27.3.A,TLW,DK,258,211,299,408,346,631,511,312,234,,,,,,,,,,,,
HKE,27.3.B.23,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HKE,27.3.C.22,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HKE,27.3.D,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HKE,27.3.D.24,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HKE,27.3.D.25,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HKE,27.3.D.NK,TLW,DK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HKE,27.4,TLW,DK,2763,2929,2111,1781,1843,1547,1156,908,1125,,,,,,,,,,,,
HKE,27.4.A,TLW,DK,2321,2252,1423,1216,1199,1042,623,501,412,,,,,,,,,,,,
HKE,27.4.B,TLW,DK,442,677,687,565,644,505,533,407,713,,,,,,,,,,,,
