year,month,investor,quantity,share,partner,sector,subsector,country,region
2010,March,Sinopec,1700,,Kazakhstan Petrochemical,Chemicals,,Kazakhstan,West Asia
2010,March,Sinomach and Gezhouba,1510,,,Energy,Hydro,Pakistan,West Asia
2010,April,Three Gorges,840,,,Energy,Hydro,Sudan,Arab World
2010,April,CNOOC,270,5%,BG,Energy,Gas,Australia,Australia
2010,April,Sichuan Hanlong,140,55%,Moly Mines,Metals,,Australia,Australia
2010,April,CNOOC,180,,Chevron,Energy,Gas,Australia,Australia
2010,April,Huadian,580,,,Energy,Hydro,Cambodia,East Asia
2010,April,China Communications Construction,260,,,Transport,Autos,Serbia,Europe
2010,April,Sinopec,4650,9%,ConocoPhillip,Energy,Oil,Canada,North America
2010,April,CNPC,900,,PDVSA,Energy,Oil,Venezuela,South America
2010,April,China Railway Construction,260,13%,African Minerals,Metals,Steel,Sierra Leone,Sub-Saharan Africa
2010,April,State Construction Engineering,940,,,Transport,Autos,Congo,Sub-Saharan Africa
2010,April,State Grid,1500,,Wo Dante,Energy,,India,West Asia
2010,April,Jinchuan,120,49%,Kazakhmys,Metals,Copper,Kazakhstan,West Asia
2010,April,Tencent,300,10%,Digital Sky Technologies,Technology,,Russia,West Asia
2010,April,Genertec,280,,,Transport,Rail,Sri Lanka,West Asia
2010,April,Sinomach,360,,,Energy,,Turkey,West Asia
2010,April,Sinoma,780,,Eren Group,Real estate,Construction,Turkey,West Asia
2010,May,Rongsheng Holding and Sinochem,1990,,,Energy,Oil,Egypt,Arab World
2010,May,Shandong Electric,1720,,Al-Arrab,Energy,Hydro,Saudi Arabia,Arab World
2010,May,CNPC,1480,35%,Shell,Energy,,Syria,Arab World
2010,May,CNPC,150,,,Energy,,Indonesia,East Asia
2010,May,Tianyu Group,990,,Lippo Incheon Development,Real estate,Property,South Korea,East Asia
2010,May,Jiangsu Zongyi,200,,,Energy,Alternative,Italy,Europe
2010,May,CIC,1220,"5%, 45%",Penn West and Penn West Energy,Energy,Oil,Canada,North America
2010,May,Sinochem,3070,40%,Statoil,Energy,Oil,Brazil,South America
2010,May,State Grid,990,,Plena Transmissoras,Energy,,Brazil,South America
2010,May,Jiangsu Yongyuan,140,,,Real estate,Construction,Ethiopia,Sub-Saharan Africa
2010,May,Dongfang Electric,500,,,Energy,Hydro,Ethiopia,Sub-Saharan Africa
2010,May,Sinomach,100,,,Energy,,Kenya,Sub-Saharan Africa
2010,May,Jinchuan Group and China Development Bank,230,51%,Wesizwe Platinum,Metals,,South Africa,Sub-Saharan Africa
2010,May,Tangshan Jidong Cement and China Development Bank,120,60%,Women Investment Portfolio Holdings,Real estate,Construction,South Africa,Sub-Saharan Africa
2010,May,Sinohydro,400,,Zesa,Energy,Hydro,Zimbabwe,Sub-Saharan Africa
2010,May,Hopu,100,1%,Chesapeake Energy,Energy,Gas,USA,USA
2010,June,China National Electric Equipment Engineering,1680,,,Energy,Coal,Laos,East Asia
2010,June,China Communications Construction,320,,,Transport,Shipping,Singapore,East Asia
2010,June,Sinohydro,170,,,Transport,Rail,Thailand,East Asia
2010,June,BCEGI,130,,,Real estate,Construction,Greece,Europe
2010,June,Yunnan Metallurgical,100,50%,Selwyn Resources,Metals,,Canada,North America
2010,June,Shaanxi Chemical,1010,,,Chemicals,,Argentina,South America
2010,June,Sinohydro,2300,,,Energy,Hydro,Ecuador,South America
2010,June,China Power Investment,1150,60%,Goss International,Other,,USA,USA
2010,June,Gezhouba,100,,,Energy,Hydro,Nepal,West Asia
2010,July,China Merchants Group,550,100%,Loscam,Transport,Shipping,Australia,Australia
2010,July,Hangzhou Jinjiang,510,51%,ANTAM,Metals,,Indonesia,East Asia
2010,July,Huadian,1990,,Tan Tao Investment and Industrial,Energy,Coal,Vietnam,East Asia
2010,July,Dongfang Electric,710,,Energy Financing,Energy,Coal,Bosnia,Europe
2010,July,Sinomach,2470,,,Transport,Rail,Argentina,South America
2010,July,Tempo Group and Beijing city,440,,Nexteer Auto,Transport,Autos,USA,USA
2010,August,Norinco,1500,,,Agriculture,,Laos,East Asia
2010,August,Sinoma,140,,Hume Cement,Real estate,Construction,Malaysia,East Asia
2010,August,China Machine New Energy,700,,AEI,Energy,,Guatemala,North America
2010,August,Chery,400,,,Transport,Autos,Brazil,South America
2010,August,Gezhouba,670,,Hidropaute,Energy,Hydro,Ecuador,South America
2010,August,China Communications Construction,130,100%,Friede Goldman United,Energy,Oil,USA,USA
2010,August,Gezhouba,590,,,Energy,,Pakistan,West Asia
2010,September,Inner Mongolia Hong Jun,180,51%,Cambodia International Investment Development,Energy,,Cambodia,East Asia
2010,September,Norinco,1480,,Myanmar Economic Holdings,Metals,Copper,Myanmar,East Asia
2010,September,Shanda Games,100,100%,Eyedentity Games,Other,Consumer,South Korea,East Asia
2010,September,Jinchuan,420,100%,Continental Metals,Metals,Copper,Canada,North America
2010,September,Sinomach,960,,Venezuela National Electric Power Company,Energy,Coal,Venezuela,South America
2010,September,Bosai Minerals,1200,80%,Ghana Bauxite,Metals,Aluminum,Ghana,Sub-Saharan Africa
2010,September,Sinomach,110,,,Transport,Aviation,Sierra Leone,Sub-Saharan Africa
2010,September,Huadian,360,51%,JSC Territorial,Energy,,Russia,West Asia
2010,October,MCC,570,,MAK Group,Real estate,Construction,Kuwait,Arab World
2010,October,Three Gorges and Sinohydro,240,,,Transport,Autos,Morocco,Arab World
2010,October,Sinomach,610,,Moly Mines,Metals,Copper,Australia,Australia
2010,October,Sinohydro,130,,,Energy,,Laos,East Asia
2010,October,Sinochem,1440,60%,Makhteshim-Agan,Agriculture,,Israel,Europe
2010,October,Huawei,970,,Vodafone Italia,Technology,Telecom,Italy,Europe
2010,October,China Communications Construction,400,,,Transport,Autos,Jamaica,North America
2010,October,Sinopec,7100,40%,Repsol,Energy,Oil,Brazil,South America
2010,October,Minmetals,2500,,,Metals,Copper,Peru,South America
2010,October,CNOOC,2370,33%,Chesapeake Energy,Energy,Gas,USA,USA
2010,October,Sinohydro,1500,,Zanjan Regional Water,Energy,Hydro,Iran,West Asia
2010,October,Sinomach,290,,,Other,Utilities,Iran,West Asia
2010,October,Three Gorges,2290,50%,EuroSibEnergo,Energy,,Russia,West Asia
2010,November,Chongqing Chonggang Minerals,270,60%,AsiaIron,Metals,,Australia,Australia
2010,November,Guangdong Rising,400,,Caledon Resources,Energy,Coal,Australia,Australia
2010,November,Huadian,170,,,Energy,Coal,Cambodia,East Asia
2010,November,CNPC,4500,,Cuvenpetrol,Energy,Oil,Cuba,North America
2010,November,CNPC and Sinopec,610,,,Energy,Oil,Ecuador,South America
2010,November,Sinomach,380,,,Energy,Hydro,Congo,Sub-Saharan Africa
2010,November,China Merchants and China Development Bank,150,48%,ZIM Integrated Shipping,Transport,Shipping,Nigeria,Sub-Saharan Africa
2010,November,CIC,1030,,General Growth Properties,Real estate,Property,USA,USA
2010,November,Huaneng Power,1230,50%,InterGen,Energy,,USA,USA
2010,November,SAIC,500,1%,GM,Transport,Autos,USA,USA
2010,December,Sinoma,110,,Mass Iraq,Real estate,Construction,Iraq,Arab World
2010,December,Sinoma,140,,,Real estate,Construction,Saudi Arabia,Arab World
2010,December,Taiyuan Heavy Machinery,130,100%,Valley Longwall,Energy,Coal,Australia,Australia
2010,December,Sinopec,680,18%,Chevron,Energy,Gas,Indonesia,East Asia
2010,December,Sinohydro,260,,Tenaga,Energy,Hydro,Malaysia,East Asia
2010,December,Sinomach,900,,Lion Group,Metals,Steel,Malaysia,East Asia
2010,December,China Communications Construction,100,,,Transport,Aviation,Myanmar,East Asia
2010,December,Shangdi Guanqun,2000,,Pyongyang Investment and Development,Real estate,Property,North Korea,East Asia
2010,December,Ashima Cultural Group,1500,,,Real estate,Property,Thailand,East Asia
2010,December,Wuhan Kaidi Electric,650,,Thang Long Thermoelectric,Energy,Coal,Vietnam,East Asia
2010,December,Sinomach,190,,,Energy,Hydro,Belarus,Europe
2010,December,Sinochem,270,50%,DSM,Technology,Medical,Netherlands,Europe
2010,December,Sinomach,220,,Electrical Power Company of Serbia,Energy,Coal,Serbia,Europe
2010,December,Sinopec,2470,,Occidental Petroleum,Energy,,Argentina,South America
2010,December,CIC,200,,BTG Pactual,Finance,Investment,Brazil,South America
2010,December,Three Gorges,270,,,Energy,Hydro,Ecuador,South America
2010,December,Gezhouba,290,,,Agriculture,,Venezuela,South America
2010,December,Sinomach,870,,,Other,Utilities,Cameroon,Sub-Saharan Africa
2010,December,Sinohydro,320,,,Energy,,Equatorial Guinea,Sub-Saharan Africa
2010,December,"China Railway Construction, Nanjing Government, China Development Bank, and Guangdong Xinguang",2500,,,Real estate,Property,Nigeria,Sub-Saharan Africa
2010,December,ZTE,400,,,Technology,Telecom,Nigeria,Sub-Saharan Africa
2010,December,AVIC,190,,Teledyne Technologies,Transport,Aviation,USA,USA
2010,December,Sinomach,220,,,Technology,Telecom,Bangladesh,West Asia
2010,December,Xinjiang Hualing and Shanghai Boda,100,,,Real estate,Property,Georgia,West Asia
2010,December,Datang,1400,,Spice Energy,Energy,Coal,India,West Asia
2010,December,China Communications Construction,160,,,Transport,Shipping,Pakistan,West Asia
2010,December,Three Gorges,170,,EuroSibEnergo,Energy,,Russia,West Asia
2011,January,China Communications Construction,100,,,Transport,Shipping,Egypt,Arab World
2011,January,Sinohydro,720,,Diar Real Estate,Real estate,Construction,Qatar,Arab World
2011,January,China Communications Construction,880,,,Transport,Shipping,Qatar,Arab World
2011,January,Yanzhou Coal,920,,,Energy,Coal,Australia,Australia
2011,January,China Communications Construction,100,,,Energy,Coal,Indonesia,East Asia
2011,January,Lenovo,180,51%,NEC,Technology,,Japan,East Asia
2011,January,Gezhouba,150,,,Energy,Hydro,Myanmar,East Asia
2011,January,Guangdong Changda Highway Engineering,180,,,Transport,Autos,Vietnam,East Asia
2011,January,CNPC,510,50%,INEOS Britain,Energy,,Britain,Europe
2011,January,CNPC,510,50%,INEOS France,Energy,,France,Europe
2011,January,Jinsheng Industry,130,50%,EMAG,Other,,Germany,Europe
2011,January,ChemChina,2010,100%,Orkla,Chemicals,,Norway,Europe
2011,January,China Unicom,500,1%,Telefonica,Technology,Telecom,Spain,Europe
2011,January,Wuhan Iron and Steel,120,60%,Adriana Resources,Metals,Steel,Canada,North America
2011,January,ICBC,140,80%,Bank of East Asia,Finance,Banking,USA,USA
2011,January,China Communications Construction,810,,,Transport,Shipping,Sri Lanka,West Asia
2011,February,China Communications Construction,1210,,,Transport,Aviation,Sudan,Arab World
2011,February,Sinopec,1520,15%,Origin Energy-ConocoPhillips,Energy,Gas,Australia,Australia
2011,February,CIC,190,,Morgan Stanley,Finance,Banking,Japan,East Asia
2011,February,Wanhua Industrial,1660,58%,BorsodChem,Chemicals,,Hungary,Europe
2011,February,Fulida Group,250,,Neucel Specialty,Other,Timber,Canada,North America
2011,February,CNOOC,330,,ExxonMobil,Energy,Oil,Argentina,South America
2011,February,State Construction Engineering,600,,,Transport,Autos,Congo,Sub-Saharan Africa
2011,February,Sinohydro,660,,,Energy,Hydro,DRC,Sub-Saharan Africa
2011,February,AVIC,200,100%,Cirrus,Transport,Aviation,USA,USA
2011,February,Nanshan Group,160,,,Metals,Aluminum,USA,USA
2011,February,Tencent,400,84%,Riot Games,Other,Consumer,USA,USA
2011,February,CIC,100,,VTB Group,Finance,Banking,Russia,West Asia
2011,March,Sinopec,3300,38%,SABC,Energy,Oil,Saudi Arabia,Arab World
2011,March,Sichuan Hanlong,180,16%,Sundance Resources,Metals,Steel,Australia,Australia
2011,March,State Construction Engineering and China Communications Construction,150,,,Transport,Autos,Indonesia,East Asia
2011,March,China Communications Construction,640,,,Energy,,Indonesia,East Asia
2011,March,China Communications Construction,210,,,Transport,Shipping,Myanmar,East Asia
2011,March,Chongqing Grain,1410,,,Agriculture,,Brazil,South America
2011,March,Sinomach,170,,EASBA,Agriculture,,Kenya,Sub-Saharan Africa
2011,March,State Construction Engineering,300,,,Transport,Aviation,Mauritius,Sub-Saharan Africa
2011,March,Tebian Electric Apparatus,290,,Zesco,Energy,,Zambia,Sub-Saharan Africa
2011,April,State Construction Engineering,200,,,Real estate,Construction,Algeria,Arab World
2011,April,State Construction Engineering,220,,,Real estate,Construction,Algeria,Arab World
2011,April,China Power Investment,1010,,,Energy,,Iraq,Arab World
2011,April,Sinomach,200,,,Energy,,Iraq,Arab World
2011,April,Datang Power and Boading Tianwei,2030,64%,CBD Energy,Energy,Alternative,Australia,Australia
2011,April,Sany Heavy,200,,,Real estate,Construction,Indonesia,East Asia
2011,April,Gezhouba,170,,Perusahaan Listrik Negara,Energy,Coal,Indonesia,East Asia
2011,April,Sinohydro,1990,,,Energy,Hydro,Laos,East Asia
2011,April,Chinalco,800,,Smelter Asia,Metals,Aluminum,Malaysia,East Asia
2011,April,Genertec,830,,Alstom,Energy,Coal,Malaysia,East Asia
2011,April,Huadian,790,,Janakuasa,Energy,Coal,Vietnam,East Asia
2011,April,Sinomach,770,,,Other,Timber,Belarus,Europe
2011,April,ICBC,100,,,Finance,Banking,Brazil,South America
2011,April,ZTE,200,,,Technology,Telecom,Brazil,South America
2011,April,Sinomach,990,,,Transport,Aviation,Chad,Sub-Saharan Africa
2011,April,Evergreen Potassium,120,100%,MagIndustries,Agriculture,,Congo,Sub-Saharan Africa
2011,April,Sinomach,180,,,Transport,Autos,Zambia,Sub-Saharan Africa
2011,April,Beiqi Foton,380,,,Transport,Autos,India,West Asia
2011,April,State Construction Engineering,450,,,Transport,Air,Pakistan,West Asia
2011,May,BYD,200,,,Transport,Autos,Indonesia,East Asia
2011,May,China National Building Material,350,,PT Semen Grobogan Semarang,Real estate,Construction,Indonesia,East Asia
2011,May,Gezhouba,990,,Perusahaan Listrik Negara,Energy,Hydro,Indonesia,East Asia
2011,May,China Railway Engineering,760,,,Transport,Rail,Myanmar,East Asia
2011,May,Fosun,120,10%,Folli Follie,Other,Consumer,Greece,Europe
2011,May,Zijin Mining,100,,Glencore,Metals,,Switzerland,Europe
2011,May,Sinomach,2010,,,Real estate,Construction,Ukraine,Europe
2011,May,Chery,200,,,Transport,Autos,Venezuela,South America
2011,May,Shandong Iron,1490,25%,African Minerals,Metals,Steel,Sierra Leone,Sub-Saharan Africa
2011,May,Sinopec,540,80%,Shell,Energy,Oil,Cameroon,Sub-Saharan Africa
2011,May,Three Gorges,200,,Cameroon Electricity Development,Energy,Hydro,Cameroon,Sub-Saharan Africa
2011,May,"CITIC, China Development Bank, Long March Capital",470,75%,Gold One,Metals,,South Africa,Sub-Saharan Africa
2011,May,China Dalian International Economic & Technical Cooperation,100,,,Energy,Alternative,Tanzania,Sub-Saharan Africa
2011,May,China Chengtong,350,,,Real estate,Property,Russia,West Asia
2011,June,State Construction Engineering,700,,,Real estate,Construction,Algeria,Arab World
2011,June,CNPC,170,,Maysan Oil,Energy,Oil,Iraq,Arab World
2011,June,Suning,110,31%,Laox,Other,Consumer,Japan,East Asia
2011,June,Genertec,600,,,Transport,Aviation,Belarus,Europe
2011,June,Lenovo,670,82%,Medion,Technology,,Germany,Europe
2011,June,Heilongjiang Beidahuang Nongken,1510,,Cresud,Agriculture,,Argentina,South America
2011,June,ICBC,680,75%,Standard Bank,Finance,Banking,Argentina,South America
2011,June,China Energy Engineering,120,,,Energy,Alternative,Ethiopia,Sub-Saharan Africa
2011,June,Gezhouba,270,,,Other,Utilities,Ghana,Sub-Saharan Africa
2011,June,Anhui Foreign Economic Construction,100,,,Real estate,Construction,Zimbabwe,Sub-Saharan Africa
2011,June,HNA,270,,Carlyle,Real estate,Property,USA,USA
2011,June,Fuyao Glass,200,,,Transport,Autos,Russia,West Asia
2011,July,COFCO,140,99%,Tully Sugar,Agriculture,,Australia,Australia
2011,July,Zhejiang Hengyi and Sinopec,2800,70%,Damai,Energy,Oil,Brunei,East Asia
2011,July,Jilin Jien Nickel,930,,,Metals,Steel,Indonesia,East Asia
2011,July,Haier,130,,Panasonic,Other,Consumer,Japan,East Asia
2011,July,Shenhua,1010,21%,Mitsui and Peabody,Energy,Coal,Mongolia,East Asia
2011,July,CITIC,420,100%,KSM Castings,Transport,Autos,Germany,Europe
2011,July,China Guodian,260,70%,Farm Owned Power,Energy,Alternative,Canada,North America
2011,July,CNOOC,2040,100%,Opti Canada,Energy,Oil,Canada,North America
2011,July,Chery,170,,Socma,Transport,Autos,Argentina,South America
2011,July,Jinchuan,1360,100%,Metorex,Metals,Copper,South Africa,Sub-Saharan Africa
2011,July,Sinosteel,300,,,Metals,,Zimbabwe,Sub-Saharan Africa
2011,July,Tebian Electric Apparatus,210,,Kyrgyz National Grid,Energy,,Kyrgyzstan,West Asia
2011,August,Bright Foods,390,75%,Manassen Foods,Agriculture,,Australia,Australia
2011,August,Yanzhou,210,100%,Syntech,Energy,Coal,Australia,Australia
2011,August,Norinco,700,,Wanbao Burma,Metals,Copper,Myanmar,East Asia
2011,August,HNA,530,100%,GE SeaCo,Transport,Shipping,Singapore,East Asia
2011,August,CIC,360,19%,AES and POSCO,Energy,Coal,Vietnam,East Asia
2011,August,CIC,3240,30%,GDF Suez,Energy,,France,Europe
2011,August,SAFE,720,3%,Munich Re,Finance,,Germany,Europe
2011,August,Jilin Jien Nickel,400,,,Metals,,Canada,North America
2011,August,Sinomach,170,,,Agriculture,,Jamaica,North America
2011,August,JAC Motors,100,20%,SHC,Transport,Autos,Brazil,South America
2011,August,"Taiyuan Iron, CITIC, Baosteel",1950,15%,CBMM,Metals,,Brazil,South America
2011,August,Three Gorges,450,,,Energy,Hydro,Guinea,Sub-Saharan Africa
2011,August,Guangdong Midea,230,51%,Carrier's Latin American Operations,Other,,USA,USA
2011,September,Shandong Electric,150,,GE,Energy,Gas,Egypt,Arab World
2011,September,Yanzhou,300,,Wesfarmers,Energy,Coal,Australia,Australia
2011,September,Jilin Huroc Nonferrous,2990,,Billy Indonesia,Metals,Steel,Indonesia,East Asia
2011,September,Qingdao Tianzhong Investment,100,,,Transport,Autos,Vietnam,East Asia
2011,September,Yanzhou,260,,North Atlantic Potash,Chemicals,,Canada,North America
2011,September,China Communications Construction,220,,International Container Terminal Services,Transport,Shipping,Mexico,North America
2011,September,China Communications Construction,320,,Ferrominera Orinoco,Transport,,Venezuela,South America
2011,September,Sinomach,100,,,Real estate,Construction,Angola,Sub-Saharan Africa
2011,September,Minmetals,1280,100%,Anvil Mining,Metals,Copper,DRC,Sub-Saharan Africa
2011,September,Henan Guoju,420,,,Real estate,Construction,Mozambique,Sub-Saharan Africa
2011,September,Sichuan Hongda,2400,,,Energy,Coal,Tanzania,Sub-Saharan Africa
2011,September,CNPC,500,,Tanzania Petroleum Development,Energy,Gas,Tanzania,Sub-Saharan Africa
2011,September,Power Construction Corp,250,,Itezhi-Tehzi Power Corporation,Energy,Hydro,Zambia,Sub-Saharan Africa
2011,September,Xinjiang Goldwind,200,,,Energy,Alternative,USA,USA
2011,September,China Nonferrous,930,,KALCO,Metals,Aluminum,Iran,West Asia
2011,September,United Energy,750,,BP,Energy,,Pakistan,West Asia
2011,September,China Merchants Group,280,55%,Aitken Spence,Transport,Shipping,Sri Lanka,West Asia
2011,October,China Nickel Resources,270,80%,PT Yiwan Mining,Metals,,Indonesia,East Asia
2011,October,Tsingtao Beer,100,,Namyong,Agriculture,,Thailand,East Asia
2011,October,China Railway Engineering,550,,,Transport,Rail,Vietnam,East Asia
2011,October,Wolong Holding,140,100%,ATB Group,Transport,Autos,Austria,Europe
2011,October,Wanhua Industrial,260,,,Chemicals,,Hungary,Europe
2011,October,Sinopec,2100,100%,Daylight Energy,Energy,,Canada,North America
2011,October,Sinomach,240,,,Energy,Coal,Colombia,South America
2011,October,Power Construction Corp,210,,Celec,Energy,Hydro,Ecuador,South America
2011,October,China Communications Construction,260,,Bolivarian Ports,Transport,Shipping,Venezuela,South America
2011,October,Three Gorges,110,,,Energy,Hydro,Mauritius,Sub-Saharan Africa
2011,October,Sinomach,320,,Siemens,Energy,Gas,Tanzania,Sub-Saharan Africa
2011,October,Soho China,570,,Rockpoint,Real estate,Property,USA,USA
2011,October,CNPC,400,,Watan,Energy,Oil,Afghanistan,West Asia
2011,October,Tebian Electric Apparatus,400,,,Energy,Alternative,India,West Asia
2011,November,Sinomach,1080,,,Energy,,Iraq,Arab World
2011,November,Guangxi Nonferrous Metal,500,,,Metals,Steel,Cambodia,East Asia
2011,November,China Railway Engineering,120,10%,"Transpacific, Bukit Asam",Transport,Rail,Indonesia,East Asia
2011,November,Power Construction Corp,240,,,Energy,Coal,Indonesia,East Asia
2011,November,Zhouda Real Estate,790,,,Real estate,Property,Malaysia,East Asia
2011,November,Sinosteel,100,,OM Holdings,Metals,,Malaysia,East Asia
2011,November,Huawei,130,,,Technology,Telecom,Italy,Europe
2011,November,CIC,850,10%,GDF Suez,Energy,,Trinidad-Tobago,North America
2011,November,ICBC,100,5%,Standard Bank,Finance,Banking,Argentina,South America
2011,November,Sinopec,4800,30%,Galp Energia,Energy,,Brazil,South America
2011,November,China Communications Construction,460,,Petroquimica de Venezuela,Chemicals,,Venezuela,South America
2011,November,China Communications Construction,140,,,Transport,Aviation,Guyana,South America
2011,November,State Construction Engineering,130,,,Real estate,Construction,Ethiopia,Sub-Saharan Africa
2011,November,Anhui Foreign Economic Construction,200,50%,Zimbabwe Mining Development,Metals,,Zimbabwe,Sub-Saharan Africa
2011,November,China Communications Construction,140,,,Transport,Rail,Sri Lanka,West Asia
2011,December,Power Construction Corp,130,,Mazaya Qatar Real Estate Development,Real estate,Construction,Qatar,Arab World
2011,December,Sinopec,990,10%,Australia Pacific Liquefied Natural Gas,Energy,Gas,Australia,Australia
2011,December,Yanzhou,2210,77%,Gloucester,Energy,Coal,Australia,Australia
2011,December,Huadian,880,,Bukit Asam,Energy,Coal,Indonesia,East Asia
2011,December,CIC,800,,Government of Singapore Investment,Real estate,,Japan,East Asia
2011,December,Shougang Group,240,40%,Hiap Teck Venture Berhad,Metals,Steel,Malaysia,East Asia
2011,December,Three Gorges,3510,21%,Energias de Portugal,Energy,,Portugal,Europe
2011,December,Harbin Electric,470,,Celec,Energy,Hydro,Ecuador,South America
2011,December,China Railway Engineering Corporation,1140,,,Real estate,Construction,Angola,Sub-Saharan Africa
2011,December,Sinoma,260,,Palanca Cimentos,Real estate,Construction,Angola,Sub-Saharan Africa
2011,December,China Railway Construction,5630,,,Transport,Rail,Chad,Sub-Saharan Africa
2011,December,CNPC,150,51%,Varun Industries,Energy,Oil,Madagascar,Sub-Saharan Africa
2011,December,China Communications Construction,490,,African Minerals,Transport,Rail,Sierra Leone,Sub-Saharan Africa
2011,December,CIC,250,25%,Shanduka Group,Finance,Investment,South Africa,Sub-Saharan Africa
2011,December,Sinomach,720,,,Agriculture,,Bangladesh,West Asia
2011,December,CITIC,100,,Kazakh State Energy,Energy,Oil,Kazakhstan,West Asia
2011,December,Sinopec,850,,Marubeni,Energy,Oil,Kazakhstan,West Asia
2011,December,Three Gorges,130,,,Energy,Alternative,Pakistan,West Asia
2012,January,CNPC,270,50%,Bow Energy,Energy,Gas,Australia,Australia
2012,January,Wan Feng Shanghai,1520,,,Real estate,Property,Laos,East Asia
2012,January,CIC,920,9%,Thames Water,Other,Utilities,Britain,Europe
2012,January,Sany Heavy,480,90%,Putzmeister,Real estate,Construction,Germany,Europe
2012,January,Shandong Heavy,460,75%,Ferretti,Transport,Shipping,Italy,Europe
2012,January,CNPC,670,40%,Athabasca Oil Sands,Energy,Oil,Canada,North America
2012,January,Jilin Jien Nickel,100,100%,Goldbrook Ventures,Metals,,Canada,North America
2012,January,China Energy Engineering,1400,,,Energy,Hydro,South Sudan,Sub-Saharan Africa
2012,January,HNA,130,,Assa Properties,Real estate,Property,USA,USA
2012,January,Sinopec,2440,33%,Devon Energy,Energy,Gas,USA,USA
2012,January,China Merchants Group,150,30%,Aitken Spence,Transport,Shipping,Sri Lanka,West Asia
2012,February,State Construction Engineering,1340,,,Real estate,Construction,Algeria,Arab World
2012,February,China Communications Construction,400,,,Transport,Autos,Belarus,Europe
2012,February,Sinochem,260,35%,Siat,Energy,Oil,Belgium,Europe
2012,February,Guangxi Liu Gong Machinery,100,100%,Huta Stalowa Wola,Transport,Autos,Poland,Europe
2012,February,State Grid,510,25%,REN,Energy,,Portugal,Europe
2012,February,CIC and Sinopec,300,,Sunshine Oilsands,Energy,Oil,Canada,North America
2012,February,CNPC,1030,20%,Shell,Energy,Gas,Canada,North America
2012,February,Xinjiang Goldwind,190,,Mainstream Renewable Power,Energy,Alternative,Chile,South America
2012,February,Sinochem,980,,Total,Energy,Gas,Colombia,South America
2012,February,China Railway Construction,510,,,Transport,Rail,Djibouti,Sub-Saharan Africa
2012,February,Three Gorges,350,,,Transport,Autos,Senegal,Sub-Saharan Africa
2012,February,CNOOC,1450,,,Energy,Oil,Uganda,Sub-Saharan Africa
2012,February,China Shipping,120,,,Transport,Shipping,USA,USA
2012,February,Golden Dragon,100,,,Metals,Copper,USA,USA
2012,February,Three Gorges,1600,,,Energy,Hydro,Nepal,West Asia
2012,February,Three Gorges,270,,,Agriculture,,Pakistan,West Asia
2012,March,Jushi Group,230,,,Real estate,Construction,Egypt,Arab World
2012,March,Dalian Shipbuilding,320,,Sino Tharwa,Energy,Oil,Egypt,Arab World
2012,March,Power Construction Corp,390,,,Real estate,Construction,Kuwait,Arab World
2012,March,China General Nuclear and China Development Bank,2380,100%,Extract Resources,Metals,,Australia,Australia
2012,March,Anhui Conch,400,,,Real estate,Construction,Indonesia,East Asia
2012,March,Power Construction Corp,1420,,,Real estate,Construction,Malaysia,East Asia
2012,March,China Communications Construction,290,,,Transport,Shipping,Papua New Guinea,East Asia
2012,March,State Grid,550,,Copel,Energy,,Brazil,South America
2012,March,Bosai,100,,,Metals,Aluminum,Guyana,South America
2012,March,Three Gorges,180,,,Energy,,Ghana,Sub-Saharan Africa
2012,March,Zijin Mining,100,,,Metals,,Russia,West Asia
2012,April,Shanghai Pengxin,170,100%,Crafar Farms,Agriculture,,New Zealand,East Asia
2012,April,Xuzhou Construction Machinery,330,52%,Schwing,Real estate,Construction,Germany,Europe
2012,April,China Railway Construction,140,,Danya Cebus,Transport,Autos,Israel,Europe
2012,April,Hebei Iron and Steel,200,20%,Alderon Iron Ore,Metals,Steel,Canada,North America
2012,April,Sinomach,230,,Albanisa,Energy,Oil,Nicaragua,North America
2012,April,Sinopec,850,,Ghana National Gas,Energy,Gas,Ghana,Sub-Saharan Africa
2012,April,CIC,200,,Blackrock,Finance,Investment,USA,USA
2012,April,Power Construction Corp,630,,,Energy,Hydro,Georgia,West Asia
2012,April,Power Construction Corp,2400,,Infrastructure Leasing & Financial Services,Energy,Coal,India,West Asia
2012,April,Norinco,500,,Basic Element,Metals,Aluminum,Russia,West Asia
2012,April,Power Construction Corp,250,,,Energy,Hydro,Sri Lanka,West Asia
2012,April,AVIC,750,,Hattat Holding,Energy,Coal,Turkey,West Asia
2012,May,China National Chemical Engineering,2950,,,Real estate,Construction,UAE,Arab World
2012,May,State Construction Engineering,1350,,Aabar,Real estate,Construction,UAE,Arab World
2012,May,Ex-Im Bank,240,,,Other,,Cambodia,East Asia
2012,May,Shanghai Construction Corp,120,,,Transport,Autos,Cambodia,East Asia
2012,May,China Architecture Design and Research,150,100%,CPG,Real estate,Construction,Singapore,East Asia
2012,May,Sinomach,100,,,Energy,,Thailand,East Asia
2012,May,Bright Foods,1940,60%,Weetabix,Agriculture,,Britain,Europe
2012,May,SAFE,440,,,Real estate,Property,Britain,Europe
2012,May,China Ocean Shipping,150,,,Transport,Shipping,Greece,Europe
2012,May,Huawei,1500,,,Technology,Telecom,Hungary,Europe
2012,May,China Railway Construction,990,,,Transport,Rail,Hungary,Europe
2012,May,Huadian,1300,,Complexul Energetic Rovinari,Energy,Coal,Romania,Europe
