id,SUID,field,selected,name,shared_name,license_area,description,end_date,start_date,duration_months,value_currency_unit,directors,foundation_date,other_names,shareholders,headquarters,oc_id,website
575,575,,FALSE,BP Netherlands Exploration Holding B V,BP Netherlands Exploration Holding B V,,,,,,,,,,,,,
574,574,,FALSE,BP Mutun Holdings B V,BP Mutun Holdings B V,,,,,,,,,,,,,
573,573,,FALSE,BP Management Netherlands B V,BP Management Netherlands B V,,,,,,,,,,,,,
572,572,,FALSE,BP Management International B V,BP Management International B V,,,,,,,,,,,,,
571,571,,FALSE,BP Holdings B V,BP Holdings B V,,,,,,,,,,,,,
570,570,,FALSE,BP Exploration Investments B V,BP Exploration Investments B V,,,,,,,,,,,,,
569,569,,FALSE,BP Egypt West Mediterranean (Block B) B V,BP Egypt West Mediterranean (Block B) B V,,,,,,,,,,,,,
568,568,,FALSE,BP Egypt Ras El Barr B V,BP Egypt Ras El Barr B V,,,,,,,,,,,,,
567,567,,FALSE,BP Capital B V,BP Capital B V,,,,,,,,,,,,,
566,566,,FALSE,BP Holdings Canada Limited,BP Holdings Canada Limited,,,,,,,,,,,,,
565,565,,FALSE,BP Canada International Holdings B V,BP Canada International Holdings B V,,,,,,,,,,,,,
564,564,,FALSE,BP Angola (Block 18) B V,BP Angola (Block 18) B V,,,,,,,,,,,,,
563,563,,FALSE,Baku-Tbilisi-Ceyhan Pipeline Holding B V,Baku-Tbilisi-Ceyhan Pipeline Holding B V,,,,,,,,,,,,,
562,562,,FALSE,B V Petrotank,B V Petrotank,,,,,,,,,,,,,
561,561,,FALSE,Amoco Trinidad Gas B V,Amoco Trinidad Gas B V,,,,,,,,,,,,,
560,560,,FALSE,Amoco Inam Petroleum Company B V,Amoco Inam Petroleum Company B V,,,,,,,,,,,,,
559,559,,FALSE,Amoco Exploration Holdings B V,Amoco Exploration Holdings B V,,,,,,,,,,,,,
558,558,,FALSE,Amoco Chemicals (FSC) B V,Amoco Chemicals (FSC) B V,,,,,,,,,,,,,
557,557,,FALSE,Amoco Chemical Malaysia Holding I B V,Amoco Chemical Malaysia Holding I B V,,,,,,,,,,,,,
556,556,,FALSE,BP Amoco Chemical Malaysia Holding Company,BP Amoco Chemical Malaysia Holding Company,,,,,,,,,,,,,
555,555,,FALSE,Amoco Chemical Holding B V,Amoco Chemical Holding B V,,,,,,,,,,,,,
554,554,,FALSE,BP Canada Investments Inc,BP Canada Investments Inc,,,,,,,,,,,,,
553,553,,FALSE,Amoco Canada International Holdings B V,Amoco Canada International Holdings B V,,,,,,,,,,,,,
552,552,,FALSE,BPNE International B V,BPNE International B V,,,,,,,,,,,,,
551,551,,FALSE,Amoco Angola B V,Amoco Angola B V,,,,,,,,,,,,,
550,550,,FALSE,Aircraft Fuel Supply B V,Aircraft Fuel Supply B V,,,,,,,,,,,,,
549,549,,FALSE,Actomat B V,Actomat B V,,,,,,,,,,,,,
548,548,,FALSE,BP Africa Limited,BP Africa Limited,,,,,,,,,,,,,
547,547,,FALSE,BP Mocambique Limitada,BP Mocambique Limitada,,,,,,,,,,,,,
546,546,,FALSE,BP Amoco Chemical Company,BP Amoco Chemical Company,,,,,,,,,,,,,
545,545,,FALSE,"Tereftalatos Mexicanos, S A de C V","Tereftalatos Mexicanos, S A de C V",,,,,,,,,,,,,
544,544,,FALSE,"MES TECNOLOGIA EN SERVICIOS Y ENERGIA, S A DE C V","MES TECNOLOGIA EN SERVICIOS Y ENERGIA, S A DE C V",,,,,,,,,,,,,
543,543,,FALSE,"Castrol Mexico, S A de C V","Castrol Mexico, S A de C V",,,,,,,,,,,,,
542,542,,FALSE,"BP Energy America, L L C","BP Energy America, L L C",,,,,,,,,,,,,
541,541,,FALSE,BP Mauritius Limited,BP Mauritius Limited,,,,,,,,,,,,,
540,540,,FALSE,BP Malta Limited,BP Malta Limited,,,,,,,,,,,,,
539,539,,FALSE,BP Asia Pacific (Malaysia) Sdn Bhd,BP Asia Pacific (Malaysia) Sdn Bhd,,,,,,,,,,,,,
538,538,,FALSE, A Petrochemical Sdn Bhd, A Petrochemical Sdn Bhd,,,,,,,,,,,,,
537,537,,FALSE,BP PETRONAS Acetyls Sdn Bhd,BP PETRONAS Acetyls Sdn Bhd,,,,,,,,,,,,,
536,536,,FALSE,BP Malaysia Holdings Sdn Bhd,BP Malaysia Holdings Sdn Bhd,,,,,,,,,,,,,
535,535,,FALSE,BP Castrol Lubricants (Malaysia) Sdn Bhd,BP Castrol Lubricants (Malaysia) Sdn Bhd,,,,,,,,,,,,,
534,534,,FALSE,BP Business Service Centre Asia Sdn Bhd,BP Business Service Centre Asia Sdn Bhd,,,,,,,,,,,,,
533,533,,FALSE,BP (Sabah) Sdn Bhd,BP (Sabah) Sdn Bhd,,,,,,,,,,,,,
532,532,,FALSE,AsPac Lubricants (Malaysia) Sdn Bhd,AsPac Lubricants (Malaysia) Sdn Bhd,,,,,,,,,,,,,
531,531,,FALSE,BP Luxembourg S A,BP Luxembourg S A,,,,,,,,,,,,,
530,530,,FALSE,BP Capellen Sarl,BP Capellen Sarl,,,,,,,,,,,,,
529,529,,FALSE,Aral Tankstellen Services Sari,Aral Tankstellen Services Sari,,,,,,,,,,,,,
528,528,,FALSE,Aral Services Luxembourg Sarl,Aral Services Luxembourg Sarl,,,,,,,,,,,,,
527,527,,FALSE,Aral Luxembourg S A,Aral Luxembourg S A,,,,,,,,,,,,,
526,526,,FALSE,BP Lesotho (Pty) Limited,BP Lesotho (Pty) Limited,,,,,,,,,,,,,
525,525,,FALSE,Lebanese Aviation Technical Services S AL,Lebanese Aviation Technical Services S AL,,,,,,,,,,,,,
524,524,,FALSE,"Samsung-BP Chemicals Co, Ltd","Samsung-BP Chemicals Co, Ltd",,,,,,,,,,,,,
523,523,,FALSE,BP Korea Limited,BP Korea Limited,,,,,,,,,,,,,
522,522,,FALSE,BP Chemicals (Korea) Limited,BP Chemicals (Korea) Limited,,,,,,,,,,,,,
521,521,,FALSE,"Asian Acetyls Co, Ltd","Asian Acetyls Co, Ltd",,,,,,,,,,,,,
520,520,,FALSE,Setra Lubricants Kazakhstan LLP,Setra Lubricants Kazakhstan LLP,,,,,,,,,,,,,
519,519,,FALSE,In Salah Gas Services Ltd,In Salah Gas Services Ltd,,,,,,,,,,,,,
518,518,,FALSE,BP Exploration (El Djazair) Limited,BP Exploration (El Djazair) Limited,,,,,,,,,,,,,
517,517,,FALSE,In Salah Gas Ltd,In Salah Gas Ltd,,,,,,,,,,,,,
516,516,,FALSE,TJKK,TJKK,,,,,,,,,,,,,
515,515,,FALSE,Castrol KK,Castrol KK,,,,,,,,,,,,,
514,514,,FALSE,BP Lubricants KK,BP Lubricants KK,,,,,,,,,,,,,
513,513,,FALSE,BP Japan K K,BP Japan K K,,,,,,,,,,,,,
512,512,,FALSE,BP Castrol KK,BP Castrol KK,,,,,,,,,,,,,
511,511,,FALSE,Jamaica Aircraft Refuelling Services Limited,Jamaica Aircraft Refuelling Services Limited,,,,,,,,,,,,,
510,510,,FALSE,SOL BR2,SOL BR2,,,,,,,,,,,,,
509,509,,FALSE,SQL BR1,SQL BR1,,,,,,,,,,,,,
508,508,,FALSE,Societa Italiana per l'Oleodotto Transalpino S P A,Societa Italiana per l'Oleodotto Transalpino S P A,,,,,,,,,,,,,
507,507,,FALSE,BPS BRINDISI 1 s r I,BPS BRINDISI 1 s r I,,,,,,,,,,,,,
506,506,,FALSE,BP Solar Italia S R L,BP Solar Italia S R L,,,,,,,,,,,,,
505,505,,FALSE,BP Italia SpA,BP Italia SpA,,,,,,,,,,,,,
504,504,,FALSE,Air BP Italia Spa,Air BP Italia Spa,,,,,,,,,,,,,
503,503,,FALSE,BP Maritime Services (Isle of Man) Limited,BP Maritime Services (Isle of Man) Limited,,,,,,,,,,,,,
502,502,,FALSE,Air BP Limited,Air BP Limited,,,,,,,,,,,,,
501,501,,FALSE,Fingal Aviation Services Limited,Fingal Aviation Services Limited,,,,,,,,,,,,,
500,500,,FALSE,Castrol (Ireland) Limited,Castrol (Ireland) Limited,,,,,,,,,,,,,
499,499,,FALSE,PT Castrol Indonesia,PT Castrol Indonesia,,,,,,,,,,,,,
498,498,,FALSE,PT Cakrawala Tata Sentosa,PT Cakrawala Tata Sentosa,,,,,,,,,,,,,
497,497,,FALSE,P T Jasatama Petroindo,P T Jasatama Petroindo,,,,,,,,,,,,,
496,496,,FALSE,BP Amoco Chemical Indonesia Limited,BP Amoco Chemical Indonesia Limited,,,,,,,,,,,,,
495,495,,FALSE,P T Amoco Mitsui PTA Indonesia,P T Amoco Mitsui PTA Indonesia,,,,,,,,,,,,,
494,494,,FALSE,India Gas Solutions Private Limited,India Gas Solutions Private Limited,,,,,,,,,,,,,
493,493,,FALSE,Foseco India Limited,Foseco India Limited,,,,,,,,,,,,,
492,492,,FALSE,Castrol India Limited,Castrol India Limited,,,,,,,,,,,,,
491,491,,FALSE,BP India Services Private Limited,BP India Services Private Limited,,,,,,,,,,,,,
490,490,,FALSE,BP (Indian Agencies) Limited,BP (Indian Agencies) Limited,,,,,,,,,,,,,
489,489,,FALSE,BP India Limited,BP India Limited,,,,,,,,,,,,,
488,488,,FALSE,Castrol Hungaria Trading Co Ltd (Castrol Hungaria Kereskedelmi Kft),Castrol Hungaria Trading Co Ltd (Castrol Hungaria Kereskedelmi Kft),,,,,,,,,,,,,
487,487,,FALSE,BP Business Service Centre KFT,BP Business Service Centre KFT,,,,,,,,,,,,,
486,486,,FALSE,Shine Top International Investment Limited,Shine Top International Investment Limited,,,,,,,,,,,,,
485,485,,FALSE,BP Shipping Limited,BP Shipping Limited,,,,,,,,,,,,,
484,484,,FALSE,China LNG Shipping (International) Company Limited,China LNG Shipping (International) Company Limited,,,,,,,,,,,,,
483,483,,FALSE,Castrol (China) Limited,Castrol (China) Limited,,,,,,,,,,,,,
482,482,,FALSE,BP Hong Kong Limited,BP Hong Kong Limited,,,,,,,,,,,,,
481,481,,FALSE,BP Asia Limited,BP Asia Limited,,,,,,,,,,,,,
480,480,,FALSE,BP Corporate Holdings Limited,BP Corporate Holdings Limited,,,,,,,,,,,,,
479,479,,FALSE,Jupiter Insurance Limited,Jupiter Insurance Limited,,,,,,,,,,,,,
478,478,,FALSE,BP Pensions (Overseas) Limited,BP Pensions (Overseas) Limited,,,,,,,,,,,,,
477,477,,FALSE,BP Company North America Inc,BP Company North America Inc,,,,,,,,,,,,,
476,476,,FALSE,Amoco International (Guernsey) Limited,Amoco International (Guernsey) Limited,,,,,,,,,,,,,
475,475,,FALSE,SAFCO SA,SAFCO SA,,,,,,,,,,,,,
474,474,,FALSE,RAPI SA,RAPI SA,,,,,,,,,,,,,
473,473,,FALSE,GISSCO S A,GISSCO S A,,,,,,,,,,,,,
472,472,,FALSE,BP Alternative Energy Holdings Limited,BP Alternative Energy Holdings Limited,,,,,,,,,,,,,
471,471,,FALSE,BP SOLAR HELLAS S A,BP SOLAR HELLAS S A,,,,,,,,,,,,,
470,470,,FALSE,BP Greece Limited,BP Greece Limited,,,,,,,,,,,,,
469,469,,FALSE,BP Oil Hellenic S A,BP Oil Hellenic S A,,,,,,,,,,,,,
468,468,,FALSE,Hamburg Tank Service (HTS) GbR,Hamburg Tank Service (HTS) GbR,,,,,,,,,,,,,
467,467,,FALSE,MercedesService Card Beteiligungsgesellschaft mbH,MercedesService Card Beteiligungsgesellschaft mbH,,,,,,,,,,,,,
466,466,,FALSE,WiN Emscher-Lippe Gesellschaft zur Strukturverbesserung mbH,WiN Emscher-Lippe Gesellschaft zur Strukturverbesserung mbH,,,,,,,,,,,,,
465,465,,FALSE,VTA Verfahrenstechnik und Automatisierung GmbH,VTA Verfahrenstechnik und Automatisierung GmbH,,,,,,,,,,,,,
464,464,,FALSE,"UTA Italia Srl, Verona/Italien","UTA Italia Srl, Verona/Italien",,,,,,,,,,,,,
463,463,,FALSE,Union-Tank Eckstein GmbH,Union-Tank Eckstein GmbH,,,,,,,,,,,,,
462,462,,FALSE,TSG Tankstellen Support GmbH,TSG Tankstellen Support GmbH,,,,,,,,,,,,,
461,461,,FALSE,TransTank GmbH,TransTank GmbH,,,,,,,,,,,,,
460,460,,FALSE,Trafineo Verwaltungs-GmbH,Trafineo Verwaltungs-GmbH,,,,,,,,,,,,,
459,459,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
458,458,,FALSE,TLS Tanklager Stuttgart GmbH,TLS Tanklager Stuttgart GmbH,,,,,,,,,,,,,
457,457,,FALSE,TGN Tankdienst-Gesellschaft Nurnberg GbR,TGN Tankdienst-Gesellschaft Nurnberg GbR,,,,,,,,,,,,,
456,456,,FALSE,TGK Tanklagergesellschaft Koln-Bonn,TGK Tanklagergesellschaft Koln-Bonn,,,,,,,,,,,,,
455,455,,FALSE,TGHL Tanklager-Gesellschaft Hannover-Langenhagen GbR,TGHL Tanklager-Gesellschaft Hannover-Langenhagen GbR,,,,,,,,,,,,,
454,454,,FALSE,TGH Tankthenst-Gesellschaft Hamburg GbR,TGH Tankthenst-Gesellschaft Hamburg GbR,,,,,,,,,,,,,
453,453,,FALSE,TGFH Tanklager-Gesellschaft Frankfurt-Hahn GbR,TGFH Tanklager-Gesellschaft Frankfurt-Hahn GbR,,,,,,,,,,,,,
452,452,,FALSE,TFSS Turbo Fuel Services Sachsen GbR,TFSS Turbo Fuel Services Sachsen GbR,,,,,,,,,,,,,
451,451,,FALSE,TFSB Turbo Fuel Services Berlin GbR (Schonefeld),TFSB Turbo Fuel Services Berlin GbR (Schonefeld),,,,,,,,,,,,,
450,450,,FALSE, Co Energiebedarf KG, Co Energiebedarf KG,,,,,,,,,,,,,
449,449,,FALSE,Tecklenburg GmbH,Tecklenburg GmbH,,,,,,,,,,,,,
448,448,,FALSE,Tanklager-Gesellschaft Tegel (TGT),Tanklager-Gesellschaft Tegel (TGT),,,,,,,,,,,,,
447,447,,FALSE,Stuttgart Fuelling Services GbR,Stuttgart Fuelling Services GbR,,,,,,,,,,,,,
446,446,,FALSE,STDG Strassentransport Dispositions Gesellschaft mbH,STDG Strassentransport Dispositions Gesellschaft mbH,,,,,,,,,,,,,
445,445,,FALSE,Stadtmarketing Gesellschschaft Gelsenkirchen mbH,Stadtmarketing Gesellschschaft Gelsenkirchen mbH,,,,,,,,,,,,,
444,444,,FALSE,SBB Dortmund GmbH,SBB Dortmund GmbH,,,,,,,,,,,,,
443,443,,FALSE,Rundel Mineraloelvertrieb GmbH,Rundel Mineraloelvertrieb GmbH,,,,,,,,,,,,,
442,442,,FALSE,Rhein-Main-Rohrleitungstransportgesellschaft mbH,Rhein-Main-Rohrleitungstransportgesellschaft mbH,,,,,,,,,,,,,
441,441,,FALSE,Raimund Mineraloel GmbH,Raimund Mineraloel GmbH,,,,,,,,,,,,,
440,440,,FALSE,PCK Raffinene GmbH,PCK Raffinene GmbH,,,,,,,,,,,,,
439,439,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
438,438,,FALSE,Oberrheinische Mineralolwerke GmbH,Oberrheinische Mineralolwerke GmbH,,,,,,,,,,,,,
437,437,,FALSE,Nord-West Oelleitung GmbH,Nord-West Oelleitung GmbH,,,,,,,,,,,,,
436,436,,FALSE,Mobene Verwaltungs-GmbH,Mobene Verwaltungs-GmbH,,,,,,,,,,,,,
435,435,,FALSE,"Mineralol-Handels-Gesellschaft mbH, Celle","Mineralol-Handels-Gesellschaft mbH, Celle",,,,,,,,,,,,,
434,434,,FALSE,Mineraloelraffinerie Oberrhein Verwaltungsgesellschaft mbH,Mineraloelraffinerie Oberrhein Verwaltungsgesellschaft mbH,,,,,,,,,,,,,
433,433,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
432,432,,FALSE,IFS Langenhagen Fuelling Services GbR,IFS Langenhagen Fuelling Services GbR,,,,,,,,,,,,,
431,431,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
430,430,,FALSE,Konsortium Deutsche Transalpine Oelleitung GbR,Konsortium Deutsche Transalpine Oelleitung GbR,,,,,,,,,,,,,
429,429,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
428,428,,FALSE,Klaus Kohn GmbH,Klaus Kohn GmbH,,,,,,,,,,,,,
427,427,,FALSE,Hydranten-Betriebs OHG,Hydranten-Betriebs OHG,,,,,,,,,,,,,
426,426,,FALSE,Hiergeist Verwaltung GmbH,Hiergeist Verwaltung GmbH,,,,,,,,,,,,,
425,425,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
424,424,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
423,423,,FALSE,HFS Hamburg Fuelling Services GbR,HFS Hamburg Fuelling Services GbR,,,,,,,,,,,,,
422,422,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
421,421,,FALSE,GVZ Entwicklungsgesellschaft Bremen mbH,GVZ Entwicklungsgesellschaft Bremen mbH,,,,,,,,,,,,,
420,420,,FALSE,GVO Gebinde-Verwertungsgesellschaft der Mineralolwirtschaft mbH,GVO Gebinde-Verwertungsgesellschaft der Mineralolwirtschaft mbH,,,,,,,,,,,,,
419,419,,FALSE, Services GmbH, Services GmbH,,,,,,,,,,,,,
418,418,,FALSE,Gesellschaft fur Stromwirtschaft eG,Gesellschaft fur Stromwirtschaft eG,,,,,,,,,,,,,
417,417,,FALSE,Georg Reitberger Mineralole Verwaltungs GmbH,Georg Reitberger Mineralole Verwaltungs GmbH,,,,,,,,,,,,,
416,416,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
415,415,,FALSE,Gasolin GmbH,Gasolin GmbH,,,,,,,,,,,,,
414,414,,FALSE," Co KG, Landau"," Co KG, Landau",,,,,,,,,,,,,
413,413,,FALSE,Fruhmesser Gesellschaft mit beschrankter Haftung,Fruhmesser Gesellschaft mit beschrankter Haftung,,,,,,,,,,,,,
412,412,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
411,411,,FALSE,Flughafen Hannover Pipeline Verwaltungsgesellschaft mbH,Flughafen Hannover Pipeline Verwaltungsgesellschaft mbH,,,,,,,,,,,,,
410,410,,FALSE,Fip Verwaltungs GmbH,Fip Verwaltungs GmbH,,,,,,,,,,,,,
409,409,,FALSE,FFS Frankfurt Fuelling Services GbR,FFS Frankfurt Fuelling Services GbR,,,,,,,,,,,,,
408,408,,FALSE,Etzel-Kavernenbetriebs-Verwaltungsgesellschaft mbH,Etzel-Kavernenbetriebs-Verwaltungsgesellschaft mbH,,,,,,,,,,,,,
407,407,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
406,406,,FALSE,Eroil Mineraloel GmbH - Diehl,Eroil Mineraloel GmbH - Diehl,,,,,,,,,,,,,
405,405,,FALSE,ERE Betriebsfuhrungsgesellschaft mbH,ERE Betriebsfuhrungsgesellschaft mbH,,,,,,,,,,,,,
404,404,,FALSE,Dusseldorf Tank Services GbR,Dusseldorf Tank Services GbR,,,,,,,,,,,,,
403,403,,FALSE,Dusseldorf Fuelling Services GbR,Dusseldorf Fuelling Services GbR,,,,,,,,,,,,,
402,402,,FALSE,DHC Solvent Chemie GmbH,DHC Solvent Chemie GmbH,,,,,,,,,,,,,
401,401,,FALSE,Deutsche Transalpine Oelleitung GmbH (TAL),Deutsche Transalpine Oelleitung GmbH (TAL),,,,,,,,,,,,,
400,400,,FALSE,Deutsche Castrol Vertriebsgesellschaft mbH,Deutsche Castrol Vertriebsgesellschaft mbH,,,,,,,,,,,,,
399,399,,FALSE,CSG Convenience Service GmbH,CSG Convenience Service GmbH,,,,,,,,,,,,,
398,398,,FALSE,Castrol Marine Oil GmbH,Castrol Marine Oil GmbH,,,,,,,,,,,,,
397,397,,FALSE,Castrol Lubricants International GmbH,Castrol Lubricants International GmbH,,,,,,,,,,,,,
396,396,,FALSE,Castrol Industrie und Service GmbH,Castrol Industrie und Service GmbH,,,,,,,,,,,,,
395,395,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
394,394,,FALSE,Bunde-Etzel-Pipeline Verwaltungsgesellschaft mbH,Bunde-Etzel-Pipeline Verwaltungsgesellschaft mbH,,,,,,,,,,,,,
393,393,,FALSE,"BP Trade and Supply (Germany) GmbH,Hamburg","BP Trade and Supply (Germany) GmbH,Hamburg",,,,,,,,,,,,,
392,392,,FALSE, Petrochemicals GmbH, Petrochemicals GmbH,,,,,,,,,,,,,
391,391,,FALSE,BP Oil Marketing GmbH,BP Oil Marketing GmbH,,,,,,,,,,,,,
390,390,,FALSE,BP Lubes Marketing GmbH,BP Lubes Marketing GmbH,,,,,,,,,,,,,
389,389,,FALSE,BP Gelsenkirchen GmbH,BP Gelsenkirchen GmbH,,,,,,,,,,,,,
388,388,,FALSE,BP Olex Fanal Mineralol GmbH,BP Olex Fanal Mineralol GmbH,,,,,,,,,,,,,
387,387,,FALSE,BP Fuels Deutschland GmbH,BP Fuels Deutschland GmbH,,,,,,,,,,,,,
386,386,,FALSE,BP Nederland Holdings BV,BP Nederland Holdings BV,,,,,,,,,,,,,
385,385,,FALSE,BP Exploracion de Venezuela S A,BP Exploracion de Venezuela S A,,,,,,,,,,,,,
384,384,,FALSE, Co Lunar KG, Co Lunar KG,,,,,,,,,,,,,
383,383,,FALSE,BGFH Betankungs-Gesellschaft Frankfurt-Hahn GbR,BGFH Betankungs-Gesellschaft Frankfurt-Hahn GbR,,,,,,,,,,,,,
382,382,,FALSE,BFS Berlin Fuelling Services GbR,BFS Berlin Fuelling Services GbR,,,,,,,,,,,,,
381,381,,FALSE, Co Mineralol-Vertriebs-KG, Co Mineralol-Vertriebs-KG,,,,,,,,,,,,,
380,380,,FALSE,Beer GmbH,Beer GmbH,,,,,,,,,,,,,
379,379,,FALSE,Bayernoil Raffinenegesellschaft mbH,Bayernoil Raffinenegesellschaft mbH,,,,,,,,,,,,,
378,378,,FALSE,Aral Tankstellenfuhrungsgesellschaft mbH,Aral Tankstellenfuhrungsgesellschaft mbH,,,,,,,,,,,,,
377,377,,FALSE,Aral Mineralolvertrieb GmbH,Aral Mineralolvertrieb GmbH,,,,,,,,,,,,,
376,376,,FALSE,Aral Aktiengesellschaft,Aral Aktiengesellschaft,,,,,,,,,,,,,
375,375,,FALSE,Ammenn GmbH,Ammenn GmbH,,,,,,,,,,,,,
374,374,,FALSE," Co KG, Langenfeld"," Co KG, Langenfeld",,,,,,,,,,,,,
373,373,,FALSE," Co KG, Langenfeld"," Co KG, Langenfeld",,,,,,,,,,,,,
372,372,,FALSE,AFS Aviation Fuel Services GmbH,AFS Aviation Fuel Services GmbH,,,,,,,,,,,,,
371,371,,FALSE,Air BP Georgia LLC,Air BP Georgia LLC,,,,,,,,,,,,,
370,370,,FALSE,Societe des Transports Petroliers par Pipeline - TRAPIL,Societe des Transports Petroliers par Pipeline - TRAPIL,,,,,,,,,,,,,
369,369,,FALSE,Societe Maritime de Combustibles Liquides de Boulogne sur Mer - SMCL,Societe Maritime de Combustibles Liquides de Boulogne sur Mer - SMCL,,,,,,,,,,,,,
368,368,,FALSE,SOCIETE IMMOBILIERE PETROLIERE DE GESTION - SIPG,SOCIETE IMMOBILIERE PETROLIERE DE GESTION - SIPG,,,,,,,,,,,,,
367,367,,FALSE,Societe Havraise de Manutention de Produits Petroliers - SHMPP,Societe Havraise de Manutention de Produits Petroliers - SHMPP,,,,,,,,,,,,,
366,366,,FALSE,Societe du Pipeline Sud-Europeen - SPSE,Societe du Pipeline Sud-Europeen - SPSE,,,,,,,,,,,,,
365,365,,FALSE,Societe du Pipeline Mediterranee-Rhonee - SPMR,Societe du Pipeline Mediterranee-Rhonee - SPMR,,,,,,,,,,,,,
364,364,,FALSE,Societe des Depots de Petrole Cotiers (D P C),Societe des Depots de Petrole Cotiers (D P C),,,,,,,,,,,,,
363,363,,FALSE,Societe de Manutentron de Carburants Aviation - SMCA,Societe de Manutentron de Carburants Aviation - SMCA,,,,,,,,,,,,,
362,362,,FALSE,Societe de Gestron de Produits Petroliers - SOGEPP,Societe de Gestron de Produits Petroliers - SOGEPP,,,,,,,,,,,,,
361,361,,FALSE,Societe de Gestion de Depots d'Hydrocarbures - GDH,Societe de Gestion de Depots d'Hydrocarbures - GDH,,,,,,,,,,,,,
360,360,,FALSE,"Societe d'AvitatIlement et de Stockage de Carburants Aviation ""SASCA""","Societe d'AvitatIlement et de Stockage de Carburants Aviation ""SASCA""",,,,,,,,,,,,,
359,359,,FALSE,SEM1VIM,SEM1VIM,,,,,,,,,,,,,
358,358,,FALSE,SC1 Rue de Lille,SC1 Rue de Lille,,,,,,,,,,,,,
357,357,,FALSE,SA DE L'HORLOGE,SA DE L'HORLOGE,,,,,,,,,,,,,
356,356,,FALSE,SA de Gestion de Stocks de Secunte - SAG ESS,SA de Gestion de Stocks de Secunte - SAG ESS,,,,,,,,,,,,,
355,355,,FALSE,Revue Generale des Routes et des Aerodromes - RGRA,Revue Generale des Routes et des Aerodromes - RGRA,,,,,,,,,,,,,
354,354,,FALSE,Raffinene de Strasbourg,Raffinene de Strasbourg,,,,,,,,,,,,,
353,353,,FALSE,Produits Metallurgie Doittau SA - PROMEDO,Produits Metallurgie Doittau SA - PROMEDO,,,,,,,,,,,,,
352,352,,FALSE,MATELUB S A R L (Baldersheim/Frankreich),MATELUB S A R L (Baldersheim/Frankreich),,,,,,,,,,,,,
351,351,,FALSE,"Societe d'Avitaillement et de Stockage de Carburants Aviation ""SASCA""","Societe d'Avitaillement et de Stockage de Carburants Aviation ""SASCA""",,,,,,,,,,,,,
350,350,,FALSE,Groupement pour l'Avitaillement de Lyon Saint-Exupery - GALYS,Groupement pour l'Avitaillement de Lyon Saint-Exupery - GALYS,,,,,,,,,,,,,
349,349,,FALSE,Groupement Petrolier de Strasbourg,Groupement Petrolier de Strasbourg,,,,,,,,,,,,,
348,348,,FALSE,Groupement Petrolier de Saint Pierre des Corps - GPSPC,Groupement Petrolier de Saint Pierre des Corps - GPSPC,,,,,,,,,,,,,
347,347,,FALSE,Groupement Petrolier de Brest - GPB,Groupement Petrolier de Brest - GPB,,,,,,,,,,,,,
346,346,,FALSE,Groupement d'Exploitation du Depot de Reception de Chennevieres - GEDRC,Groupement d'Exploitation du Depot de Reception de Chennevieres - GEDRC,,,,,,,,,,,,,
345,345,,FALSE,GEOVEXIN,GEOVEXIN,,,,,,,,,,,,,
344,344,,FALSE,GEOGAZ - LAVERA,GEOGAZ - LAVERA,,,,,,,,,,,,,
343,343,,FALSE,Fuelling Aviation Service - FAS,Fuelling Aviation Service - FAS,,,,,,,,,,,,,
342,342,,FALSE,Entrepots Petroliers Provencaux - EPP,Entrepots Petroliers Provencaux - EPP,,,,,,,,,,,,,
341,341,,FALSE,Entre* Petrolier de Puget sur Argens - EPPA,Entre* Petrolier de Puget sur Argens - EPPA,,,,,,,,,,,,,
340,340,,FALSE,Entrepot petrolier de Lyon,Entrepot petrolier de Lyon,,,,,,,,,,,,,
339,339,,FALSE,Entrepot petrolier de Chambery,Entrepot petrolier de Chambery,,,,,,,,,,,,,
338,338,,FALSE,SRHP,SRHP,,,,,,,,,,,,,
337,337,,FALSE,Distribution Routiere SCI,Distribution Routiere SCI,,,,,,,,,,,,,
336,336,,FALSE,Depots Petrohers de Fos - DPF,Depots Petrohers de Fos - DPF,,,,,,,,,,,,,
335,335,,FALSE,Depot Petrolier de Portes-Les-Valence - DPPV,Depot Petrolier de Portes-Les-Valence - DPPV,,,,,,,,,,,,,
334,334,,FALSE,Compagnie pour la Participation Eco-Emballages - ECOPAR,Compagnie pour la Participation Eco-Emballages - ECOPAR,,,,,,,,,,,,,
333,333,,FALSE,BP Polypropylene France,BP Polypropylene France,,,,,,,,,,,,,
332,332,,FALSE,BP High Density Polyethylene France - BP HDPE,BP High Density Polyethylene France - BP HDPE,,,,,,,,,,,,,
331,331,,FALSE,BP France,BP France,,,,,,,,,,,,,
