"symbol","date","price","pmms30","year"
"MORTGAGE30US",2019-04-04,4.08,4.08,2019
"MORTGAGE30US",2019-04-11,4.12,4.12,2019
"MORTGAGE30US",2019-04-18,4.17,4.17,2019
"MORTGAGE30US",2019-04-25,4.2,4.2,2019
"MORTGAGE30US",2019-05-02,4.14,4.14,2019
"MORTGAGE30US",2019-05-09,4.1,4.1,2019
"MORTGAGE30US",2019-05-16,4.07,4.07,2019
"MORTGAGE30US",2019-05-23,4.06,4.06,2019
"MORTGAGE30US",2019-05-30,3.99,3.99,2019
"MORTGAGE30US",2019-06-06,3.82,3.82,2019
"MORTGAGE30US",2019-06-13,3.82,3.82,2019
"MORTGAGE30US",2019-06-20,3.84,3.84,2019
"MORTGAGE30US",2019-06-27,3.73,3.73,2019
"MORTGAGE30US",2019-07-03,3.75,3.75,2019
"MORTGAGE30US",2019-07-11,3.75,3.75,2019
"MORTGAGE30US",2019-07-18,3.81,3.81,2019
"MORTGAGE30US",2019-07-25,3.75,3.75,2019
"MORTGAGE30US",2019-08-01,3.75,3.75,2019
"MORTGAGE30US",2019-08-08,3.6,3.6,2019
"MORTGAGE30US",2019-08-15,3.6,3.6,2019
"MORTGAGE30US",2019-08-22,3.55,3.55,2019
"MORTGAGE30US",2019-08-29,3.58,3.58,2019
"MORTGAGE30US",2019-09-05,3.49,3.49,2019
"MORTGAGE30US",2019-09-12,3.56,3.56,2019
"MORTGAGE30US",2019-09-19,3.73,3.73,2019
"MORTGAGE30US",2019-09-26,3.64,3.64,2019
"MORTGAGE30US",2019-10-03,3.65,3.65,2019
"MORTGAGE30US",2019-10-10,3.57,3.57,2019
"MORTGAGE30US",2019-10-17,3.69,3.69,2019
"MORTGAGE30US",2019-10-24,3.75,3.75,2019
"MORTGAGE30US",2019-10-31,3.78,3.78,2019
"MORTGAGE30US",2019-11-07,3.69,3.69,2019
"MORTGAGE30US",2019-11-14,3.75,3.75,2019
"MORTGAGE30US",2019-11-21,3.66,3.66,2019
"MORTGAGE30US",2019-11-27,3.68,3.68,2019
"MORTGAGE30US",2019-12-05,3.68,3.68,2019
"MORTGAGE30US",2019-12-12,3.73,3.73,2019
"MORTGAGE30US",2019-12-19,3.73,3.73,2019
"MORTGAGE30US",2019-12-26,3.74,3.74,2019
"MORTGAGE30US",2020-01-02,3.72,3.72,2020
"MORTGAGE30US",2020-01-09,3.64,3.64,2020
"MORTGAGE30US",2020-01-16,3.65,3.65,2020
"MORTGAGE30US",2020-01-23,3.6,3.6,2020
"MORTGAGE30US",2020-01-30,3.51,3.51,2020
"MORTGAGE30US",2020-02-06,3.45,3.45,2020
"MORTGAGE30US",2020-02-13,3.47,3.47,2020
"MORTGAGE30US",2020-02-20,3.49,3.49,2020
"MORTGAGE30US",2020-02-27,3.45,3.45,2020
"MORTGAGE30US",2020-03-05,3.29,3.29,2020
"MORTGAGE30US",2020-03-12,3.36,3.36,2020
"MORTGAGE30US",2020-03-19,3.65,3.65,2020
"MORTGAGE30US",2020-03-26,3.5,3.5,2020
"MORTGAGE30US",2020-04-02,3.33,3.33,2020
"MORTGAGE30US",2020-04-09,3.33,3.33,2020
"MORTGAGE30US",2020-04-16,3.31,3.31,2020
"MORTGAGE30US",2020-04-23,3.33,3.33,2020
"MORTGAGE30US",2020-04-30,3.23,3.23,2020
"MORTGAGE30US",2020-05-07,3.26,3.26,2020
"MORTGAGE30US",2020-05-14,3.28,3.28,2020
"MORTGAGE30US",2020-05-21,3.24,3.24,2020
"MORTGAGE30US",2020-05-28,3.15,3.15,2020
"MORTGAGE30US",2020-06-04,3.18,3.18,2020
"MORTGAGE30US",2020-06-11,3.21,3.21,2020
"MORTGAGE30US",2020-06-18,3.13,3.13,2020
"MORTGAGE30US",2020-06-25,3.13,3.13,2020
"MORTGAGE30US",2020-07-02,3.07,3.07,2020
"MORTGAGE30US",2020-07-09,3.03,3.03,2020
"MORTGAGE30US",2020-07-16,2.98,2.98,2020
"MORTGAGE30US",2020-07-23,3.01,3.01,2020
"MORTGAGE30US",2020-07-30,2.99,2.99,2020
"MORTGAGE30US",2020-08-06,2.88,2.88,2020
"MORTGAGE30US",2020-08-13,2.96,2.96,2020
"MORTGAGE30US",2020-08-20,2.99,2.99,2020
"MORTGAGE30US",2020-08-27,2.91,2.91,2020
"MORTGAGE30US",2020-09-03,2.93,2.93,2020
"MORTGAGE30US",2020-09-10,2.86,2.86,2020
"MORTGAGE30US",2020-09-17,2.87,2.87,2020
"MORTGAGE30US",2020-09-24,2.9,2.9,2020
"MORTGAGE30US",2020-10-01,2.88,2.88,2020
"MORTGAGE30US",2020-10-08,2.87,2.87,2020
