"","Continent","Country","ISO_Code","Country_Code","Metric","Region","Date","Year","Population"
"1419","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",1999-01-01,1999,9603.733
"1420","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",1999-01-01,1999,289.509
"1421","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",2000-01-01,2000,31183.658
"1422","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",2000-01-01,2000,68334.905
"1423","Africa","Libya","LBY",434,"Urban with water","Northern Africa",2000-01-01,2000,5337.264
"1424","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",2000-01-01,2000,28950.553
"1425","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",2000-01-01,2000,28079.664
"1426","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",2000-01-01,2000,9699.192
"1427","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",2000-01-01,2000,305.615
"1428","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",2001-01-01,2001,31590.32
"1429","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",2001-01-01,2001,69599.945
"1430","Africa","Libya","LBY",434,"Urban with water","Northern Africa",2001-01-01,2001,5428.303
"1431","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",2001-01-01,2001,29250.983
"1432","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",2001-01-01,2001,28805.142
"1433","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",2001-01-01,2001,9785.665
"1434","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",2001-01-01,2001,326.344
"1435","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",2002-01-01,2002,31990.387
"1436","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",2002-01-01,2002,70908.71
"1437","Africa","Libya","LBY",434,"Urban with water","Northern Africa",2002-01-01,2002,5518.341
"1438","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",2002-01-01,2002,29535.591
"1439","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",2002-01-01,2002,29569.978
"1440","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",2002-01-01,2002,9864.207
"1441","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",2002-01-01,2002,350.976
"1442","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",2003-01-01,2003,32394.886
"1443","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",2003-01-01,2003,72247.626
"1444","Africa","Libya","LBY",434,"Urban with water","Northern Africa",2003-01-01,2003,5609.166
"1445","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",2003-01-01,2003,29812.685
"1446","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",2003-01-01,2003,30365.586
"1447","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",2003-01-01,2003,9939.478
"1448","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",2003-01-01,2003,377.69
"1449","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",2004-01-01,2004,32817.225
"1450","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",2004-01-01,2004,73596.068
"1451","Africa","Libya","LBY",434,"Urban with water","Northern Africa",2004-01-01,2004,5703.224
"1452","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",2004-01-01,2004,30093.109
"1453","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",2004-01-01,2004,31176.209
"1454","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",2004-01-01,2004,10017.439
"1455","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",2004-01-01,2004,403.92
"1456","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",2005-01-01,2005,33267.887
"1457","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",2005-01-01,2005,74942.115
"1458","Africa","Libya","LBY",434,"Urban with water","Northern Africa",2005-01-01,2005,5801.543
"1459","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",2005-01-01,2005,30385.479
"1460","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",2005-01-01,2005,31990.003
"1461","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",2005-01-01,2005,10102.477
"1462","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",2005-01-01,2005,427.782
"1463","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",2006-01-01,2006,33749.328
"1464","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",2006-01-01,2006,76274.285
"1465","Africa","Libya","LBY",434,"Urban with water","Northern Africa",2006-01-01,2006,5907.149
"1466","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",2006-01-01,2006,30691.434
"1467","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",2006-01-01,2006,32809.056
"1468","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",2006-01-01,2006,10196.441
"1469","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",2006-01-01,2006,448.666
"1470","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",2007-01-01,2007,34261.971
"1471","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",2007-01-01,2007,77605.327
"1472","Africa","Libya","LBY",434,"Urban with water","Northern Africa",2007-01-01,2007,6017.794
"1473","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",2007-01-01,2007,31011.322
"1474","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",2007-01-01,2007,33637.96
"1475","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",2007-01-01,2007,10298.717
"1476","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",2007-01-01,2007,466.991
"1477","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",2008-01-01,2008,34811.059
"1478","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",2008-01-01,2008,78976.122
"1479","Africa","Libya","LBY",434,"Urban with water","Northern Africa",2008-01-01,2008,6123.022
"1480","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",2008-01-01,2008,31350.544
"1481","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",2008-01-01,2008,34470.138
"1482","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",2008-01-01,2008,10408.091
"1483","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",2008-01-01,2008,483.167
"1484","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",2009-01-01,2009,35401.79
"1485","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",2009-01-01,2009,80442.443
"1486","Africa","Libya","LBY",434,"Urban with water","Northern Africa",2009-01-01,2009,6208.68
"1487","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",2009-01-01,2009,31714.958
"1488","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",2009-01-01,2009,35297.298
"1489","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",2009-01-01,2009,10522.214
"1490","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",2009-01-01,2009,497.986
"1491","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",2010-01-01,2010,36036.159
"1492","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",2010-01-01,2010,82040.994
"1493","Africa","Libya","LBY",434,"Urban with water","Northern Africa",2010-01-01,2010,6265.697
"1494","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",2010-01-01,2010,32107.739
"1495","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",2010-01-01,2010,36114.885
"1496","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",2010-01-01,2010,10639.194
"1497","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",2010-01-01,2010,512.065
"1498","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",2011-01-01,2011,36717.132
"1499","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",2011-01-01,2011,83787.634
"1500","Africa","Libya","LBY",434,"Urban with water","Northern Africa",2011-01-01,2011,6288.652
