ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,Name,OtherNames,Owner,Status, CostUSD ,StartYear1,StartYear2,StartYear3,RetiredYear,Capacity,CapacityUnit,CapacityBOEd,KnownKm,EstimateKm,MergedKm,Lengthmi,Diameter (inch),Source,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,EndPrefecture/District,EndState/Province,EndRegion,Expansions,Mainline,Route
P0033,Oil,Canada,Canada,Canada,https://www.gem.wiki/Trans_Mountain_Oil_Pipeline,Trans Mountain Oil Pipeline Expansion,,"Canada Development Investment Corporation, 100.00%",Construction," $9,470,000,000.00 ",2022,,,,"290,000.00",bpd,"290,000.00",980.00,"1,097.37",980.00,608.94,,Alberta,Edmonton,,Alberta,North America,,,British Columbia,North America,,Trans Mountain Oil Pipeline,"49.27049125,-122.978471:49.26034217,-122.906413:49.24411348,-122.849802:49.20216634,-122.83171:49.18765886,-122.703882:49.15303426,-122.585573:49.12191456,-122.432969:49.07860057,-122.248515:49.07003439,-122.150688:49.08057152,-122.047431:49.10893657,-122.041319:49.12141347,-121.943307:49.15468889,-121.862876:49.1985246,-121.741841:49.24464853,-121.688999:49.28580054,-121.678989:49.3298866,-121.620696:49.35400634,-121.572131:49.36483836,-121.513592:49.36187042,-121.431416:49.36805461,-121.348493:49.3905513,-121.308169:49.42582303,-121.313503:49.43962624,-121.287607:49.44856631,-121.255226:49.47412907,-121.247586:49.48611819,-121.198408:49.48788617,-121.172106:49.53385504,-121.118612:49.57167262,-121.093313:49.62522025,-120.997643:49.75168555,-121.016938:49.78789006,-120.950141:49.84511973,-120.900761:49.89458472,-120.911572:49.92355317,-120.918685:49.98549423,-120.893724:50.01488227,-120.86471:50.07121091,-120.769306:50.09286283,-120.732567:50.11753698,-120.746973:50.21748751,-120.609605:50.22038379,-120.524359:50.24720403,-120.457679:50.32271531,-120.42384:50.4424978,-120.361806:50.51003057,-120.356537:50.58506959,-120.395356:50.63818938,-120.420984:50.69547394,-120.370452:50.73397778,-120.358219:50.75336734,-120.333818:50.78214113,-120.29019:50.81336558,-120.302532:50.86349895,-120.258104:50.91128992,-120.244833:50.99183271,-120.235276:51.06536131,-120.213702:51.1347068,-120.181196:51.17908781,-120.152602:51.18710478,-120.123478:51.23253248,-120.159848:51.28451222,-120.175762:51.42281394,-120.202743:51.49342825,-120.216844:51.53442775,-120.172817:51.55883304,-120.154648:51.57415719,-120.100387:51.59285343,-120.079926:51.60795744,-120.062677:51.62960184,-120.024782:51.63061195,-119.964816:51.59155626,-119.907718:51.57187651,-119.82581:51.5728648,-119.747377:51.58087209,-119.699494:51.61166302,-119.678988:51.63596708,-119.679143:51.65180026,-119.638883:51.65337468,-119.57453:51.64995338,-119.485067:51.65647525,-119.408724:51.66937568,-119.367287:51.69298068,-119.353129:51.73161362,-119.321499:51.76022907,-119.313868:51.79099714,-119.293112:51.81461164,-119.278898:51.90337192,-119.294229:51.95421153,-119.318355:52.02155014,-119.316201:52.11114164,-119.271195:52.15630592,-119.237096:52.22155371,-119.191913:52.28324397,-119.168682:52.35069961,-119.147599:52.42105475,-119.127567:52.44835239,-119.128604:52.47133181,-119.118599:52.48925156,-119.08317:52.51299591,-119.106322:52.54817808,-119.077448:52.5812775,-119.099485:52.65111213,-119.177988:52.67990551,-119.207885:52.73460797,-119.247783:52.78283674,-119.252201:52.80947929,-119.27664:52.8469266,-119.272189:52.89518634,-119.314475:52.93769901,-119.316725:52.98887832,-119.26548:53.00759409,-119.187424:53.01620245,-119.133883:53.00461773,-119.091542:52.99730266,-119.022446:52.96176155,-118.918976:52.93987949,-118.825546:52.90153279,-118.777966:52.8623311,-118.697081:52.83157622,-118.581741:52.86713022,-118.491224:52.8876133,-118.418624:52.86090402,-118.295521:52.8448943,-118.171774:52.85723065,-118.091461:52.87835846,-118.033189:52.91935574,-118.024562:52.94706622,-118.062986:52.98329529,-118.085676:53.01815849,-118.117341:53.0591988,-118.108751:53.0941507,-118.060066:53.12977758,-118.006843:53.16573165,-117.991562:53.19283075,-117.954083:53.20969326,-117.903372:53.22277759,-117.837054:53.25525997,-117.763511:53.32833393,-117.704529:53.38445807,-117.615563:53.41418483,-117.559747:53.45127525,-117.516018:53.50411013,-117.344724:53.54130432,-117.258045:53.54830707,-117.189179:53.53199529,-117.112121:53.5382742,-117.047773:53.54321814,-116.992461:53.53915467,-116.829478:53.54690158,-116.689634:53.56302396,-116.619164:53.60755668,-116.520349:53.6080179,-116.43021:53.59358577,-116.358803:53.59749735,-116.265129:53.60781445,-116.168861:53.61385677,-115.947711:53.61633541,-115.682755:53.6097278,-115.505099:53.59754204,-114.833119:53.59754491,-114.691108:53.5793489,-114.619234:53.58396228,-114.559155:53.58134796,-114.411728:53.5650879,-114.104288:53.54805429,-113.971666:53.53732264,-113.836294:53.53503952,-113.755387:53.52591525,-113.705525:53.50449703,-113.656808:53.50247264,-113.547766"
P0034,Oil,Canada,Canada,Canada,https://www.gem.wiki/Waupisoo_Oil_Pipeline,Waupisoo Oil Pipeline,Enbridge Line 18 Oil Pipeline,"Enbridge, 100.00%",Operating,,2008,,,,"570,000.00",bpd,"570,000.00",380.00,399.72,380.00,236.12,30,Alberta,"Cheecham Terminal, Fort McMurray",,Alberta,North America,Edmonton,,Alberta,North America,,,"56.771330,-111.27840:56.496408,-112.14632:53.547597,-113.42473"
P0035,Oil,Canada,Canada,Canada,https://www.gem.wiki/Woodland_Oil_Pipeline,Woodland Oil Pipeline,Enbridge Line 49/70 Oil Pipeline,"Enbridge, 100.00%",Operating,,2012,,,,"200,000.00",bpd,"200,000.00",137.00,69.65,137.00,85.13,36,"Kearl Oil Sands Project, Fort McMurray",Kearl Oil Sands,,Alberta,North America,Cheecham terminal,,Alberta,North America,,,"57.386444,-111.07058:56.771330,-111.27840"
P0036,Oil,USA,USA,USA,https://www.gem.wiki/Amberjack_Oil_Pipeline,Amberjack Oil Pipeline,,"Royal Dutch Shell, 100.00%",Operating,,1999,,,,"350,000.00",bpd,"350,000.00",219.00,166.00,219.00,136.08,,"Green Canyon, Gulf of Mexico",,,,North America,,,Louisiana,North America,,,"29.254670,-90.333040:28.398066,-91.728304"
P0037,Oil,USA,USA,USA,https://www.gem.wiki/Auger_Oil_Pipeline,Auger Oil Pipeline,,"Royal Dutch Shell, 100.00%",Operating,,1994,,,,"200,000.00",bpd,"200,000.00",280.00,178.89,280.00,173.98,,"Garden Banks, Gulf of Mexico",,,,North America,,,Louisiana,North America,,,"28.989069,-91.032992:27.615562,-91.991191"
P0038,Oil,USA,USA,USA,https://www.gem.wiki/Bakken_Express_Oil_Pipeline,Bakken Express Oil Pipeline,,"ONEOK Partners, 100.00%",Cancelled,,,,,,"200,000.00",bpd,"200,000.00","2,092.00","1,806.72","2,092.00","1,299.91",,Bakken Shale,,,North Dakota,North America,,,Oklahoma,North America,,,"48.601682,-102.74851:47.654537,-104.36157:40.884732,-104.18579:37.680582,-97.332505:36.590198,-97.321519:35.987895,-96.757342"
P0039,Oil,USA,USA,USA,https://www.gem.wiki/Bakken-to-Cushing_Oil_Pipeline,Bakken-to-Cushing Oil Pipeline,,"Enterprise Products Partners, 100.00%",Cancelled,,,,,,"700,000.00",bpd,"700,000.00","1,931.00","1,814.18","1,931.00","1,199.87",,Bakken Shale,,,North Dakota,North America,,,Oklahoma,North America,,,"48.370858,-102.39147:47.654537,-104.36157:40.884732,-104.18579:37.680582,-97.332505:36.590198,-97.321519:35.987895,-96.757342"
P0040,Oil,USA,USA,USA,https://www.gem.wiki/BakkenLink_Oil_Pipeline,BakkenLink Oil Pipeline,,"Andeavor, 100.00%",Operating,,2013,,,,"65,000.00",bpd,"65,000.00",212.00,53.35,212.00,131.73,,Bakken Shale,Bakken,,North Dakota,North America,,,Montana,North America,,,"48.282556,-102.950295:48.140979,-102.900326:48.006539,-102.914603:47.84426,-102.912224:47.829507,-102.891284:47.813327,-102.898423"
P0041,Oil,USA,USA,USA,https://www.gem.wiki/Basin_Oil_Pipeline,Basin Oil Pipeline,,"Plains GP Holdings, 100.00%",Operating,,,,,,"450,000.00",bpd,"450,000.00",853.00,544.55,853.00,530.03,,Permian Basin,Wink,,Texas,North America,,,Oklahoma,North America,,,"33.923516,-98.428999:33.823494,-98.488079:33.766387,-98.545186:33.687864,-98.766476:33.645034,-98.816445:33.61648,-98.937797:33.559373,-99.01632:33.452298,-99.266163:33.338084,-99.423207:33.2667,-99.601667:33.038271,-99.922894:33.00258,-99.98714:32.995441,-100.065662:32.938334,-100.144184:32.895504,-100.258398:32.674214,-100.665286:32.521123,-100.862382;33.923516,-98.428999:34.037645,-98.287253:34.173274,-98.151624:34.50283,-97.886611:34.535547,-97.830099:34.642623,-97.788458:34.70211,-97.723023:34.901389,-97.571332:35.038208,-97.401796:35.610766,-97.012159:35.866558,-96.800982"
P0042,Oil,USA,USA,USA,https://www.gem.wiki/Bayou_Bridge_Oil_Pipeline,"Bayou Bridge Oil Pipeline, Phase 1",,"Phillips 66, 40.00%, ETP Legacy, 60.00%",Operating,,2016,,,,"480,000.00",bpd,"480,000.00",79.00,76.10,79.00,49.09,30,North Dakota,Nederland,,Texas,North America,Lake Charles,,Louisiana,North America,,,"30.00592891,-93.97830429:30.03357142,-93.99066242:30.08081335,-93.90415548:30.08081335,-93.8907675:30.11021674,-93.84030512:30.12803272,-93.82897683:30.12803272,-93.79705165:30.14317378,-93.78984273:30.14317378,-93.77439507:30.15564114,-93.76306678:30.15475066,-93.73423113:30.14495492,-93.72599237:30.16543581,-93.66729123:30.15475066,-93.65184356:30.15475066,-93.61888854:30.14050199,-93.61785869:30.14228319,-93.50972502:30.14584549,-93.45308356:30.14228319,-93.40159134:30.12981414,-93.39541227:30.12536053,-93.36657662:30.15386018,-93.35524833"
P0043,Oil,USA,USA,USA,https://www.gem.wiki/Big_Inch_Oil_Pipeline,Big Inch Oil Pipeline,"Little Big Inch, Inch pipelines","Enbridge, 50.00%, Enterprise Products Partners, 50.00%",Operating,,1944,,,,"350,000.00",bpd,"350,000.00","2,018.00","2,119.06","2,018.00","1,253.93",,East Texas Oil Field,Longview,,Texas,North America,,,New Jersey,North America,,,"32.498450,-94.742269:33.116218,-94.162368:33.667344,-93.593397:34.237478,-92.924167:34.735775,-92.313221:35.308986,-91.567700:35.868549,-90.951371:36.513584,-90.267218:37.085720,-89.653534:37.524591,-89.075076:37.980372,-88.328786:38.356853,-87.568135:38.548105,-86.619084:38.958292,-85.890404:39.339562,-85.204640:39.431050,-84.208950:39.609357,-82.938934:39.767988,-82.092702:39.807703,-81.469544:39.917603,-80.434335:40.018062,-79.587671:39.915648,-79.152297:39.937549,-77.661999:40.057008,-76.552170:40.130010,-75.515247:40.369402,-74.945861:40.605328,-74.236331"
P0044,Oil,USA,USA,USA,https://www.gem.wiki/BridgeTex_Oil_Pipeline,BridgeTex Oil Pipeline,,"Ontario Municipal Employees Retirement System, 50.00%, Magellan Midstream Partners, 30.00%, Plains GP Holdings, 20.00%",Operating,,2014,,,,"300,000.00",bpd,"300,000.00",644.00,293.42,644.00,400.16,,Permian Basin,Colorado City,,Texas,North America,,,Texas,North America,BridgeTex Oil Pipeline Expansion,,"38.37578,-97.825224:38.306544,-97.821815:38.152607,-97.780341:37.998423,-97.781126:37.948753,-97.755357:37.725448,-97.746717:37.700487,-97.758748:37.507251,-97.759033:37.460047,-97.796453:37.347639,-97.810841:37.33569,-97.833446:37.275856,-97.867148:36.683655,-97.874037:36.507924,-97.952172:36.465836,-97.989005:36.279278,-98.00581:36.193143,-98.030547:36.01816,-98.033759:35.936468,-98.086039:35.799626,-98.090378"
P0045,Oil,USA,USA,USA,https://www.gem.wiki/Cactus_Oil_Pipeline,Cactus Oil Pipeline,,"Midstream Energy Group, 100.00%",Operating,,2015,,,,"250,000.00",bpd,"250,000.00",479.60,759.51,479.60,298.01,20,Permian Basin,McCamey,,Texas,North America,Gardendale,,Texas,North America,,,"27.841744,-97.416527:27.993628,-97.419299:28.079274,-97.624456:28.316281,-98.098534:28.411423,-98.259333:28.423615,-98.312008:28.421177,-98.966985:28.433367,-99.01966:28.496735,-99.19432:28.513789,-99.224817:28.730379,-99.402249:28.847006,-99.639288:28.847006,-99.719688:28.922258,-99.886031:29.079867,-100.091188:29.096826,-100.130001:29.135579,-100.393378:29.145265,-100.418329:29.239655,-100.568038:29.326707,-100.712202:29.341209,-100.728837:29.349667,-100.737847:29.511446,-100.732302:29.540394,-100.743392:29.624779,-100.832108:29.644057,-100.837653:29.807771,-100.843198:29.855871,-100.85706:29.906352,-100.873694:29.968816,-100.898646:30.220675,-101.037265:30.261392,-101.076078:30.337391,-101.202222:30.401974,-101.290938:30.559664,-101.482233:30.721865,-101.670755:30.964655,-101.959084:30.993178,-102.017304:31.092942,-102.150378:31.114306,-102.209292:31.223426,-102.419993:31.287417,-102.536433:31.327685,-102.61406:31.363201,-102.688915:31.45075,-102.855258:31.488584,-102.924568:31.531129,-102.980015:31.623243,-103.093683:31.677523,-103.132497:31.745919,-103.149131"
P0046,Oil,USA,USA,USA,https://www.gem.wiki/Cactus_2_Oil_Pipeline,Cactus 2 Oil Pipeline,,"Plains GP Holdings, 100.00%",Operating," $1,100,000,000.00 ",2019,,,,"670,000.00",bpd,"670,000.00",925.40,779.22,925.40,575.02,26,Permian Basin,Midland,,Texas,North America,Corpus Christi,,Texas,North America,,,"27.824583,-97.181567:27.885861,-97.264739:27.890762,-97.325731:27.978939,-97.397813:28.00342,-97.431082:28.074382,-97.614059:28.140409,-97.741589:28.194178,-97.852485:28.31384,-98.096455:28.413862,-98.262798:28.426053,-98.321018:28.418739,-98.96144:28.433367,-99.025205:28.499172,-99.199865:28.516225,-99.227589:28.752257,-99.369674:28.849434,-99.572058:28.851863,-99.608099:28.844578,-99.663547:28.854291,-99.699588:28.958651,-99.891576:29.084713,-100.052374:29.104094,-100.091188:29.147687,-100.371199:29.157371,-100.401695:29.263844,-100.556949:29.338792,-100.695568:29.362957,-100.706658:29.515065,-100.695568:29.542806,-100.699034:29.619959,-100.782205:29.634418,-100.793295:29.656104,-100.79884:29.805365,-100.79884:29.841444,-100.809929:29.978422,-100.854287:30.223071,-100.990134:30.249418,-101.001224:30.381049,-101.207074:30.607995,-101.48154:30.743908,-101.636794:30.80584,-101.697786:30.986642,-101.886309:31.002684,-101.909874:31.11668,-102.214837:31.164137,-102.309098:31.294524,-102.550295:31.372669,-102.708321:31.46494,-102.882982:31.512222,-102.957836:31.578378,-103.04378:31.637406,-103.107545:31.679883,-103.132497:31.748277,-103.149131"
P0047,Oil,USA,USA,USA,https://www.gem.wiki/Caddo_Oil_Pipeline,Caddo Oil Pipeline,,"Plains GP Holdings, Delek US Holdings",Operating," $100,000,000.00 ",2016,,,,"80,000.00",bpd,"80,000.00",129.00,131.73,129.00,80.16,12,,"Plains Atlas Terminal, Longview",,Texas,North America,,,Louisiana,North America,,,"32.359176,-93.826295:32.521461,-94.861267:32.589417,-95.200625"
P0048,Oil,USA,USA,USA,https://www.gem.wiki/Caesar_Oil_Pipeline,Caesar Oil Pipeline,Mardi Gras Offshore Oil and Gas Pipeline System,"BP, BHP Billiton Group, Royal Dutch Shell, Chevron",Operating,,2004,,,,"450,000.00",bpd,"450,000.00",185.00,697.78,185.00,114.95,,Green Canyon and Mississippi Canyon,Holstein-Mad Dog-Atlantis area (offshore Gulf Coast),,,North America,,,"Texas, Louisiana",North America,,,"28.709391,-90.523151:28.815330,-91.764606:29.108508,-93.972858:29.389933,-94.902470;29.108508,-93.972858:30.073936,-94.136845;28.709391,-90.523151:29.595899,-90.720005;28.709391,-90.523151:29.105897,-90.194440"
P0049,Oil,USA,USA,USA,https://www.gem.wiki/Calnev_Oil_Products_Pipeline,Calnev Oil Products Pipeline,,"Kinder Morgan, 100.00%",Operating,,,,,,"128,000.00",bpd,"128,000.00",885.10,388.02,885.10,549.98,,,Colton,,California,North America,,,Nevada,North America,,,"34.046522,-118.36524:36.244934,-115.05287"
P0050,Oil,USA,USA,USA,https://www.gem.wiki/Cameron_Highway_Oil_Pipeline,Cameron Highway Oil Pipeline,,"Genesis Energy, 100.00%",Operating,,2003,,,,"600,000.00",bpd,"600,000.00",611.60,523.42,611.60,380.03,,Central Gulf of Mexico,Gulf Coast waters (off Texas and Louisiana),,,North America,,,Texas,North America,,,"28.367256,-90.871145:28.178585,-92.244436:29.214537,-93.793508:29.383950,-94.903846;29.214537,-93.793508:29.991601,-93.956918"
P0051,Oil,USA,USA,USA,https://www.gem.wiki/Capline_Oil_Pipeline,Capline Oil Pipeline,,"BP, Plains GP Holdings, Marathon Petroleum",Construction,,2005,2021,,,"300,000.00",bpd,"300,000.00","1,017.10","1,011.23","1,017.10",632.00,40,,Pakota,,Illinois,North America,"St James PAA Oil Terminal, St. James",,Louisiana,North America,,,"30.013118,-90.846229:32.314313,-90.213619:34.303857,-89.921401:35.101282,-89.927974:36.352101,-88.851314:38.765650,-89.091289"
P0052,Oil,USA,USA,USA,https://www.gem.wiki/Centurion_Oil_Pipeline,Centurion Oil Pipeline,,"Occidental Petroleum, 100.00%",Operating,,2004,,,,"350,000.00",bpd,"350,000.00","4,667.10","1,323.71","4,667.10","2,900.00",,"southeast New Mexico, Permian Basin",,,New Mexico,North America,,,Oklahoma,North America,,,"32.428565,-104.248797:32.734058,-103.117205:33.589363,-101.875750:35.977492,-96.765064;32.734058,-103.117205:31.132465,-102.222419;32.734058,-103.117205:31.397326,-102.350063;33.589363,-101.875750:32.388053,-100.864760"
P0053,Oil,Canada,Canada,Canada,https://www.gem.wiki/Cold_Lake_Pipeline,Cold Lake Pipeline System,,"Inter Pipeline Fund, 100.00%",Operating,,,,,,"590,000.00",bpd,"590,000.00","1,400.00",453.43,"1,400.00",869.92,,Cold Lake,,,,North America,,,,North America,,,"54.467305,-110.172560:53.545759,-113.488491;54.467305,-110.172560:52.675254,-111.304163"
P0055,Oil,USA,USA,USA,https://www.gem.wiki/Constitution_Oil_and_Gas_Pipeline,Constitution Oil and Gas Pipeline,,"Enterprise Products Partners, 100.00%",Operating,,2006,,,,"100,000.00",bpd,"100,000.00",164.20,105.54,164.20,102.03,,"Constitution field, Ticonderoga field, undeveloped blocks in the south Green Canyon area",Underwater in Gulf Coast,,,North America,,,,North America,,,"27.270698,-90.971024:26.373621,-91.328085"
