source,source_iso,source_lat,source_lng,target,target_iso,target_lat,target_lng,project_name,project_id,project_lat,project_lng,dollars,megawatts,year,era,institution,sponsor,url,phase,construction,generator,turbine,boiler
China,CN,35.86166,104.195397,United Arab Emirates,AE,23.424076,53.847818,Hassyan Coal‐Fired Power Plant Phase 1 (2400MW),64,24.91152,54.91549,192430000,2400,2016,current,Agricultural Bank of China (ABC),"ACWA Power, Harbin Electric Corporation, and Dubai Electricity & Water Authority",https://bit.ly/2A4ZGJt,PH064.01,,Alstom SA (ALSTOM),Alstom SA (ALSTOM),
China,CN,35.86166,104.195397,United Arab Emirates,AE,23.424076,53.847818,Hassyan Coal‐Fired Power Plant Phase 1 (2400MW),64,24.91152,54.91549,425260000,2400,2016,current,Bank of China (BOC),"ACWA Power, Harbin Electric Corporation, and Dubai Electricity & Water Authority",http://bit.ly/Z6srk9,PH064.01,Harbin Electrical Equipment (HARBIN),Alstom SA (ALSTOM),Alstom SA (ALSTOM),Alstom SA (ALSTOM)
China,CN,35.86166,104.195397,United Arab Emirates,AE,23.424076,53.847818,Hassyan Coal‐Fired Power Plant Phase 1 (2400MW),64,24.91152,54.91549,235990000,2400,2016,current,China Construction Bank (CCB),"ACWA Power, Harbin Electric Corporation, and Dubai Electricity & Water Authority",http://bit.ly/Z6srk9,PH064.01,Harbin Electrical Equipment (HARBIN),Alstom SA (ALSTOM),Alstom SA (ALSTOM),Alstom SA (ALSTOM)
China,CN,35.86166,104.195397,South Africa,ZA,-30.559482,22.937506,"Medupi, Kusile and Ingula Power Stations",102,-25.9107,28.91604,500000000,,2016,current,China Development Bank,Eskom,https://www.gem.wiki/Medupi_Power_Station,PH102.01,,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Payra Patuakhali coal power station in Kalapara (1320MW),124,22.00197,90.30821,1900000000,1320,2016,current,Export Import Bank of China (Chexim),Bangladesh-China Power Company Ltd (BCPCL) – a 50-50 partnership between North-West Power Generation Company of Bangladesh and China National Machinery Import and Export Corporation,https://www.gem.wiki/Payra_power_station,PH124.01,Northeast No 1 Electric Power Construction (NEPC1),Dongfang Electric Corp (DONGFANG),,
South Korea,KR,35.907757,127.766922,Vietnam,VN,14.058324,108.277199,Song Hau 1 Power Plant (1200MW),148,9.95266,105.8607,480000000,1200,2016,current,Export-Import Bank of Korea (Kexim),PetroVietnam,http://bit.ly/1dET5q5,PH148.01,PetroVietnam Technical Services (PTSC),Doosan Engineering & Construction (DOOSAN),Doosan Engineering & Construction (DOOSAN),Doosan Engineering & Construction (DOOSAN)
South Korea,KR,35.907757,127.766922,Vietnam,VN,14.058324,108.277199,Song Hau 1 Power Plant (1200MW),148,9.95266,105.8607,507000000,1200,2016,current,Korea Trade Insurance Corporation (K-sure),PetroVietnam,http://bit.ly/1dET5q5,PH148.01,PetroVietnam Technical Services (PTSC),Doosan Engineering & Construction (DOOSAN),Doosan Engineering & Construction (DOOSAN),Doosan Engineering & Construction (DOOSAN)
China,CN,35.86166,104.195397,Tajikistan,TJ,38.861034,71.276093,Dushanbe Phase II (300MW),47,38.61082,68.77187,280000000,300,2016,current,Export Import Bank of China (Chexim),OJSC BARKI TOJIK,http://bit.ly/1OxYsUw,PH047.01,Hubei Electric Power Construction Co (HUBEI-EP),Harbin Electrical Equipment (HARBIN),,
China,CN,35.86166,104.195397,Philippines,PH,12.879721,121.774017,Lanao Kauswagan Coal Plant Expansion (550MW),175,8.18691,124.1155,85000000,550,2016,current,Bank of China (BOC),"Power Partners, Ayala. PINAI Fund",,PH175.01,,,Siemens AG (SIEMENS),
Germany,DE,51.165691,10.451526,Serbia,RS,44.016521,21.005859,Nikola Tesla A power plant - modern ash transport system,115,44.67134,20.15842,45000000,,2016,current,Euler Hermes,Elektroprivreda Republike Srpske,http://bit.ly/1J6pkbH,PH115.01,,,,
China,CN,35.86166,104.195397,Brunei,BN,4.535277,114.727669,Pulau Muara Besar Power Station (220 MW),344,5.000576,115.1229798,,220,2016,current,China Development Bank,Hengyi Industrial,https://www.gem.wiki/Pulau_Muara_Besar_power_station#Financing,PH344.01,,,,
China,CN,35.86166,104.195397,Brunei,BN,4.535277,114.727669,Pulau Muara Besar Power Station (220 MW),344,5.000576,115.1229798,,220,2016,current,Bank of China (BOC),Hengyi Industrial,https://www.gem.wiki/Pulau_Muara_Besar_power_station#Financing,PH344.01,,,,
China,CN,35.86166,104.195397,Brunei,BN,4.535277,114.727669,Pulau Muara Besar Power Station (220 MW),344,5.000576,115.1229798,,220,2016,current,Export Import Bank of China (Chexim),Hengyi Industrial,https://www.gem.wiki/Pulau_Muara_Besar_power_station#Financing,PH344.01,,,,
China,CN,35.86166,104.195397,Brunei,BN,4.535277,114.727669,Pulau Muara Besar Power Station (220 MW),344,5.000576,115.1229798,,220,2016,current,Industrial and Commercial Bank of China (ICBC),Hengyi Industrial,https://www.gem.wiki/Pulau_Muara_Besar_power_station#Financing,PH344.01,,,,
Japan,JP,36.204824,138.252924,Vietnam,VN,14.058324,108.277199,Thai Binh 1 Coal Plant & Transmission (600MW),160,20.48284,106.5633,500000000,600,2016,current,Japan International Cooperation Agency (JICA),"Electricty of Vietnam, Electricity Generation Corporation 3, PetroVietnam, Vinacomin",http://bit.ly/1dEThpk,PH160.03,,,,
China,CN,35.86166,104.195397,Tanzania,TZ,-6.369028,34.888822,Mbeya Coal to Power Project (300MW),100,-8.5,33,38250000,300,2016,current,PowerChina,Kibo Mining,http://bit.ly/1rUrYNo,PH100.01,Shandong No 3 Elec Power Constr Co (SEPCO3),,,
Japan,JP,36.204824,138.252924,Indonesia,ID,-0.789275,113.921327,Batang Central Java Power Plant (2000MW),9,-6.90083,109.8037,2052000000,2000,2016,current,Japan Bank for International Cooperation (JBIC),PT Bhimasena Power Indonesia (BPI) - a joint venture by PT Adaro Energy Tbk and Itochu Corp and Electric Power Development Co (J-Power),http://bit.ly/29rxfHj,PH009.01,,,Mitsubishi Hitachi Power Systems (MHPS),Mitsubishi Hitachi Power Systems (MHPS)
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Java-7 Coal-Fired Power Plant (2100MW),71,-6.90083,109.8037,1800000000,2100,2016,current,CEIC,Shenhua Group and PT PLN subsidiary,http://bit.ly/29rxfHj,PH071.01,Zhejiang Thermal Power Construction (EnergyChina),,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Java-7 Coal-Fired Power Plant (2100MW),71,-6.90083,109.8037,1800000000,2100,2016,current,EnergyChina,Shenhua Group and PT PLN subsidiary,http://bit.ly/29rxfHj,PH071.01,Zhejiang Thermal Power Construction (EnergyChina),,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Java-7 Coal-Fired Power Plant (2100MW),71,-6.90083,109.8037,1800000000,2100,2016,current,China Development Bank,Shenhua Group and PT PLN subsidiary,http://bit.ly/29rxfHj,PH071.01,Zhejiang Thermal Power Construction (EnergyChina),,,
South Korea,KR,35.907757,127.766922,Vietnam,VN,14.058324,108.277199,Long Phu 1 Coal Plant (1200 MW),88,9.70894,106.0818,122000000,1200,2016,current,Korea Trade Insurance Corporation (K-sure),PetroVietnam,https://www.gem.wiki/Long_Phu_Power_Centre,PH088.01,,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Thar Engro Coal-Fired Power Plant Phase I (660MW),163,24.81248,70.39407,207000000,660,2016,current,China Development Bank,Sindh Engro Coal Mining Company,http://bit.ly/1FJVk6G,PH163.01,China Machinery and Engineering Corp (CMEC),,Dongfang Electric Corp (DONGFANG),Alstom Wuban Boiler Co (ALST-WBC)
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Thar Engro Coal-Fired Power Plant Phase I (660MW),163,24.81248,70.39407,207000000,660,2016,current,China Construction Bank (CCB),Sindh Engro Coal Mining Company,http://bit.ly/1FJVk6G,PH163.01,China Machinery and Engineering Corp (CMEC),,Dongfang Electric Corp (DONGFANG),Alstom Wuban Boiler Co (ALST-WBC)
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Thar Engro Coal-Fired Power Plant Phase I (660MW),163,24.81248,70.39407,207000000,660,2016,current,Industrial and Commercial Bank of China (ICBC),Thar Power Company (THARCO),http://bit.ly/1FJVk6G,PH163.01,,,Dongfang Electric Corp (DONGFANG),Alstom Wuban Boiler Co (ALST-WBC)
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Alam Banshkhali Chittagong Power Plant (1320MW),3,22.3667,91.8,1739000000,1320,2017,current,Bank of China (BOC),"S Alam Group, SEPCO III (PowerChina)",https://www.gem.wiki/Banshkhali_power_station_(S_Alam),PH003.01,SEPCO3-PowerChina,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Alam Banshkhali Chittagong Power Plant (1320MW),3,22.3667,91.8,1739000000,1320,2017,current,China Construction Bank (CCB),"S Alam Group, SEPCO III (PowerChina)",https://www.gem.wiki/Banshkhali_power_station_(S_Alam),PH003.01,SEPCO3-PowerChina,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Alam Banshkhali Chittagong Power Plant (1320MW),3,22.3667,91.8,1739000000,1320,2017,current,Export Import Bank of China (Chexim),"S Alam Group, SEPCO III (PowerChina)",https://www.gem.wiki/Banshkhali_power_station_(S_Alam),PH003.01,SEPCO3-PowerChina,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Alam Banshkhali Chittagong Power Plant (1320MW),3,22.3667,91.8,1739000000,1320,2017,current,Industrial and Commercial Bank of China (ICBC),"S Alam Group, SEPCO III (PowerChina)",https://www.gem.wiki/Banshkhali_power_station_(S_Alam),PH003.01,SEPCO3-PowerChina,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Alam Banshkhali Chittagong Power Plant (1320MW),3,22.3667,91.8,,1320,2017,current,PowerChina,"S Alam Group, SEPCO III (PowerChina)",https://www.gem.wiki/Banshkhali_power_station_(S_Alam),PH003.01,SEPCO3-PowerChina,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Barisal Power Station Unit 1 (350MW),343,21.96104,90.062712,518400000,350,2017,current,PowerChina,"Iso Tech Group, PowerChina, China Resources",https://www.gem.wiki/Barisal_power_station,PH343.01,SEPC (PowerChina),SEPC (PowerChina),,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Bengkulu Coal Power Plant (200MW),10,-3.60731,102.1804,135000000,200,2017,current,Export Import Bank of China (Chexim),Tenaga Listrik Bengkulu (TLP) (Intraco Penta and PowerChina),http://bit.ly/1UkoQX4,PH010.01,PowerChina Resource,,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Bengkulu Coal Power Plant (200MW),10,-3.60731,102.1804,135000000,200,2017,current,Industrial and Commercial Bank of China (ICBC),Tenaga Listrik Bengkulu (TLP) (Intraco Penta and PowerChina),http://bit.ly/1UkoQX4,PH010.01,PowerChina Resource,,,
Japan,JP,36.204824,138.252924,Indonesia,ID,-0.789275,113.921327,Cirebon Coal Plant Phase 2 (1000MW),21,-6.77029,108.6149,730800000,1000,2017,current,Japan Bank for International Cooperation (JBIC),"Marubeni, Korea Midland Power, Samtan and PT Indika Energy",http://bit.ly/1hJNx8F,PH021.01,Hyundai Heavy Industries (HYUNDAI),"Toshiba Manufacturing Co (TOSHIBA), Mitsubishi Hitachi",Toshiba Manufacturing Co (TOSHIBA),Mitsubishi Hitachi Power Systems (MHPS)
Japan,JP,36.204824,138.252924,Indonesia,ID,-0.789275,113.921327,Cirebon Coal Plant Phase 2 (1000MW),21,-6.77029,108.6149,487200000,1000,2017,current,Nippon Export and Investment Insurance (NEXI),"Marubeni, Korea Midland Power, Samtan and PT Indika Energy",http://bit.ly/1hJNx8F,PH021.01,Hyundai Heavy Industries (HYUNDAI),"Toshiba Manufacturing Co (TOSHIBA), Mitsubishi Hitachi",Toshiba Manufacturing Co (TOSHIBA),Mitsubishi Hitachi Power Systems (MHPS)
South Korea,KR,35.907757,127.766922,Indonesia,ID,-0.789275,113.921327,Cirebon Coal Plant Phase 2 (1000MW),21,-6.77029,108.6149,522000000,1000,2017,current,Export-Import Bank of Korea (Kexim),"Marubeni, Korea Midland Power, Samtan and PT Indika Energy",http://bit.ly/1hJNx8F,PH021.01,Hyundai Heavy Industries (HYUNDAI),"Toshiba Manufacturing Co (TOSHIBA), Mitsubishi Hitachi",Toshiba Manufacturing Co (TOSHIBA),Mitsubishi Hitachi Power Systems (MHPS)
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Duyen Hai 2 (1200 MW),48,9.58517,106.5281,880000000,1200,2017,current,Export Import Bank of China (Chexim),Teknik Janakuasa,http://bit.ly/1fzuXQK,PH048.01,,,"Shanghai Electric Group Co., Ltd",
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Duyen Hai 2 (1200 MW),48,9.58517,106.5281,880000000,1200,2017,current,Industrial and Commercial Bank of China (ICBC),Teknik Janakuasa,http://bit.ly/1fzuXQK,PH048.01,,,"Shanghai Electric Group Co., Ltd",
South Korea,KR,35.907757,127.766922,Indonesia,ID,-0.789275,113.921327,KalSel (Tabalong) Coal-Fired Power Plant (200MW),74,-2.16343,115.4408,485000000,200,2017,current,Korea Trade Insurance Corporation (K-sure),"Adaro Energy, KEPCO",http://bit.ly/19HCccI,PH074.01,,,,Sumitomo Heavy Industries (SHI)
South Korea,KR,35.907757,127.766922,Indonesia,ID,-0.789275,113.921327,KalSel (Tabalong) Coal-Fired Power Plant (200MW),74,-2.16343,115.4408,232000000,200,2017,current,Korea Development Bank,"Adaro Energy, KEPCO",http://bit.ly/19HCccI,PH074.01,,,,Sumitomo Heavy Industries (SHI)
Japan,JP,36.204824,138.252924,Indonesia,ID,-0.789275,113.921327,Kalselteng 2 Coal Plant (200MW),231,-3.92711,115.1068,400000000,200,2017,current,Japan Bank for International Cooperation (JBIC),PT PLN Persero,,PH231.01,,,,
Japan,JP,36.204824,138.252924,Indonesia,ID,-0.789275,113.921327,Kalselteng 2 Coal Plant (200MW),231,-3.92711,115.1068,89000000,200,2017,current,Nippon Export and Investment Insurance (NEXI),PT PLN Persero,,PH231.01,,,,
China,CN,35.86166,104.195397,South Africa,ZA,-30.559482,22.937506,Medupi Coal Fired Power Station (4800MW),102,-23.6989,27.56382,1500000000,4764,2017,current,China Development Bank,Eskom,https://www.gem.wiki/Kusile_Power_Station,PH102.01,,,Alstom SA (ALSTOM),Harbin Power Engineering (HPE)
India,IN,20.593684,78.96288,Bangladesh,BD,23.684994,90.356331,Rampal Maitree Coal Fired Power Plant (1320MW),137,22.57122,89.56621,1600000000,1320,2017,current,Export-Import Bank of India,Bangladesh India Friendship Power Company Ltd (BIFPCL): Power Development Board (PDB) & India's National Thermal Power Corporation (NTPC),http://bit.ly/1erPiul,PH137.01,Bharat Heavy Electricals (BHEL); General Electric (GE),Bharat Heavy Electricals (BHEL),,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Sumsel 1 Coal-Fired Power Plant (600MW),173,-3.47667,103.9992,104000000,600,2017,current,Bank of China (BOC),"PT Lion Power Energy, China Shenhua Energy",https://bit.ly/2OjnoL4,PH173.01,China Shenhua International Engineering Co Ltd (CSIEC),,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Sumsel 1 Coal-Fired Power Plant (600MW),173,-3.47667,103.9992,364000000,600,2017,current,China Construction Bank (CCB),"PT Lion Power Energy, China Shenhua Energy",https://bit.ly/2OjnoL4,PH173.01,China Shenhua International Engineering Co Ltd (CSIEC),,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Sumsel 1 Coal-Fired Power Plant (600MW),173,-3.47667,103.9992,52000000,600,2017,current,Industrial and Commercial Bank of China (ICBC),China Shenhua,https://bit.ly/2OjnoL4,PH173.01,,,,
Japan,JP,36.204824,138.252924,Indonesia,ID,-0.789275,113.921327,Tanjung Jati B Unit 5 and 6 (2000MW),155,-6.446,110.6667,1678000000,2000,2017,current,Japan Bank for International Cooperation (JBIC),PT. Bhumi Jati Power (BJP),http://bit.ly/1gCgCqf,PH155.01,"Sumitomo Corporation (SUMITOMO), Kansai Electric Power Company",,,Mitsubishi Hitachi Power Systems (MHPS)
Japan,JP,36.204824,138.252924,Indonesia,ID,-0.789275,113.921327,Tanjung Jati B Unit 5 and 6 (2000MW),155,-6.446,110.6667,1678000000,2000,2017,current,Nippon Export and Investment Insurance (NEXI),PT. Bhumi Jati Power (BJP),http://bit.ly/1gCgCqf,PH155.01,"Sumitomo Corporation (SUMITOMO), Kansai Electric Power Company",,,Mitsubishi Hitachi Power Systems (MHPS)
China,CN,35.86166,104.195397,Kyrgyzstan,KG,41.20438,74.766098,Bishkek CHP power station (300MW),12,42.87175,74.65496,386000000,300,2017,current,Export Import Bank of China (Chexim),OAO ELECTRICHESKIYE STANTSII,http://bit.ly/1sSN8XU,PH012.01,Harbin Electrical Equipment (HARBIN),Harbin Electrical Equipment (HARBIN),Harbin Electrical Equipment (HARBIN),
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Hubco Coal Plant (1320MW),66,24.90566,66.6944,300000000,1320,2017,current,Export Import Bank of China (Chexim),"State Power Investment Corporation (74%), Hub Power Company (24%), Balochistan (2%)",http://bit.ly/1FhV3sh,PH066.01,,,General Electric (GE),General Electric (GE)
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Hubco Coal Plant (1320MW),66,24.90566,66.6944,300000000,1320,2017,current,China Development Bank,"State Power Investment Corporation (74%), Hub Power Company (24%), Balochistan (2%)",http://bit.ly/1FhV3sh,PH066.01,,,General Electric (GE),General Electric (GE)
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Hubco Coal Plant (1320MW),66,24.90566,66.6944,300000000,1320,2017,current,China Construction Bank (CCB),"State Power Investment Corporation (74%), Hub Power Company (24%), Balochistan (2%)",http://bit.ly/1FhV3sh,PH066.01,,,General Electric (GE),General Electric (GE)
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Indonesia Morowali Industrial Park Captive Coal-Fired Power Plant (300MW),68,-2.82954,122.1551,700000000,300,2017,current,Export Import Bank of China (Chexim),"Guangdong Guangxin Holdings Group,",http://bit.ly/1HL2Vzp,PH068.01,,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Sahiwal Coal-Fired Power Plant (1320MW),193,30.71422,73.23802,1440000000,1320,2017,current,Industrial and Commercial Bank of China (ICBC),Huaneng Shandong Electricity and Shandong Ruyi Group,https://bit.ly/2RHyB65,PH193.01,,,"Shanghai Electric Group Co., Ltd",
South Korea,KR,35.907757,127.766922,Vietnam,VN,14.058324,108.277199,Vinh Tan 4 Coal Plant Expansion (600MW),172,11.317,108.808,300000000,600,2017,current,Export-Import Bank of Korea (Kexim),Vietnam Electricity Group (EVN),http://bit.ly/1i5QJ0p,PH172.03,"Mitsubishi Corporation (MC), Doosan Engineering & Construction of Korea (DOOSAN), Power Engineering Consulting Joint Stock Company 2, Pacific Corporation (CPEC/NEP)",Toshiba Manufacturing Co (TOSHIBA),Toshiba Manufacturing Co (TOSHIBA),Doosan Engineering & Construction (DOOSAN)
Japan,JP,36.204824,138.252924,Vietnam,VN,14.058324,108.277199,Vinh Tan 4 Coal Plant Expansion (600MW),172,11.317,108.808,33800000,600,2017,current,Nippon Export and Investment Insurance (NEXI),Vietnam Electricity Group (EVN),http://bit.ly/1i5QJ0p,PH172.03,"Mitsubishi Corporation (MC), Doosan Engineering & Construction of Korea (DOOSAN), Power Engineering Consulting Joint Stock Company 3, Pacific Corporation",,Toshiba Manufacturing Co (TOSHIBA),Doosan Engineering & Construction (DOOSAN)
Japan,JP,36.204824,138.252924,Vietnam,VN,14.058324,108.277199,Vinh Tan 4 Coal Plant Expansion (600MW),172,11.317,108.808,50000000,600,2017,current,Japan Bank for International Cooperation (JBIC),Vietnam Electricity Group (EVN),http://bit.ly/1i5QJ0p,PH172.03,"Mitsubishi Corporation (MC), Doosan Engineering & Construction of Korea (DOOSAN), Power Engineering Consulting Joint Stock Company 2, Pacific Corporation",,Toshiba Manufacturing Co (TOSHIBA),Doosan Engineering & Construction (DOOSAN)
South Korea,KR,35.907757,127.766922,Vietnam,VN,14.058324,108.277199,Vinh Tan 4 Coal Plant Expansion (600MW),172,11.317,108.808,341000000,600,2017,current,Korea Trade Insurance Corporation (K-sure),Vietnam Electricity Group (EVN),http://bit.ly/1i5QJ0p,PH172.03,"Mitsubishi Corporation (MC), Doosan Engineering & Construction of Korea (DOOSAN), Power Engineering Consulting Joint Stock Company 3, Pacific Corporation (CPEC/NEP)",Toshiba Manufacturing Co (TOSHIBA),Toshiba Manufacturing Co (TOSHIBA),Doosan Engineering & Construction (DOOSAN)
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Sulbagut Coal Plant (100MW),381,0.942698,122.9416,,100,2017,current,SPIC,Toba Bara; Shanghai Electric (SPIC),https://www.gem.wiki/Sulbagut-1_power_station,PH381.01,,,,
China,CN,35.86166,104.195397,Philippines,PH,12.879721,121.774017,Dinginin power station,402,14.4246,120.541,,668,2017,current,PowerChina,"Aboitiz Group (70%), Blackstone Group (30%)",https://www.gem.wiki/Dinginin_power_station,PH402.01,,,,
China,CN,35.86166,104.195397,Philippines,PH,12.879721,121.774017,Dinginin power station,402,14.4246,120.541,,668,2017,current,Shanghai Electric,"Aboitiz Group (70%), Blackstone Group (30%)",https://www.gem.wiki/Dinginin_power_station,PH402.01,,,,
China,CN,35.86166,104.195397,Mongolia,MN,46.862496,103.846656,Erdenet Coal Plant (50MW),358,49.0408,104.098,45050000,50,2018,current,Export Import Bank of China (Chexim),,https://www.gem.wiki/Erdenet_power_station,PH358.01,,,,
China,CN,35.86166,104.195397,Zimbabwe,ZW,-19.015438,29.154857,Hwange Coal Plant (670 MW ),67,-18.3835,26.47,998000000,670,2018,current,Export Import Bank of China (Chexim),"Zimbabwe Power Company, Sinohydro (PowerChina)",https://www.gem.wiki/Hwange_power_station,PH067.01,SinoHydro (PowerChina),,,
South Korea,KR,35.907757,127.766922,Vietnam,VN,14.058324,108.277199,Nghi Son 2 Coal Plant (1200MW),114,19.31581,105.8003,936000000,1200,2018,current,Export-Import Bank of Korea (Kexim),"Marubeni, KEPCO",http://bit.ly/1dEPhFl,PH114.01,,,"Doosan Engineering & Construction (DOOSAN), Mitsubishi Hitachi",Doosan Engineering & Construction (DOOSAN)
Japan,JP,36.204824,138.252924,Vietnam,VN,14.058324,108.277199,Nghi Son 2 Coal Plant (1200MW),114,19.31581,105.8003,560000000,1200,2018,current,Japan Bank for International Cooperation (JBIC),"Marubeni, KEPCO",http://bit.ly/1dEPhFl,PH114.01,,,"Doosan Engineering & Construction (DOOSAN), Mitsubishi Hitachi",Doosan Engineering & Construction (DOOSAN)
South Korea,KR,35.907757,127.766922,Vietnam,VN,14.058324,108.277199,Nghi Son 2 Coal Plant (1200MW),114,19.31581,105.8003,216000000,1200,2018,current,KEPCO,"Marubeni, KEPCO",http://bit.ly/1dEPhFl,PH114.01,,,"Doosan Engineering & Construction (DOOSAN), Mitsubishi Hitachi",
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Hubco Coal Plant (1320MW),66,24.90566,66.6944,300000000,1320,2018,current,Industrial and Commercial Bank of China (ICBC),"State Power Investment Corporation (74%), Hub Power Company (24%), Balochistan (2%)",http://bit.ly/1FhV3sh,PH066.01,,,General Electric (GE),General Electric (GE)
China,CN,35.86166,104.195397,South Africa,ZA,-30.559482,22.937506,Kusile Coal-Fired Power Plant (4800MW),85,-25.9107,28.91604,2500000000,4800,2018,current,China Development Bank,Eskom,https://www.gem.wiki/Kusile_Power_Station,PH085.01,,Alstom Power Systems SA,,Mitsubishi Hitachi
Japan,JP,36.204824,138.252924,Bangladesh,BD,23.684994,90.356331,Matabari Coal Fired Power Generation Hub (1200MW),99,21.70238,91.86667,608000000,1200,2018,current,Japan International Cooperation Agency (JICA),"Sumitomo Corp, IHI, Toshiba, Penta-Ocean Construction",http://bit.ly/1lR71O5,PH099.01,Sumitomo Corporation (SUMITOMO),,Toshiba Manufacturing Co (TOSHIBA),
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Bangko Tengah Mine Mouth Power Plant (1240MW),227,-3.734,103.759,1260000000,1240,2018,current,Export Import Bank of China (Chexim),,http://bit.ly/1T6bjFd,PH227.01,,,,
China,CN,35.86166,104.195397,Côte d'Ivoire,CI,7.539989,-5.54708,Broto San Pedro Port power station (700MW),386,4.75,-6.63333,,700,2018,current,PowerChina,PowerChina; Snedai Group; Siemens,https://www.gem.wiki/San_Pedro_Port_power_station,PH386.01,PowerChina,,,
China,CN,35.86166,104.195397,Australia,AU,-25.274398,133.775136,Millmerran Coal Plant (850MW),188,-27.9606961,151.2793,29340000,850,2018,current,Industrial and Commercial Bank of China (ICBC),Millmerran Power Management Pty Ltd,https://bit.ly/2qrRLAF,PH188.01,,,,
China,CN,35.86166,104.195397,Turkey,TR,38.963745,35.243322,EMBA Hunutlu (1320 MW),333,36.81609,35.85481,340000000,1320,2019,current,SPIC,"EMBA Electric, Shanghai Electric Power (SPIC), Avic-International",https://www.sourcewatch.org/index.php/EMBA_Hunutlu_power_station,PH333.01,EnergyChina,,,
China,CN,35.86166,104.195397,Turkey,TR,38.963745,35.243322,EMBA Hunutlu (1320 MW),333,36.81609,35.85481,460333333.3,1320,2019,current,Industrial and Commercial Bank of China (ICBC),"EMBA Electric, Shanghai Electric Power (SPIC), Avic-International",https://www.sourcewatch.org/index.php/EMBA_Hunutlu_power_station,PH333.01,EnergyChina,,,
China,CN,35.86166,104.195397,Turkey,TR,38.963745,35.243322,EMBA Hunutlu (1320 MW),333,36.81609,35.85481,460333333.3,1320,2019,current,China Development Bank,"EMBA Electric, Shanghai Electric Power (SPIC), Avic-International",https://www.sourcewatch.org/index.php/EMBA_Hunutlu_power_station,PH333.01,EnergyChina,,,
China,CN,35.86166,104.195397,Turkey,TR,38.963745,35.243322,EMBA Hunutlu (1320 MW),333,36.81609,35.85481,460333333.3,1320,2019,current,Bank of China (BOC),"EMBA Electric, Shanghai Electric Power (SPIC), Avic-International",https://www.sourcewatch.org/index.php/EMBA_Hunutlu_power_station,PH333.01,EnergyChina,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,"Thar Energy Limited, AKA Thar Block-II Thar Energy (330MW)",163,24.776,70.4,13000000,330,2019,current,SinoMach,Thar Energy Limited,https://www.gem.wiki/Thar_Energy_Limited_power_station,PH163.03,"Hub Power Company, Fauji Foundation, China Machinery Engineering Corporation (Sinomach)",General Electric,General Electric,General Electric
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,"Thar Energy Limited, AKA Thar Block-II Thar Energy (330MW)",163,24.776,70.4,263000000,330,2019,current,China Development Bank,Thar Energy Limited,https://www.gem.wiki/Thar_Energy_Limited_power_station,PH163.03,"Hub Power Company, Fauji Foundation, China Machinery Engineering Corporation (Sinomach)",General Electric,General Electric,General Electric
Japan,JP,36.204824,138.252924,Vietnam,VN,14.058324,108.277199,Van Phong 1 Coal-Fired Power Plant (1320MW) IPP,171,12.47704,109.2924,1200000000,1320,2019,current,Japan Bank for International Cooperation (JBIC),Sumitomo Corp.,https://www.gem.wiki/Van_Phong_power_station,PH171.01,,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Van Phong 1 Coal-Fired Power Plant (1320MW) IPP,171,12.47704,109.2924,114140000,1320,2019,current,Bank of China (BOC),,https://www.gem.wiki/Van_Phong_power_station,PH171.02,,,,
