tag-id,animal-id,animal-taxon,deployment-comments,tag-comments
pair29_indA,pair29_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair29_indB,pair29_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair3_indA,pair3_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair3_indB,pair3_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair30_indA,pair30_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair30_indB,pair30_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair31_indA,pair31_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair31_indB,pair31_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair32_indA,pair32_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair32_indB,pair32_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair33_indA,pair33_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair33_indB,pair33_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair34_indA,pair34_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair34_indB,pair34_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair35_indA,pair35_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair35_indB,pair35_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair36_indA,pair36_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair36_indB,pair36_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair37_indA,pair37_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair37_indB,pair37_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair38_indA,pair38_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair38_indB,pair38_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair39_indA,pair39_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair39_indB,pair39_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair4_indA,pair4_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair4_indB,pair4_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair40_indA,pair40_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair40_indB,pair40_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair41_indA,pair41_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair41_indB,pair41_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair42_indA,pair42_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair42_indB,pair42_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair43_indA,pair43_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair43_indB,pair43_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair44_indA,pair44_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair44_indB,pair44_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair45_indA,pair45_indA,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair45_indB,pair45_indB,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair46_indA,pair46_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair46_indB,pair46_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair47_indA,pair47_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair47_indB,pair47_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair48_indA,pair48_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair48_indB,pair48_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair49_indA,pair49_indA,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair49_indB,pair49_indB,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair5_indA,pair5_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair5_indB,pair5_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair50_indA,pair50_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair50_indB,pair50_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair51_indA,pair51_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair51_indB,pair51_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair52_indA,pair52_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair52_indB,pair52_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair53_indA,pair53_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair53_indB,pair53_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair54_indA,pair54_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair54_indB,pair54_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair55_indA,pair55_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair55_indB,pair55_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair56_indA,pair56_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair56_indB,pair56_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair57_indA,pair57_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair57_indB,pair57_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair58_indA,pair58_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair58_indB,pair58_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair59_indA,pair59_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair59_indB,pair59_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair6_indA,pair6_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair6_indB,pair6_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair60_indA,pair60_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair60_indB,pair60_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair61_indA,pair61_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair61_indB,pair61_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair62_indA,pair62_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair62_indB,pair62_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair63_indA,pair63_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair63_indB,pair63_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair64_indA,pair64_indA,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair64_indB,pair64_indB,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair65_indA,pair65_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair65_indB,pair65_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair66_indA,pair66_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair66_indB,pair66_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair67_indA,pair67_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair67_indB,pair67_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair68_indA,pair68_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair68_indB,pair68_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair69_indA,pair69_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair69_indB,pair69_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair7_indA,pair7_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair7_indB,pair7_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair70_indA,pair70_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair70_indB,pair70_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair8_indA,pair8_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair8_indB,pair8_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair9_indA,pair9_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair9_indB,pair9_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
