"�..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"IRQ5542","25-November-2017",2017,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (Iraq)","","Civilians (Iraq)","Government of Iraq (2014-2018); Health Workers (Iraq)","Middle East","Iraq","Al Anbar","Ana","Rawa","Rawah",34.469,41.916,"Baghdad Post","National","Three civilians including a government employee at the health department were killed by the explosion of an IED inside a hospital building in Rawa. The IED most likely planted by Islamic State militants.",3
"IRQ5248","12-January-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Iraq)","","Civilians (Iraq)","Government of Iraq (2014-2018); Health Workers (Iraq)","Middle East","Iraq","Baghdad","Al Karkh","Markaz Al Karkh","Baghdad - Karkh",33.316,44.404,"Al Ghad Press","National","An employee at the Health Ministry was wounded by the explosion of a sticky bomb placed under his car in the Shabab area (Karkh district) of Baghdad.",0
"IRQ6706","11-June-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (Iraq)","","TMF: Tribal Mobilization Forces","Health Workers (Iraq); Civilians (Iraq)","Middle East","Iraq","Kirkuk","Kirkuk","Al Multaka","Qarat Tabbah",35.501,44.232,"Anadolu Agency; Amaq; National Iraqi News Agency","New media-National","On June 11, as medics and TMF rushed to the scene of an attack by Islamic State militants in Qara Tabba, near Dibis, the militants detonated an IED killing two and wounding ten others. It is not clear if the two dead were TMF or medics.",2
"IRQ20001","14-April-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Iraq)","","Civilians (Iraq)","Health Workers (Iraq)","Middle East","Iraq","Kirkuk","Al Hawiga","Markaz Al Hawiga","Haweeja",35.327,43.769,"Twitter; Liveuamap","Local partner-New media","On Apr 14, an unidentified IED exploded targeting an ambulance transporting a patient, wounding the driver.",0
"IRQ24831","31-January-2020",2020,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Iraq)","","Civilians (Iraq)","Health Workers (Iraq)","Middle East","Iraq","Kirkuk","Kirkuk","Markaz Kirkuk","Kirkuk",35.468,44.392,"National Iraqi News Agency","National","On 31 January 2020, unidentified armed men threw a hand grenade at a doctor's home in central Kirkuk city. No damages or casualties were reported.",0
"IRQ26560","11-August-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Iraq)","","Civilians (Iraq)","Health Workers (Iraq)","Middle East","Iraq","Thi Qar","Al Rifai","Markaz Al Rifai","Rifai",31.721,46.11,"Al Mirbad","National","On 11 August 2020, the house of the director of the General Judicial Hospital, in the Rifai district of Thi-Qar province was targeted by an unidentified armed group with a local made explosive device that caused only material damage.",0
"IRQ27608","25-October-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Iraq)","","Civilians (Iraq)","Government of Iraq (2020-); Health Workers (Iraq)","Middle East","Iraq","Al Anbar","Ana","Markaz Ana","Anah",34.271,41.812,"Al Sumaria TV; Baghdad Today","National","On 25 October 2020, the Director of Health (a doctor) was injured in the Anah district of Anbar province when an explosive device planted under his vehicle by an unidentified group detonated.",0
"IRQ33284","12-August-2021",2021,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Iraq)","","Civilians (Iraq)","Health Workers (Iraq)","Middle East","Iraq","Salah Al Din","Tikrit","Um Al Qura","Tikrit",34.616,43.679,"Shafaaq News","National","On 12 August 2021, an explosion of an unknown origin occurred in Jardaghli village in Salah Al Din province. As a result, 1 health worker was killed in his orchard. Total fatalities coded to 1. Coded to provincial capital Tikrit city.",1
"IRQ33414","17-August-2021",2021,"Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)","","Civilians (Iraq)","YBS: Sinjar Resistance Units; Health Workers (Iraq)","Middle East","Iraq","Ninewa","Al Baaj","Al Qahtanya","As Sukayniyah",36.306,41.559,"ANF News; Rudaw","National-International","On 17 August 2021, Turkish forces carried out airstrikes targeting a community health center in Sikeniye (As Sukayniyah) village in Al Baaj district of Ninewa. 4 YBS militants and 4 health workers were killed in the attack.",8
"JOR28","01-July-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","","Civilians (Jordan)","Health Workers (Jordan)","Middle East","Jordan","Irbid","Ar Ramtha","","Ar Ramtha",32.559,36.008,"AP; Jordan News Agency","National-International","On Saturday, Jordan's military said three missiles fell inside its territories during Syrian government airstrikes against Syrian opposition near the border, causing a small fire. One Jordanian doctor was slightly injured.",0
"KEN1174","26-June-2003",2003,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Somalia)","","Civilians (Kenya)","MSF: Doctors Without Borders; Health Workers (Kenya)","Eastern Africa","Kenya","Mandera","Mandera East","Township","Mandera",3.936,41.854,"AFP; The New Humanitarian","International","Somali national lobbed a grenade at MSF offices in Mandera, killing 1 and injuring 4 others.",1
"KEN2998","24-February-2011",2011,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Somalia)","","Civilians (Kenya)","Health Workers (Kenya)","Eastern Africa","Kenya","Mandera","Mandera East","Township","Mandera",3.936,41.854,"Local Source","Subnational","A bomb exploded at the Mandera District Hospital [northeastern Kenya] as heavy fighting continued on Kenyas border with Somalia and Ethiopia Thursday [24 February]. The explosion did not cause casualties, said North Eastern Provincial Commissioner [PC] James ole Serian, but four Kenyans were treated for bullet wounds.",0
"KEN5102","20-June-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab","","Civilians (Kenya)","Health Workers (Kenya)","Eastern Africa","Kenya","Garissa","Hulugho","Hulugho","Hulugho",-1.15,41.067,"Daily Nation (Kenya)","National","One dead and three injured when an ambulance hit a suspected al-Shabaab planted land mine in Hulugho.",1
"KEN7621","30-December-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab","","Civilians (Kenya)","Health Workers (Kenya)","Eastern Africa","Kenya","Mandera","Mandera South","Elwak North","El Wak",2.809,40.936,"Star (Kenya)","National","On 30 December 2020, an IED by Al shabaab militants, targeting an ambulance with pregnant woman, detonated in the vicinity of El wak town (Mandera South, Mandera). The explosion killed one person. The ambulance was on the way to El wak referral hospital when it came under attack.",1
"LBN12708","28-October-2021",2021,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Lebanon)","","Civilians (Lebanon)","Health Workers (Lebanon)","Middle East","Lebanon","Baalbek-Hermel","Baalbek","","Baalbek",34.006,36.218,"El Nashra","National","On 28 October 2021, unidentified armed men hurled a grenade towards the house of a local physician in the town of Az Zaytun near Baalbek (Baalbek). No casualties occurred.",0
"LBY2286","16-July-2014",2014,"Explosions/Remote violence","Shelling/artillery/missile attack","Islamist Militia (Libya)","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Aljfara","","Qasr Bin Ghashir",32.688,13.174,"Libya News Network","National","Three Grad rockets hit a health clinic in Qasr Bin-Ghashir, south of Tripoli. The Libyan News Network quoted a local source as saying that two people were killed and five injured by the strike.",2
"LBY10771","28-December-2014",2014,"Explosions/Remote violence","Air/drone strike","Operation Libya Dawn","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Sirt","","Bin Jawad",30.804,18.077,"Airwars","Other","On 28 December 2014, Operation Libya Dawn conducted an airstrike on a field hospital in Bin Jawad (Sirte, West). Two health workers were killed and seven other civilians were injured.",2
"LBY4944","25-March-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Libya)","","Civilians (International)","Civilians (India); Health Workers (Libya)","Northern Africa","Libya","West","Azzawya","","Az Zawiyah",32.757,12.728,"AP; AFP","International","An Indian nurse and her infant son were killed in the shelling of a residential area in the town of Zawiya on 25 March.",2
"LBY5104","25-May-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","BRSC: Shura Council of Benghazi Revolutionaries","","Civilians (Libya)","Students (Libya); Health Workers (Libya)","Northern Africa","Libya","East","Benghazi","","Balawn",32.069,20.093,"Libya Herald","National","Four shells were fired from militant positions in Benghazi on 25 May. One of them forced the postponement of a graduation ceremony for medical students in Balawn. Though one person was injured in all the attacks, there were no deaths and damage was not substantial.",0
"LBY5234","24-June-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Libya)","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","East","Benghazi","","Benghazi",32.118,20.129,"AP; Libya Herald","National-International","A car bomb exploded on 24 June in front of the visitors' entrance at Benghazi's Al-Jalaa Hospital killing five people. Another 13 were wounded. At least three are said to be in critical condition.",5
"LBY5842","04-March-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Libya (2014-) Haftar Faction","","Brigades for the Defence of Benghazi","Civilians (Libya); Health Workers (Libya)","Northern Africa","Libya","West","Sirt","","Ras Lanuf",30.587,18.418,"Libya Herald; Airwars","Other-National","On 4 March 2017, LNA forces conducted airstrikes in Ras Lanuf (Sirt, West) targeting the Brigades for the Defence of Benghazi. The airstrikes also struck a medical center. Between three to four civilians, including health workers, were killed. At least nine soldiers were also reportedly killed in Sidra and Ras Lanuf. Fatalities split across two events.",8
"LBY7359","09-February-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Libya (2014-) Haftar Faction","","Civilians (Libya)","Government of Libya (2016-2021) Government of National Accord; Health Workers (Libya)","Northern Africa","Libya","South","Murzuq","","Elephant Oil Field",24.5,13,"AFP; Libya Observer; PANAPRESS; Xinhua","National-Regional","On February 9, the LNA air force carried out warning strikes against a civilian airplane at the Al Feel (Elephant) oil field which under order of the GNA was bringing sick and wounded to Tripoli. The airstrike did not cause any casualties or damages.",0
"LBY10819","24-April-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Libya)","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Tripoli","","Tripoli - Tripoli Airport Road",32.755,13.143,"Airwars","Other","On 24 April 2019, presumed GNA-affiliated militias or LNA-affiliated 7th Brigade fired artillery weapons near a hospital in Tripoli - Tripoli Airport Road (Tripoli, West). A doctor was wounded as a result of the shelling.",0
"LBY10686","23-May-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Libya (2014-) Haftar Faction","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Tripoli","","Tripoli - Tripoli Airport Road",32.755,13.143,"Airwars","Other","On 23 May 2019, LNA forces conducted an airstrike that targeted an ambulance in Tripoli - Tripoli Airport Road (Tripoli, West). At least one health worker was killed.",1
"LBY8112","23-May-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Military Forces","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Tripoli","","Tripoli - Tripoli",32.892,13.18,"Reuters; Address Libya","National-International","On May 23, two health workers were killed and three others wounded when their vehicle was hit by a shell fired by an unknown party in Tripoli.",2
"LBY8129","28-May-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Libya (2014-) Haftar Faction","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Tripoli","","Tripoli - Tripoli",32.892,13.18,"Libya Observer","National","On May 28, LNA forces targeted two ambulances with rockets in southern Tripoli, one health worker wounded by shrapnel.",0
"LBY10687","06-June-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Libya (2014-) Haftar Faction","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Al Jafarah","","Al Krimiyah",32.754,13.086,"Airwars","Other","On 6 June 2019, suspected LNA forces conducted an airstrike targeting a civilian field hospital in Al Krimiyah (Aljfara, West). An unknown number of civilians, including doctors and nurses, were reportedly injured.",0
