"�..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"LBY10790","06-April-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Libya (2014-) Haftar Faction","","Civilians (Libya)","Health Workers (Libya); Civilians (International); Labour Group (International)","Northern Africa","Libya","West","Tripoli","","Tripoli - Hadba",32.844,13.191,"Libya24; Airwars","Other-National","On 6 April 2020, indiscriminate shells fired by presumed LNA forces struck the Al Khadra hospital and nearby areas in Tripoli - Hadba (West), causing panic among medical staff and patients. GNA forces evacuated the hospital where many patients affected with coronavirus were being treated. 1 foreign worker was injured near the hospital.",0
"LBY9593","07-April-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Libya (2014-) Haftar Faction","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Tripoli","","Tripoli - Hadba",32.844,13.191,"AP; Airwars; Libya24","Other-National","On 7 April 2020, indiscriminate shells fired by presumed LNA forces struck the Al Khadra hospital in Tripoli - Hadba (West) for the second time in two days. 1 civilian was injured.",0
"LBY9641","11-April-2020",2020,"Explosions/Remote violence","Air/drone strike","Pro-GNA Faction and/or Military Forces of Turkey (2016-)","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Misrata","","Tininai",31.393,13.741,"Airwars; Libya24","Other-National","On 11 April 2020, GNA or Turkish forces conducted a drone strike near Tininai (Misrata, West), which resulted in the death of at least 1 health worker. 1 civilian was injured.",1
"LBY10794","20-April-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Libya (2014-) Haftar Faction","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Tripoli","","Tajoura",32.883,13.352,"Airwars","Other","On 20 April 2020, LNA forces conducted a rocket attack on the hospital of Wadi al Rabie in Tajoura (West). 5 health workers were injured.",0
"LBY9785","20-April-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Libya (2014-) Haftar Faction","","Military Forces of Libya (2016-2021) Government of National Accord","Health Workers (Libya)","Northern Africa","Libya","West","Aljfara","","Wadi al-Rabi",32.724,13.255,"Libya24","National","On 20 April 2020, LNA forces shelled two field hospitals set-up by GNA forces in Wadi al-Rabi, injuring five paramedics. No fatalities reported.",0
"LBY10796","28-April-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Libya (2014-) Haftar Faction","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Tripoli","","Tripoli - Al Shok Road",32.834,13.245,"Airwars","Other","On 28 April 2020, LNA forces conducted a shelling on the Tripoli Royal Clinic in Tripoli - Al Shok Road (West). 2 people were injured.",0
"LBY9874","29-April-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Libya (2014-) Haftar Faction","","Civilians (Libya)","Health Workers (Libya); Military Forces of Libya (2016-2021) Government of National Accord","Northern Africa","Libya","West","Tripoli","","Tripoli - Mitiga Airport",32.894,13.276,"Libya24; Airwars; Al Wasat","Other-National","On 29 April 2020, indiscriminate shells fired by presumed LNA forces hit the Military Medical headquarters in Tripoli - Mitiga Airport (West), which resulted in the death of 1 civilian. Between 5 to 6 civilians were injured.",1
"LBY9868","29-April-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Libya (2014-) Haftar Faction","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Tripoli","","Tripoli - Al Farnaj",32.851,13.238,"Libya24","National","On 29 April 2020, indiscriminate shells fired by presumed LNA forces struck a medical clinic in Al Shok road in Al Firnaj (Tripoli) injuring an unspecified number of civilians. No fatalities reported.",0
"LBY9944","07-May-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Libya (2014-) Haftar Faction","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Tripoli","","Tripoli - Abu Salim",32.85,13.167,"Libya24","National","On 7 May 2020, indiscriminate shells fired by presumed LNA forces injured two health workers in Abu Salim. No fatalities reported.",0
"LBY9987","11-May-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Misrata","","Bani Walid",31.757,13.994,"Airwars; Libya24; Libya Observer","Other-National","On 11 May 2020, suspected Turkish forces conducted a drone strike near Bani Walid (Misrata, West) which hit an ambulance. 1 civilian was injured.",0
"LBY10861","28-May-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Libya)","","Civilians (Libya)","Health Workers (Libya)","Northern Africa","Libya","West","Aljfara","","Wadi al-Rabi",32.724,13.255,"Airwars","Other","On 28 May 2020, an unknown armed group (likely LNA or GNA) killed a paramedic in Wadi al-Rabie (Aljfara, West) by shelling or gunshots.",1
"LBY10221","08-June-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Libya (2014-) Haftar Faction","","Military Forces of Libya (2016-2021) Government of National Accord","Civilians (Libya); Health Workers (Libya)","Northern Africa","Libya","West","Sirt","","Sirte",31.209,16.589,"Airwars; Libya24","Other-National","On 8 June 2020, LNA air forces conducted an airstrike on western Sirte (Sirt, West) which resulted in the death of 5 people, including GNA fighters and paramedics.",5
"MLI4275","11-September-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims","","Civilians (Mali)","Health Workers (Mali)","Western Africa","Mali","Sikasso","Yorosso","Boura","Boura",12.412,-4.539,"Twitter; Xinhua; Reuters; aBamako; Essor; Maliweb; AMAP; AFP","New media-National","On 11 September 2020, an ambulance struck an IED between Boura and Yorosso (Yorosso, Sikasso). Six passengers including women (one pregnant woman) and a child were killed in the explosion and the driver was severely wounded. The device was likely planted by JNIM militants. The explosion is the first historical IED attack recorded in the Sikasso Region.",6
"NIR1559","21-November-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad","","Civilians (Niger)","Health Workers (Niger)","Western Africa","Niger","Diffa","Bosso","Bosso","Bosso",13.699,13.31,"Whatsapp","New media","On 21 November 2020, an ambulance struck an IED in Bosso (Diffa, Diffa). No casualties were reported. The vehicle sustained damages. The device was likely planted by ISWAP or Boko Haram (JAS) militants.",0
"NIG3146","01-June-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad","","Civilians (Nigeria)","Health Workers (Nigeria)","Western Africa","Nigeria","Borno","Maiduguri Metro","","Maiduguri",11.831,13.152,"AFP","International","Suspected extremists hurled bombs at a child vaccine warehouse in the restive city of Maiduguri in northeastern Nigeria. Three cars in the parking lot were also burnt in the attack. No casualties were recorded in the attack that took place overnight.",0
"NIG7862","27-June-2015",2015,"Explosions/Remote violence","Suicide bomb","Islamic State (West Africa)","","Civilians (Nigeria)","Health Workers (Nigeria)","Western Africa","Nigeria","Borno","Maiduguri Metro","","Maiduguri",11.831,13.152,"Vanguard (Nigeria)","National","At least five people have been killed and 10 wounded after a suicide bomber blew himself up outside a leprosy hospital during the early evening hours on the outskirts of the northeast Nigerian city of Maiduguri. Boko Haram are suspected.",5
"NIG7878","01-July-2015",2015,"Explosions/Remote violence","Suicide bomb","Islamic State (West Africa)","","Civilians (Nigeria)","Health Workers (Nigeria)","Western Africa","Nigeria","Borno","Maiduguri Metro","","Maiduguri",11.831,13.152,"Vanguard (Nigeria)","National","Two suicide bombers detonate themselves in near a hospital in the Molai section of Maiduguri on 01/07, two civilians injured. The attack came at a time when the vice-president was visiting the city. The same hospital was targeted on 27/06.",2
"NIG17777","22-July-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (West Africa) - Lake Chad Faction","","Civilians (Nigeria)","ICRC: International Committee of the Red Cross and Red Crescent; Aid Workers (Nigeria); Health Workers (Nigeria)","Western Africa","Nigeria","Borno","Monguno","","Monguno",12.679,13.608,"Hoop","Other","On 22 July 2020, ISWAP targeted a Red Cross Vehicle on a road connecting Monguno and Gajiram towns in Borno state using an improvised explosive device (IED). Reports suggest that several people were either wounded or killed. Casualties reported.",0
"PAK5472","08-January-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","Civilians (Pakistan)","Health Workers (Pakistan)","South Asia","Pakistan","Khyber Pakhtunkhwa","Charsadda","Charsadda","Charsadda",34.153,71.707,"Daily Today's Muslim Peshawar","Subnational","A watchman was injured when suspected TTP militants blew up a health centre in Charsadda on 8 January 2011. Five rooms of the health centre were also destroyed.",0
"PAK50351","09-August-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Health Workers (Pakistan)","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Peshawar",34.02,71.582,"Dawn (Pakistan)","National","An explosion by unknown men on August 9 in Peshawar of Khyber Pakhtunkhwa destroyed a private clinic's pharmacy and its windows.",0
"PAK14786","18-November-2012",2012,"Explosions/Remote violence","Shelling/artillery/missile attack","TTP: Tehreek-i-Taliban Pakistan","","Private Security Forces (Pakistan)","Civilians (International); Aid Workers (International); IMC: International Medical Corps; Health Workers (International)","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Peshawar",34.02,71.582,"Right Vision News; Aid Worker Security Database","Local partner-Other","On 18 November, a rocket attack by TTP on the office of an the office of International Medical Corps (IMC) left the security guard of the INGO injured in University Town locality of Peshawar city (Peshawar, Khyber Pakhtunkhwa). The intended target was the nearby American Club.",0
"PAK16156","31-January-2013",2013,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Aid Workers (Pakistan); Health Workers (Pakistan)","South Asia","Pakistan","FATA","Kurram Agency","Upper Kurram","Parachinar",33.899,70.101,"Aid Worker Security Database; Pakistan Today","Local partner-Other","On 31 January, two aid workers on polio vaccination team were killed in a roadside blast in Khurram Agency. According to details, a roadside bomb went off in Mani Khel area in Upper Kurram tehsil (Kurram Agency, FATA).",2
"PAK16940","05-March-2013",2013,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","Civilians (Pakistan)","Health Workers (Pakistan)","South Asia","Pakistan","FATA","Khyber Agency","Jamrud","Jamrud",33.999,71.365,"Pakistan Today","National","A polio vaccination team volunteer was injured in a bomb blast targeting a vaccination center in Jamrud.",0
"PAK20573","07-October-2013",2013,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","Civilians (Pakistan)","Health Workers (Pakistan)","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Peshawar",34.02,71.582,"Right Vision News","National","Goods related to an anti-polio campaign were being distributed at a small health unit in Bazid Khel area in the outskirts of Peshawar, when the remotely-detonated explosion occurred, killing 6 people and injuring 15. It is suspected that TTP carried out the attack.",6
"PAK50790","07-October-2014",2014,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Aid Workers (Pakistan); UN: United Nations; Health Workers (Pakistan)","South Asia","Pakistan","FATA","Mohmand Agency","Safi","Safi",34.534,71.27,"Aid Worker Security Database","Local partner-Other","'One UN polio worker was killed in an IED explosion. Two others (not counted) were also killed in the attack.'",3
"PAK24923","11-November-2014",2014,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Military Forces of Pakistan (2013-2018)","Civilians (Pakistan); Health Workers (Pakistan)","South Asia","Pakistan","FATA","Bajaur Agency","Salarzai Tehsil","Chargo",34.942,71.46,"Express Tribune (Pakistan)","National","On 11 Nov, 3 were killed and another 3 injured as a IED bomb exploded on the roadside in Salarzai area (Bajaur, FATA) targeting polio vaccinators. Among those killed were those belonging to the forces sent to protect the polio-health workers.",3
"PAK25193","16-December-2014",2014,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Shiite Muslim Group (Pakistan); Health Workers (Pakistan)","South Asia","Pakistan","Sindh","Karachi City","","Karachi",24.906,67.082,"Daily Regional Times (Pakistan)","Subnational","On December 16, unidentified militants launched a grenade outside a Shia doctor's house in Karachi city (Karachi, Sindh). No casualties were reported.",0
"PAK25269","26-December-2014",2014,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","ANP: Awami National Party; Health Workers (Pakistan)","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Peshawar",34.02,71.582,"News International (Pakistan)","National","On 26 Dec, a blast occurred outside an ANP workers house who was also a doctor in Peshawar town (KP), no casualties reported.",0
"PAK25827","10-February-2015",2015,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Health Workers (Pakistan)","South Asia","Pakistan","FATA","North Waziristan Agency","Mir Ali","Shal Kot",32.941,70.312,"Dawn (Pakistan)","National","A government-run community health centre was blown up by unidentified persons in Shal Kor area of Ekkaghund tehsil of Mohmand Agency. Local people hold that the individuals had planted explosives in the building of the health centre. They said that two blasts occurred in the building which destroyed its structure and boundary wall",0
"PAK35131","13-February-2017",2017,"Explosions/Remote violence","Suicide bomb","JuA: Jamaat-ul-Ahrar","","Civilians (Pakistan)","Police Forces of Pakistan (2013-2018); Health Workers (Pakistan)","South Asia","Pakistan","Punjab","Lahore","Lahore Cantt","Lahore - Gulberg",31.513,74.347,"Pakistan Today","National","At least 13 people were killed, including 2 police, and over 100 wounded in a suicide bombing in front of the Punjab Assembly building in Gulberg town (Lahore, Punjab). The attack was claimed by Jamaat-ur-Ahrar, a faction of the TTP. The suicide bombing took place during a protest by pharmacists. The police who were killed were protecting the protest. At least one person later died of their injuries.",14
"PAK38004","07-November-2017",2017,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Health Workers (Pakistan)","South Asia","Pakistan","Khyber Pakhtunkhwa","Lower Dir","Timergara","Timergara",34.828,71.842,"Pakistan Today","National","On November 7th, an IED targeted an anti-polio health team in the Arif Kele area of Lower Dir, however no casualties were reported. No group claimed responsibility.",0
"PAK38003","07-November-2017",2017,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Health Workers (Pakistan)","South Asia","Pakistan","Khyber Pakhtunkhwa","Lower Dir","Timergara","Timergara",34.828,71.842,"Pakistan Today","National","On November 7th, and IED targetted an anti-polio health team in the Arif Kele area of Lower Dir, however no casualties were reported. No group claimed responsibility.",0
"PAK47642","24-February-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Health Workers (Pakistan)","South Asia","Pakistan","Balochistan","Nasirabad","Dera Murad Jamali","Dera Murad Jamali",28.547,68.223,"Express Tribune (Pakistan)","National","On February 24, an improvised explosive device (IED) mounted on a motorcycle exploded outside a private clinic at Mazdoor Chowk in Dera Murad Jamali town (Nasirabad, Balochistan), killing one person and injuring eighteen others including one doctor.",1
"PAK52928","05-September-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2018-)","Civilians (Pakistan); Journalists (Pakistan); Health Workers (Pakistan)","South Asia","Pakistan","Balochistan","Quetta","Quetta City","Quetta",30.2,67.01,"Dawn (Pakistan)","National","On September 5, two coordinated IEDs exploded at Khezai Chowk locality of Quetta city (Quetta, Balochistan) killing a rescue worker and injuring 10 others including six policemen and, a TV reporter and cameraman. The first IED exploded at the office of a transport company at Khezai Chowk. As the police, rescue workers and media gathered at the explosion site, the second IED went off.",1
"PAK69066","01-August-2021",2021,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","Police Forces of Pakistan (2018-)","Civilians (Pakistan); Health Workers (Pakistan)","South Asia","Pakistan","Khyber Pakhtunkhwa","South Waziristan","Ladha","Ladha",32.568,69.829,"AP","International","On 1 August 2021, a roadside bomb exploded while a police van passed by escorting a polio vaccination team in Ladha town (SW, KPK), injuring a police personnel. It is suspected that TTP is behind the attack.",0
"SEN368","01-September-2006",2006,"Explosions/Remote violence","Remote explosive/landmine/IED","MFDC: Movement of Democratic Forces of Casamance","","Civilians (International)","Health Workers (Senegal)","Western Africa","Senegal","Ziguinchor","Ziguinchor","Niaguis","Ziguinchor",12.583,-16.267,"All Africa","Regional","An ICRC worker was killed by a landmine set by te MFDC.",1
"SOM258","18-April-2001",2001,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Somalia)","","Civilians (International)","Aid Workers (Italy); Health Workers (Somalia)","Eastern Africa","Somalia","Banadir","Banadir","","Mogadishu",2.041,45.334,"BBC News","International","Horn Afrik. Italian doctor wounded in a grenade attack on a hospital. Perpetrators unknown.",0
"SOM837","27-January-2004",2004,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)","","Civilians (Somalia)","Journalists (Somalia); Health Workers (Somalia)","Eastern Africa","Somalia","Lower Juba","Kismaayo","","Kismayo",-0.36,42.546,"Worldwide Incidents Tracking System","Other","two healthcare workers, one journalist, one driver killed in IED attack. unnamed",4
"SOM1277","19-April-2005",2005,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Somalia)","","Civilians (Somalia)","Civilians (Italy); Health Workers (Somalia)","Eastern Africa","Somalia","Banadir","Banadir","","Mogadishu",2.041,45.334,"Horn Afrik Media","National","One of the foreign doctors working at SOS Mother and Child Hospital in Mogadishu, and two other people, have been injured in a grenade attack",0
"SOM3523","28-January-2008",2008,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)","","Civilians (International)","Health Workers (Somalia)","Eastern Africa","Somalia","Lower Juba","Kismaayo","","Kismayo",-0.36,42.546,"AP","International","Three foreign doctors and a Somali died when their vehicle hit a land mine in the southern Somali town of Kismayo. The doctors killed were from the Netherlands, Britain and Kenya",3
"SOM4025","13-June-2008",2008,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)","","Civilians (Somalia)","MSF: Doctors Without Borders; Health Workers (Somalia)","Eastern Africa","Somalia","Banadir","Banadir","","Mogadishu - Daynile",2.058,45.3,"AFP; Horn Afrik Media","National-International","Two people have sustained injuries when a vehicle belonging to MSF France, which operates at Mogadishus Dayniile Hospital, was struck by a landmine",0
"SOM4794","10-December-2008",2008,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)","","Civilians (Somalia)","MSF: Doctors Without Borders; Health Workers (Somalia)","Eastern Africa","Somalia","Mudug","Gaalkacyo","","Gaalkacyo",6.77,47.431,"Shabelle Media Network","National","A powerful explosion occurred early in Gaalkacyo town in central Somalia. The explosion was targeted at vehicles belonging MSF that operates in south of Gaalkacyo.",0
"SOM5629","12-January-2010",2010,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Somalia)","","Civilians (Somalia)","Health Workers (Somalia)","Eastern Africa","Somalia","Hiraan","Belet Weyne","","Belet Weyne",4.736,45.204,"The New Humanitarian","International","OCHA said a mortar shell hit the main hospital in Beletweyne, injuring two medical workers, on 12 January.",0
"SOM7795","27-August-2011",2011,"Explosions/Remote violence","Shelling/artillery/missile attack","Al Shabaab","","Civilians (Somalia)","Health Workers (Somalia)","Eastern Africa","Somalia","Gedo","Garbahaarey","","Garbahaarey",3.328,42.22,"Undisclosed Source","Local partner-Other","Suspected AS fighters conducted a night shelling of the town and reportedly entered parts of the city. The attackers burnt a generator powering the only borehole providing water to the town, went to the house of the administrator of the Garbaharey Hospital, took her out and shot her several times in the legs.",1
"SOM8158","27-November-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)","","Civilians (Somalia)","Health Workers (Somalia)","Eastern Africa","Somalia","Lower Shabelle","Afgooye","","Madiina",2.22,45.226,"Undisclosed Source","Local partner-Other","An unidentified explosive device exploded inside the Banadir Hospital injuring two children (one is in critical condition) and indirectly causing the death of a woman (she died later of a stroke/heart attack). The IED was planted in a room of the paediatric section of the hospital, which is normally used by interns coming from the Banadir Hospital for practical training during the day and as a dorm in night hours. NSA forces arrested three people suspected of involvement in the incident on 28/11 in morning hours. A security operation was conducted later in the day (28/11) by joint forces of the NSA and the TFG police. During the operation five other persons were arrested. The motive and exact nature of the incident remais unclear. Banadir Hospital continued operating at full capacity.",1
"SOM8219","10-December-2011",2011,"Explosions/Remote violence","Air/drone strike","Unidentified Military Forces","","Civilians (Somalia)","Health Workers (Somalia)","Eastern Africa","Somalia","Gedo","Baardheere","","Bardera",2.338,42.284,"Undisclosed Source","Local partner-Other","Unknown military aircraft conducted aerial bombardment of Baardheere during which a feeding center of the Somali Red Crescent Society was hit. The center was empty at the time of the strike but a critical water tank was destroyed. Pascal Mauchle, the head of the Somalia delegation of the ICRC, stated that 'We are alarmed about the situation in Baardheere,' he added that 'this incident is particularly worrying at a time when the population is in dire need of food assistance.' Unconfirmed report also indicates that one civilian was killed in the attack.",0
"SOM8477","03-February-2012",2012,"Explosions/Remote violence","Shelling/artillery/missile attack","Al Shabaab","","Civilians (Somalia)","Health Workers (Somalia)","Eastern Africa","Somalia","Banadir","Banadir","","Mogadishu - Karan",2.065,45.39,"Undisclosed Source","Local partner-Other","Several mortar rounds supposedly fired by AS militias landed at Keysaney Hospital and Jamhuuriya areas in Kaaraan District in the afternoon of 03/02. Casualties could not be established.",0
"SOM12259","29-July-2013",2013,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)","","Civilians (Somalia)","Health Workers (Somalia)","Eastern Africa","Somalia","Banadir","Banadir","","Mogadishu - Hodan",2.033,45.35,"Undisclosed Source","Local partner-Other","A RCIED attack reportedly targeted a freelance doctor in front of KPP building in Hodan District in the morning of 29/07. Four civilians were reportedly injured. Unconfirmed reports suggest that the doctor was among those injured. The motive behind the attack is currently unknown.",0
"SOM12562","28-August-2013",2013,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)","","Civilians (Somalia)","Government of Somalia (2012-2017); Health Workers (Somalia)","Eastern Africa","Somalia","Banadir","Banadir","","Mogadishu - Karan",2.065,45.39,"Undisclosed Source","Local partner-Other","A RCIED targeted the vehicle of the deputy District Commissioner of Karaan District in Karaan on the morning of 28/08. The deputy District Commissioner escaped unhurt. A female doctor bystander - working for the Ministry of Health- was reportedly injured in the blast. It is unclear whether the device was attached to the vehicle or planted on the roadside.",0
"SOM15045","18-June-2014",2014,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)","","Civilians (Somalia)","Health Workers (Somalia)","Eastern Africa","Somalia","Banadir","Banadir","","Mogadishu - Karan",2.065,45.39,"Undisclosed Source","Local partner-Other","An IED attached to a vehicle belonging to a medical staff of Keysaney Hospital exploded in the hospitals parking yard in Kaaraan District in the morning of 18/06. The owner of the vehicle, a doctor and a nurse were killed while a colleague was injured. Five patient relatives were also injured. It is not clear why the individual was targeted.",1
"SOM27689","22-January-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)","","Civilians (International)","Civilians (Syria); Health Workers (Syria)","Eastern Africa","Somalia","Banadir","Banadir","","Mogadishu",2.041,45.334,"Radio Dalsan","National","22 January. Syrian doctor and his driver killed when a bomb fitted in a vehicle exploded inside the hospital in Mogadishu.",2
"SOM27688","22-January-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab","","Civilians (Somalia)","Government of Somalia (2017-); Health Workers (Somalia)","Eastern Africa","Somalia","Banadir","Banadir","","Mogadishu - Hawl Wadaag",2.048,45.32,"Undisclosed Source","Local partner-Other","22 January. A government ambulance was hit and damaged by a RCIED in Hawlwadag. Some fatalities and injuries were reported (unknown number coded at low estimate of 3). AS group claimed responsibility of the attack.",3
"SUD328","05-May-1998",1998,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Sudan (1989-2019)","","Civilians (Sudan)","Health Workers (Sudan)","Northern Africa","Sudan","Equatoria","Central Equatoria","","Yei",4.09,30.672,"Reuters","International","Government military bombed the rebel-run hospital in Yei - 7 people were killed and dozens more were seriously wounded",7
"SUD417","13-September-1998",1998,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Sudan (1989-2019)","","Civilians (Sudan)","Health Workers (Sudan)","Northern Africa","Sudan","Equatoria","Central Equatoria","","Yei",4.09,30.672,"Reuters","International","Government military dropped bombs on a hospital compound in the rebel-held town of Yei - 1 person was killed and 22 others were injured",1
"SUD641","24-May-1999",1999,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Sudan (1989-2019)","","Civilians (Sudan)","Health Workers (Sudan)","Northern Africa","Sudan","Equatoria","Central Equatoria","","Yei",4.09,30.672,"Reuters","International","Government military bombed the rebel-controlled hospital in Yei town - part of the building was destroyed in the attack",0
"SUD747","01-March-2000",2000,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Sudan (1989-2019)","","Civilians (Sudan)","Health Workers (Sudan)","Northern Africa","Sudan","Equatoria","Central Equatoria","","Lu",3.976,30.54,"AP; Reuters","International","Government military dropped 11 bombs on Lui village hitting an area near a hospital, eight villages in the region had also been hit - 3 civilians were killed",3
"SUD778","25-March-2000",2000,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Sudan (1989-2019)","","Civilians (Sudan)","Health Workers (Sudan)","Northern Africa","Sudan","Equatoria","Central Equatoria","","Tali",5.894,30.778,"AP","International","Government military dropped 8 bombs on a hospital in Tali - 1 women was killed",1
"SUD863","15-July-2000",2000,"Explosions/Remote violence","Air/drone strike","Military Forces of Sudan (1989-2019)","","Civilians (Sudan)","Health Workers (Sudan)","Northern Africa","Sudan","Bahr el Ghazal","Western Bahr El Ghazal","","Wau",7.718,28.007,"AFP","International","Government warplane bombed a southern Sudanese village - one person was injured and a Red Cross plane and clinic was damaged",0
"SUD962","29-December-2000",2000,"Explosions/Remote violence","Air/drone strike","Military Forces of Sudan (1989-2019)","","Civilians (Sudan)","Health Workers (Sudan)","Northern Africa","Sudan","Equatoria","Central Equatoria","","Lu",3.976,30.54,"AFP","International","Sudanese government military plan bombed a hospital in the southern area of Lui",0
"SUD1025","09-May-2001",2001,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Sudan)","","Civilians (International)","Civilians (International); Health Workers (Sudan)","Northern Africa","Sudan","Equatoria","Eastern Equatoria","","Kapoeta",4.776,33.583,"AP","International","A Red Cross plane was struck by two explosions on a flight in southern Sudan, it is suggested that this was an attack by anti-aircraft weapons from an unidentified armed group - the co-pilot from Denmark was killed",1
"SUD1219","10-February-2002",2002,"Explosions/Remote violence","Air/drone strike","Military Forces of Sudan (1989-2019)","","Civilians (Sudan)","Health Workers (Sudan)","Northern Africa","Sudan","Upper Nile","Unity","","Bentiu",9.252,29.788,"AP; All Africa; AFP","Regional-International","Government military planes bombed a relief centre in Nimne village, western Upper Nile State - a Sudanese health worker and 4 other civilians were killed in the attack",5
