"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"PAK18","04-January-2010",2010,"Explosions/Remote violence","Shelling/artillery/missile attack","TTP: Tehreek-i-Taliban Pakistan","","Police Forces of Pakistan (2008-2013)","","South Asia","Pakistan","FATA","South Waziristan Agency","Makin","Metari Narai",32.633,69.894,"Right Vision News","National","Suspected Taliban militants fired a rocket at security forces, killing 1 and wounding 5.",1
"PAK22","05-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","FATA","Bajaur Agency","Nawagai","Nawagai",34.662,71.292,"Right Vision News","National","A government high school was blown up with explosives by Islamist militants.",0
"PAK40179","06-January-2010",2010,"Explosions/Remote violence","Suicide bomb","Unidentified Armed Group (Pakistan)","","Military Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Azad Jammu and Kashmir","Sudhanoti","Tarar Khel","Tarar Khel",33.762,73.787,"Nation (Pakistan)","National","On January 6th, 4 army soldiers were killed, and 11 others injured, when an unidentified suicide bomber detonated themselves outside an Army barracks in Tarar Khal town of Sudhanoti district.",5
"PAK24","06-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Baloch Separatists (Pakistan)","","","","South Asia","Pakistan","Balochistan","Quetta","Quetta City","Quetta",30.2,67.01,"Right Vision News","National","Suspected Baloch separatists destroyed the Sui gas pipeline with planted explosives, shutting off the supply of gas to some areas of Quetta.",0
"PAK26","06-January-2010",2010,"Explosions/Remote violence","Shelling/artillery/missile attack","TTP: Tehreek-i-Taliban Pakistan","","Military Forces of Pakistan (2008-2013)","","South Asia","Pakistan","FATA","North Waziristan Agency","Razmak","Razmak",32.689,69.834,"Right Vision News","National","1 soldier was killed and 2 more injured when Taliban militants fired several rockets at security forces at Tabai Sar in the Razmak sector.",1
"PAK28","06-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","FATA","Bajaur Agency","Salarzai","Salarzai",34.926,71.514,"Right Vision News","National","2 people were injured in a landmine explosion near Jabrarhi village in the Salarzai area.",0
"PAK29","06-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","FATA","Khyber Agency","Bara","Zakha Khel",33.858,70.961,"Right Vision News","National","Suspected Taliban militants blew up a girls' school in Bazaar-Zakhakhel area. They planted explosives and then deonated them later around midnight.",0
"PAK32","06-January-2010",2010,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","North Waziristan Agency","Data Khel","Datta Khel",32.905,69.749,"Right Vision News; New York Times","National-International","At least 14 Taliban militants were killed and as many as 8 people were injured as a result of 3-4 US drone strikes on an alleged training centre in Sanzali village in Datta tehsil.",14
"PAK25","06-January-2010",2010,"Explosions/Remote violence","Shelling/artillery/missile attack","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","FATA","Bajaur Agency","Khar","Khar",34.732,71.534,"Right Vision News","National","A government run school was damaged by rockets.",0
"PAK55718","07-January-2010",2010,"Explosions/Remote violence","Air/drone strike","Military Forces of Pakistan (2008-2013)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","Orakzai Agency","Upper Orakzai","Ghiljo Bazaar",33.634,70.855,"Daily Times (Pakistan); South Asia Terrorism Portal","Other-National","On January 7, gunship helicopters bombed suspected TTP militant hideouts in Mamonzai, Ghiljo and Dabori areas Orakzai Agency (FATA) killing at least 10 militants. Three vehicles were also destroyed in the operation.",10
"PAK43","08-January-2010",2010,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","Unidentified Armed Group (Pakistan)","Unidentified Armed Group (International)","South Asia","Pakistan","FATA","South Waziristan Agency","Ladha","Tappi",32.601,69.788,"Right Vision News","National","At least 5 militants, including some foreigners, were killed and 2 other injured in a US drone strike.",5
"PAK40","08-January-2010",2010,"Explosions/Remote violence","Suicide bomb","TTP: Tehreek-i-Taliban Pakistan","","Civilians (Pakistan)","AI: Ansar-ul-Islam","South Asia","Pakistan","FATA","Khyber Agency","Bara","Bara",33.922,71.462,"Right Vision News","National","6 people were killed and 10 others were injured when a suspected Taliban suicide bomber attacked the offices of Ansar-ul Islam in the Teerah Bagh area of Bara.",6
"PAK42","08-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","FATA","Bajaur Agency","Nawagai","Nawagai",34.662,71.292,"Right Vision News","National","2 people were killed and 2 others seriously injured when their vehicle ran over a land mine while heading towards Charmung, in the Nawagai area.",2
"PAK51","08-January-2010",2010,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP-HGB: Tehreek-i-Taliban Pakistan-Hafiz Gul Bahadur","","South Asia","Pakistan","FATA","North Waziristan Agency","Miran Shah","Tappi",32.947,70.148,"Right Vision News","National","At least 5 militants, including some foreigners, were killed and 2 other injured in a US drone strike on a house in Tappi house in North Waziristan in Miran Shah district. All militants were from Hafiz Gul Bahadur's faction, and the drone attack took place on January 8.",5
"PAK62","10-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Sindh","Karachi City","","Karachi",24.906,67.082,"Right Vision News","National","At least 8 people were killed and 3 others injured, including civilians, in an explosion at a house in Karachi. The blast also partially damaged the adjoining houses. Arms, explosives and ammunition were recovered from the house, and it is not clear if the blast was purposeful or accidental.",8
"PAK61","10-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Peshawar",34.02,71.582,"Right Vision News","National","A remote-controlled bomb was detonated outside the residence of an ANP MP. No casualties were reported.",0
"PAK59","10-January-2010",2010,"Explosions/Remote violence","Suicide bomb","TTP: Tehreek-i-Taliban Pakistan","","Police Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Mattani",33.797,71.559,"Daily Regional Times (Pakistan); Right Vision News","National","6 security personnel were injured when a suspected Taliban militant leader blew himself up during a search operation in the Matani area of Peshawar. 7 militants were also arrested.",1
"PAK72","11-January-2010",2010,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Pakistan)","","Police Forces of India (2004-2014) Border Security Force","","South Asia","Pakistan","Punjab","Vehari","Burewala","Wagah",30.03,72.795,"Right Vision News","National","2 rockets were fired across the Kahangarh border from the Pakistani side into fields near Atalgarh and Modhe villages. Indian border guards reportedly fired 4 rockets back in response. 50 gunshots were also fired. The Pakistan Rangers denied allegations that they fired any rockets.",0
"PAK94","13-January-2010",2010,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","North Waziristan Agency","Miran Shah","Miranshah",33,70.07,"Daily Times (Pakistan); Right Vision News","National","15 people were killed in a US drone strike in the village of Garyom in North Waziristan. Asmatullah Muaviya, one of the main commander of TTP, was killed. The drone fired 2 missiles.",15
"PAK49978","14-January-2010",2010,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","South Waziristan Agency","Ladha","Ladha",32.568,69.829,"Bureau of Investigative Journalism","International","At least 15 militants were killed by a US drone strike in Ladha tehsil of South Waziristan in Khyber Pakhtunkhwa, and more than 7 were injured. The militants included a leader of TTP in Pakistan, as well as two Arabs and several Uzbek fighters. Took place in Shaktoi in Ladha tehsil.",15
"PAK134","15-January-2010",2010,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","FATA","North Waziristan Agency","Mir Ali","Mir Ali",32.971,70.278,"Right Vision News","National","3 people were killed and 3 injured in a US drone strike during which 4 missiles were fired at Zanani village in Mirali tehsil.",3
"PAK126","15-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Baloch Separatists (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Kachhi","Mach","Mach",29.868,67.322,"Right Vision News","National","Part of the railway track between Quetta and Sibi was destroyed by a remote bomb planted by suspected Baloch separatists, causing a partial derailment of a train and a few injuries to passengers.",0
"PAK127","15-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Baloch Separatists (Pakistan)","","","","South Asia","Pakistan","Balochistan","Mastung","Mastung","Mastung",29.794,66.721,"Right Vision News","National","Suspected Baloch separatists blew up a gas pipeline in Mastung, suspending supplies of gas to different areas.",0
"PAK131","15-January-2010",2010,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","FATA","North Waziristan Agency","Mir Ali","Bichi",32.808,70.214,"Right Vision News","National","6 people were killed in a drone strike on Bichi village in North Waziristan.",6
"PAK40180","16-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Military Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Azad Jammu and Kashmir","Poonch","Rawalakot","Dothan",33.817,73.854,"Xinhua","International","On January 16th, several Army personnel were injured when their vehicle hit a roadside bomb in the Dothan area of Poonch district, some 15 kilometers from Rawalakot. No group claimed responsibility.",0
"PAK151","16-January-2010",2010,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","FATA","South Waziristan Agency","Wana","Wana",32.301,69.58,"Right Vision News","National","3 people were killed in a US drone strike in the Mushta area, near Wana.",3
"PAK150","16-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","FATA","Khyber Agency","Landi Kotal","Landi Kotal",34.114,71.167,"Right Vision News","National","Suspected Taliban militants planted explosive material inside a civil dispensary and blew it up. No casualties were reported.",0
"PAK165","17-January-2010",2010,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","Unidentified Armed Group (International)","South Asia","Pakistan","FATA","South Waziristan Agency","Wana","Wana",32.301,69.58,"Right Vision News","National","At least 20 militants were killed and five others wounded after a US drone fired 2 missiles at a compound in Shaktoi in South Waziristan. 3 foreigners were among those killed. 4 key TTP commanders were among those killed. Hakimullah Mehsud was believed to have been injured in the attack.",20
"PAK180","18-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","FATA","Khyber Agency","Landi Kotal","Landi Kotal",34.114,71.167,"Right Vision News","National","Suspected Taliban militants blew up a primary school. No casualties were reported.",0
"PAK183","19-January-2010",2010,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","North Waziristan Agency","Miran Shah","Miranshah",33,70.07,"AP","International","5 people were killed in US drone strikes against a car and a compound in North Waziristan.",5
