"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"NEP1851","14-April-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","","","South Asia","Nepal","Province 1","Ilam","","Ilam",26.909,87.928,"Kathmandu Post","National","On 14 April, a pressure cooker bomb, planted by an unidentified group, exploded at the building of the Chulachuli Rural Municipality in Ilam municipality, East. No casualties reported.",0
"NEP7603","14-April-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","","","South Asia","Nepal","Bagmati","Kavrepalanchok","","Namobuddha",27.572,85.583,"Setopati","National","On 14 April 2018, Biplov-led communist party detonated an IED at a vehicle showroom in Namobuddha town (Kavrepalanchowk). No casualties were reported.",0
"NEP1853","16-April-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","","","South Asia","Nepal","Province 1","Morang","","Biratnagar",26.455,87.27,"COCAP-Nepal Monitor; AFP","Local partner-National","On 16 April 2018, cadres of Chand-led party exploded an IED at the contact office of Indian Embassy in Biratnagar city (Morang district). Two persons were arrested following the incident. Police are further investigating the incident.",0
"NEP1855","22-April-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Bagmati","Lalitpur","","Dhapakhel",27.64,85.334,"Setopati; My Republica (Nepal)","National","On 22 April 2018, an unidentified group detonated an IED at the residence of the Chief Election Commissioner in Dhapakhel locality (Lalitpur). Damage was caused to the wall of the house, and no casualties were reported.",0
"NEP1857","28-April-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","","","South Asia","Nepal","Province 1","Sankhuwasabha","","Tumlingtar",27.318,87.198,"Asian News International","Regional","An IED explosion took place at a hydropower project in Tumlingtar city, East, on 28 April. No casualties reported.",0
"NEP7614","01-May-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","","South Asia","Nepal","Province 2","Parsa","","Birganj",27.01,84.877,"Setopati","National","On 1 May 2018, 1 person was injured when an unidentified group detonated an IED at a civilian's house in Birganj town (Parsa). No reasons of incident were reported.",0
"NEP1862","04-May-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","","","South Asia","Nepal","Lumbini","Gulmi","","Baletaksar",27.992,83.393,"Kathmandu Post","National","An IED was detonated in Baletaksar town, Central, on 4 May, during a strike called by Chand led CPN(M). No casualties reported.",0
"NEP1864","05-May-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","","","South Asia","Nepal","Sudurpashchim","Kailali","","Dhangadhi",28.708,80.596,"Kathmandu Post","National","An IED was detonated in Kailali district, Far-West, on 5 May, during a strike called by Chand led CPN(M). No casualties reported.",0
"NEP1868","05-May-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","","","South Asia","Nepal","Gandaki","Lamjung","","Besisahar",28.23,84.368,"Kathmandu Post","National","IED explosions were reported in Lamjung district, West, on 5 May, during a Chand led CPN(M) strike. No casualties reported.",0
"NEP1867","05-May-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","","","South Asia","Nepal","Bagmati","Dhading","","Dhading Besi",27.913,84.896,"Kathmandu Post","National","IED explosions were reported in Dhading district, Central, on 5 May, during a Chand led CPN(M) strike. No casualties reported.",0
"NEP1883","13-May-2018",2018,"Explosions/Remote violence","Grenade","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","","South Asia","Nepal","Bagmati","Chitwan","","Bharatpur",27.677,84.436,"Setopati; Himalayan Times","National","On 13 May 2018, cadres of Biplov-led communist party hurled a grenade at a supermarket in Bharatpur city (Chitwan). The grenade was exploded during a party's general strike called during Nepal visit of Indian PM. No casualties occurred.",0
"NEP1880","13-May-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","","","South Asia","Nepal","Lumbini","Palpa","","Tansen",27.867,83.547,"Kathmandu Post","National","An IED was detonated at Tansen municipality, Palpa, Lumbini on 13 May. The IED was detonated during a Chand led CPN(M) bandh called against agreements signed between India and Nepal. No casualties reported.",0
"NEP7624","20-May-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Province 1","Jhapa","","Damak",26.66,87.698,"Setopati","National","On 20 May 2018, an unidentified group detonated an IED targeting the residence of Ward Chairperson in Damak town (Jhapa). 2 people were injured by the explosion and reasons were not reported.",0
"NEP7633","14-June-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Province 1","Jhapa","","Damak",26.66,87.698,"Setopati","National","Around 14 June 2018 (as reported), an unidentified group detonated an IED at the residence of the Mayor in Damak city (Jhapa). Reasons for incident were not reported. No reported casualties.",0
"NEP7663","09-August-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","","","South Asia","Nepal","Sudurpashchim","Kailali","","Lamki Chuha",28.64,81.142,"Setopati","National","On 9 August 2018, an unidentified group detonated an IED at a factory at Lamki in Lamki Chuha town (Kailali). No casualties were reported.",0
"NEP4364","12-August-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","JTMM: Democratic Terai Liberation Front","","","","South Asia","Nepal","Province 1","Morang","","Biratnagar",26.455,87.27,"Kathmandu Post","National","On August 12, an Improvised Explosive Device (IED) detonated outside the office of the Mayor of Biratnagar city, in Morang district, East. The group Janatantrik Terai Mukti Morcha (Revolutionary) issued a statement claiming responsibility.",0
"NEP4365","13-August-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","","","South Asia","Nepal","Lumbini","Rupandehi","","Butwal",27.701,83.448,"Kathmandu Post","National","On August 13, an IED detonated at the Indian Pension Camp in Butwal city, Rupandehi, West, causing damages to the restroom area. No casualties were reported. Improvised Explosives Devices (IEDs) and suspicious objects were placed around the country during a bandh called by the Netra Bikram Chand-led Communist Party of Nepal (Maoist).",0
"NEP4374","14-August-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","","","South Asia","Nepal","Lumbini","Rolpa","","Sulichaur",28.25,82.731,"My Republica (Nepal)","National","On August 13, two bombs detonated near Sulichaur city, Rolpa, Mid-Western. No casualties were reported. Improvised Explosives Devices (IEDs) and suspicious objects were placed around the country during a bandh called by the Netra Bikram Chand-led Communist Party of Nepal (Maoist).",0
"NEP4375","14-August-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","","","South Asia","Nepal","Province 1","Jhapa","","Gauradaha",26.567,87.724,"My Republica (Nepal)","National","On August 14, a bomb detonated at Gauradaha city, Jhapa, East. The explosion damaged the municipality's ward office. Improvised Explosives Devices (IEDs) and suspicious objects were placed around the country during a bandh called by the Netra Bikram Chand-led Communist Party of Nepal (Maoist).",0
"NEP4860","07-February-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","","","South Asia","Nepal","Province 1","Sankhuwasabha","","Chichila",27.465,87.232,"Kathmandu Post","National","On February 7, an unidentified group detonated three improvised explosive devices at the powerhouse of under construction Arun Three Hydropower Project in Chichila Rural Municipality (Sankhuwasabha district, Koshi). No group claimed responsibility for the blast. The incident is under investigation.",0
"NEP4892","22-February-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","","South Asia","Nepal","Bagmati","Lalitpur","","Lalitpur",27.674,85.318,"Himalayan Times","National","On February 22, one person was killed and two others injured when a bomb exploded in front of Ncell headquarter in the Nakkhu area of Patan city (Lalitpur district, Bagmati). Chand led CPN(M): Communist Party of Nepal (Maoist) claimed responsibility for the incident.",1
"NEP4946","08-March-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","Labour Group (Nepal)","South Asia","Nepal","Bagmati","Kathmandu","","Kathmandu",27.702,85.321,"Himalayan Times","National","On March 8, an explosion occurred in an underground parking lot in Basundhara locality of Kathmandu city (Kathmandu district, Bagmati), which targeted the chairman of the Nepal Association of Foreign Employment Agencies. Netra Bikram Chand led Communist Party of Nepal took responsibility for the incident.",0
"NEP7821","12-March-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","","","South Asia","Nepal","Bagmati","Chitwan","","Bharatpur",27.677,84.436,"Adarsha Samaj","National","On 12 March 2019, an unidentified group detonated a cylinder bomb at municipal ward office in Bharatpur city (Chitwan). No casualties were reported.",0
"NEP7827","14-March-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","","","South Asia","Nepal","Gandaki","Nawalpur","","Kawasoti",27.628,84.106,"Annapurna Post; Adarsha Samaj","National","On 14 March 2019, Netra Bikram Chand led Communist Party of Nepal detonated an IED near the District Police Headquarter and Division Forest Office in Kawasoti city (Nawalpur). The party had called a nation wide general strike demanding the release of their party cadres. No casualties occurred.",0
"NEP4995","25-March-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Police Forces of Nepal (2015-)","","South Asia","Nepal","Karnali","Kalikot","","Jubitha",29.138,81.818,"Himalayan Times","National","On March 25, Chand-led Nepal Communist Party exploded a bomb targeting a police van, which was assigned for the security of a local school in Ratadab locality near Jubitha area (Kalikot district, Karnali).",0
"NEP5338","29-April-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Lumbini","Rolpa","","Liwang",28.305,82.635,"My Republica (Nepal)","National","On April 29, Netra Bikram Chand-led Communist Party of Nepal detonated an Improvised Explosive Device (IED) at Liwang city (Rolpa district, Rapti), targeting the Province 5 Chief Minister, Shanker Pokhrel.",0
"NEP5345","30-April-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Lumbini","Rolpa","","Jungar",28.329,82.451,"My Republica (Nepal)","National","On April 30, Netra Bikram Chand-led Communist Party of Nepal detonated an Improvised Explosive Device (IED) at Triveni Rural Municipality near Jungar area (Rolpa district, Rapti), targeting the Province 5 Chief Minister, Shanker Pokhrel.",0
"NEP5469","17-May-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","ATMM: Akhil Terai Mukti Morcha","","Civilians (Nepal)","Government of Nepal (2015-); FSFN: Federal Socialist Forum, Nepal","South Asia","Nepal","Province 2","Saptari","","Malhaniya",26.594,86.525,"Himalayan Times","National","On May 17, an improvised explosive device went off at the residence of a rural municipality chair associated with the Federal Socialist Forum Party in Balan-Bihul Rural Municipality near Malhaniya area (Saptari district, Sagarmatha). Akhil Terai Mukti Morcha took the responsibility of the explosion citing that the chair was involved in financial irregularities and was unsupportive towards their cause.",0
"NEP5699","26-May-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","South Asia","Nepal","Bagmati","Kathmandu","","Kathmandu",27.702,85.321,"Kathmandu Post; Himalayan Times; Rising Nepal","National","On 26 May 2019, a pressure cooker bomb, planted by the cadres of Netra Bikram Chand led Communist Party of Nepal, exploded prematurely in a barber's shop at Sukedhara locality of Kathmandu city (Kathmandu district, Bagmati), injuring one civilian, and several party members. Three cadres of the party died during the accidental set off of the bomb and another 1 cadre died during treatment. One of the injured cadre was identified as the member of Newa Mukti Morcha, one of the sister wings of the Chand-led party.",4
"NEP7928","29-May-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Karnali","Kalikot","","Thirpu",29.281,81.814,"Annapurna Post","National","On May 29, a bomb was exploded by Netra Bikram Chand led Communist Party (Maoist) targeting the Chief Minister of Karnali Province in Palata Rural Municipality's Thirpu locality (Kalikot district, Karnali). The Chief Minister, accompanied by the Social Development Minister and his team, was in the area to inaugurate 11th District-level President Running Shield Competition and Palata Sports and Tourism Festival.",0
"NEP6196","18-July-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","","South Asia","Nepal","Sudurpashchim","Kailali","","Dhangadhi",28.708,80.596,"Rising Nepal; Himalayan Times; INSEC","Other-National","On July 18, several persons were injured in the explosion of an IED, possibly planted by Netra Bikram Chand led Communist Party of Nepal (Maoist), in a local hotel at Chatakpur locality of Dhangadhi Sub Metropolis (Kailali district, Seti). One person died following the incident.",1
"NEP6278","31-July-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Province 2","Rautahat","","Chandranigahapur",27.159,85.339,"My Republica (Nepal)","National","On July 31, a bomb was detonated, possibly by the cadres of Netra Bikram Chand led Communist Party (Maoist), in the ward offices of Chandrapur Municipality (Rautahat district, Narayani). Properties, including official documents, were destroyed in the explosion.",0
"NEP6277","31-July-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Bagmati","Nuwakot","","Kakani",27.814,85.265,"My Republica (Nepal)","National","On July 31, a bomb was detonated, possibly by the cadres of Netra Bikram Chand led Communist Party (Maoist), in the ward offices of Kakani Rural Municipality (Nuwakot district, Bagmati). Properties, including official documents, were destroyed in the explosion.",0
"NEP6266","03-August-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Bagmati","Ramechhap","","Khadadevi",27.48,85.939,"My Republica (Nepal)","National","On August 3, an unidentified group exploded a cylinder at the ward office of Khadadevi rural municipality-3 (Ramechhap district, Janakpur). The explosion caused property damages in the ward office.",0
"NEP6407","14-August-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Karnali","Kalikot","","Kalikot",29.096,81.683,"My Republica (Nepal)","National","On August 14, a group of cadres of the outlawed Netra Bikram Chand-led Nepal Communist Party (Maoist) detonated an improvised explosive device (IED) targeting the Chief Minister of Karnali Province at Khigma area in Pachaljharana rural municipality near Kalikot area (Kalikot district, Karnali). Further investigation of the incident is underway.",0
"NEP6628","08-September-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Province 1","Jhapa","","Gauradaha",26.567,87.724,"Himalayan Times","National","On September 8, Netra BIkram Chand led Communist Party (Maoist) detonated a pressure cooker bomb at Gauradaha Municipality Office at Gauradaha locality (Jhapa district, Mechi). Properties were damaged as a result of the incident.",0
"NEP6629","08-September-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","Labour Group (Nepal)","South Asia","Nepal","Province 1","Jhapa","","Birtamod",26.644,87.993,"Himalayan Times","National","On September 8, Netra BIkram Chand led Communist Party (Maoist) detonated a pressure cooker bomb at Sahara Nepal Cooperatives in Charpane locality of Birtamod Municipality (Jhapa district, Mechi). Properties were damaged as a result of the incident.",0
"NEP8247","25-November-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Gandaki","Kaski","","Pokhara",28.267,83.969,"Setopati","National","On November 25, a bomb was detonated at the house of a ward chairman of Pokhara Metropolis (Kaski district). The explosion damaged a vehicle parked at his residence.",0
"NEP7239","27-November-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","NCP: Nepal Communist Party","South Asia","Nepal","Gandaki","Kaski","","Pokhara",28.267,83.969,"Kathmandu Post","National","On November 27, a bomb was detonated in the election campaign rally of the ruling Nepal Communist Party at Pradarshani Kendra locality in Pokhara Metropolitan City (Kaski district). A vehicle was reported damaged as a result of the explosion.",0
"NEP7248","28-November-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","NCP: Nepal Communist Party","South Asia","Nepal","Province 2","Mahottari","","Pipara",26.687,85.858,"Kathmandu Post","National","On November 28, an improvised explosive device was detonated at the contact office of Nepal Communist Party candidate Bikram Chaudhary near Pipara area (Mahottari district). Further investigation of the incident is underway.",0
"NEP8253","30-November-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","","","South Asia","Nepal","Gandaki","Lamjung","","Sundarbazar",28.145,84.409,"Annapurna Post","National","On November 30, a bomb was detonated near an election center in Sundarbazar Municipality (Lamjung district). The bomb was possibly exploded to obstruct the election by inflicting fear amongst the voters.",0
"NEP8255","30-November-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","","South Asia","Nepal","Gandaki","Kaski","","Pokhara",28.267,83.969,"Annapurna Post","National","On November 30, two bombs were detonated in two different election centers of Pokhara Metropolitan city (Kaski district). The election was affected for a brief time following the incident.",0
"NEP8258","30-November-2019",2019,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Nepal)","","","","South Asia","Nepal","Gandaki","Kaski","","Pokhara",28.267,83.969,"Annapurna Post","National","On November 30, an unknown person threw a bomb inside a school compound, which was used as an election center, in Pokhara Metropolitan city (Kaski district). The walls of the school compound were damaged as a result of the explosion.",0
"NEP8273","11-December-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","","South Asia","Nepal","Lumbini","Dang","","Gadhawa",27.811,82.542,"Setopati","National","On December 11, possibly members of Chand-led party exploded a bomb in Deukhuri locality of Gadhawa Rural Municipality (Dang district). The explosion caused property damages to a civilian's house. No casualties were reported. Further investigation is underway. [size=no report]",0
"NEP7372","13-December-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","Police Forces of Nepal (2015-)","South Asia","Nepal","Province 2","Dhanusha","","Mahendranagar",26.863,85.972,"Himalayan Times","National","On December 13, two civilians and a policeman were killed in a bomb explosion in Kshireshwarnath Municipality-5 near Mahendranagar area (Dhanusha district). The explosion occurred when the policeman was trying to verify if the suspicious bag placed at a civilian's residence contained IED. Several people were also injured in the incident. Further investigation is underway.",3
"NEP7381","25-January-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","Labour Group (Nepal)","South Asia","Nepal","Province 1","Sankhuwasabha","","Chichila",27.465,87.232,"Himalayan Times; COCAP-Nepal Monitor","Local partner-National","On January 25, a group, suspected of belonging to Chand-led outfit, detonated an IED (Improvised Explosive Device) at the construction site of Arun Hydropower project in Chichila Rural Municipality (Sankhuwasabha district). Properties were damaged in the incident. Further investigation is underway.",0
"NEP8330","22-February-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","","South Asia","Nepal","Sudurpashchim","Bajura","","Martadi",29.447,81.487,"Adarsha Samaj; Rajdhani Daily","National","Assumed on 22 February 2020, a bomb planted by an unidentified group exploded in Martadi city (Bajura district), when a team of Nepal Army tried to dispose it. Civilian properties sustained damages during the incident.",0
"NEP7416","11-March-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","Former Government of Nepal (2015-); NCP: Nepal Communist Party","South Asia","Nepal","Bagmati","Bhaktapur","","Madhyapur Thimi",27.68,85.379,"COCAP-Nepal Monitor; Kathmandu Post","Local partner-National","On 11 March 2020, a powerful bomb was detonated, allegedly by the cadres of Chand-led outfit, at the newly-constructed house of the former Minister for Communications and Information Technology Gokul Baskota in Lokanthali Manohara locality of Madhyapur Thimi municipality (Bhaktapur district). Properties were damaged in the incident. Further investigation of the incident is underway.",0
"NEP8364","22-March-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","","South Asia","Nepal","Sudurpashchim","Kailali","","Godawari",28.9,80.532,"Annapurna Post; Naya Patrika","National","On 22 March 2020, an explosive device went off in Fulbasti locality of Godawari Municipality-4 (Kailali district). One person was reported dead following the explosion. Further investigation of the incident is ongoing.",1
"NEP7432","30-April-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","","South Asia","Nepal","Lumbini","Rolpa","","Holeri",28.188,82.508,"My Republica (Nepal); Ratopati","National","On 30 April 2020, an unidentified group detonated a bomb in Duwagaun village of Triveni Rural Municipality-7 near Holeri area (Rolpa district). Four persons were killed in the incident. Further investigation is ongoing.",4
"NEP8620","18-July-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","NCP: Nepal Communist Party; Former Government of Nepal (2015-)","South Asia","Nepal","Province 2","Siraha","","Aurahi",26.632,86.301,"Himalayan Times; Janakpur Today","National","On 18 July 2020, unidentified group exploded a bomb at the residence of a Nepal Communist Party leader and former VDC chairman in Aurahi rural municipality (Siraha district). The victim sustained injuries and is undergoing treatment at a district hospital.",0
"NEP8730","22-November-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Province 1","Udayapur","","Tapli",27.086,86.537,"COCAP-Nepal Monitor; Himalayan Times","Local partner-National","On 22 November 2020, an improvised explosive device was detonated, suspectedly by the cadres of Chand-led party, at the municipal office of Tapli rural municipality (Udayapur district). Office properties were reported damaged during the incident. Two cadres of Chand-led outfit have been arrested in connection with the incident.",0
"NEP8739","03-December-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Nepal)","","Civilians (Nepal)","Labour Group (Nepal)","South Asia","Nepal","Province 1","Udayapur","","Katari",26.961,86.376,"Himalayan Times; COCAP-Nepal Monitor","Local partner-National","On 3 December 2020, an unidentified armed group exploded an improvised explosive device in the mine area of Solar Cement Industry at Bhantawari locality in Katari municipality-8 (Udayapur district). Five mine workers were injured as a result of the blast. No casualties were reported.",0
"NEP9251","22-January-2021",2021,"Explosions/Remote violence","Remote explosive/landmine/IED","CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand","","","","South Asia","Nepal","Bagmati","Kavrepalanchok","","Banepa",27.632,85.522,"COCAP-Nepal Monitor; My Republica (Nepal)","Local partner-National","On 22 January 2021, Chand-led party detonated a bomb at Bethanchowk locality near Banepa area (Kavrepalanchok district), against the arrest of its central secretariat member. No casualties were reported following the incident. The outfit had called for nationwide strike on 23 January 2020, against the arrest of its central secretariat member.",0
"NEP9480","14-March-2021",2021,"Explosions/Remote violence","Remote explosive/landmine/IED","JTMM-K: Democratic Terai Liberation Front-Revolutionary","","Civilians (Nepal)","Government of Nepal (2015-)","South Asia","Nepal","Province 2","Siraha","","Lahan",26.72,86.483,"Kathmandu Post; My Republica (Nepal); Himalayan Times; COCAP-Nepal Monitor","Local partner-National","On 14 March 2021, Janatantrik Terai Mukti Morcha-Revolutionary, led-by Jaya Krishna Goit, detonated a pressure cooker bomb at the premises of Land Revenue Office in Lahan municipality (Siraha district), as part of their campaign against corruption in the Terai region. Government properties were damaged and several people, including an office staff, were injured during the incident.",0
"PAK8","01-January-2010",2010,"Explosions/Remote violence","Suicide bomb","TTP: Tehreek-i-Taliban Pakistan","","Civilians (Pakistan)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Lakki Marwat","Lakki Marwat","Lakki Marwat",32.599,70.851,"Right Vision News","National","A police spokesman confirmed at least 93 were killed and as many as 100 others were injured in a vehicular suicide bombing by 3 suspected Taliban militants on a volleyball match in Shah Hassankhel town in Lakki Marwat.",93
"PAK6","01-January-2010",2010,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","North Waziristan Agency","Spinwam","Gundi Khala",33.15,70.432,"Right Vision News","National","At least 3 Taliban militants were killed and 2 injured by a US drone strike in Ghundikala village, near Miramshah. It was confirmed that a key Taliban commander, Haji Omar, was killed in the attack.",3
"PAK7","01-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","Civilians (Pakistan)","","South Asia","Pakistan","FATA","Bajaur Agency","Salarzai","Salarzai",34.926,71.514,"Right Vision News","National","At least 5 people, including a pro-government tribal elder, were killed by a remote detonation of a bomb near their vehicle just outside the village of Salarzai, near Khar. Local officials believe Taliban rebels planted the explosive.",5
"PAK11","02-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","","","South Asia","Pakistan","FATA","Khyber Agency","Bara","Bara",33.922,71.462,"Right Vision News","National","Militants blew up 2 schools and a basic health centre in the Malangi area of Tehsil Mamund near Bara. No casualties were reported.",0
"PAK12","03-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","North Waziristan Agency","Miran Shah","Miranshah",33,70.07,"Dawn (Pakistan)","National","5 people including 3 Arabs were killed in an attack on Mosakki village in North Waziristan.",5
