"character","char_popular","costume","rank","issue","char_costume","parameter","value"
"Gambit = Name Unknown","Gambit","costumed",4,174,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,174,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,175,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,175,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,175,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,175,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,176,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,176,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,176,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,176,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,177,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,177,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,177,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,177,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,178,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,178,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,178,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,178,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,179,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,179,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,179,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,179,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,180,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,180,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,180,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,180,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,181,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,181,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,181,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,181,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,182,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,182,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,182,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,182,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,183,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,183,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,183,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,183,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,184,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,184,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,184,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,184,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,185,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,185,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,185,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,185,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,186,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,186,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,186,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,186,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,187,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,187,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,187,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,187,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,188,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,188,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,188,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,188,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,189,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,189,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,189,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,189,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,190,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,190,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,190,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,190,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,191,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,191,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,191,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,191,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,192,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,192,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,192,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,192,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,193,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,193,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,193,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,193,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,194,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,194,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,194,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,194,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,195,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,195,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,195,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,195,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,196,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,196,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,196,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,196,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,197,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,197,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,197,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,197,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,198,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,198,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,198,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,198,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,199,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,199,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,199,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,199,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,200,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,200,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,200,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,200,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,201,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,201,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,201,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,201,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,202,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,202,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,202,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,202,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,203,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,203,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,203,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,203,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,204,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,204,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,204,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,204,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,205,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,205,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,205,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,205,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,206,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,206,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,206,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,206,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,207,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,207,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,207,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,207,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,208,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,208,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,208,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,208,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,209,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,209,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,209,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,209,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,210,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,210,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,210,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,210,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,211,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,211,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,211,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,211,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,212,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,212,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,212,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,212,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,213,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,213,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,213,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,213,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,214,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,214,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,214,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,214,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,215,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,215,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,215,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,215,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,216,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,216,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,216,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,216,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,217,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,217,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,217,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,217,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,218,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,218,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,218,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,218,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,219,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,219,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,219,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,219,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,220,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,220,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,220,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,220,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,221,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,221,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,221,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,221,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,222,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,222,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,222,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,222,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,223,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,223,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,223,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,223,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,224,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,224,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,224,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,224,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,225,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,225,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,225,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,225,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,226,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,226,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,226,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,226,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,227,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,227,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,227,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,227,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,228,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,228,"Gambit (costumed)   ","thought",0
