"category","meta_cat","group_num","year","gross_inv"
"Private other railroad/track replacement structures","Air /water /other transportation",14,1995,3394
"Private other railroad/track replacement structures","Air /water /other transportation",14,1996,4299
"Private other railroad/track replacement structures","Air /water /other transportation",14,1997,4903
"Private other railroad/track replacement structures","Air /water /other transportation",14,1998,5623
"Private other railroad/track replacement structures","Air /water /other transportation",14,1999,4555
"Private other railroad/track replacement structures","Air /water /other transportation",14,2000,4156
"Private other railroad/track replacement structures","Air /water /other transportation",14,2001,4431
"Private other railroad/track replacement structures","Air /water /other transportation",14,2002,4477
"Private other railroad/track replacement structures","Air /water /other transportation",14,2003,4727
"Private other railroad/track replacement structures","Air /water /other transportation",14,2004,5305
"Private other railroad/track replacement structures","Air /water /other transportation",14,2005,5771
"Private other railroad/track replacement structures","Air /water /other transportation",14,2006,7243
"Private other railroad/track replacement structures","Air /water /other transportation",14,2007,7277
"Private other railroad/track replacement structures","Air /water /other transportation",14,2008,8226
"Private other railroad/track replacement structures","Air /water /other transportation",14,2009,7897
"Private other railroad/track replacement structures","Air /water /other transportation",14,2010,8831
"Private other railroad/track replacement structures","Air /water /other transportation",14,2011,8420
"Private other railroad/track replacement structures","Air /water /other transportation",14,2012,9159
"Private other railroad/track replacement structures","Air /water /other transportation",14,2013,9165
"Private other railroad/track replacement structures","Air /water /other transportation",14,2014,10124
"Private other railroad/track replacement structures","Air /water /other transportation",14,2015,11549
"Private other railroad/track replacement structures","Air /water /other transportation",14,2016,9777
"Private other railroad/track replacement structures","Air /water /other transportation",14,2017,9952
"Other federal structures","Air /water /other transportation",14,1947,29
"Other federal structures","Air /water /other transportation",14,1948,43
"Other federal structures","Air /water /other transportation",14,1949,51
"Other federal structures","Air /water /other transportation",14,1950,55
"Other federal structures","Air /water /other transportation",14,1951,58
"Other federal structures","Air /water /other transportation",14,1952,66
"Other federal structures","Air /water /other transportation",14,1953,70
"Other federal structures","Air /water /other transportation",14,1954,62
"Other federal structures","Air /water /other transportation",14,1955,52
"Other federal structures","Air /water /other transportation",14,1956,56
"Other federal structures","Air /water /other transportation",14,1957,66
"Other federal structures","Air /water /other transportation",14,1958,76
"Other federal structures","Air /water /other transportation",14,1959,78
"Other federal structures","Air /water /other transportation",14,1960,80
"Other federal structures","Air /water /other transportation",14,1961,94
"Other federal structures","Air /water /other transportation",14,1962,100
"Other federal structures","Air /water /other transportation",14,1963,109
"Other federal structures","Air /water /other transportation",14,1964,113
"Other federal structures","Air /water /other transportation",14,1965,124
"Other federal structures","Air /water /other transportation",14,1966,133
"Other federal structures","Air /water /other transportation",14,1967,97
"Other federal structures","Air /water /other transportation",14,1968,83
"Other federal structures","Air /water /other transportation",14,1969,61
"Other federal structures","Air /water /other transportation",14,1970,57
"Other federal structures","Air /water /other transportation",14,1971,77
"Other federal structures","Air /water /other transportation",14,1972,89
"Other federal structures","Air /water /other transportation",14,1973,111
"Other federal structures","Air /water /other transportation",14,1974,116
"Other federal structures","Air /water /other transportation",14,1975,119
"Other federal structures","Air /water /other transportation",14,1976,131
"Other federal structures","Air /water /other transportation",14,1977,139
"Other federal structures","Air /water /other transportation",14,1978,145
"Other federal structures","Air /water /other transportation",14,1979,150
"Other federal structures","Air /water /other transportation",14,1980,164
"Other federal structures","Air /water /other transportation",14,1981,150
"Other federal structures","Air /water /other transportation",14,1982,113
"Other federal structures","Air /water /other transportation",14,1983,126
"Other federal structures","Air /water /other transportation",14,1984,75
