Date,Dy,Location,Mo,Month New,Name,Name - Split 2,YEAR,Year & Name (Combined) (group),Year & Name (Combined) (group) 1,# Missing,# of Deaths,# of Injuries,Calculation2,Damage in Millions,Damages Dollars,Day New,Houses Damaged,Houses Destroyed,Hr,Latitude,Longitude,Magnitude,Magnitude Category,Mn,Number of Records,Sec,TOTAL DEATHS AND INJURIES
4/17/2003,17,CHINA,4,4,CHINA: QINGHAI PROVINCE: DELINGHA,QINGHAI PROVINCE,2003,Other,Other,,,,0.972641103,,,17,,45,0,37.529,96.476,6.4,6,48,1,38.5,
4/29/2003,29,ALABAMA,4,4,"ALABAMA: FORT PAYNE,GAYLESVILLE,VALLEY HEAD","FORT PAYNE,GAYLESVILLE,VALLEY HEAD",2003,Other,Other,,,,0.907320026,,,29,,,8,34.494,-85.629,4.6,4,59,1,39,
5/1/2003,1,TURKEY,5,5,TURKEY: BINGOL,BINGOL,2003,Other,Other,,177,521,0.410728484,,,1,2593,718,0,39.007,40.464,6.4,6,27,1,4.7,698
5/4/2003,4,CHINA,5,5,CHINA: S. XINJIANG: YOPURGA,S. XINJIANG,2003,Other,Other,,1,3,0.381436193,,,4,,1600,15,39.43,77.219,5.8,5,44,1,35.5,4
5/21/2003,21,ALGERIA,5,5,"ALGERIA: ALGIERS, BOUMERDES, REGHIA, THENIA","ALGIERS, BOUMERDES, REGHIA, THENIA",2003,Other,Other,,2266,10261,0.984037448,5000,5000000000,21,,43000,18,36.964,3.634,6.8,6,44,1,20.1,12527
5/26/2003,26,JAPAN,5,5,"JAPAN: HONSHU: IWATE, MIYAGI, YAMAGATA, AKITA",HONSHU,2003,Other,Other,,,143,0.530390621,233,233000000,26,720,,9,38.849,141.568,7,7,24,1,33.4,
5/26/2003,26,INDONESIA,5,5,"INDONESIA: MOROTAI, BEREBERE, DARUBA","MOROTAI, BEREBERE, DARUBA",2003,Other,Other,,1,7,0.583223058,,,26,20,28,19,2.354,128.855,7,7,23,1,27.9,8
5/27/2003,27,ALGERIA,5,5,"ALGERIA: ALGIERS, BOUMERDES, REGHAIA","ALGIERS, BOUMERDES, REGHAIA",2003,Other,Other,,9,200,0.407543636,,,27,,,17,36.939,3.578,5.7,5,11,1,28.8,209
6/6/2003,6,KENTUCKY,6,6,KENTUCKY: BARDWELL,BARDWELL,2003,Other,Other,,,,0.744227281,,,6,,,12,36.87,-88.98,4,4,29,1,34,
6/9/2003,9,GREECE,6,6,"GREECE: GONNOI, LARISA","GONNOI, LARISA",2003,Other,Other,,,,0.270796759,,,9,50,,7,39.893,22.309,5.2,5,6,1,39.3,
6/20/2003,20,CHILE,6,6,"CHILE: OVALLE, COQUIMBO; ARGENTINA: SAN JUAN","OVALLE, COQUIMBO; ARGENTINA",2003,Other,Other,,,1,0.484484963,,,20,,,13,-30.608,-71.637,6.8,6,30,1,41.6,
7/3/2003,3,IRAN,7,7,"IRAN: NORTHEASTERN: YAKHAK, BASHIRABAD, BUTEHGAZ",NORTHEASTERN,2003,Other,Other,,,,0.235178470,,,3,90,,14,35.476,60.784,5.2,5,59,1,32.2,
7/10/2003,10,IRAN,7,7,IRAN: SOUTHERN: GAJJIABAD,SOUTHERN,2003,Other,Other,,1,25,0.820787348,,,10,,3500,17,28.355,54.169,5.8,5,6,1,37.6,26
7/15/2003,15,INDIAN OCEAN,7,7,INDIAN OCEAN: FELT IN MALDIVES,FELT IN MALDIVES,2003,Other,Other,,,,0.998805448,,,15,,,20,-2.598,68.382,7.6,7,27,1,50.5,
7/21/2003,21,CHINA,7,7,CHINA: YUNNAN PROVINCE,YUNNAN PROVINCE,2003,Other,Other,,16,584,0.495233020,75,75000000,21,,264878,15,25.975,101.29,5.9,5,16,1,31.9,600
7/25/2003,25,JAPAN,7,7,"JAPAN: HONSHU: MIYAGI, IWATE",HONSHU,2003,Other,Other,,,569,0.459646931,411,411000000,25,1025,,15,38.432,141.003,5.5,5,13,1,7.7,
7/26/2003,26,TURKEY,7,7,TURKEY: WESTERN: BULDAN,WESTERN,2003,Other,Other,,,,0.969063812,,,26,48,,1,38.111,28.887,4.5,4,0,1,57.6,
7/26/2003,26,TURKEY,7,7,TURKEY: WESTERN: BULDAN,WESTERN,2003,Other,Other,,,10,0.198139408,,,26,,1,8,38.019,28.927,5.4,5,36,1,49.1,
7/26/2003,26,BANGLADESH,7,7,BANGLADESH: RANGAMATI,RANGAMATI,2003,Other,Other,,2,25,0.965176089,,,26,,500,23,22.854,92.306,5.7,5,18,1,17.9,27
8/4/2003,4,SCOTIA SEA,8,8,SCOTIA SEA: SOUTH ORKNEY ISLANDS: LAURIE IS,SOUTH ORKNEY ISLANDS,2003,Other,Other,,,,0.478884751,,,4,,,4,-60.532,-43.411,7.6,7,37,1,20.1,
8/11/2003,11,INDONESIA,8,8,INDONESIA: HALMAHERA: WASILE,HALMAHERA,2003,Other,Other,,,,0.456903766,,,11,200,,0,1.142,128.152,6,6,19,1,9.2,
8/13/2003,13,PANAMA,8,8,"PANAMA: COLON, PANAMA CITY","COLON, PANAMA CITY",2003,Other,Other,,,,0.383035771,,,13,,,8,9.355,-79.941,5.4,5,29,1,27.2,
8/14/2003,14,GREECE,8,8,"GREECE: LEFKADA, PREVEZA","LEFKADA, PREVEZA",2003,Other,Other,,,50,0.368965230,,,14,,,5,39.16,20.605,6.3,6,14,1,54.7,
8/16/2003,16,CHINA,8,8,"CHINA: NEI MONGOL: LINDONG, TIANSHAN",NEI MONGOL,2003,Other,Other,,4,1000,0.043819671,,,16,,7900,10,43.77,119.643,5.4,5,58,1,42.7,1004
8/18/2003,18,CHINA,8,8,"CHINA: TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI",TIBET (XIZANG PROVINCE),2003,Other,Other,,,,0.662378918,,,18,,,9,29.573,95.605,5.5,5,3,1,3.5,
8/21/2003,21,NEW ZEALAND,8,8,"NEW ZEALAND: DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND","DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND",2003,Other,Other,,,,0.855089419,,,21,,,12,-45.104,167.144,7.2,7,12,1,49.7,
9/14/2003,14,ITALY,9,9,"ITALY: LOIANO, MONGHIDORO, MONZUNO","LOIANO, MONGHIDORO, MONZUNO",2003,Other,Other,,,,0.116313111,,,14,10,,21,44.329,11.45,5.3,5,42,1,51.8,
9/20/2003,20,JAPAN,9,9,JAPAN: HONSHU: TOKYO,HONSHU,2003,Other,Other,,,7,0.190835386,,,20,,,3,34.998,140.172,5.7,5,54,1,50.7,
9/21/2003,21,MYANMAR (BURMA),9,9,MYANMAR (BURMA): TAUNGDWINGYI; THAILAND: BANGKOK,TAUNGDWINGYI; THAILAND,2003,Other,Other,,,,0.370622754,,,21,,,18,19.917,95.672,6.6,6,16,1,13.4,
9/22/2003,22,DOMINICAN REPUBLIC,9,9,"DOMINICAN REPUBLIC: PUERTO PLATA, SANTIAGO","PUERTO PLATA, SANTIAGO",2003,Other,Other,,3,15,0.322320439,,,22,,,4,19.777,-70.673,6.4,6,45,1,36.2,18
9/25/2003,25,JAPAN,9,9,JAPAN: HOKKAIDO,HOKKAIDO,2003,Other,Other,,,755,0.221492429,90,90000000,25,,,19,41.815,143.91,8.3,8,50,1,6.3,
9/27/2003,27,RUSSIA,9,9,"RUSSIA: KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO","KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",2003,Other,Other,,3,5,0.200582360,10.6,10600000,27,,300,11,50.038,87.813,7.3,7,33,1,25,8
9/29/2003,29,RUSSIA,9,9,RUSSIA: KOSH-AGACH,KOSH-AGACH,2003,Other,Other,,,,0.222039449,,,29,,,15,50,87.89,4.4,4,27,1,1,
9/29/2003,29,NEW ZEALAND,9,9,NEW ZEALAND: CHRISTCHURCH,CHRISTCHURCH,2003,Other,Other,,,,0.050526658,,,29,,,18,-43.34,173.04,4.8,4,22,1,32,
10/1/2003,1,RUSSIA,10,10,"RUSSIA: KOSH-AGACH, BARNAUL, GORNO-ALTAYSK","KOSH-AGACH, BARNAUL, GORNO-ALTAYSK",2003,Other,Other,,,,0.467864920,,,1,,,1,50.211,87.721,6.7,6,3,1,25.2,
10/15/2003,15,JAPAN,10,10,JAPAN: NEAR S COAST HONSHU: ATSUGI,NEAR S COAST HONSHU,2003,Other,Other,,,,0.997232690,,,15,,,7,35.457,139.871,5.2,5,30,1,35.9,
10/16/2003,16,DOMINICAN REPUBLIC,10,10,"DOMINICAN REPUBLIC: MOCA, SANTIAGO","MOCA, SANTIAGO",2003,Other,Other,,,,0.118314602,,,16,,,3,19.761,-70.693,4.5,4,20,1,55.3,
10/16/2003,16,CHINA,10,10,CHINA: YUNNAN PROVINCE: DAYAO,YUNNAN PROVINCE,2003,Other,Other,,3,32,0.484491727,,,16,,12000,12,25.954,101.254,5.6,5,28,1,9,35
10/25/2003,25,CHINA,10,10,"CHINA: GANSU PROVINCE: MINLE, SHANDAN",GANSU PROVINCE,2003,Other,Other,,9,43,0.948345181,40,40000000,25,,10000,12,38.4,100.951,5.8,5,41,1,35.2,52
10/31/2003,31,JAPAN,10,10,JAPAN: EAST COAST HONSHU,EAST COAST HONSHU,2003,Other,Other,,,,0.947717278,,,31,,,1,37.812,142.619,7,7,6,1,28.2,
11/13/2003,13,CHINA,11,11,"CHINA: GANSU PROVINCE: JONE, LINTAN, MINXIAN",GANSU PROVINCE,2003,Other,Other,,1,30,0.708006703,,,13,,10,2,34.712,103.834,5.1,5,35,1,10.3,31
11/14/2003,14,CHINA,11,11,"CHINA: YUNNAN PROVINCE: LUDIAN, ZHAOTONG",YUNNAN PROVINCE,2003,Other,Other,,4,65,0.004974472,,,14,,600,18,27.372,103.971,5.6,5,49,1,46.5,69
11/17/2003,17,ALASKA,11,11,ALASKA: ALEUTIAN ISLANDS: RAT ISLANDS,ALEUTIAN ISLANDS,2003,Other,Other,,,,0.458596752,,,17,,,6,51.146,178.65,7.8,7,43,1,6.8,
11/18/2003,18,PHILIPPINES,11,11,PHILIPPINES: SAMAR: CAN-AVID,SAMAR,2003,Other,Other,,1,21,0.437637355,,,18,,1,17,12.025,125.416,6.5,6,14,1,22.6,22
11/26/2003,26,CHINA,11,11,CHINA: YUNNAN PROVINCE: LUDIAN,YUNNAN PROVINCE,2003,Other,Other,,,4,0.540831249,,,26,,2000,13,27.283,103.753,4.7,4,38,1,57.8,
12/1/2003,1,CHINA,12,12,CHINA: XINJIANG: ZHAOSU,XINJIANG,2003,Other,Other,,11,47,0.816128705,,,1,,769,1,42.905,80.515,6,6,38,1,31.9,58
12/5/2003,5,INDONESIA,12,12,"INDONESIA: FLORES, RUTENG","FLORES, RUTENG",2003,Other,Other,,,,0.614249071,,,5,,,23,-8.137,120.524,4.9,4,41,1,27.4,
12/10/2003,10,TAIWAN,12,12,"TAIWAN: T'AI-TUNG, KAO-HSIUN","T'AI-TUNG, KAO-HSIUN",2003,Other,Other,,,1,0.725674106,,,10,,,4,23.039,121.362,6.8,6,38,1,11.5,
12/11/2003,11,IRAN,12,12,IRAN: WESTERN: MASJED-E- SOLEYMAN,WESTERN,2003,Other,Other,,,5,0.000442457,,,11,,1,16,31.953,49.209,5,5,28,1,17.3,
12/17/2003,17,BULGARIA,12,12,BULGARIA: POVADIYA,POVADIYA,2003,Other,Other,,,,0.840409605,,,17,150,10,23,43.083,27.486,4.4,4,15,1,17.2,
12/22/2003,22,CALIFORNIA,12,12,"CALIFORNIA: PASO ROBLES,TEMPLETON,ATASCADERO","PASO ROBLES,TEMPLETON,ATASCADERO",2003,Other,Other,,2,40,0.200575886,300,300000000,22,,,19,35.706,-121.102,6.6,6,15,1,56,42
12/25/2003,25,PANAMA-COSTA RICA,12,12,PANAMA-COSTA RICA: PUERTO ARMUELLES,PUERTO ARMUELLES,2003,Other,Other,,2,75,0.670001777,,,25,,,7,8.416,-82.824,6.5,6,11,1,11.5,77
12/26/2003,26,IRAN,12,12,"IRAN: SOUTHEASTERN: BAM, BARAVAT",SOUTHEASTERN,2003,Other,Other,,31000,30000,0.510137663,32.7,32700000,26,,,1,28.995,58.311,6.6,6,56,1,52.4,61000
12/27/2003,27,NEW CALEDONIA,12,12,NEW CALEDONIA: LOYALTY ISLANDS,LOYALTY ISLANDS,2003,Other,Other,,,,0.670966566,,,27,,,4,-22.107,169.35,6.1,6,55,1,25.4,
1/1/2004,1,INDONESIA,1,1,"INDONESIA: BALI, LOMBOK","BALI, LOMBOK",2004,Other,Other,,1,29,0.994130214,12,12000000,1,,6000,20,-8.31,115.788,5.8,5,59,1,31.9,30
1/1/2004,1,MEXICO,1,1,"MEXICO: GUERRERO, MEXICO CITY","GUERRERO, MEXICO CITY",2004,Other,Other,,,,0.989867761,,,1,,,23,17.488,-101.303,6.1,6,31,1,50,
1/10/2004,10,SLOVAKIA,1,1,SLOVAKIA: SLOVENSKO L'UPCA,SLOVENSKO L'UPCA,2004,Other,Other,,,,0.830929251,,,10,,,7,48.758,19.217,2.2,2,43,1,18,
1/10/2004,10,ALGERIA,1,1,"ALGERIA: NORTHERN: ALGIERS, BOUMERDES",NORTHERN,2004,Other,Other,,,300,0.835093878,,,10,,,18,36.852,3.418,4.4,4,38,1,14.8,
1/14/2004,14,IRAN,1,1,IRAN: SOUTHERN: FIRUZABAD,SOUTHERN,2004,Other,Other,,,,0.140586335,,,14,,,16,27.695,52.397,5.2,5,58,1,48.1,
1/28/2004,28,INDONESIA,1,1,INDONESIA: SERAM,SERAM,2004,Other,Other,,,,0.652671653,,,28,,,22,-3.12,127.4,6.7,6,15,1,30.7,
2/4/2004,4,PANAMA-COSTA RICA,2,2,PANAMA-COSTA RICA: CHIRIQUI,CHIRIQUI,2004,Other,Other,,,4,0.068518346,,,4,,,11,8.358,-82.877,6.1,6,59,1,47.6,
2/5/2004,5,INDONESIA,2,2,INDONESIA: NABIRE,NABIRE,2004,Other,Other,,37,682,0.063661415,1,1000000,5,,2678,21,-3.615,135.538,7,7,5,1,2.8,719
2/7/2004,7,INDONESIA,2,2,INDONESIA: NABIRE,NABIRE,2004,Other,Other,,,,0.282744760,,,7,,,2,-4.003,135.023,7.3,7,42,1,35.2,
2/11/2004,11,JORDAN,2,2,"JORDAN: MA'IN; ISRAEL: JERUSALEM, PETAH-TIQWA",MA'IN; ISRAEL,2004,Other,Other,,,4,0.989858707,,,11,,,8,31.675,35.551,5.3,5,15,1,3.8,
2/14/2004,14,PAKISTAN,2,2,"PAKISTAN: BALAKOT, BATGRAM, MANSEHRA","BALAKOT, BATGRAM, MANSEHRA",2004,Other,Other,,24,40,0.570336683,,,14,5379,1420,10,34.774,73.216,5.4,5,30,1,22.1,64
2/16/2004,16,INDONESIA,2,2,INDONESIA: SUMATRA: PADANGPANJANG,SUMATRA,2004,Other,Other,,5,7,0.425577398,,,16,100,,14,-0.466,100.655,5.1,5,44,1,39.9,12
2/22/2004,22,INDONESIA,2,2,INDONESIA: SUMATRA: PESISIR SELATAN,SUMATRA,2004,Other,Other,,,1,0.398458180,,,22,,,6,-1.559,100.488,6,6,46,1,27,
2/24/2004,24,BURUNDI,2,2,BURUNDI: RUYAGA,RUYAGA,2004,Other,Other,,3,,0.626956728,,,24,,24,2,-3.393,29.558,4.7,4,14,1,34,
2/24/2004,24,MOROCCO,2,2,"MOROCCO: AL HOCEIMA, IMZOURENE, BENI ABDALLAH","AL HOCEIMA, IMZOURENE, BENI ABDALLAH",2004,Other,Other,,628,926,0.944653333,400,400000000,24,,2539,2,35.142,-3.997,6.4,6,27,1,46.2,1554
3/1/2004,1,GREECE,3,3,GREECE: SOUTHERN: KALAMATA,SOUTHERN,2004,Other,Other,,,,0.086565797,,,1,,,0,37.136,22.116,5.2,5,35,1,58,
3/24/2004,24,CHINA,3,3,"CHINA: NEI MONGOL: BAYAN UL HOT, ULIASTAI",NEI MONGOL,2004,Other,Other,,,100,0.574414721,74,74000000,24,,38000,1,45.382,118.256,5.4,5,53,1,49.4,
3/25/2004,25,TURKEY,3,3,TURKEY: ERZURUM,ERZURUM,2004,Other,Other,,10,46,0.474462249,,,25,,45,19,39.93,40.812,5.6,5,30,1,49,56
3/28/2004,28,TURKEY,3,3,TURKEY: ASKALE,ASKALE,2004,Other,Other,,,12,0.876090765,,,28,,50,3,39.847,40.874,5.6,5,51,1,10,
4/5/2004,5,AFGHANISTAN,4,4,"AFGHANISTAN: HINDU KUSH: KABUL, SAMANGAN; PAKISTAN",HINDU KUSH,2004,Other,Other,,3,5,0.810342413,,,5,,,21,36.512,71.029,6.5,6,24,1,4,8
4/9/2004,9,INDONESIA,4,4,INDONESIA: SUMATRA: PADANG,SUMATRA,2004,Other,Other,,,,0.134691460,,,9,,,1,-1.549,100.54,5.4,5,55,1,50.7,
4/16/2004,16,INDONESIA,4,4,INDONESIA: BALI,BALI,2004,Other,Other,,,,0.440790159,,,16,,,18,-8.669,114.65,5.5,5,32,1,24,
4/23/2004,23,INDONESIA,4,4,INDONESIA: TIMOR: KUPANG,TIMOR,2004,Other,Other,,,,0.291689718,,,23,,,1,-9.362,122.839,6.7,6,50,1,30.2,
5/1/2004,1,TAIWAN,5,5,TAIWAN: HUALIEN: TAROKO GORGE NATIONAL PARK,HUALIEN,2004,Other,Other,,2,1,0.731673216,,,1,,,7,24.081,121.611,5.2,5,56,1,13.6,3
5/3/2004,3,CHILE,5,5,CHILE: CANETE,CANETE,2004,Other,Other,,,,0.069826561,,,3,,,4,-37.695,-73.406,6.6,6,36,1,50,
5/4/2004,4,CHINA,5,5,CHINA: QINGHAI PROVINCE: DELINGHA,QINGHAI PROVINCE,2004,Other,Other,,,,0.024544352,,,4,3100,,5,37.506,96.758,5.4,5,4,1,58.3,
5/8/2004,8,IRAN,5,5,IRAN: KAZERUN,KAZERUN,2004,Other,Other,,,,0.214689497,,,8,6,4,4,29.881,51.474,5,5,39,1,25,
5/8/2004,8,PAKISTAN,5,5,PAKISTAN: QUETTA,QUETTA,2004,Other,Other,,1,30,0.032395040,,,8,,,20,30.126,67.121,4.5,4,11,1,44.2,31
5/19/2004,19,PHILIPPINES,5,5,PHILIPPINES: BOHOL ISLAND: TUBIGON,BOHOL ISLAND,2004,Other,Other,,,,0.616103363,,,19,,,21,9.926,124.038,4.1,4,28,1,10.6,
5/28/2004,28,IRAN,5,5,"IRAN: MAZANDARAN, QAZVIN, TEHRAN","MAZANDARAN, QAZVIN, TEHRAN",2004,Other,Other,,35,400,1.758023319e-05,165,165000000,28,,,12,36.29,51.61,6.3,6,38,1,44.4,435
5/30/2004,30,RUSSIA,5,5,"RUSSIA: SAKHALIN, YUZHNO, SAKHALINSK","SAKHALIN, YUZHNO, SAKHALINSK",2004,Other,Other,,,,0.613658721,,,30,46,,2,47.311,142.12,4.9,4,52,1,12.2,
6/9/2004,9,SAUDI ARABIA,6,6,SAUDI ARABIA: WESTERN,WESTERN,2004,Other,Other,,,,0.318092695,,,9,,,11,27.836,36.905,4.6,4,41,1,16.5,
6/15/2004,15,CHILE,6,6,"CHILE: CARAHUE, IMPERIAL, TEMUCO","CARAHUE, IMPERIAL, TEMUCO",2004,Other,Other,,,,0.401263187,,,15,,,11,-38.854,-73.155,5.9,5,16,1,31.5,
7/1/2004,1,TURKEY,7,7,TURKEY: DOGUBEYAZIT,DOGUBEYAZIT,2004,Other,Other,,18,21,0.961919713,,,1,,,22,39.766,43.979,5.1,5,30,1,9.3,39
7/12/2004,12,SLOVENIA,7,7,"SLOVENIA: BOVEC, KOBARID","BOVEC, KOBARID",2004,Other,Other,,1,5,0.366841835,,,12,,,13,46.296,13.641,5.2,5,4,1,7.1,6
7/14/2004,14,AFGHANISTAN,7,7,AFGHANISTAN: HERAT,HERAT,2004,Other,Other,,,,0.622190084,,,14,150,,14,34.89,61.852,4.6,4,36,1,2.5,
7/18/2004,18,NEW ZEALAND,7,7,"NEW ZEALAND: NORTH ISLAND: ROTORUA, TAURANGA",NORTH ISLAND,2004,Other,Other,,1,2,0.058868478,,,18,5,,4,-38,176.51,5.4,5,22,1,22.6,3
7/18/2004,18,AFGHANISTAN,7,7,AFGHANISTAN: PAKTIA PROVINCE,PAKTIA PROVINCE,2004,Other,Other,,2,40,0.332072103,,,18,,,8,33.426,69.524,5.2,5,31,1,45.8,42
7/30/2004,30,TURKEY,7,7,TURKEY: DOGUBEYAZIT,DOGUBEYAZIT,2004,Other,Other,,1,5,0.368345420,,,30,,,7,39.634,43.966,4,4,14,1,7.8,6
8/4/2004,4,TURKEY,8,8,TURKEY: BODRUM,BODRUM,2004,Other,Other,,,15,0.316776259,,,4,,,3,36.833,27.815,5.6,5,1,1,7.5,
8/10/2004,10,CHINA,8,8,CHINA: YUNNAN PROVINCE: LUDIAN,YUNNAN PROVINCE,2004,Other,Other,,4,600,0.870521182,50,50000000,10,65601,18556,10,27.266,103.873,5.4,5,26,1,14.7,604
8/11/2004,11,TURKEY,8,8,"TURKEY: ELAZIG, SIVRICE","ELAZIG, SIVRICE",2004,Other,Other,,1,11,0.829790000,,,11,,,15,38.377,39.261,5.7,5,48,1,26.8,12
9/5/2004,5,JAPAN,9,9,JAPAN: HONSHU: W COAST: KYOTO,HONSHU,2004,Other,Other,,,4,0.033881009,,,5,,,10,33.07,136.618,7.2,7,7,1,7.8,
9/5/2004,5,JAPAN,9,9,"JAPAN: HONSHU: W COAST: KYOTO, WAKAYAMA, SAKAI",HONSHU,2004,Other,Other,,,40,0.289085986,,,5,,,14,33.184,137.071,7.4,7,57,1,18.6,
9/7/2004,7,ARGENTINA,9,9,ARGENTINA: CATAMARCA,CATAMARCA,2004,Other,Other,,1,,0.715302536,,,7,,,11,-28.573,-65.84,6.1,6,53,1,6.1,
9/7/2004,7,CHINA,9,9,CHINA: GANSU PROVINCE,GANSU PROVINCE,2004,Other,Other,,,19,0.562293570,,,7,,600,12,34.682,103.781,5.2,5,15,1,49.7,
9/21/2004,21,POLAND,9,9,"POLAND: SUWALKI; RUSSIA: KALININGRAD, SVETLOGORSK",SUWALKI; RUSSIA,2004,Other,Other,,,3,0.368269603,,,21,,,13,54.841,19.912,4.8,4,32,1,30.8,
9/28/2004,28,CALIFORNIA,9,9,"CALIFORNIA: CENTRAL: PARKFIELD, SAN MIGUEL",CENTRAL,2004,Other,Other,,,,0.273524108,,,28,,,17,35.819,-120.364,6,6,15,1,24.2,
10/1/2004,1,NICARAGUA,10,10,"NICARAGUA: CHINANDEGA, LEON","CHINANDEGA, LEON",2004,Other,Other,,,,0.077322188,,,1,,,8,11.989,-86.52,5.6,5,1,1,1.3,
10/7/2004,7,IRAN,10,10,IRAN: GOLESTAN,GOLESTAN,2004,Other,Other,,,60,0.962394527,,,7,,,21,37.125,54.477,5.6,5,46,1,20.3,
10/15/2004,15,TAIWAN,10,10,TAIWAN: T'AO-YUAN,T'AO-YUAN,2004,Other,Other,,,,0.443458232,,,15,,,4,24.53,122.694,6.6,6,8,1,50.2,
10/18/2004,18,CHINA,10,10,CHINA: YUNNAN PROVINCE: BAOSHAN,YUNNAN PROVINCE,2004,Other,Other,,,12,0.374649820,,,18,,20000,22,25.073,99.169,4.4,4,11,1,44.9,
10/23/2004,23,JAPAN,10,10,JAPAN: HONSHU: NIIGATA PREFECTURE,HONSHU,2004,Other,Other,,40,3183,0.240959617,28000,28000000000,23,,6000,8,37.226,138.779,6.6,6,56,1,0.8,3223
10/27/2004,27,JAPAN,10,10,JAPAN: HONSHU: NIIGATA PREFECTURE,HONSHU,2004,Other,Other,,,5,0.901565899,,,27,,1,1,37.284,138.885,5.9,5,40,1,50.2,
10/27/2004,27,ROMANIA,10,10,"ROMANIA: BUCHAREST, BRAILA; BULGARIA: NORTHERN","BUCHAREST, BRAILA; BULGARIA",2004,Other,Other,,,,0.402912963,,,27,,,20,45.787,26.622,5.8,5,34,1,36.8,
11/2/2004,2,CANADA,11,11,CANADA: VANCOUVER ISLAND,VANCOUVER ISLAND,2004,Other,Other,,,,0.482149248,,,2,,,10,49.277,-128.772,6.6,6,2,1,12.8,
11/4/2004,4,GREECE,11,11,GREECE: CRETE: ANTIKYTHIRA,CRETE,2004,Other,Other,,,,0.866530510,,,4,,,6,35.945,23.115,5.2,5,22,1,39.4,
11/8/2004,8,JAPAN,11,11,JAPAN: HONSHU: NIIGATA PREFECTURE,HONSHU,2004,Other,Other,,,8,0.625596708,,,8,,,2,37.396,138.862,5.5,5,15,1,58.8,
11/11/2004,11,INDONESIA,11,11,INDONESIA: KEPULAUAN ALOR,KEPULAUAN ALOR,2004,Other,Other,,34,400,0.236278942,,,11,16712,781,21,-8.152,124.868,7.5,7,26,1,41.1,434
11/15/2004,15,COLOMBIA,11,11,"COLOMBIA: BAJO BAUDO, BUENAVENTURA, CERRITO","BAJO BAUDO, BUENAVENTURA, CERRITO",2004,Other,Other,,,10,0.856294316,,,15,,154,9,4.695,-77.508,7.2,7,6,1,56.5,
11/19/2004,19,IRAN,11,11,IRAN: W,W,2004,Other,Other,,,,0.993769177,,,19,,,23,32.023,48.836,4.8,4,49,1,37.1,
11/20/2004,20,COSTA RICA,11,11,"COSTA RICA: SAN JOSE, PARRITA, QUEPOS","SAN JOSE, PARRITA, QUEPOS",2004,Other,Other,,8,,0.922166652,,,20,,526,8,9.602,-84.172,6.4,6,7,1,22,
11/21/2004,21,GUADELOUPE,11,11,"GUADELOUPE: BASSE-TERRE, LES SAINTES","BASSE-TERRE, LES SAINTES",2004,Other,Other,,1,12,0.633121755,,,21,,,11,15.679,-61.706,6.3,6,41,1,7.7,13
11/22/2004,22,IRAN,11,11,"IRAN: KHORRAMABAD, POL-E DOKHTAR","KHORRAMABAD, POL-E DOKHTAR",2004,Other,Other,,,,0.876749576,,,22,,,4,33.297,47.977,5,5,1,1,30.4,
11/22/2004,22,NEW ZEALAND,11,11,"NEW ZEALAND: INVERCARGILL, SOUTHLAND, OTAGO","INVERCARGILL, SOUTHLAND, OTAGO",2004,Other,Other,,,,0.167475342,,,22,,,20,-46.676,164.721,7.1,7,26,1,23.9,
11/24/2004,24,ITALY,11,11,ITALY: NORTHERN: BRESCIA,NORTHERN,2004,Other,Other,,,9,0.389376511,,,24,,,22,45.626,10.559,5.1,5,59,1,40,
11/26/2004,26,INDONESIA,11,11,INDONESIA: NABIRE,NABIRE,2004,Other,Other,,32,130,0.902596333,55,55000000,26,,328,2,-3.609,135.404,7.1,7,25,1,3.3,162
11/28/2004,28,JAPAN,11,11,"JAPAN: HOKKAIDO: BEKKAI, KUSHIRO, NEMOURO",HOKKAIDO,2004,Other,Other,,,24,0.530608803,,,28,,,18,43.006,145.119,7,7,32,1,14.1,
12/1/2004,1,ALGERIA,12,12,ALGERIA: BOUMERDAS,BOUMERDAS,2004,Other,Other,,,15,0.899991291,,,1,,,17,36.848,3.448,4.5,4,42,1,24.7,
12/2/2004,2,TRINIDAD,12,12,TRINIDAD: MAYARO,MAYARO,2004,Other,Other,,,,0.985746992,,,2,,,19,10.49,-61.48,5.8,5,16,1,34.6,
12/5/2004,5,GERMANY,12,12,"GERMANY: EMMENDINGEN, FREIBURG IM BREISGAU","EMMENDINGEN, FREIBURG IM BREISGAU",2004,Other,Other,,,,0.750879794,,,5,,,1,48.115,8.077,4.8,4,52,1,37.2,
12/5/2004,5,ALGERIA,12,12,ALGERIA: ZEMMOURI,ZEMMOURI,2004,Other,Other,,,46,0.115489482,,,5,,,8,36.865,3.421,4.5,4,30,1,59.5,
12/6/2004,6,JAPAN,12,12,JAPAN: HOKKAIDO: KUSHIRO,HOKKAIDO,2004,Other,Other,,,4,0.611198554,,,6,,,14,42.9,145.228,6.8,6,15,1,11.8,
