"Land Area","Trade flow","Commodity","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Turkmenistan","Export","Crustaceans","1","F","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Turkmenistan","Export","Fish","2222","F","790","F","592","F","114","F","520","F","142","F","94","F","71","F","78","F","0","0","0","-","0","-","0","-","0","-","0","-","0","-"
"Turkmenistan","Import","Crustaceans","1","F","0","-","0","-","1","F","0","-","0","0","1","F","0","-","8","F","1","F","1","F","2","F","2","F","8","F","48","F","15","F"
"Turkmenistan","Import","Fish","20","F","119","F","139","F","367","F","395","F","659","F","527","F","632","F","917","F","1080","F","2118","F","1530","F","2363","F","2257","F","2391","F","2603","F"
"United Arab Emirates","Export","Crustaceans","490","F","600","F","2006","","1899","","2128","F","6557","","7645","F","6525","","5436","","5109","","5438","","8724","F","6375","","5791","","7013","","7532",""
"United Arab Emirates","Export","Fish","12599","F","16692","F","2631","","4922","","6551","F","8717","","12297","F","6437","","7480","","10746","","13621","","17865","F","7546","","11304","","9265","","9927",""
"United Arab Emirates","Import","Crustaceans","13020","F","16460","F","15685","","12135","","11089","F","8066","","11290","F","19762","","19733","","21816","","23458","","23716","F","32130","","32966","","43111","","36477",""
"United Arab Emirates","Import","Fish","27802","F","33655","F","33751","","58137","","50960","F","40990","","44018","F","62831","","79109","","108797","","131528","","99248","F","133583","","171461","","173914","","188892",""
"Uzbekistan","Export","Fish","0","-","65","F","124","F","48","F","48","F","613","F","621","F","1081","F","819","F","663","F","1119","F","613","F","107","F","18","F","21","F","10","F"
"Uzbekistan","Import","Crustaceans","1","F","1","F","25","F","0","-","1","F","2","F","0","-","2","F","21","F","1","F","14","F","17","F","17","F","32","F","32","F","26","F"
"Uzbekistan","Import","Fish","453","F","992","F","881","F","922","F","1575","F","2002","F","1415","F","2109","F","3833","F","1524","F","3526","F","5205","F","6501","F","6607","F","7928","F","7077","F"
"Viet Nam","Export","Crustaceans","87770","","150943","","205575","","215873","","216837","","241106","","251302","","254770","","254147","","251244","","332929","","374375","","266319","F","369407","","467079","F","370663","F"
"Viet Nam","Export","Fish","143094","","179271","","237076","","196643","","237978","","278514","F","455686","F","455221","F","614080","F","436985","F","629029","F","728324","F","857604","F","876308","","914401","F","934163","F"
"Viet Nam","Import","Crustaceans","3430","F","4170","","9533","","10808","","15175","","11349","","9306","","9205","","13051","","9163","","10087","","24998","","20421","F","29022","","57769","F","52492","F"
"Viet Nam","Import","Fish","1474","F","2739","","5800","","15659","","24782","","48252","","64922","","88854","","95708","","80967","","112962","","166042","","176656","F","161166","","186340","F","205067","F"
"Yemen","Export","Crustaceans","784","","778","","1160","","1306","","3328","","2694","","5032","","859","","1027","","936","","765","","556","","1122","","1167","","1365","F","878",""
"Yemen","Export","Fish","18698","","37019","","50067","","53050","","45266","","65213","","77101","","88600","","97621","","84019","","101021","","102562","","95793","","93116","","75374","F","47141",""
"Yemen","Import","Crustaceans","0","-","0","-","3","F","52","F","22","","66","","31","","457","","41","","50","","14","","29","","83","","41","","42","","53",""
"Yemen","Import","Fish","3725","","3867","F","3096","","4282","","3563","","6079","","9773","","8239","","11249","","9568","","14751","","13065","","18053","","15208","","13665","","10406",""
