"Land Area","Trade flow","Commodity","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Timor-Leste","Import","Fish","0",".","0",".","0",".","0",".","305","","243","","306","F","424","F","731","F","857","F","2276","F","3911","F","4914","F","4483","F","5875","F","4626","F"
"Turkey","Export","Crustaceans","16458","","16429","","19926","","28303","","33575","","33949","","20593","","20613","","28417","","18411","","18047","","16880","","10997","","11321","","10919","","11457",""
"Turkey","Export","Fish","58775","","46894","","77132","","93731","","152437","","182899","","159276","","173773","","348480","","296006","","290408","","372250","","392571","","514068","","624448","","645612",""
"Turkey","Import","Crustaceans","338","","46","","168","","407","","1161","","2854","","1925","","2474","","2223","","2672","","4298","","9740","","7053","","5697","","9335","","7522",""
"Turkey","Import","Fish","35067","","10720","","16619","","28552","","51283","","62818","","80100","","91807","","112948","","101670","","126680","","151198","","153579","","166549","","172144","","222725",""
"Turkmenistan","Export","Crustaceans","3","F","3","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Turkmenistan","Export","Fish","389","F","130","F","176","F","19","F","214","F","103","F","27","F","34","F","115","F","0","0","0","-","0","-","1","F","0","-","0","-","0","-"
"Turkmenistan","Import","Crustaceans","9","F","0","-","0","-","1","F","0","-","4","","4","F","2","","60","F","13","","21","F","18","F","26","F","88","F","540","F","198","F"
"Turkmenistan","Import","Fish","75","F","130","F","162","F","421","F","520","F","833","F","601","F","857","F","1840","F","1465","F","3572","F","3962","F","5505","F","6624","F","7997","F","7074","F"
"United Arab Emirates","Export","Crustaceans","7882","F","8915","F","5983","","7804","","21876","F","101205","","46120","F","28690","","24065","","21898","","31584","","41585","F","32807","","34845","","46368","","46133",""
"United Arab Emirates","Export","Fish","31820","F","27314","F","17545","F","19695","F","21488","F","69989","","34137","F","22919","F","26324","F","41182","","47840","","54215","F","26620","","36255","","26813","","32026",""
"United Arab Emirates","Import","Crustaceans","33252","F","41626","F","51449","","63140","","56500","F","41838","","69438","F","104009","","108112","","108253","","118513","","151523","F","204735","","203554","","307269","","242983",""
"United Arab Emirates","Import","Fish","48724","F","60671","F","62914","","118602","","91789","F","73951","","113284","F","141790","","176006","","190755","","240840","","252699","F","279847","","337711","","378326","","352497",""
"Uzbekistan","Export","Fish","2","","71","F","193","F","9","F","28","F","337","F","684","F","3248","F","2820","F","3296","F","4871","F","3171","F","663","F","102","F","103","F","45","F"
"Uzbekistan","Import","Crustaceans","16","F","9","F","265","F","5","","7","F","5","","0","-","3","F","113","F","4","F","54","F","19","F","29","F","98","F","84","F","73","F"
"Uzbekistan","Import","Fish","1305","F","1348","F","1163","F","1050","F","1395","F","1929","F","1065","F","1875","F","4101","F","1349","F","3426","F","4631","F","5777","F","7564","F","8480","F","6999","F"
"Viet Nam","Export","Crustaceans","732024","","1078628","","1236890","","1425557","","1431780","","1543197","","1612832","","1674711","","1757453","","1775457","","2206008","","2528035","","2321084","F","3115767","","3993537","F","2984166","F"
"Viet Nam","Export","Fish","426413","","355607","","459527","","476947","","624172","","787838","F","1272510","F","1620486","F","2252801","F","2011584","F","2322008","F","2948031","F","3159924","F","3030808","","3206660","F","3053099","F"
"Viet Nam","Import","Crustaceans","22461","F","28120","","76983","","77665","","107893","","86377","","67189","","64321","","94642","","74076","","68817","","167247","","178342","F","252550","","498776","F","447458","F"
"Viet Nam","Import","Fish","3863","F","7168","","12395","","27619","","50575","","94151","","120138","","162974","","193433","","188342","","244523","","329969","","438140","F","417281","","509248","F","573551","F"
"Yemen","Export","Crustaceans","2247","","2346","","2797","","9079","","5942","","5975","","17406","","3214","","3711","","1975","","1352","","2045","","3644","","5838","","6486","F","3487",""
"Yemen","Export","Fish","12010","","43098","","105535","","139367","","63141","","89078","","111362","","140059","","162683","","149963","","187690","","175869","","158784","","159700","","158750","F","103356",""
"Yemen","Import","Crustaceans","0","-","1","","38","F","131","F","40","","83","","19","","2193","","46","","36","","16","","35","","90","","67","","65","","50",""
"Yemen","Import","Fish","5043","","5642","F","6847","","4214","","3346","","5427","","8102","","7104","","10069","","8840","","14482","","13618","","21216","","31243","","30030","","20419",""
