date,hour,day,weekend,week,month,quarter,value
2020-11-21T13:00Z,5,Saturday,Weekend,47,November,Q4: Oct - Dec,24332
2020-11-21T12:00Z,4,Saturday,Weekend,47,November,Q4: Oct - Dec,24136
2020-11-21T11:00Z,3,Saturday,Weekend,47,November,Q4: Oct - Dec,24427
2020-11-21T10:00Z,2,Saturday,Weekend,47,November,Q4: Oct - Dec,25025
2020-11-21T09:00Z,1,Saturday,Weekend,47,November,Q4: Oct - Dec,25917
2020-11-21T08:00Z,0,Saturday,Weekend,47,November,Q4: Oct - Dec,27084
2020-11-21T07:00Z,23,Friday,Weekday,47,November,Q4: Oct - Dec,28825
2020-11-21T06:00Z,22,Friday,Weekday,47,November,Q4: Oct - Dec,30335
2020-11-21T05:00Z,21,Friday,Weekday,47,November,Q4: Oct - Dec,31399
2020-11-21T04:00Z,20,Friday,Weekday,47,November,Q4: Oct - Dec,32310
2020-11-21T03:00Z,19,Friday,Weekday,47,November,Q4: Oct - Dec,33126
2020-11-21T02:00Z,18,Friday,Weekday,47,November,Q4: Oct - Dec,33387
2020-11-21T01:00Z,17,Friday,Weekday,47,November,Q4: Oct - Dec,31298
2020-11-21,16,Friday,Weekday,47,November,Q4: Oct - Dec,30107
2020-11-20T23:00Z,15,Friday,Weekday,47,November,Q4: Oct - Dec,29211
2020-11-20T22:00Z,14,Friday,Weekday,47,November,Q4: Oct - Dec,28594
2020-11-20T21:00Z,13,Friday,Weekday,47,November,Q4: Oct - Dec,28277
2020-11-20T20:00Z,12,Friday,Weekday,47,November,Q4: Oct - Dec,28270
2020-11-20T19:00Z,11,Friday,Weekday,47,November,Q4: Oct - Dec,28217
2020-11-20T18:00Z,10,Friday,Weekday,47,November,Q4: Oct - Dec,28549
2020-11-20T17:00Z,9,Friday,Weekday,47,November,Q4: Oct - Dec,29347
2020-11-20T16:00Z,8,Friday,Weekday,47,November,Q4: Oct - Dec,29581
2020-11-20T15:00Z,7,Friday,Weekday,47,November,Q4: Oct - Dec,28694
2020-11-20T14:00Z,6,Friday,Weekday,47,November,Q4: Oct - Dec,26558
2020-11-20T13:00Z,5,Friday,Weekday,47,November,Q4: Oct - Dec,24974
2020-11-20T12:00Z,4,Friday,Weekday,47,November,Q4: Oct - Dec,24464
2020-11-20T11:00Z,3,Friday,Weekday,47,November,Q4: Oct - Dec,24460
2020-11-20T10:00Z,2,Friday,Weekday,47,November,Q4: Oct - Dec,24875
2020-11-20T09:00Z,1,Friday,Weekday,47,November,Q4: Oct - Dec,25716
2020-11-20T08:00Z,0,Friday,Weekday,47,November,Q4: Oct - Dec,26878
2020-11-20T07:00Z,23,Thursday,Weekday,47,November,Q4: Oct - Dec,28623
2020-11-20T06:00Z,22,Thursday,Weekday,47,November,Q4: Oct - Dec,30446
2020-11-20T05:00Z,21,Thursday,Weekday,47,November,Q4: Oct - Dec,31736
2020-11-20T04:00Z,20,Thursday,Weekday,47,November,Q4: Oct - Dec,32641
2020-11-20T03:00Z,19,Thursday,Weekday,47,November,Q4: Oct - Dec,33442
2020-11-20T02:00Z,18,Thursday,Weekday,47,November,Q4: Oct - Dec,33733
2020-11-20T01:00Z,17,Thursday,Weekday,47,November,Q4: Oct - Dec,31577
2020-11-20,16,Thursday,Weekday,47,November,Q4: Oct - Dec,30226
2020-11-19T23:00Z,15,Thursday,Weekday,47,November,Q4: Oct - Dec,29737
2020-11-19T22:00Z,14,Thursday,Weekday,47,November,Q4: Oct - Dec,28686
2020-11-19T21:00Z,13,Thursday,Weekday,47,November,Q4: Oct - Dec,28013
2020-11-19T20:00Z,12,Thursday,Weekday,47,November,Q4: Oct - Dec,27761
2020-11-19T19:00Z,11,Thursday,Weekday,47,November,Q4: Oct - Dec,27967
2020-11-19T18:00Z,10,Thursday,Weekday,47,November,Q4: Oct - Dec,28451
2020-11-19T17:00Z,9,Thursday,Weekday,47,November,Q4: Oct - Dec,28949
2020-11-19T16:00Z,8,Thursday,Weekday,47,November,Q4: Oct - Dec,29102
2020-11-19T15:00Z,7,Thursday,Weekday,47,November,Q4: Oct - Dec,28194
2020-11-19T14:00Z,6,Thursday,Weekday,47,November,Q4: Oct - Dec,26060
2020-11-19T13:00Z,5,Thursday,Weekday,47,November,Q4: Oct - Dec,24509
2020-11-19T12:00Z,4,Thursday,Weekday,47,November,Q4: Oct - Dec,23928
2020-11-19T11:00Z,3,Thursday,Weekday,47,November,Q4: Oct - Dec,24059
2020-11-19T10:00Z,2,Thursday,Weekday,47,November,Q4: Oct - Dec,24503
2020-11-19T09:00Z,1,Thursday,Weekday,47,November,Q4: Oct - Dec,25321
2020-11-19T08:00Z,0,Thursday,Weekday,47,November,Q4: Oct - Dec,26463
2020-11-19T07:00Z,23,Wednesday,Weekday,47,November,Q4: Oct - Dec,28263
2020-11-19T06:00Z,22,Wednesday,Weekday,47,November,Q4: Oct - Dec,30108
2020-11-19T05:00Z,21,Wednesday,Weekday,47,November,Q4: Oct - Dec,31371
2020-11-19T04:00Z,20,Wednesday,Weekday,47,November,Q4: Oct - Dec,32434
2020-11-19T03:00Z,19,Wednesday,Weekday,47,November,Q4: Oct - Dec,33380
2020-11-19T02:00Z,18,Wednesday,Weekday,47,November,Q4: Oct - Dec,33671
2020-11-19T01:00Z,17,Wednesday,Weekday,47,November,Q4: Oct - Dec,31363
2020-11-19,16,Wednesday,Weekday,47,November,Q4: Oct - Dec,29795
2020-11-18T23:00Z,15,Wednesday,Weekday,47,November,Q4: Oct - Dec,28907
2020-11-18T22:00Z,14,Wednesday,Weekday,47,November,Q4: Oct - Dec,28527
2020-11-18T21:00Z,13,Wednesday,Weekday,47,November,Q4: Oct - Dec,28162
2020-11-18T20:00Z,12,Wednesday,Weekday,47,November,Q4: Oct - Dec,28090
2020-11-18T19:00Z,11,Wednesday,Weekday,47,November,Q4: Oct - Dec,28287
2020-11-18T18:00Z,10,Wednesday,Weekday,47,November,Q4: Oct - Dec,28711
2020-11-18T17:00Z,9,Wednesday,Weekday,47,November,Q4: Oct - Dec,29056
2020-11-18T16:00Z,8,Wednesday,Weekday,47,November,Q4: Oct - Dec,28572
2020-11-18T15:00Z,7,Wednesday,Weekday,47,November,Q4: Oct - Dec,27419
2020-11-18T14:00Z,6,Wednesday,Weekday,47,November,Q4: Oct - Dec,25461
2020-11-18T13:00Z,5,Wednesday,Weekday,47,November,Q4: Oct - Dec,24021
2020-11-18T12:00Z,4,Wednesday,Weekday,47,November,Q4: Oct - Dec,23540
2020-11-18T11:00Z,3,Wednesday,Weekday,47,November,Q4: Oct - Dec,23689
2020-11-18T10:00Z,2,Wednesday,Weekday,47,November,Q4: Oct - Dec,24220
2020-11-18T09:00Z,1,Wednesday,Weekday,47,November,Q4: Oct - Dec,25062
2020-11-18T08:00Z,0,Wednesday,Weekday,47,November,Q4: Oct - Dec,26253
2020-11-18T07:00Z,23,Tuesday,Weekday,47,November,Q4: Oct - Dec,28055
2020-11-18T06:00Z,22,Tuesday,Weekday,47,November,Q4: Oct - Dec,29915
2020-11-18T05:00Z,21,Tuesday,Weekday,47,November,Q4: Oct - Dec,31328
2020-11-18T04:00Z,20,Tuesday,Weekday,47,November,Q4: Oct - Dec,32532
2020-11-18T03:00Z,19,Tuesday,Weekday,47,November,Q4: Oct - Dec,33571
2020-11-18T02:00Z,18,Tuesday,Weekday,47,November,Q4: Oct - Dec,34146
2020-11-18T01:00Z,17,Tuesday,Weekday,47,November,Q4: Oct - Dec,32575
2020-11-18,16,Tuesday,Weekday,47,November,Q4: Oct - Dec,31745
2020-11-17T23:00Z,15,Tuesday,Weekday,47,November,Q4: Oct - Dec,31063
2020-11-17T22:00Z,14,Tuesday,Weekday,47,November,Q4: Oct - Dec,30356
2020-11-17T21:00Z,13,Tuesday,Weekday,47,November,Q4: Oct - Dec,29663
2020-11-17T20:00Z,12,Tuesday,Weekday,47,November,Q4: Oct - Dec,28991
2020-11-17T19:00Z,11,Tuesday,Weekday,47,November,Q4: Oct - Dec,28463
2020-11-17T18:00Z,10,Tuesday,Weekday,47,November,Q4: Oct - Dec,28306
2020-11-17T17:00Z,9,Tuesday,Weekday,47,November,Q4: Oct - Dec,28368
2020-11-17T16:00Z,8,Tuesday,Weekday,47,November,Q4: Oct - Dec,28308
2020-11-17T15:00Z,7,Tuesday,Weekday,47,November,Q4: Oct - Dec,27479
2020-11-17T14:00Z,6,Tuesday,Weekday,47,November,Q4: Oct - Dec,25477
2020-11-17T13:00Z,5,Tuesday,Weekday,47,November,Q4: Oct - Dec,23942
2020-11-17T12:00Z,4,Tuesday,Weekday,47,November,Q4: Oct - Dec,23387
2020-11-17T11:00Z,3,Tuesday,Weekday,47,November,Q4: Oct - Dec,23500
2020-11-17T10:00Z,2,Tuesday,Weekday,47,November,Q4: Oct - Dec,24071
2020-11-17T09:00Z,1,Tuesday,Weekday,47,November,Q4: Oct - Dec,24947
2020-11-17T08:00Z,0,Tuesday,Weekday,47,November,Q4: Oct - Dec,26072
2020-11-17T07:00Z,23,Monday,Weekday,47,November,Q4: Oct - Dec,27947
2020-11-17T06:00Z,22,Monday,Weekday,47,November,Q4: Oct - Dec,29771
2020-11-17T05:00Z,21,Monday,Weekday,47,November,Q4: Oct - Dec,31223
2020-11-17T04:00Z,20,Monday,Weekday,47,November,Q4: Oct - Dec,32506
2020-11-17T03:00Z,19,Monday,Weekday,47,November,Q4: Oct - Dec,33832
2020-11-17T02:00Z,18,Monday,Weekday,47,November,Q4: Oct - Dec,34497
2020-11-17T01:00Z,17,Monday,Weekday,47,November,Q4: Oct - Dec,32983
2020-11-17,16,Monday,Weekday,47,November,Q4: Oct - Dec,31725
2020-11-16T23:00Z,15,Monday,Weekday,47,November,Q4: Oct - Dec,30387
2020-11-16T22:00Z,14,Monday,Weekday,47,November,Q4: Oct - Dec,29220
2020-11-16T21:00Z,13,Monday,Weekday,47,November,Q4: Oct - Dec,28250
2020-11-16T20:00Z,12,Monday,Weekday,47,November,Q4: Oct - Dec,27583
2020-11-16T19:00Z,11,Monday,Weekday,47,November,Q4: Oct - Dec,27296
2020-11-16T18:00Z,10,Monday,Weekday,47,November,Q4: Oct - Dec,27593
2020-11-16T17:00Z,9,Monday,Weekday,47,November,Q4: Oct - Dec,28025
2020-11-16T16:00Z,8,Monday,Weekday,47,November,Q4: Oct - Dec,28103
2020-11-16T15:00Z,7,Monday,Weekday,47,November,Q4: Oct - Dec,27199
2020-11-16T14:00Z,6,Monday,Weekday,47,November,Q4: Oct - Dec,25047
2020-11-16T13:00Z,5,Monday,Weekday,47,November,Q4: Oct - Dec,23334
2020-11-16T12:00Z,4,Monday,Weekday,47,November,Q4: Oct - Dec,22645
2020-11-16T11:00Z,3,Monday,Weekday,47,November,Q4: Oct - Dec,22659
2020-11-16T10:00Z,2,Monday,Weekday,47,November,Q4: Oct - Dec,23049
2020-11-16T09:00Z,1,Monday,Weekday,47,November,Q4: Oct - Dec,23818
2020-11-16T08:00Z,0,Monday,Weekday,47,November,Q4: Oct - Dec,24879
2020-11-16T07:00Z,23,Sunday,Weekend,46,November,Q4: Oct - Dec,26529
2020-11-16T06:00Z,22,Sunday,Weekend,46,November,Q4: Oct - Dec,28166
2020-11-16T05:00Z,21,Sunday,Weekend,46,November,Q4: Oct - Dec,29335
2020-11-16T04:00Z,20,Sunday,Weekend,46,November,Q4: Oct - Dec,30274
2020-11-16T03:00Z,19,Sunday,Weekend,46,November,Q4: Oct - Dec,31029
2020-11-16T02:00Z,18,Sunday,Weekend,46,November,Q4: Oct - Dec,31045
2020-11-16T01:00Z,17,Sunday,Weekend,46,November,Q4: Oct - Dec,28525
2020-11-16,16,Sunday,Weekend,46,November,Q4: Oct - Dec,26495
2020-11-15T23:00Z,15,Sunday,Weekend,46,November,Q4: Oct - Dec,24667
2020-11-15T22:00Z,14,Sunday,Weekend,46,November,Q4: Oct - Dec,23429
2020-11-15T21:00Z,13,Sunday,Weekend,46,November,Q4: Oct - Dec,22897
2020-11-15T20:00Z,12,Sunday,Weekend,46,November,Q4: Oct - Dec,22847
2020-11-15T19:00Z,11,Sunday,Weekend,46,November,Q4: Oct - Dec,23053
2020-11-15T18:00Z,10,Sunday,Weekend,46,November,Q4: Oct - Dec,23436
2020-11-15T17:00Z,9,Sunday,Weekend,46,November,Q4: Oct - Dec,23748
2020-11-15T16:00Z,8,Sunday,Weekend,46,November,Q4: Oct - Dec,24302
2020-11-15T15:00Z,7,Sunday,Weekend,46,November,Q4: Oct - Dec,24470
2020-11-15T14:00Z,6,Sunday,Weekend,46,November,Q4: Oct - Dec,23849
2020-11-15T13:00Z,5,Sunday,Weekend,46,November,Q4: Oct - Dec,23287
2020-11-15T12:00Z,4,Sunday,Weekend,46,November,Q4: Oct - Dec,23200
2020-11-15T11:00Z,3,Sunday,Weekend,46,November,Q4: Oct - Dec,23448
2020-11-15T10:00Z,2,Sunday,Weekend,46,November,Q4: Oct - Dec,23962
2020-11-15T09:00Z,1,Sunday,Weekend,46,November,Q4: Oct - Dec,24794
2020-11-15T08:00Z,0,Sunday,Weekend,46,November,Q4: Oct - Dec,25892
2020-11-15T07:00Z,23,Saturday,Weekend,46,November,Q4: Oct - Dec,27374
2020-11-15T06:00Z,22,Saturday,Weekend,46,November,Q4: Oct - Dec,28783
2020-11-15T05:00Z,21,Saturday,Weekend,46,November,Q4: Oct - Dec,29783
2020-11-15T04:00Z,20,Saturday,Weekend,46,November,Q4: Oct - Dec,30487
2020-11-15T03:00Z,19,Saturday,Weekend,46,November,Q4: Oct - Dec,31067
2020-11-15T02:00Z,18,Saturday,Weekend,46,November,Q4: Oct - Dec,30941
2020-11-15T01:00Z,17,Saturday,Weekend,46,November,Q4: Oct - Dec,28369
2020-11-15,16,Saturday,Weekend,46,November,Q4: Oct - Dec,26248
2020-11-14T23:00Z,15,Saturday,Weekend,46,November,Q4: Oct - Dec,24770
2020-11-14T22:00Z,14,Saturday,Weekend,46,November,Q4: Oct - Dec,24236
2020-11-14T21:00Z,13,Saturday,Weekend,46,November,Q4: Oct - Dec,24168
2020-11-14T20:00Z,12,Saturday,Weekend,46,November,Q4: Oct - Dec,24356
2020-11-14T19:00Z,11,Saturday,Weekend,46,November,Q4: Oct - Dec,24733
2020-11-14T18:00Z,10,Saturday,Weekend,46,November,Q4: Oct - Dec,25161
2020-11-14T17:00Z,9,Saturday,Weekend,46,November,Q4: Oct - Dec,25449
2020-11-14T16:00Z,8,Saturday,Weekend,46,November,Q4: Oct - Dec,25560
2020-11-14T15:00Z,7,Saturday,Weekend,46,November,Q4: Oct - Dec,25542
2020-11-14T14:00Z,6,Saturday,Weekend,46,November,Q4: Oct - Dec,24736
2020-11-14T13:00Z,5,Saturday,Weekend,46,November,Q4: Oct - Dec,24052
2020-11-14T12:00Z,4,Saturday,Weekend,46,November,Q4: Oct - Dec,23840
2020-11-14T11:00Z,3,Saturday,Weekend,46,November,Q4: Oct - Dec,24090
2020-11-14T10:00Z,2,Saturday,Weekend,46,November,Q4: Oct - Dec,24769
2020-11-14T09:00Z,1,Saturday,Weekend,46,November,Q4: Oct - Dec,25722
2020-11-14T08:00Z,0,Saturday,Weekend,46,November,Q4: Oct - Dec,26955
2020-11-14T07:00Z,23,Friday,Weekday,46,November,Q4: Oct - Dec,28677
2020-11-14T06:00Z,22,Friday,Weekday,46,November,Q4: Oct - Dec,30382
2020-11-14T05:00Z,21,Friday,Weekday,46,November,Q4: Oct - Dec,31562
2020-11-14T04:00Z,20,Friday,Weekday,46,November,Q4: Oct - Dec,32472
2020-11-14T03:00Z,19,Friday,Weekday,46,November,Q4: Oct - Dec,33406
2020-11-14T02:00Z,18,Friday,Weekday,46,November,Q4: Oct - Dec,33672
2020-11-14T01:00Z,17,Friday,Weekday,46,November,Q4: Oct - Dec,31722
2020-11-14,16,Friday,Weekday,46,November,Q4: Oct - Dec,30306
2020-11-13T23:00Z,15,Friday,Weekday,46,November,Q4: Oct - Dec,29576
2020-11-13T22:00Z,14,Friday,Weekday,46,November,Q4: Oct - Dec,29049
2020-11-13T21:00Z,13,Friday,Weekday,46,November,Q4: Oct - Dec,28705
2020-11-13T20:00Z,12,Friday,Weekday,46,November,Q4: Oct - Dec,28675
2020-11-13T19:00Z,11,Friday,Weekday,46,November,Q4: Oct - Dec,28996
2020-11-13T18:00Z,10,Friday,Weekday,46,November,Q4: Oct - Dec,29148
2020-11-13T17:00Z,9,Friday,Weekday,46,November,Q4: Oct - Dec,29432
2020-11-13T16:00Z,8,Friday,Weekday,46,November,Q4: Oct - Dec,29523
2020-11-13T15:00Z,7,Friday,Weekday,46,November,Q4: Oct - Dec,28927
2020-11-13T14:00Z,6,Friday,Weekday,46,November,Q4: Oct - Dec,26886
2020-11-13T13:00Z,5,Friday,Weekday,46,November,Q4: Oct - Dec,25272
2020-11-13T12:00Z,4,Friday,Weekday,46,November,Q4: Oct - Dec,24651
2020-11-13T11:00Z,3,Friday,Weekday,46,November,Q4: Oct - Dec,24753
2020-11-13T10:00Z,2,Friday,Weekday,46,November,Q4: Oct - Dec,25135
2020-11-13T09:00Z,1,Friday,Weekday,46,November,Q4: Oct - Dec,25861
2020-11-13T08:00Z,0,Friday,Weekday,46,November,Q4: Oct - Dec,27115
2020-11-13T07:00Z,23,Thursday,Weekday,46,November,Q4: Oct - Dec,28877
2020-11-13T06:00Z,22,Thursday,Weekday,46,November,Q4: Oct - Dec,30621
2020-11-13T05:00Z,21,Thursday,Weekday,46,November,Q4: Oct - Dec,31970
2020-11-13T04:00Z,20,Thursday,Weekday,46,November,Q4: Oct - Dec,32899
2020-11-13T03:00Z,19,Thursday,Weekday,46,November,Q4: Oct - Dec,33627
2020-11-13T02:00Z,18,Thursday,Weekday,46,November,Q4: Oct - Dec,33723
2020-11-13T01:00Z,17,Thursday,Weekday,46,November,Q4: Oct - Dec,31222
2020-11-13,16,Thursday,Weekday,46,November,Q4: Oct - Dec,29268
2020-11-12T23:00Z,15,Thursday,Weekday,46,November,Q4: Oct - Dec,27940
2020-11-12T22:00Z,14,Thursday,Weekday,46,November,Q4: Oct - Dec,27318
2020-11-12T21:00Z,13,Thursday,Weekday,46,November,Q4: Oct - Dec,27000
2020-11-12T20:00Z,12,Thursday,Weekday,46,November,Q4: Oct - Dec,27150
2020-11-12T19:00Z,11,Thursday,Weekday,46,November,Q4: Oct - Dec,27538
2020-11-12T18:00Z,10,Thursday,Weekday,46,November,Q4: Oct - Dec,28383
2020-11-12T17:00Z,9,Thursday,Weekday,46,November,Q4: Oct - Dec,29288
2020-11-12T16:00Z,8,Thursday,Weekday,46,November,Q4: Oct - Dec,29846
2020-11-12T15:00Z,7,Thursday,Weekday,46,November,Q4: Oct - Dec,29189
2020-11-12T14:00Z,6,Thursday,Weekday,46,November,Q4: Oct - Dec,27052
2020-11-12T13:00Z,5,Thursday,Weekday,46,November,Q4: Oct - Dec,25282
2020-11-12T12:00Z,4,Thursday,Weekday,46,November,Q4: Oct - Dec,24545
2020-11-12T11:00Z,3,Thursday,Weekday,46,November,Q4: Oct - Dec,24613
2020-11-12T10:00Z,2,Thursday,Weekday,46,November,Q4: Oct - Dec,24975
2020-11-12T09:00Z,1,Thursday,Weekday,46,November,Q4: Oct - Dec,25765
2020-11-12T08:00Z,0,Thursday,Weekday,46,November,Q4: Oct - Dec,27034
2020-11-12T07:00Z,23,Wednesday,Weekday,46,November,Q4: Oct - Dec,28694
2020-11-12T06:00Z,22,Wednesday,Weekday,46,November,Q4: Oct - Dec,30508
2020-11-12T05:00Z,21,Wednesday,Weekday,46,November,Q4: Oct - Dec,31822
2020-11-12T04:00Z,20,Wednesday,Weekday,46,November,Q4: Oct - Dec,32808
2020-11-12T03:00Z,19,Wednesday,Weekday,46,November,Q4: Oct - Dec,33495
2020-11-12T02:00Z,18,Wednesday,Weekday,46,November,Q4: Oct - Dec,33500
2020-11-12T01:00Z,17,Wednesday,Weekday,46,November,Q4: Oct - Dec,30875
2020-11-12,16,Wednesday,Weekday,46,November,Q4: Oct - Dec,28986
2020-11-11T23:00Z,15,Wednesday,Weekday,46,November,Q4: Oct - Dec,27873
2020-11-11T22:00Z,14,Wednesday,Weekday,46,November,Q4: Oct - Dec,27378
2020-11-11T21:00Z,13,Wednesday,Weekday,46,November,Q4: Oct - Dec,27212
2020-11-11T20:00Z,12,Wednesday,Weekday,46,November,Q4: Oct - Dec,27017
2020-11-11T19:00Z,11,Wednesday,Weekday,46,November,Q4: Oct - Dec,28407
2020-11-11T18:00Z,10,Wednesday,Weekday,46,November,Q4: Oct - Dec,27686
2020-11-11T17:00Z,9,Wednesday,Weekday,46,November,Q4: Oct - Dec,28401
2020-11-11T16:00Z,8,Wednesday,Weekday,46,November,Q4: Oct - Dec,29022
2020-11-11T15:00Z,7,Wednesday,Weekday,46,November,Q4: Oct - Dec,28741
2020-11-11T14:00Z,6,Wednesday,Weekday,46,November,Q4: Oct - Dec,26874
2020-11-11T13:00Z,5,Wednesday,Weekday,46,November,Q4: Oct - Dec,25330
2020-11-11T12:00Z,4,Wednesday,Weekday,46,November,Q4: Oct - Dec,24742
2020-11-11T11:00Z,3,Wednesday,Weekday,46,November,Q4: Oct - Dec,24851
2020-11-11T10:00Z,2,Wednesday,Weekday,46,November,Q4: Oct - Dec,25339
2020-11-11T09:00Z,1,Wednesday,Weekday,46,November,Q4: Oct - Dec,26241
2020-11-11T08:00Z,0,Wednesday,Weekday,46,November,Q4: Oct - Dec,27348
2020-11-11T07:00Z,23,Tuesday,Weekday,46,November,Q4: Oct - Dec,29072
2020-11-11T06:00Z,22,Tuesday,Weekday,46,November,Q4: Oct - Dec,30973
2020-11-11T05:00Z,21,Tuesday,Weekday,46,November,Q4: Oct - Dec,32322
2020-11-11T04:00Z,20,Tuesday,Weekday,46,November,Q4: Oct - Dec,33208
2020-11-11T03:00Z,19,Tuesday,Weekday,46,November,Q4: Oct - Dec,33972
2020-11-11T02:00Z,18,Tuesday,Weekday,46,November,Q4: Oct - Dec,33936
2020-11-11T01:00Z,17,Tuesday,Weekday,46,November,Q4: Oct - Dec,31298
2020-11-11,16,Tuesday,Weekday,46,November,Q4: Oct - Dec,29185
2020-11-10T23:00Z,15,Tuesday,Weekday,46,November,Q4: Oct - Dec,27838
2020-11-10T22:00Z,14,Tuesday,Weekday,46,November,Q4: Oct - Dec,27072
2020-11-10T21:00Z,13,Tuesday,Weekday,46,November,Q4: Oct - Dec,27071
2020-11-10T20:00Z,12,Tuesday,Weekday,46,November,Q4: Oct - Dec,27323
2020-11-10T19:00Z,11,Tuesday,Weekday,46,November,Q4: Oct - Dec,27888
2020-11-10T18:00Z,10,Tuesday,Weekday,46,November,Q4: Oct - Dec,28904
2020-11-10T17:00Z,9,Tuesday,Weekday,46,November,Q4: Oct - Dec,29919
2020-11-10T16:00Z,8,Tuesday,Weekday,46,November,Q4: Oct - Dec,30636
2020-11-10T15:00Z,7,Tuesday,Weekday,46,November,Q4: Oct - Dec,30123
2020-11-10T14:00Z,6,Tuesday,Weekday,46,November,Q4: Oct - Dec,27899
2020-11-10T13:00Z,5,Tuesday,Weekday,46,November,Q4: Oct - Dec,26152
2020-11-10T12:00Z,4,Tuesday,Weekday,46,November,Q4: Oct - Dec,25411
2020-11-10T11:00Z,3,Tuesday,Weekday,46,November,Q4: Oct - Dec,25414
2020-11-10T10:00Z,2,Tuesday,Weekday,46,November,Q4: Oct - Dec,25797
2020-11-10T09:00Z,1,Tuesday,Weekday,46,November,Q4: Oct - Dec,26546
2020-11-10T08:00Z,0,Tuesday,Weekday,46,November,Q4: Oct - Dec,27625
2020-11-10T07:00Z,23,Monday,Weekday,46,November,Q4: Oct - Dec,29429
2020-11-10T06:00Z,22,Monday,Weekday,46,November,Q4: Oct - Dec,31418
2020-11-10T05:00Z,21,Monday,Weekday,46,November,Q4: Oct - Dec,32743
2020-11-10T04:00Z,20,Monday,Weekday,46,November,Q4: Oct - Dec,33645
2020-11-10T03:00Z,19,Monday,Weekday,46,November,Q4: Oct - Dec,34182
2020-11-10T02:00Z,18,Monday,Weekday,46,November,Q4: Oct - Dec,33970
2020-11-10T01:00Z,17,Monday,Weekday,46,November,Q4: Oct - Dec,31294
2020-11-10,16,Monday,Weekday,46,November,Q4: Oct - Dec,29181
2020-11-09T23:00Z,15,Monday,Weekday,46,November,Q4: Oct - Dec,27629
2020-11-09T22:00Z,14,Monday,Weekday,46,November,Q4: Oct - Dec,26906
2020-11-09T21:00Z,13,Monday,Weekday,46,November,Q4: Oct - Dec,26759
2020-11-09T20:00Z,12,Monday,Weekday,46,November,Q4: Oct - Dec,26908
2020-11-09T19:00Z,11,Monday,Weekday,46,November,Q4: Oct - Dec,27400
2020-11-09T18:00Z,10,Monday,Weekday,46,November,Q4: Oct - Dec,28044
2020-11-09T17:00Z,9,Monday,Weekday,46,November,Q4: Oct - Dec,28810
2020-11-09T16:00Z,8,Monday,Weekday,46,November,Q4: Oct - Dec,29438
2020-11-09T15:00Z,7,Monday,Weekday,46,November,Q4: Oct - Dec,28734
2020-11-09T14:00Z,6,Monday,Weekday,46,November,Q4: Oct - Dec,26423
2020-11-09T13:00Z,5,Monday,Weekday,46,November,Q4: Oct - Dec,24556
2020-11-09T12:00Z,4,Monday,Weekday,46,November,Q4: Oct - Dec,23778
2020-11-09T11:00Z,3,Monday,Weekday,46,November,Q4: Oct - Dec,23673
2020-11-09T10:00Z,2,Monday,Weekday,46,November,Q4: Oct - Dec,23827
2020-11-09T09:00Z,1,Monday,Weekday,46,November,Q4: Oct - Dec,24457
2020-11-09T08:00Z,0,Monday,Weekday,46,November,Q4: Oct - Dec,25596
2020-11-09T07:00Z,23,Sunday,Weekend,45,November,Q4: Oct - Dec,27026
2020-11-09T06:00Z,22,Sunday,Weekend,45,November,Q4: Oct - Dec,28741
2020-11-09T05:00Z,21,Sunday,Weekend,45,November,Q4: Oct - Dec,30064
2020-11-09T04:00Z,20,Sunday,Weekend,45,November,Q4: Oct - Dec,30882
2020-11-09T03:00Z,19,Sunday,Weekend,45,November,Q4: Oct - Dec,31441
2020-11-09T02:00Z,18,Sunday,Weekend,45,November,Q4: Oct - Dec,31037
2020-11-09T01:00Z,17,Sunday,Weekend,45,November,Q4: Oct - Dec,28368
2020-11-09,16,Sunday,Weekend,45,November,Q4: Oct - Dec,26206
2020-11-08T23:00Z,15,Sunday,Weekend,45,November,Q4: Oct - Dec,24630
2020-11-08T22:00Z,14,Sunday,Weekend,45,November,Q4: Oct - Dec,23928
2020-11-08T21:00Z,13,Sunday,Weekend,45,November,Q4: Oct - Dec,23415
2020-11-08T20:00Z,12,Sunday,Weekend,45,November,Q4: Oct - Dec,23425
2020-11-08T19:00Z,11,Sunday,Weekend,45,November,Q4: Oct - Dec,23428
2020-11-08T18:00Z,10,Sunday,Weekend,45,November,Q4: Oct - Dec,23428
2020-11-08T17:00Z,9,Sunday,Weekend,45,November,Q4: Oct - Dec,23426
2020-11-08T16:00Z,8,Sunday,Weekend,45,November,Q4: Oct - Dec,23325
2020-11-08T15:00Z,7,Sunday,Weekend,45,November,Q4: Oct - Dec,23383
2020-11-08T14:00Z,6,Sunday,Weekend,45,November,Q4: Oct - Dec,22915
2020-11-08T13:00Z,5,Sunday,Weekend,45,November,Q4: Oct - Dec,22422
2020-11-08T12:00Z,4,Sunday,Weekend,45,November,Q4: Oct - Dec,22340
2020-11-08T11:00Z,3,Sunday,Weekend,45,November,Q4: Oct - Dec,22623
2020-11-08T10:00Z,2,Sunday,Weekend,45,November,Q4: Oct - Dec,23164
2020-11-08T09:00Z,1,Sunday,Weekend,45,November,Q4: Oct - Dec,24015
2020-11-08T08:00Z,0,Sunday,Weekend,45,November,Q4: Oct - Dec,25116
2020-11-08T07:00Z,23,Saturday,Weekend,45,November,Q4: Oct - Dec,26607
