"Land Area","Trade flow","Commodity","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Somalia","Import","Fish","71","F","15","F","111","F","142","F","225","F","283","F","1117","F","684","F","907","F","1426","F","899","F","1365","F","1141","F","2004","F","2415","F","3734","F"
"South Africa","Export","Crustaceans","2271","","2155","","2611","","2359","","3351","","4397","","4204","","2857","","2412","","3327","","2690","","2542","","2930","","3210","","3306","","2505",""
"South Africa","Export","Fish","127000","","136172","","130521","","118739","","106464","","123422","","98084","","94365","","93436","","111280","","105576","","108188","","101227","","105545","","114387","","92914",""
"South Africa","Import","Crustaceans","2870","","2990","","2987","","3157","","5568","","7941","","8685","","9534","","8236","","9472","","7764","","11215","","10692","","11391","","10024","","8025",""
"South Africa","Import","Fish","16798","","22255","","21619","","27254","","35379","","33663","","38357","","56368","","70673","","87184","","75783","","68809","","111814","","115984","","166483","","139926",""
"South Sudan","Export","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","13","F","0","-","0","-","0","-"
"South Sudan","Import","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1","F","0","-"
"South Sudan","Import","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","144","F","289","F","252","F","179","F"
"Sudan","Export","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","155","","193","F","654","F","1120","F"
"Sudan","Import","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","23","","76","F","11","F","0","-"
"Sudan","Import","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2802","","2856","F","2097","F","3033",""
"Sudan (former)","Export","Crustaceans","0","-","0","0","1","","1","","2","","0","0","0","0","0","-","5","","2","","0","-","2","","0",".","0",".","0",".","0","."
"Sudan (former)","Export","Fish","99","","132","","1159","","1595","","2556","","2345","","59","","74","F","563","","591","","19","","230","","0",".","0",".","0",".","0","."
"Sudan (former)","Import","Crustaceans","0","-","0","-","0","-","0","-","0","-","1","","19","","3","","40","","76","","129","","67","","0",".","0",".","0",".","0","."
"Sudan (former)","Import","Fish","240","","169","","446","","266","F","46","","125","","1906","","1676","","1327","","2324","","2367","","3257","","0",".","0",".","0",".","0","."
"Swaziland","Export","Crustaceans","453","","400","","438","","512","","919","","536","","36","","0","-","0","-","0","-","0","-","0","-","1","F","0","-","0","-","0","-"
"Swaziland","Export","Fish","1110","","724","","731","","492","","908","","457","","96","","69","","59","F","24","F","20","F","20","F","2","F","0","-","1","F","1","F"
"Swaziland","Import","Crustaceans","558","","306","","415","","624","","712","","375","","236","","90","","62","F","0","-","1","F","31","F","17","F","29","F","26","F","24","F"
"Swaziland","Import","Fish","5169","","3390","","3040","","4812","","5887","","3812","","2287","","1909","","1169","F","1139","F","1114","F","1118","F","1106","F","1695","F","3026","F","2941","F"
"Tanzania, United Rep. of","Export","Crustaceans","1767","","2067","","2432","","2874","","2787","","4004","","1261","","943","","569","","494","","639","","442","","2454","","888","","673","","1366",""
"Tanzania, United Rep. of","Export","Fish","40529","","41531","","38546","","44173","","49217","","42896","","37216","F","47677","","54467","","39465","","39611","","39704","","42004","","33687","","38342","","33119",""
"Tanzania, United Rep. of","Import","Crustaceans","21","","54","","5","","8","","16","","44","","11","","31","","4","","4","","3","","7","","4","","7","","3","","6",""
"Tanzania, United Rep. of","Import","Fish","297","","221","","150","","291","","370","","450","","2919","","6822","","6817","","6243","","5913","","3883","","6367","","9267","","19486","","19605",""
"Togo","Export","Crustaceans","215","","230","","0","-","0","-","16","","0","-","0","0","0","-","91","","0","-","0","-","0","-","8","","10","","0","-","25",""
"Togo","Export","Fish","6181","","9038","","8968","","7051","","6948","","6121","","5018","F","259","","2146","","3603","","485","","834","","36","F","108","F","190","","179",""
"Togo","Import","Crustaceans","3","","35","","146","","317","","111","","1","","3","F","79","","0","-","38","","0","-","10","","13","","1","","3","","6",""
"Togo","Import","Fish","29880","","27893","","17672","","19769","","12845","","21541","","15357","F","13934","","10933","","15524","","39471","","53175","","53845","","51069","F","48533","","59978",""
"Tunisia","Export","Crustaceans","7058","","4448","","3649","","3683","","3885","","4531","","3706","","3118","","3540","","2865","","2941","","3350","","2689","","3289","","3732","","4258",""
"Tunisia","Export","Fish","2297","","3498","","5144","","3199","","5183","","8395","","9692","","11999","","10709","","9852","","9732","","14182","","12733","","11561","","9743","","10455",""
"Tunisia","Import","Crustaceans","143","","38","","80","","83","","34","","185","","174","","459","","431","","962","","1433","","1007","","770","","237","","63","","55",""
"Tunisia","Import","Fish","11232","","16982","","17379","","27722","","25611","","36368","","37972","","37479","","43732","","44926","","43026","","41737","","45155","","36069","","38163","","25388",""
"Uganda","Export","Crustaceans","0",".","9","","0",".","12","","0","-","25","","0","-","0","-","6","","0","-","18","","0","-","3","","10","","1","","0","-"
"Uganda","Export","Fish","14499","","17013","","25125","","25406","","31327","","38371","","36120","","30872","","26552","","22535","","22711","","19421","","21182","","20183","","17530","","17814",""
"Uganda","Import","Crustaceans","6","","6","","7","","9","","14","","10","","11","","15","","20","","17","","12","","10","","18","","29","","72","","45",""
"Uganda","Import","Fish","64","","10","","89","","639","","167","","310","","261","","322","","710","","474","","780","","1299","","1242","","948","","1846","","2111",""
"Zambia","Export","Crustaceans","0","-","0","-","0","-","0","-","1","","0","-","0","-","0","-","0","-","0","-","0","-","4","","0","-","1","","0","-","0","-"
"Zambia","Export","Fish","710","","980","","765","","613","","582","F","1032","","254","","240","","1817","","686","","430","","75","","53","","145","","228","","334",""
"Zambia","Import","Crustaceans","7","","10","","7","","2","","4","","0","-","5","","9","","4","","18","","33","","42","","66","","132","","107","","97",""
"Zambia","Import","Fish","1327","","906","","2120","","3407","","3961","","5796","F","3867","","4635","","3435","","3261","","4426","","8412","","17902","","33017","","55642","","78047",""
"Zimbabwe","Export","Crustaceans","1","","2","F","2","","0","-","2","","0","-","0","-","2","","0","-","0","-","0","-","0","-","3","","0","-","0","-","0","-"
"Zimbabwe","Export","Fish","816","","936","F","712","","520","F","708","","563","","805","","1439","","1487","","966","","1137","","2056","","2516","","3255","","5878","","4972",""
"Zimbabwe","Import","Crustaceans","79","","41","F","61","","28","F","53","","171","","48","","29","","16","","11","","19","","32","","32","","67","","63","","83",""
"Zimbabwe","Import","Fish","7453","","3062","F","1494","","952","F","2636","","825","","3472","","1939","","2273","","3379","","9968","","13572","","15513","","17277","","18053","","21148",""
