Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Indonesia,IDN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205000,2505000,3231000,3478000,3941000,4106000,4967000,5158000,5486000,5053000,6235000,6750000,7454000,8025000,8074000,8176000,8340000,8856000,9468000,,
IDA only,IDX,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3056000,3464000,3726000,3811000,4115000,4416000,4564000,4940000,5351000,6213000,7185000,8340000,9783000,10868000,11067000,12988000,13994000,14920000,16626000,18330000,20376000,21872000,23943000,26296000,,
Not classified,INX,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547000,2733000,3053000,3330000,3576000,3783000,4216000,4634000,4929000,5409000,6113000,6848000,7713000,7877000,7047000,6917000,6514000,6600000,6579000,6676000,7094000,7646000,8171000,8643000,,
"Iran, Islamic Rep.",IRN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7698000,6620000,9007000,10543000,7243000,,
Iraq,IRQ,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166000,190000,203000,227000,257000,283000,,,,,364000,440000,460000,414000,259000,299000,341000,358000,365000,400000,450000,536000,619000,668000,,
Israel,ISR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259000,2505000,2707000,2983000,3203000,3530000,3561000,3273000,3299000,3614000,3687000,3713000,4147000,4207000,4007000,4269000,4387000,4349000,4757000,5181000,5891000,6781000,7597000,8473000,,
Italy,ITA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18173000,17254000,17698000,17361000,20080000,20567000,22978000,24572000,21557000,23147000,24022000,25789000,26464000,27490000,28188000,27831000,27376000,26305000,26862000,27494000,29067000,31805000,33347100,,
Jamaica,JAM,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128000,1141000,1233000,1347000,1561000,1625000,1755000,1276000,1229000,1420000,1523000,2139000,2094000,1972000,2054000,2708000,1931000,1567000,1498000,1230000,,1511000,1592000,1501000,,
Japan,JPN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15298000,16695000,16803000,15806000,16358000,17819000,16216000,16523000,13296000,16831000,17404000,17535000,17295000,15987000,15446000,16637000,16994000,18491000,17473000,16903000,16214000,17116000,17889000,18954000,,
Kazakhstan,KAZ,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523000,419000,502000,398000,1247000,2294000,2274000,2374000,3915000,2975000,3615000,4449000,4239000,5309000,5893000,7852000,8875000,9931000,10230000,,,,,,
Kenya,KEN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2273000,2354000,1342000,3061000,3621000,3993000,3790000,4008000,4185000,4446000,6839000,,
Cambodia,KHM,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000,38000,45000,41000,49000,41000,37000,45000,60000,239000,568000,787000,996000,786000,340000,505000,710000,792000,872000,956000,1194000,1434000,1752000,1995000,,
Kiribati,KIR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3819000,4649000,4542000,3067000,4342000,5508000,6084000,7123000,7086000,8826000,10080000,11610000,13325000,11996000,9494000,12488000,12694000,13737000,14846000,16081000,19310000,22383000,26496000,28696000,,
Kuwait,KWT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878000,1051000,1097000,1264000,1209000,1236000,1666000,1725000,1774000,1928000,2173000,2529000,2649000,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20306561.9056025,22824929.3397209,23472047.309944,24948554.8120032,24575383.4491745,26655867.7234419,27412995.748603,25115726.9543108,25365945.9027971,28315725.3170643,30580638.2128453,32312715.7027561,35894396.3620644,36695122.4590143,36168808.5184488,39006094.6577663,43430905.6272608,46550859.3479786,47864956.3412391,51218983.5888814,55295764.182817,59469048.7746952,62095568.5421398,62036469.8162609,,
Lao PDR,LAO,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686000,1788000,2052000,2857000,3320000,3067000,3059000,3049000,3207000,,
Lebanon,LBN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484000,493000,650000,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23689091.4943206,26313128.1514849,27098960.6452035,28782812.7643859,28408876.7487517,30618291.3777127,31143157.7439618,28837223.1079771,29181700.6195733,32539541.3477509,35243200.8078499,37234825.7118202,40942980.6371077,41749715.0477814,40921804.5306583,44220054.8699896,49593031.3915604,53211794.5196494,55329001.6263537,59206936.1868485,63169894.9810226,67141148.8223849,70095338.1250517,70174053.937966,,
Least developed countries: UN classification,LDC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504000,494000,531000,518000,497000,524000,505000,533000,561000,680000,727000,757000,862000,966000,963000,1122000,1239000,1269000,1262000,1311000,1356000,1448000,1439000,1476000,,
Lower middle income,LMC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31259618.5421349,30660648.5216094,37241325.0029057,34961565.4865306,35565649.2293489,47217355.3429227,50953519.5855733,52459377.1126255,54525255.2378572,59379507.0138757,65446880.9191717,69718172.6841785,77496618.1768102,76576568.5667787,75567351.7395168,78811187.8619459,89171567.481444,97448275.4523829,108204761.14178,110935670.386279,120843900.289335,129077625.757235,137277639.230069,150489272.989029,,
Low & middle income,LMY,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114497446.23221,109891097.493774,118741403.119391,121083074.353937,126051722.558636,152954144.377351,165986463.515407,166752733.356549,177276447.752017,202011271.616547,221386508.938197,236862015.535154,262803065.655105,277748405.018733,277414533.003958,313158294.232253,356648704.202412,395854145.382801,444297096.638342,467751030.122281,482936180.99612,509090957.327014,551402287.152305,574143266.75359,,
Lesotho,LSO,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65159012.5900726,60396069.7408949,63477358.5192152,66908567.0878214,68813658.7971369,81470304.156051,89350800.5066059,90161619.5017221,98173718.6009325,112441340.120908,123723751.0872,136485673.634847,157884346.397527,172343805.157724,166623556.481858,186071464.051549,213474385.665456,241299061.527667,269237388.230857,284650615.349121,288327133.009794,301131343.198137,331319036.240809,350106877.241868,,
Lithuania,LTU,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925000,2864000,2981000,3241000,3487000,3632000,3390000,3584000,3502000,,1633000,1789000,1661000,1757000,1288000,1411000,1526000,1708000,1764000,1789000,1860000,1953000,2032000,2244000,,
Luxembourg,LUX,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694000,757000,809000,950000,923000,1049000,1021000,1100000,1185000,1084000,1132000,1190000,1362000,1237000,1643000,1580000,1624000,1815000,1702000,1588000,1802000,1989000,,
Latvia,LVA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573000,1650000,1530000,1398000,1246000,1362000,1242000,1250000,1265000,1368000,,
"Macao SAR, China",MAC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629000,645000,599000,606000,671000,753000,908000,1291000,1446000,1537000,1466000,1251000,1391000,1579000,,
St. Martin (French part),MAF,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317000,1212000,1203000,1275000,1545000,1508000,1701000,1533000,1612000,1603000,2247000,2135000,2669000,3421000,2293000,2175000,2378000,2323000,2195000,1850000,1910000,1864000,1849000,1923000,,
Monaco,MCO,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93300,117200,136100,146800,157600,180600,189800,177000,229000,264000,,
Madagascar,MDG,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39000,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,32000,33000,37000,42000,42000,41000,43000,44000,61000,77000,74000,102000,123000,,,,,,,,,,,,
Middle East & North Africa,MEA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8450000,9001000,8910000,9637000,10352000,11079000,12075000,11948000,11044000,12494000,13305000,14002000,15257000,14527000,14104000,14334000,14799000,15581000,15911000,18261000,19603000,20223000,19067000,19748000,,
Marshall Islands,MHL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103143118.518145,98760155.1824416,106443770.450965,108364483.031532,112182578.766714,136146834.044654,148509524.328834,149377920.391303,158302897.859019,180622637.054082,198194415.855121,213213858.417892,236958226.731097,249317857.721972,249082049.749136,280725864.094018,319659486.050154,354735603.012361,398225546.643042,419254385.436862,432921297.799503,456239726.189762,494146794.320676,514531490.051468,,
North Macedonia,MKD,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163000,168000,172000,167000,179000,200000,179000,157000,174000,203000,225000,257000,280000,261000,264000,294000,309000,331000,363000,391000,428000,497000,573000,667000,,
Myanmar,MMR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107000,120000,132000,143000,154000,163000,161000,162000,161000,180000,183000,186000,213000,226000,196000,212000,219000,237000,228000,223000,242000,260000,283000,296000,,
Malawi,MWI,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20642000,23333000,26165000,25631000,26067000,30532000,36248000,29866000,32201000,30761000,,,,,,,,,,,,,,,,
North America,NAC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69482144.9446349,71962828.79733,72330781.9040579,73334653.9669784,75580367.7651055,80498740.9498727,77791086.0231906,75769980.9668407,73987416.2109688,81403125.1337733,84599964.3908046,86397500.2952421,89221058.9147056,90704200.6992666,88350754.4032663,89758021.2704454,89676005.7174186,92990634.2873059,94332888.8258662,101722290.115645,106478192.001527,111522148.512675,120739896.521148,118619494.418504,,
Namibia,NAM,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000,64000,63000,68000,69000,69000,68000,72000,78000,89000,96000,100000,106000,112000,119000,132000,124000,121000,121000,124000,127000,134000,135000,139000,,
Niger,NER,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,10000,10000,10000,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255000,282000,330000,422000,452000,486000,499000,532000,562000,701000,740000,773000,949000,942000,858000,908000,912000,979000,994000,959000,925000,981000,982000,974000,,
Netherlands,NLD,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12313000,12807000,12858000,13553000,14184000,13896000,14214000,16719000,16425000,17130000,17039000,16695000,17523000,18399000,18340000,18368000,18560000,18628000,18094000,17928000,18070000,17938000,22095000,22115000,,
Norway,NOR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590000,692000,753000,,2271000,2394000,2348000,2629000,2588000,2960000,3166000,3236000,3395000,,6640000,7590000,8130000,9250000,9280000,9190000,8750000,8030000,8170000,8110000,,
Nepal,NPL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,119000,132000,122000,125000,155000,200000,238000,258000,286000,373000,415000,469000,561000,589000,765000,774000,862000,983000,,,,1197000,,,
Nauru,NRU,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920000,1093000,1132000,1166000,1185000,1283000,1287000,1293000,1374000,1733000,1872000,1861000,1978000,1967000,1918000,2026000,2096000,2172000,2197000,2276000,2412000,2611000,2853000,3038000,,
OECD members,OED,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345167518.40468,366254080.748789,379793378.136181,406761015.024295,403541918.991275,409887229.01536,409887229.01536,436699492.210123,464082415.067704,462460472.27652,482976278.810044,487992644.408725,477112115.021571,491935700.379071,497900391.141503,509129746.500212,519721975.177854,538581418.397508,562799483.26033,596453494.656475,631416814.961367,658490080.038815,,
Oman,OMN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060000,,,2018000,2248000,2263000,2062000,1645000,1873000,2446000,2888000,3103000,3358000,3838000,4167000,4473000,3350000,,
Other small states,OSS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185000,188000,194000,211000,221000,216000,200000,200000,227000,256000,285000,284000,314000,369000,336000,392000,414000,447000,619000,853000,740000,770000,917000,681000,,
Peru,PER,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508000,510000,577000,538000,513000,730000,1060000,1232000,1433000,1635000,1841000,1857000,1915000,1913000,1891000,2058000,2132000,2296000,2364000,2442000,2595000,2751000,2875000,3078000,,
Philippines,PHL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615000,2121000,1930000,1817000,1755000,1670000,1787000,1969000,1803000,1920000,2144000,2745000,3066000,3355000,3188000,,,,,3488000,5115000,5703000,,,,
Palau,PLW,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51000,,64000,65000,58000,52000,38000,92000,,,,,,,,,,,,,,,,,,
Poland,POL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200000,7300000,6900000,7600000,6300000,7100000,6300000,9300000,10050000,10300000,10900000,11300000,12000000,12800000,,
Pre-demographic dividend,PRE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237000,1184000,1251000,1250000,1134000,1259000,1331000,1227000,1272000,1361000,1410000,1468000,1441000,1438000,1116000,980000,924000,876000,839000,793000,746000,789000,792000,,,
"Korea, Dem. People’s Rep.",PRK,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361000,1490000,1502000,1893000,1941000,2195000,2486000,,
Paraguay,PRY,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427000,418000,369000,318000,281000,175000,157000,141000,153000,170000,188000,210000,242000,278000,288000,302000,347000,400000,440000,426000,1008000,1503000,1548000,1266000,,
West Bank and Gaza,PSE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380477370.353321,398916245.556315,416448574.943267,455223393.713274,455768909.399161,465863311.127828,460906439.159534,493319820.481291,521734016.205755,521670759.247994,549311706.938955,555694154.129009,547222307.872217,562535137.540028,572864092.353116,583273148.023201,593784077.756766,606784918.441403,632956076.540651,668714626.83064,704095025.473462,730981567.134786,,
French Polynesia,PYF,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63000,65000,,,,,,,,,,,,,88000,89000,84000,83000,,48000,55000,48000,55000,47000,,
Qatar,QAT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5737000,5748000,6243000,6893000,6274000,6388000,6408000,5757000,6497000,6972000,7140000,8906000,10980000,13072000,11723000,10905000,10936000,11149000,11364000,12299000,13118000,16128000,19953000,21039000,,
Russian Federation,RUS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21329000,12260000,11182000,10635000,12631000,18371000,18030000,20428000,20572000,24507000,28416000,29107000,34285000,36538000,34276000,39323000,43726000,47813000,54069000,45889000,34550000,31659000,39629000,41964000,,
Rwanda,RWA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5104212.17752535,5666330.19265309,5968835.46987043,6185555.66847389,6639313.5842999,7071625.23047243,7207075.3545996,7801927.14972473,8610112.89035016,9938652.85783077,11433119.2273672,12873405.5472527,15286675.258785,15117362.6036261,16943521.7787287,19125115.5531028,20658496.8691903,22014160.8856421,23161348.8390597,25431129.9501325,28138552.8270597,30194692.2477008,32864565.9790369,35959133.4949891,,
Saudi Arabia,SAU,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7896000,4104000,3811000,4403000,2000000,4126000,4087000,6032000,17827000,15281320,18671000,19153960,19824490,20819000,21207000,21146000,21866000,,
Sudan,SDN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195000,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2867000,3305000,3671000,3745000,3971000,4444000,4363000,4399000,4221000,5165000,5159000,5533000,6024000,6828000,6961000,7342000,7753000,8048000,8647000,8647000,8903000,9125000,9474000,9889000,,
Solomon Islands,SLB,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
