time,origin,dest,count 
1721,332,311,2 
1722,57,160,1 
1722,57,193,1 
1722,63,157,1 
1722,63,336,2 
1722,71,23,2 
1722,71,157,1 
1722,71,160,1 
1722,71,318,1 
1722,87,302,2 
1722,93,17,13 
1722,93,258,2 
1722,113,31,1 
1722,113,230,8 
1722,113,302,1 
1722,126,157,2 
1722,126,160,2 
1722,131,54,1 
1722,131,157,1 
1722,131,160,2 
1722,131,203,1 
1722,132,193,1 
1722,175,193,2 
1722,204,17,1 
1722,329,137,1 
1722,332,17,4 
1722,332,23,1 
1722,332,157,2 
1722,332,160,1 
1722,332,193,5 
1722,332,230,3 
1722,332,242,1 
1722,332,311,1 
1722,335,83,1 
1723,21,23,1 
1723,33,17,1 
1723,34,23,1 
1723,34,336,1 
1723,57,54,1 
1723,57,157,4 
1723,57,336,1 
1723,71,23,1 
1723,87,302,3 
1723,93,17,5 
1723,93,258,1 
1723,113,17,2 
1723,113,230,1 
1723,113,302,1 
1723,113,311,1 
1723,126,23,1 
1723,126,85,1 
1723,126,157,1 
1723,126,164,1 
1723,131,17,1 
1723,131,23,2 
1723,131,157,1 
1723,131,230,1 
1723,132,193,2 
1723,132,213,1 
1723,156,157,1 
1723,175,54,1 
1723,212,17,1 
1723,250,17,1 
1723,251,17,1 
1723,281,17,2 
1723,286,83,1 
1723,329,152,1 
1723,329,157,1 
1723,332,17,4 
1723,332,23,1 
1723,332,157,3 
1723,332,193,3 
1723,332,230,1 
1723,332,311,2 
1724,30,17,1 
1724,33,23,1 
1724,57,54,2 
1724,57,157,1 
1724,61,230,2 
1724,63,17,1 
1724,63,336,2 
1724,71,52,1 
1724,71,203,1 
1724,87,302,2 
1724,93,17,23 
1724,93,230,6 
1724,93,258,1 
1724,113,17,2 
1724,113,31,1 
1724,113,230,1 
1724,113,258,2 
1724,113,302,1 
1724,126,85,2 
1724,126,157,1 
1724,131,17,1 
1724,131,23,1 
1724,131,116,1 
1724,131,157,3 
1724,131,230,1 
1724,175,54,2 
1724,250,17,3 
1724,251,17,3 
1724,281,17,1 
1724,281,230,1 
1724,286,193,1 
1724,329,54,1 
1724,329,157,1 
1724,332,17,7 
1724,332,157,4 
1724,332,160,1 
1724,332,193,3 
1724,332,230,2 
1724,332,258,1 
1724,335,157,1 
1724,335,336,1 
1725,1,4,1 
1725,42,256,1 
1725,57,193,1 
1725,61,173,1 
1725,63,336,2 
1725,71,4,1 
1725,71,142,2 
1725,71,157,1 
1725,71,277,1 
1725,87,302,3 
1725,93,17,11 
1725,93,226,1 
1725,93,258,3 
1725,113,17,2 
1725,113,230,3 
1725,113,258,3 
1725,113,311,1 
1725,126,23,2 
1725,126,157,2 
1725,131,17,1 
1725,131,23,1 
1725,131,85,1 
1725,131,157,2 
1725,156,17,3 
1725,156,230,3 
1725,329,54,5 
1725,329,84,1 
1725,329,102,1 
1725,329,157,1 
1725,329,193,2 
1725,332,4,1 
1725,332,17,5 
1725,332,23,1 
1725,332,83,1 
1725,332,157,2 
1725,332,193,2 
1725,332,230,4 
1725,332,311,1 
1726,33,230,1 
1726,42,256,1 
1726,57,157,1 
1726,63,256,3 
1726,63,336,7 
1726,71,157,1 
1726,87,302,1 
1726,93,17,15 
1726,113,230,3 
1726,113,302,2 
1726,113,311,3 
1726,126,4,1 
1726,126,85,3 
1726,126,157,1 
1726,131,23,1 
1726,131,111,1 
1726,131,157,3 
1726,131,242,1 
1726,131,256,1 
1726,131,336,1 
1726,132,84,1 
1726,156,17,7 
1726,156,230,9 
1726,175,311,1 
1726,250,17,1 
1726,251,17,1 
1726,281,17,1 
1726,281,258,1 
1726,286,36,1 
1726,286,178,1 
1726,329,23,1 
1726,329,54,2 
1726,329,157,1 
1726,329,193,3 
1726,332,17,3 
1726,332,83,1 
1726,332,157,5 
1726,332,193,2 
1726,332,231,2 
1726,335,336,2 
1727,21,4,1 
1727,33,17,1 
1727,33,193,1 
1727,63,17,1 
1727,63,336,1 
1727,71,157,1 
1727,71,160,1 
1727,72,83,1 
1727,87,302,1 
1727,87,311,1 
1727,93,17,9 
1727,93,230,8 
1727,113,17,2 
1727,113,226,1 
1727,113,230,3 
1727,113,258,1 
1727,113,311,1 
1727,126,85,1 
1727,131,23,1 
1727,131,157,1 
1727,131,227,1 
1727,131,311,2 
1727,131,336,1 
1727,132,84,1 
1727,132,164,1 
1727,156,17,4 
1727,156,230,2 
1727,175,157,1 
1727,175,336,1 
1727,183,54,1 
1727,239,193,1 
1727,239,231,1 
1727,281,17,1 
1727,281,258,1 
1727,329,336,1 
1727,332,17,1 
1727,332,23,3 
1727,332,84,1 
1727,332,157,1 
1727,332,173,1 
1727,332,193,5 
1727,332,230,2 
1728,20,23,1 
1728,20,85,1 
1728,29,258,1 
1728,30,193,2 
1728,42,160,1 
1728,63,23,1 
1728,63,336,1 
1728,71,4,1 
1728,93,17,21 
1728,93,226,1 
1728,93,230,5 
1728,113,230,1 
1728,113,311,2 
1728,126,4,2 
1728,126,85,2 
1728,126,194,1 
1728,131,160,1 
1728,132,164,1 
1728,132,213,2 
1728,183,54,1 
1728,250,17,1 
1728,251,17,1 
1728,281,17,1 
1728,281,258,1 
1728,329,193,1 
1728,332,9,2 
1728,332,17,2 
1728,332,157,1 
1728,332,160,3 
1728,332,164,1 
1728,332,193,3 
1728,332,231,1 
1729,21,173,1 
1729,29,17,1 
1729,30,193,1 
1729,34,23,2 
1729,34,160,1 
1729,39,173,1 
1729,42,23,2 
1729,57,160,1 
1729,57,193,1 
1729,63,23,1 
1729,63,160,4 
1729,71,23,1 
1729,93,17,18 
1729,93,226,1 
1729,93,230,4 
1729,113,17,1 
1729,113,230,4 
1729,126,4,3 
1729,126,23,2 
1729,126,84,1 
1729,126,85,1 
1729,131,160,6 
1729,131,193,1 
1729,132,164,1 
1729,132,213,1 
1729,156,160,1 
1729,156,227,1 
1729,156,311,2 
1729,175,193,1 
1729,329,160,1 
1729,332,160,1 
1729,332,193,4 
1729,332,231,1 
1729,335,23,1 
1730,33,157,1 
1730,33,193,2 
1730,42,23,1 
1730,42,85,1 
1730,42,157,5 
1730,42,160,1 
1730,42,336,1 
1730,57,54,1 
1730,57,157,1 
1730,57,193,1 
1730,63,23,1 
1730,63,157,2 
1730,93,17,9 
1730,93,230,5 
1730,113,230,2 
1730,113,311,1 
1730,125,157,1 
1730,126,23,1 
1730,126,84,1 
1730,126,85,1 
1730,126,157,1 
1730,131,23,1 
1730,131,157,2 
1730,131,160,1 
1730,132,164,1 
1730,156,4,1 
1730,156,17,1 
1730,156,23,1 
1730,156,193,1 
1730,156,311,2 
1730,175,23,1 
1730,175,157,2 
1730,175,193,1 
1730,175,311,1 
1730,183,54,2 
1730,212,230,1 
1730,281,17,1 
1730,329,23,1 
1730,329,54,1 
1730,329,85,1 
1730,329,157,4 
1730,329,193,2 
1730,332,4,1 
1730,332,17,2 
1730,332,83,1 
1730,332,157,1 
1730,332,193,4 
1730,332,230,1 
1731,33,193,1 
1731,34,23,1 
1731,34,256,1 
1731,42,85,2 
1731,42,157,4 
1731,57,54,2 
1731,57,85,2 
1731,57,123,1 
1731,61,17,2 
1731,63,23,2 
1731,63,85,1 
1731,72,23,1 
1731,75,17,1 
1731,93,17,28 
1731,113,17,2 
1731,113,116,1 
1731,113,230,3 
1731,113,311,1 
1731,125,157,2 
1731,126,6,1 
1731,126,23,2 
1731,126,85,2 
1731,126,173,1 
1731,126,194,1 
1731,126,291,1 
1731,131,23,2 
1731,131,157,1 
1731,156,17,1 
1731,156,23,1 
1731,156,193,3 
1731,156,227,1 
1731,156,311,1 
1731,175,54,1 
1731,175,84,1 
1731,175,157,2 
1731,239,193,1 
1731,281,17,2 
1731,286,4,1 
1731,329,23,1 
1731,329,54,1 
1731,332,23,1 
1731,332,52,1 
1731,332,157,1 
1731,332,193,2 
1731,335,4,1 
1732,33,311,1 
1732,42,23,1 
1732,42,157,3 
1732,42,320,1 
1732,42,336,1 
1732,57,157,1 
1732,63,85,3 
1732,63,157,4 
1732,71,157,3 
1732,93,17,12 
1732,113,230,4 
1732,113,311,2 
1732,126,62,1 
1732,126,85,1 
1732,126,157,1 
1732,126,173,1 
1732,126,219,1 
1732,126,336,1 
1732,131,4,1 
1732,131,23,1 
1732,131,31,1 
1732,131,157,3 
1732,156,17,1 
1732,156,23,1 
1732,156,157,1 
1732,156,193,3 
1732,156,311,1 
1732,175,157,1 
1732,186,193,2 
1732,212,157,1 
1732,212,336,1 
1732,281,17,3 
1732,329,54,2 
1732,329,157,1 
1732,329,193,1 
1732,329,194,1 
1732,329,336,1 
1732,335,23,1 
1733,57,85,3 
1733,57,193,1 
1733,61,17,1 
1733,63,4,1 
1733,63,85,1 
1733,63,336,2 
1733,87,4,1 
1733,93,17,9 
1733,93,226,1 
1733,93,230,5 
1733,93,258,1 
1733,113,17,1 
1733,113,230,3 
1733,113,311,2 
1733,126,62,1 
1733,126,85,2 
1733,126,157,1 
1733,126,173,2 
1733,126,179,1 
1733,126,320,1 
1733,175,157,1 
1733,175,291,1 
1733,175,336,1 
1733,186,157,2 
1733,186,291,1 
1733,239,193,1 
1733,250,17,1 
1733,250,173,1 
1733,251,17,1 
1733,251,173,1 
1733,281,17,2 
1733,329,17,1 
1733,329,157,4 
1733,332,17,1 
1733,332,193,1 
1734,30,23,1 
1734,34,62,1 
1734,42,23,1 
1734,57,157,1 
1734,63,85,1 
1734,87,4,1 
1734,93,17,13 
1734,93,226,2 
1734,113,17,1 
1734,113,31,1 
1734,113,230,5 
1734,113,258,1 
1734,113,311,3 
1734,126,23,1 
1734,126,62,1 
1734,126,85,2 
1734,126,173,1 
1734,126,229,1 
1734,126,292,1 
1734,126,320,1 
1734,126,336,1 
1734,131,4,1 
1734,131,85,1 
1734,131,102,1 
1734,131,157,1 
1734,156,193,1 
1734,156,311,1 
1734,163,230,1 
1734,281,17,2 
1734,329,54,1 
1734,329,85,3 
1734,329,157,1 
1734,329,281,1 
1734,329,336,2 
1734,332,157,1 
1734,332,193,2 
1735,33,17,1 
1735,33,193,2 
1735,42,157,1 
1735,42,336,1 
1735,57,193,1 
1735,61,173,1 
1735,63,336,1 
1735,93,17,16 
1735,93,226,1 
1735,93,230,3 
1735,113,31,1 
1735,113,230,5 
1735,113,311,2 
1735,126,256,1 
1735,131,85,1 
1735,131,336,1 
1735,281,17,1 
1735,329,85,7 
1735,329,336,1 
1735,332,23,1 
1735,332,84,1 
1735,332,193,1 
1735,332,231,1 
1735,332,274,1 
1736,33,230,1 
1736,34,85,2 
1736,39,258,1 
1736,42,179,1 
1736,42,336,1 
1736,57,85,1 
1736,57,157,1 
1736,57,292,1 
1736,61,173,1 
1736,63,336,1 
1736,72,157,1 
1736,93,17,7 
1736,93,230,1 
1736,113,31,1 
1736,113,230,1 
1736,113,311,3 
1736,126,85,1 
1736,126,179,1 
1736,126,320,1 
1736,126,336,2 
1736,131,102,1 
1736,131,157,1 
1736,131,257,1 
1736,131,302,1 
1736,131,311,1 
1736,132,84,1 
1736,175,23,1 
1736,175,85,2 
1736,281,17,3 
1736,329,27,1 
1736,329,54,2 
1736,329,85,4 
1736,329,193,2 
1736,329,203,1 
1736,332,84,1 
1737,34,157,1 
1737,42,203,1 
1737,57,4,1 
1737,57,54,2 
1737,57,85,2 
1737,57,157,2 
1737,63,157,1 
1737,70,193,1 
1737,75,173,1 
1737,93,17,11 
1737,93,230,1 
1737,113,4,1 
1737,113,17,1 
1737,113,230,2 
1737,113,311,1 
1737,126,44,1 
1737,126,256,1 
1737,126,292,2 
1737,126,320,1 
1737,131,23,2 
1737,131,311,1 
1737,132,193,1 
1737,175,85,1 
1737,175,157,1 
1737,186,193,1 
1737,186,194,2 
1737,281,17,3 
1737,329,85,4 
1737,329,157,3 
1737,329,336,1 
1737,332,193,3 
1737,335,157,1 
1738,29,17,1 
1738,29,258,1 
1738,33,230,1 
1738,57,85,1 
1738,57,193,1 
1738,63,17,1 
1738,71,4,1 
1738,75,215,1 
1738,93,17,16 
1738,113,227,1 
1738,115,193,1 
1738,126,85,2 
1738,126,256,1 
1738,131,102,1 
1738,131,193,1 
1738,131,203,1 
1738,186,193,1 
1738,329,85,5 
1738,329,292,1 
1738,329,320,1 
1738,329,336,1 
1738,332,84,1 
1738,332,274,3 
1739,34,23,1 
1739,42,23,1 
1739,42,85,1 
1739,57,23,1 
1739,57,157,2 
1739,57,194,1 
1739,63,23,1 
1739,63,85,2 
1739,63,157,1 
1739,71,23,1 
1739,93,17,11 
1739,113,311,1 
1739,115,98,1 
1739,115,274,1 
1739,126,44,1 
1739,126,85,1 
1739,126,256,1 
1739,130,244,1 
1739,131,4,1 
1739,131,23,1 
1739,131,31,1 
1739,131,157,2 
1739,131,274,1 
1739,131,336,1 
1739,132,193,1 
1739,175,85,1 
1739,175,157,1 
1739,175,193,1 
1739,183,307,1 
1739,186,23,1 
1739,186,157,1 
1739,186,256,1 
1739,250,98,1 
1739,251,98,1 
1739,281,17,3 
1739,329,23,2 
1739,329,85,1 
1739,329,121,1 
1739,329,194,1 
1739,332,193,1 
1739,332,274,1 
1739,332,320,1 
1739,335,23,1 
1739,335,98,1 
1740,14,311,1 
1740,34,336,1 
1740,39,17,1 
1740,42,157,3 
1740,42,336,2 
1740,57,157,1 
1740,61,188,1 
1740,63,23,1 
1740,63,85,1 
1740,63,157,3 
1740,63,194,1 
1740,63,219,1 
1740,63,336,1 
1740,72,98,1 
1740,87,116,1 
1740,93,17,17 
1740,93,230,3 
1740,115,157,1 
1740,115,193,1 
1740,126,23,2 
1740,126,256,1 
1740,131,4,1 
1740,131,102,1 
1740,131,157,1 
1740,132,231,1 
1740,186,23,1 
1740,186,84,1 
1740,186,85,1 
1740,186,157,1 
1740,212,157,1 
1740,281,17,3 
1740,329,84,1 
1740,329,85,1 
1740,329,193,1 
1740,332,193,1 
1740,335,23,1 
1741,29,258,2 
1741,39,157,1 
1741,42,23,1 
1741,42,157,2 
1741,57,84,1 
1741,61,188,1 
1741,63,23,2 
1741,63,320,1 
1741,63,336,1 
1741,72,311,3 
1741,93,17,5 
1741,93,230,1 
1741,113,84,3 
1741,115,17,1 
1741,115,274,1 
1741,125,157,1 
1741,131,23,1 
1741,131,157,1 
1741,329,193,2 
1741,335,311,1 
1742,14,311,1 
1742,29,258,2 
1742,33,17,1 
1742,42,4,1 
1742,42,160,4 
1742,42,336,1 
1742,57,194,1 
1742,63,23,2 
1742,63,160,2 
1742,63,194,1 
1742,63,320,1 
1742,87,311,1 
1742,93,17,23 
1742,93,230,3 
1742,115,98,1 
1742,115,193,2 
1742,131,23,1 
1742,131,157,1 
1742,131,160,1 
1742,132,193,1 
1742,175,160,1 
1742,175,193,2 
1742,186,254,1 
1742,250,193,1 
1742,251,193,1 
1742,281,17,1 
1742,329,4,1 
1742,332,193,1 
1743,14,311,2 
1743,42,23,2 
1743,42,157,1 
1743,42,160,6 
1743,42,320,1 
1743,42,336,2 
1743,57,54,1 
1743,57,84,1 
1743,61,188,1 
1743,63,157,1 
1743,63,160,3 
1743,63,320,1 
1743,70,4,1 
1743,71,4,1 
1743,72,31,1 
1743,72,311,1 
1743,75,173,1 
1743,75,258,1 
1743,87,84,1 
1743,87,311,2 
1743,93,17,5 
1743,115,84,2 
1743,115,160,1 
1743,126,44,1 
1743,126,157,1 
1743,126,160,2 
1743,126,194,1 
1743,130,193,1 
1743,131,23,1 
1743,131,160,1 
1743,131,311,1 
1743,131,322,1 
1743,175,193,2 
1743,186,84,1 
1743,281,17,1 
1743,286,213,1 
1743,290,216,1 
1743,329,54,1 
1743,329,160,2 
1743,329,193,1 
1743,332,83,1 
1743,332,98,1 
1743,332,193,1 
1743,332,274,1 
1743,335,311,1 
1744,30,23,1 
1744,30,160,2 
1744,30,193,1 
1744,42,23,1 
1744,42,85,1 
1744,42,160,9 
1744,57,84,2 
1744,57,85,1 
1744,57,116,1 
1744,57,193,1 
1744,61,17,1 
1744,63,23,2 
1744,63,85,1 
1744,63,160,3 
1744,63,320,1 
1744,63,336,1 
1744,71,193,1 
1744,72,311,1 
1744,75,4,1 
1744,87,116,1 
1744,87,311,4 
1744,88,83,1 
1744,93,17,19 
1744,113,193,1 
1744,115,193,1 
1744,126,157,1 
1744,126,160,4 
1744,126,256,1 
1744,131,23,1 
1744,131,123,1 
1744,131,160,3 
1744,132,193,1 
1744,175,84,1 
1744,186,84,1 
1744,250,279,1 
1744,251,279,1 
1744,281,17,3 
1744,329,23,2 
1744,329,83,1 
1744,329,160,3 
1744,329,193,3 
1744,332,52,1 
1744,332,193,3 
1744,335,160,1 
1744,335,311,1 
1745,30,160,2 
1745,42,160,2 
1745,57,193,2 
1745,61,17,1 
1745,61,173,1 
1745,63,160,2 
1745,87,311,2 
1745,93,17,4 
1745,93,230,1 
1745,115,193,1 
1745,126,256,1 
1745,126,336,1 
1745,163,230,2 
1745,175,193,1 
1745,250,17,1 
1745,251,17,1 
1745,287,160,1 
1745,329,193,1 
1745,332,193,1 
1746,42,23,1 
1746,42,160,4 
1746,42,193,1 
1746,42,336,1 
1746,63,160,2 
1746,72,311,1 
1746,87,311,3 
1746,93,17,8 
1746,93,230,2 
1746,113,311,1 
1746,126,256,1 
1746,131,102,1 
1746,131,336,1 
1746,163,230,1 
1746,250,17,1 
1746,251,17,1 
1746,281,17,2 
1746,329,160,1 
1746,332,17,2 
1747,29,17,2 
1747,29,258,2 
1747,42,160,1 
1747,61,17,1 
1747,87,311,3 
1747,93,17,16 
1747,93,230,2 
1747,115,17,2 
1747,131,102,1 
1747,131,160,1 
1747,131,311,1 
1747,175,84,1 
1747,250,17,2 
1747,251,17,2 
1747,281,17,1 
1747,281,160,1 
1747,329,160,3 
1748,29,17,3 
1748,30,315,1 
1748,41,311,2 
1748,42,52,1 
1748,42,160,4 
1748,57,231,1 
1748,63,160,2 
1748,63,203,1 
1748,71,23,1 
1748,87,311,1 
1748,93,17,13 
1748,93,230,4 
1748,113,311,1 
1748,131,44,1 
1748,131,102,1 
1748,131,160,9 
1748,163,230,1 
1748,212,34,1 
1748,250,17,2 
1748,251,17,2 
1748,281,17,1 
1748,329,4,1 
1748,329,157,1 
1748,329,160,7 
1748,329,246,1 
1748,332,4,1 
1749,1,193,1 
1749,29,17,6 
1749,30,157,1 
1749,33,102,1 
1749,33,311,1 
1749,34,320,1 
1749,42,23,4 
1749,42,157,2 
1749,42,160,4 
1749,42,336,1 
1749,57,23,1 
1749,57,84,1 
1749,57,98,1 
1749,57,160,1 
1749,63,4,1 
1749,63,157,2 
1749,63,160,1 
1749,63,320,1 
1749,63,336,1 
1749,75,258,1 
1749,87,116,1 
1749,87,311,1 
1749,93,17,14 
1749,93,230,2 
1749,113,193,1 
1749,115,193,1 
1749,126,23,1 
1749,126,85,2 
1749,131,4,2 
1749,131,85,1 
1749,131,102,3 
1749,131,157,1 
1749,131,160,3 
1749,131,215,1 
1749,175,274,1 
1749,186,4,1 
1749,186,160,1 
1749,186,193,1 
1749,186,311,2 
1749,186,320,2 
1749,250,17,1 
1749,251,17,1 
1749,329,4,1 
1749,329,84,1 
1749,329,160,1 
1749,329,193,1 
1749,332,84,1 
1749,332,193,2 
1750,20,193,1 
1750,29,17,17 
1750,30,23,1 
1750,34,4,1 
1750,34,23,1 
1750,34,85,1 
1750,34,203,1 
1750,34,315,1 
1750,34,320,3 
1750,42,23,6 
1750,42,85,1 
1750,42,157,2 
1750,57,84,1 
1750,57,193,1 
1750,63,23,3 
1750,71,23,1 
1750,71,157,1 
1750,72,4,1 
1750,87,116,1 
1750,87,311,1 
1750,93,17,12 
1750,93,230,3 
1750,115,193,2 
1750,126,23,1 
1750,126,85,1 
1750,126,157,1 
1750,131,23,1 
1750,131,157,6 
1750,131,193,1 
1750,163,311,1 
1750,175,84,1 
1750,175,243,1 
1750,186,84,2 
1750,186,160,1 
1750,186,311,1 
1750,281,17,1 
1750,329,23,1 
1750,329,123,1 
1750,329,193,2 
1750,332,193,5 
1750,332,243,1 
1750,332,244,1 
1750,335,23,1 
1750,335,85,1 
1750,335,193,1 
1751,1,193,1 
1751,29,17,2 
1751,30,23,1 
1751,33,193,2 
1751,33,243,1 
1751,34,52,1 
1751,34,193,1 
1751,42,23,5 
1751,42,157,3 
1751,42,160,1 
1751,42,231,1 
1751,42,283,1 
1751,42,315,1 
1751,42,320,1 
1751,57,17,1 
1751,57,84,1 
1751,57,193,1 
1751,57,243,1 
1751,61,173,1 
1751,63,23,1 
1751,63,157,2 
1751,63,160,1 
1751,71,4,1 
1751,71,157,1 
1751,72,311,2 
1751,87,311,1 
1751,93,17,15 
1751,93,230,1 
1751,93,281,1 
1751,115,193,3 
1751,126,23,2 
1751,126,85,1 
1751,126,157,1 
1751,126,320,1 
1751,130,193,1 
1751,131,102,1 
1751,131,193,1 
1751,131,215,1 
1751,131,315,1 
1751,163,17,1 
1751,175,193,3 
1751,212,23,1 
1751,239,193,1 
1751,281,17,1 
1751,286,193,1 
1751,287,257,1 
1751,329,83,1 
1751,329,85,2 
1751,329,193,3 
1751,329,229,1 
1751,329,336,1 
1751,332,84,1 
1751,332,193,1 
1751,332,243,1 
1751,335,23,1 
1751,335,193,2 
1752,3,256,1 
1752,20,193,1 
1752,29,17,4 
1752,30,315,1 
1752,33,17,1 
1752,34,336,1 
1752,39,188,1 
1752,42,23,5 
1752,42,85,1 
1752,42,160,4 
1752,42,230,1 
1752,42,292,1 
1752,42,315,1 
1752,42,320,2 
1752,42,336,1 
1752,57,193,1 
1752,61,173,1 
1752,63,23,2 
1752,63,84,1 
1752,63,85,3 
1752,63,160,4 
1752,63,320,1 
1752,63,336,1 
1752,71,157,1 
1752,71,160,4 
1752,72,31,1 
1752,72,311,2 
1752,75,173,1 
1752,75,225,1 
1752,87,193,1 
1752,87,311,1 
1752,93,17,13 
1752,93,230,1 
1752,124,52,1 
1752,126,23,3 
1752,126,141,1 
1752,126,256,1 
1752,126,320,1 
1752,126,336,2 
1752,130,193,1 
1752,131,6,1 
1752,131,23,1 
1752,131,85,1 
1752,131,102,2 
1752,131,160,6 
1752,131,336,1 
1752,132,193,1 
1752,175,193,1 
1752,175,274,1 
1752,212,23,3 
1752,212,85,1 
1752,212,320,1 
1752,250,193,1 
1752,251,193,1 
1752,286,173,1 
1752,287,23,1 
1752,329,4,1 
1752,329,23,1 
1752,329,54,2 
1752,329,84,1 
1752,329,160,1 
1752,329,179,1 
1752,329,256,1 
1752,329,336,2 
1752,332,4,1 
1752,332,230,1 
1752,332,274,1 
1752,335,23,3 
1752,335,160,4 
1752,335,193,1 
1752,335,311,1 
1753,14,311,1 
1753,25,160,1 
1753,29,17,8 
1753,29,230,1 
1753,29,258,2 
1753,30,160,1 
1753,39,17,1 
1753,39,225,2 
1753,42,23,7 
1753,42,160,3 
1753,42,243,1 
1753,42,336,1 
1753,57,193,2 
1753,63,23,4 
1753,63,160,4 
1753,72,4,1 
1753,93,17,14 
1753,93,230,4 
1753,126,4,1 
1753,126,23,3 
1753,126,85,4 
1753,131,160,4 
1753,131,291,1 
1753,131,311,1 
1753,163,311,1 
1753,175,84,2 
1753,175,244,1 
1753,186,4,1 
1753,186,84,1 
1753,204,258,2 
1753,281,17,2 
1753,287,23,1 
1753,329,23,2 
1753,329,84,1 
1753,329,160,1 
1753,329,193,1 
1753,329,229,1 
1753,329,291,1 
1753,332,4,1 
1753,332,193,1 
1753,332,274,1 
1753,335,23,1 
1753,335,84,1 
1753,335,160,2 
1754,20,23,1 
1754,25,23,1 
1754,25,160,1 
1754,29,17,5 
1754,30,160,1 
1754,33,243,1 
1754,42,23,8 
1754,42,160,5 
1754,42,243,1 
1754,42,246,1 
1754,57,4,1 
1754,63,23,2 
1754,63,84,2 
1754,63,160,4 
1754,71,160,1 
1754,72,4,1 
1754,72,311,1 
1754,87,311,1 
1754,93,17,7 
1754,93,230,3 
1754,115,84,1 
1754,115,243,1 
1754,126,23,5 
1754,126,85,5 
1754,126,160,1 
1754,126,192,1 
1754,126,203,3 
1754,126,215,2 
1754,126,291,1 
1754,130,193,1 
1754,131,85,2 
1754,131,160,1 
1754,131,203,1 
1754,131,311,4 
1754,163,230,1 
1754,163,311,2 
1754,175,84,3 
1754,175,193,1 
1754,186,243,1 
1754,186,311,2 
1754,212,23,1 
1754,212,85,1 
1754,212,160,3 
1754,239,160,1 
1754,281,17,2 
1754,286,243,1 
1754,287,23,1 
1754,287,85,1 
1754,329,23,3 
1754,329,160,3 
1754,329,193,1 
1754,332,17,1 
1754,332,84,1 
1754,332,193,1 
1754,332,243,1 
1754,334,157,1 
1754,335,23,3 
1754,335,160,1 
1754,335,193,1 
1754,335,311,2 
1755,20,193,1 
1755,21,311,1 
1755,29,17,4 
1755,30,23,2 
1755,30,30,1 
1755,30,160,2 
1755,33,243,2 
1755,33,311,1 
1755,34,85,1 
1755,34,320,1 
1755,35,23,1 
1755,39,188,1 
1755,39,225,1 
1755,42,23,4 
1755,42,160,6 
1755,57,84,1 
1755,63,23,1 
1755,63,160,7 
1755,64,85,1 
1755,71,23,2 
1755,71,160,2 
1755,72,311,2 
1755,87,311,2 
1755,93,17,10 
1755,93,230,5 
1755,113,31,1 
1755,113,311,1 
1755,115,17,1 
1755,115,274,1 
1755,126,4,1 
1755,126,23,4 
1755,126,52,1 
1755,126,85,6 
1755,126,160,4 
1755,126,173,1 
1755,131,23,1 
1755,131,160,11 
1755,163,311,1 
1755,175,84,1 
1755,175,274,1 
1755,186,83,1 
1755,186,84,1 
1755,186,85,1 
1755,212,23,1 
1755,212,160,2 
1755,282,17,1 
1755,286,157,1 
1755,287,23,1 
1755,329,4,1 
1755,329,84,2 
1755,329,160,3 
1755,329,193,1 
1755,332,17,2 
1755,332,160,1 
1755,334,160,1 
1755,335,23,4 
1755,335,85,1 
1755,335,157,1 
1755,335,160,10 
1756,20,291,1 
1756,29,17,1 
1756,29,258,1 
1756,30,4,1 
1756,30,160,1 
1756,33,301,1 
1756,34,83,1 
1756,42,23,5 
1756,42,85,1 
1756,42,160,4 
1756,61,193,1 
1756,61,225,1 
1756,63,9,1 
1756,63,23,1 
1756,63,85,1 
1756,63,135,1 
1756,63,160,2 
1756,63,193,1 
1756,64,23,1 
1756,72,311,1 
1756,87,311,3 
1756,93,17,19 
1756,93,230,6 
1756,113,311,1 
1756,126,23,6 
1756,126,85,5 
1756,126,157,3 
1756,126,203,2 
1756,126,291,1 
1756,131,123,1 
1756,131,160,3 
1756,131,311,4 
1756,186,135,1 
1756,186,193,1 
1756,212,85,1 
1756,239,160,2 
1756,250,17,1 
1756,250,135,1 
1756,251,17,1 
1756,251,135,1 
1756,282,17,1 
1756,287,6,1 
1756,287,157,1 
1756,329,23,1 
1756,329,157,3 
1756,329,160,2 
1756,332,157,1 
1756,332,160,1 
1756,335,23,4 
1756,335,160,4 
1756,335,193,2 
1756,335,311,1 
1757,29,17,1 
1757,30,160,1 
1757,39,173,1 
1757,39,188,1 
1757,42,23,2 
1757,42,84,1 
1757,42,160,3 
1757,42,193,1 
1757,61,188,1 
1757,63,23,1 
1757,63,85,2 
1757,64,193,1 
1757,71,157,1 
1757,72,31,1 
1757,72,311,1 
1757,93,17,18 
1757,93,230,4 
1757,113,311,2 
1757,124,23,1 
1757,126,4,2 
1757,126,23,1 
1757,126,85,3 
1757,126,112,1 
1757,126,157,1 
1757,126,160,2 
1757,126,193,2 
1757,126,203,2 
1757,126,257,1 
1757,126,301,1 
1757,126,315,1 
1757,131,23,3 
1757,131,157,2 
1757,131,160,3 
1757,131,311,1 
1757,282,17,1 
1757,287,23,1 
1757,329,160,4 
1757,332,244,1 
1757,335,23,1 
1757,335,157,2 
1757,335,302,1 
1758,21,84,1 
1758,21,85,1 
1758,29,17,1 
1758,30,85,1 
1758,30,193,1 
1758,39,188,1 
