T_NAME,T_Status,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADMT_PCOD,POINT_X,POINT_Y
Asayita,Zonal Capital,Asayita town,ET020111,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET02011100,41.43274989090,11.57362725560
Wegel T'ena,Wereda Capital,Delanta,ET030406,South Wello,ET0304,Amhara,ET03,Ethiopia,ET03040601,39.21581903560,11.59263272920
Bahir Dar,Regional Capital,Bahir Dar town,ET030712,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET03071200,37.38624192330,11.59098036630
Chifra,Wereda Capital,Chifra,ET020106,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET02010601,40.01514831020,11.60076937730
Kon,Wereda Capital,Wadla,ET030305,North Wello,ET0303,Amhara,ET03,Ethiopia,ET03030501,38.93035390030,11.60639119240
Arb Gebeya,Wereda Capital,Tach Gayint,ET030206,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET03020601,38.53559278030,11.61306965690
Mekaneyesus,Wereda Capital,East Esite,ET030208,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET03020801,38.06050322420,11.61239590950
Mersa,Wereda Capital,Mersa town,ET030397,North Wello,ET0303,Amhara,ET03,Ethiopia,ET03039701,39.65775460190,11.65994712270
Anbesame,Wereda Capital,Dera (AM),ET030209,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET03020901,37.62934192280,11.70720356730
Nifas Mewcha,Wereda Capital,Nefas Mewicha town,ET030215,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET03021501,38.47110487180,11.73646567100
Dubti,Wereda Capital,Dubti town,ET020107,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET02010701,41.07699404120,11.74637432410
Filahit,Wereda Capital,Meket,ET030304,North Wello,ET0303,Amhara,ET03,Ethiopia,ET03030401,38.75356986500,11.75969899220
Semera,Regional Capital,Samera Logiya town,ET020198,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET02019800,41.00567509230,11.78739106250
Alele Subula,Wereda Capital,Euwa,ET020402,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET02040201,39.91871946370,11.82142801870
Weldiya,Zonal Capital,Woldiya town,ET030309,North Wello,ET0303,Amhara,ET03,Ethiopia,ET03030900,39.59174423730,11.82527415090
Debre Tabor,Zonal Capital,Debre Tabor town,ET030210,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET03021000,38.00905033400,11.85140166840
Wereta,Wereda Capital,Woreta town,ET030293,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET03029301,37.69441133420,11.92389103410
Shahura,Wereda Capital,Alfa,ET031115,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET03111501,36.86991372270,11.93076896070
Muja,Wereda Capital,Gidan,ET030303,North Wello,ET0303,Amhara,ET03,Ethiopia,ET03030301,39.28374387630,12.00551205090
Lalibela,Wereda Capital,Lalibela town,ET030398,North Wello,ET0303,Amhara,ET03,Ethiopia,ET03039801,39.04051429350,12.03169833810
Elida'ar,Wereda Capital,Elidar,ET020102,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET02010201,41.92553429990,12.04715194120
Aghissa,Wereda Capital,Mena Meketewa,ET030213,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET03021301,38.36582868710,12.06588811830
Derayitu,Wereda Capital,Awra (AF),ET020401,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET02040101,40.06995565630,12.07790179400
Addis Zemen,Wereda Capital,Adisezemen town,ET030299,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET03029901,37.78327132330,12.12421964100
Ebinat,Wereda Capital,Ebenat,ET030201,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET03020101,38.04621262800,12.12858053690
Keliwan,Zonal Capital,Gulina,ET020405,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET02040500,39.98404496560,12.14254692470
Kobo,Wereda Capital,Kobo town,ET030399,North Wello,ET0303,Amhara,ET03,Ethiopia,ET03039901,39.63195219320,12.16087276210
Delgi,Wereda Capital,Takusa,ET031121,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET03112101,37.05065011300,12.19431141770
Gelegu,Wereda Capital,Quara,ET031214,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET03121401,35.89921720380,12.19922527950
Chwahit,Wereda Capital,West Dembiya,ET031125,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET03112501,37.22596652640,12.33115036350
Maksenyit,Wereda Capital,Gonder Zuria,ET031110,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET0311101,37.55398262090,12.38127923270
Guhala,Wereda Capital,East Belesa,ET031117,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET03111701,38.08540633060,12.40643764480
Alamata,Wereda Capital,Alamata town,ET010411,Southern,ET0104,Tigray,ET01,Ethiopia,ET01041101,39.55879606480,12.41456469050
Amed Werk,Wereda Capital,Dehana,ET030803,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET03080301,38.71525757160,12.42943301180
Kolla Debba,Wereda Capital,East Dembia,ET031111,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET03111101,37.32608609510,12.42696819740
Arbaya,Wereda Capital,West Belesa,ET031116,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET03111601,37.82625653450,12.47591874910
Alelu,Wereda Capital,Teru,ET020403,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET02040301,40.31344193100,12.47977472140
Korem,Wereda Capital,Korem town,ET010410,Southern,ET0104,Tigray,ET01,Ethiopia,ET01041001,39.51824666460,12.50383220230
Chercher,Wereda Capital,Chercher,ET010414,Southern,ET0104,Tigray,ET01,Ethiopia,ET01041401,39.77170483120,12.53928318400
Aykel,Wereda Capital,Aykel town,ET031199,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET03119901,37.06268559590,12.55024443990
Sek'ot'a,Zonal Capital,Sekota town,ET030807,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET03080700,39.03029606680,12.62801124610
Gondar,Zonal Capital,Gonder town,ET031118,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET03111800,37.46825911060,12.62807834920
Tikil Dingay,Wereda Capital,Lay Armacho,ET031108,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET03110801,37.41336898790,12.74159581350
Amba Giorgis,Wereda Capital,Wegera,ET031109,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET03110901,37.62404894880,12.76797847170
Tsitsika,Wereda Capital,Zequala,ET030801,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET03080101,38.79521298880,12.77541973410
Maichew,Zonal Capital,Maichew town,ET010409,Southern,ET0104,Tigray,ET01,Ethiopia,ET01040900,39.53850360690,12.78488898960
Genda Wuha,Zonal Capital,Gendawuha town,ET031292,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET03129200,36.40414778610,12.77659400360
Mekhoni,Wereda Capital,Mekhoni town,ET010412,Southern,ET0104,Tigray,ET01,Ethiopia,ET01041201,39.64535734600,12.80294957210
Adishuhu,Wereda Capital,Emba Alaje,ET010404,Southern,ET0104,Tigray,ET01,Ethiopia,ET01040401,39.51425149160,12.93502047370
Dabat,Wereda Capital,Dabat town,ET030106,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET03010601,37.76463325430,12.98305737250
Sanja,Wereda Capital,Tach Armacho,ET031120,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET03112001,37.29348134200,12.98982048700
Mekane Berhan,Wereda Capital,Janamora,ET030103,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET03010301,38.10301164000,13.00634470040
Dela,Wereda Capital,Selewa,ET010401,Southern,ET0104,Tigray,ET01,Ethiopia,ET01040101,39.33950371490,13.00853396950
Adikeyah,Wereda Capital,Wajirat,ET010608,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET01060801,39.66796100450,13.01164615050
Dil Yibza,Wereda Capital,Beyeda,ET030102,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET03010201,38.43792664850,13.11726090660
Debark,Zonal Capital,Debark town,ET030198,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET03019800,37.89945962760,13.15746255380
Samira,Wereda Capital,Samre,ET010606,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET01060601,39.19985336900,13.19021911000
Afdera,Wereda Capital,Afdera,ET020207,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET02020701,40.85378855610,13.21291410490
Adi Gudom,Wereda Capital,Adigudom,ET010607,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET01060701,39.51415179010,13.24736915510
Kirakir,Wereda Capital,Tsegede (AM),ET031107,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET03110701,37.24918305310,13.24931820910
Mekele,Regional Capital,Mekelle,ET010701,Mekelle,ET0107,Tigray,ET01,Ethiopia,ET01070100,39.47268143660,13.47795071030
Agebe,Wereda Capital,Tanqua Melashe,ET010222,Central,ET0102,Tigray,ET01,Ethiopia,ET01022201,39.05177181270,13.54290717790
May Tsebri,Wereda Capital,May Tsebri town,ET010116,North Western,ET0101,Tigray,ET01,Ethiopia,ET01011601,38.14040527640,13.57835097830
Dansheha,Wereda Capital,Dansha town,ET010506,Western,ET0105,Tigray,ET01,Ethiopia,ET01050601,36.97510782320,13.56251731020
Adi Remets,Wereda Capital,Welkait,ET010502,Western,ET0105,Tigray,ET01,Ethiopia,ET01050201,37.32197800070,13.75184600020
Tsigereda,Wereda Capital,Geraleta,ET010317,Eastern,ET0103,Tigray,ET01,Ethiopia,ET01031701,39.35491424110,13.77891001410
Mezega,Wereda Capital,May Gaba,ET010509,Western,ET0105,Tigray,ET01,Ethiopia,ET01050901,37.68708135130,13.78605774280
Yech'ila,Wereda Capital,Abergele (TG),ET010210,Central,ET0102,Tigray,ET01,Ethiopia,ET01021001,38.97962293350,13.29277668570
Gijet,Wereda Capital,Saharti,ET010601,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET01060101,39.16951434540,13.32100182990
Abala,Zonal Capital,Abaala town,ET020209,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET02020900,39.75109266570,13.34990245990
Ketema Nigus,Wereda Capital,Tsegede (TG),ET010503,Western,ET0105,Tigray,ET01,Ethiopia,ET01050301,37.40263966290,13.39183118030
Adi Arcai,Wereda Capital,Addi Arekay,ET030101,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET03010101,38.06583087650,13.44933771920
Abrha jara,Wereda Capital,Mirab Armacho,ET031206,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET03120601,36.48455251420,13.46379767920
Abiyi adi,Wereda Capital,Abi Adi town,ET010211,Central,ET0102,Tigray,ET01,Ethiopia,ET01021101,39.00095021950,13.62231226460
Hagere Selam,Wereda Capital,Hagere Selam town,ET010605,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET01060501,39.17086839900,13.64647807840
Dima,Wereda Capital,Dima (TG),ET010115,North Western,ET0101,Tigray,ET01,Ethiopia,ET01011501,38.32619321220,13.67643206560
Agulae,Wereda Capital,Agulae,ET010316,Eastern,ET0103,Tigray,ET01,Ethiopia,ET01031601,39.58908836690,13.68926016110
Abderafi,Wereda Capital,Midre Genet,ET031223,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET03122301,36.47433716320,13.69605189630
Werk Amba,Wereda Capital,Keyhe tekli,ET010221,Central,ET0102,Tigray,ET01,Ethiopia,ET01022101,39.00165164980,13.73263758890
Wikro,Wereda Capital,Wukro town,ET010309,Eastern,ET0103,Tigray,ET01,Ethiopia,ET01030901,39.60184175960,13.79124908340
Mahberedegoi,Wereda Capital,Naeder,ET010209,Central,ET0102,Tigray,ET01,Ethiopia,ET01020901,38.81581271510,13.81603810920
Berahale,Wereda Capital,Berahile,ET020205,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET02020501,40.02072089960,13.86243769790
Atsbi Endasilasie,Wereda Capital,Atsbi town,ET010315,Eastern,ET0103,Tigray,ET01,Ethiopia,ET01031501,39.73674295300,13.87320206630
Semema,Wereda Capital,Adet,ET010207,Central,ET0102,Tigray,ET01,Ethiopia,ET01020701,38.64433779130,13.88298222420
Endabaguna,Wereda Capital,Endabaguna town,ET010114,North Western,ET0101,Tigray,ET01,Ethiopia,ET01011401,38.18220148800,13.94664586210
May Kinetal,Wereda Capital,Endafelasi,ET010218,Central,ET0102,Tigray,ET01,Ethiopia,ET01021801,38.98721485430,13.94362352130
Zana,Wereda Capital,Zana,ET010103,North Western,ET0101,Tigray,ET01,Ethiopia,ET01010301,38.45383436060,13.94816093040
Konaba,Wereda Capital,Kunneba,ET020202,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET02020201,39.86355576260,13.97045787360
Hawzen,Wereda Capital,Hawzen town,ET010312,Eastern,ET0103,Tigray,ET01,Ethiopia,ET01031201,39.42576918100,13.97444601910
Freweyni,Wereda Capital,Freweyni town,ET010313,Eastern,ET0103,Tigray,ET01,Ethiopia,ET01031301,39.57491127550,14.05164176520
May Kadra,Wereda Capital,May Kadra,ET010505,Western,ET0105,Tigray,ET01,Ethiopia,ET01050501,36.56661700060,14.07391400020
Nebelet,Wereda Capital,Emba Sieneti,ET010219,Central,ET0102,Tigray,ET01,Ethiopia,ET01021901,39.26626662130,14.09300593480
Shire Indasilase,Zonal Capital,Indasilassie town,ET010108,North Western,ET0101,Tigray,ET01,Ethiopia,ET01010800,38.27930901020,14.09920744670
Selekleka,Wereda Capital,Selekleka,ET010109,North Western,ET0101,Tigray,ET01,Ethiopia,ET01010901,38.47445405190,14.11328591840
Wukro Maray,Wereda Capital,Tahtay Mayechew,ET010206,Central,ET0102,Tigray,ET01,Ethiopia,ET01020601,38.59244673000,14.12094046110
Aksum,Zonal Capital,Axum town,ET010213,Central,ET0102,Tigray,ET01,Ethiopia,ET01021300,38.72176599610,14.12402080690
Adwa,Wereda Capital,Adwa town,ET010212,Central,ET0102,Tigray,ET01,Ethiopia,ET01021201,38.90087712190,14.16283475510
Feres May,Wereda Capital,Hahayle,ET010217,Central,ET0102,Tigray,ET01,Ethiopia,ET01021701,39.10583635870,14.16625713680
Edaga Hamus,Wereda Capital,Edaga Hamus town,ET010311,Eastern,ET0103,Tigray,ET01,Ethiopia,ET01031101,39.56311561300,14.18510029130
Adkuwa,Wereda Capital,Dalol,ET020206,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET02020601,39.91510254760,14.20654307560
Chila,Wereda Capital,Chila,ET010201,Central,ET0102,Tigray,ET01,Ethiopia,ET01020101,38.59304446050,14.27444478280
Adigrat,Zonal Capital,Adigrat town,ET010308,Eastern,ET0103,Tigray,ET01,Ethiopia,ET01030800,39.45920035730,14.27648373120
Enticho,Wereda Capital,Enticho town,ET010220,Central,ET0102,Tigray,ET01,Ethiopia,ET01022001,39.14885553900,14.27873104730
Bizet,Wereda Capital,Bizet,ET010310,Eastern,ET0103,Tigray,ET01,Ethiopia,ET01031001,39.28971501230,14.27969561620
Humera,Zonal Capital,Setit Humera,ET010504,Western,ET0105,Tigray,ET01,Ethiopia,ET01050400,36.61525535600,14.27856432430
Adi Daero,Wereda Capital,Adi Daero,ET010111,North Western,ET0101,Tigray,ET01,Ethiopia,ET01011101,38.16913343100,14.31488555230
Sheraro,Wereda Capital,Sheraro town,ET010107,North Western,ET0101,Tigray,ET01,Ethiopia,ET01010701,37.77257904350,14.39587265290
Fatsi,Wereda Capital,Gulo Mekeda,ET010301,Eastern,ET0103,Tigray,ET01,Ethiopia,ET01030101,39.38254362410,14.39811667590
Rama,Wereda Capital,Rama,ET010214,Central,ET0102,Tigray,ET01,Ethiopia,ET01021401,38.78347633040,14.41169248320
Adi Hageray,Wereda Capital,Adi Hageray,ET010112,North Western,ET0101,Tigray,ET01,Ethiopia,ET01011201,37.98435010050,14.45271135530
Gerhusernay,Wereda Capital,Egela,ET010216,Central,ET0102,Tigray,ET01,Ethiopia,ET01021601,39.16924409620,14.48907627420
Dewhan,Wereda Capital,Erob,ET010302,Eastern,ET0103,Tigray,ET01,Ethiopia,ET01030201,39.55442061330,14.50944578760
Zala Anbesa,Wereda Capital,Zala Anbesa town,ET010318,Eastern,ET0103,Tigray,ET01,Ethiopia,ET01031801,39.38159201310,14.52066909360
Dolo Bay,Wereda Capital,Dolobay,ET050808,Afder,ET0508,Somali,ET05,Ethiopia,ET05080801,42.06162302980,4.27609233906
Meriha Senay /Sehul,Wereda Capital,Ahsea,ET010215,Central,ET0102,Tigray,ET01,Ethiopia,ET01021501,38.98429122870,14.32937878860
Zata,Wereda Capital,Zata,ET010413,Southern,ET0104,Tigray,ET01,Ethiopia,ET01041301,39.28938687180,12.52742176500
Morsito,Wereda Capital,Misha,ET070201,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET07020101,37.80329773540,7.69043356709
Mio/ Kosi,Wereda Capital,Dawe Ketchen,ET042106,East Bale,ET0421,Oromia,ET04,Ethiopia,ET04210601,40.97378006970,6.64299412618
Qewaqoto,Wereda Capital,Alicho Woriro,ET072001,Siltie,ET0720,SNNP,ET07,Ethiopia,ET07200101,38.21421808170,8.00908205104
Sululta,Wereda Capital,Sululta town,ET042005,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET04200501,38.75480492550,9.18016761239
Erbeti,Wereda Capital,Erebti,ET020201,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET02020101,40.01933231170,13.22959004640
Moyo,Wereda Capital,Guna,ET040819,Arsi,ET0408,Oromia,ET04,Ethiopia,ET04081901,39.88749473420,8.25084657365
Birbirsa,Wereda Capital,Sale Nono,ET040313,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET04031301,35.28768985770,7.89557927011
Kebusho,Wereda Capital,Surma,ET071806,Mirab Omo,ET0718,SNNP,ET07,Ethiopia,ET07180601,35.43832241650,6.06998020810
Beftu,Wereda Capital,Gurafereda,ET071102,Bench Sheko,ET0711,SNNP,ET07,Ethiopia,ET07110201,35.33619617590,6.85640890623
Liemo Giento,Wereda Capital,Malie,ET070707,South Omo,ET0707,SNNP,ET07,Ethiopia,ET07070701,36.81527573450,5.87271342286
Burka,Wereda Capital,Golo Oda,ET041017,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET04101701,41.56207304500,8.80986747532
Nopa,Wereda Capital,Bilo Nopha,ET040315,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET04031501,35.61445087650,8.41459978731
Ejere,Wereda Capital,Hidabu Abote,ET040603,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET04060301,38.51762001080,9.90883821716
Sirbo,Wereda Capital,Kersa (Jimma),ET040405,Jimma,ET0404,Oromia,ET04,Ethiopia,ET04040501,36.97617012330,7.70872109682
Kindo Halala,Wereda Capital,Kindo Daddaye,ET070610,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET07061001,37.34092239930,6.75167926808
Bokaso,Wereda Capital,Wonosho,ET160013,Sidama,ET1600,Sidama,ET16,Ethiopia,ET16001301,38.50597179310,6.75391697295
Chire,Wereda Capital,Chire,ET160014,Sidama,ET1600,Sidama,ET16,Ethiopia,ET16001401,39.09018941190,6.52883940733
Bonosha,Wereda Capital,Shashogo,ET070204,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET07020401,38.09034106310,7.50571602348
Hawariyat,Wereda Capital,Muhur Na Aklil,ET070112,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET07011201,38.06022807240,8.23964613708
Bulen,Wereda Capital,Bulen,ET060207,Metekel,ET0602,Benishangul Gumz,ET06,Ethiopia,ET06020701,36.07285360940,10.59928107970
Koncho,Wereda Capital,Sedal,ET060402,Kemashi,ET0604,Benishangul Gumz,ET06,Ethiopia,ET06040201,35.27677687840,10.06716640620
Bilidigilu,Wereda Capital,Bilidigilu,ET060306,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET06030601,35.08817255750,10.21845115720
Manbuk,Wereda Capital,Dangura,ET060201,Metekel,ET0602,Benishangul Gumz,ET06,Ethiopia,ET06020101,36.25484523510,11.26104317830
Yaso,Wereda Capital,Zayi,ET060401,Kemashi,ET0604,Benishangul Gumz,ET06,Ethiopia,ET06040101,36.09365234540,9.87374450275
Soge,Wereda Capital,Mizyiga,ET060405,Kemashi,ET0604,Benishangul Gumz,ET06,Ethiopia,ET06040501,36.18822038460,9.35931263352
Homosha,Wereda Capital,Homosha,ET060307,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET06030701,34.63168945780,10.31268716940
Tongo,Wereda Capital,Maokomo Special,ET060508,Mao Komo Special,ET0605,Benishangul Gumz,ET06,Ethiopia,ET06050801,34.43789177320,9.37318718496
Hor Azahab,Wereda Capital,Kurmuk,ET060302,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET06030201,34.35159691810,10.57070213740
Alimu,Wereda Capital,Pawe,ET060206,Metekel,ET0602,Benishangul Gumz,ET06,Ethiopia,ET06020601,36.38298678960,11.25839276250
Faracho,Wereda Capital,Abela Abaya,ET070621,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET07062101,37.82124855730,6.64028868682
Mekenajo,Wereda Capital,Gimbi,ET040103,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET04010301,35.72980871830,9.19957239918
Asketema,Wereda Capital,Gaz Gibla,ET030804,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET03080401,39.01452513630,12.40924150880
Kangaten,Wereda Capital,Nyngatom,ET070708,South Omo,ET0707,SNNP,ET07,Ethiopia,ET07070801,36.09157641400,5.17888522134
Yoale,Wereda Capital,Yocale,ET050382,Jarar,ET0503,Somali,ET05,Ethiopia,ET05038201,43.85568986090,8.41932081814
Rimeti,Wereda Capital,"Hawi Gudina
",ET040915,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET04091501,40.49131545280,8.15974469872
Karsadula,Wereda Capital,Meda Welabu,ET041113,Bale,ET0411,Oromia,ET04,Ethiopia,ET04111301,39.92451494320,5.80435553387
Telalak,Wereda Capital,Telalek,ET020501,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET02050101,40.21340822300,10.94379447080
Moyale O,Wereda Capital,Guchi,ET041290,Borena,ET0412,Oromia,ET04,Ethiopia,ET04129001,39.04403101550,3.57007050689
Kisad Gaba,Wereda Capital,Asgede,ET010105,North Western,ET0101,Tigray,ET01,Ethiopia,ET01010501,38.09632079000,14.12199421830
Adi Nebri Id,Wereda Capital,Seyemti Adyabo,ET010110,North Western,ET0101,Tigray,ET01,Ethiopia,ET01011001,38.18688912670,14.41326311960
Sodnta/140,Wereda Capital,Bidu,ET020208,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET02020801,40.98871142870,12.88158458400
Guyah/60,Wereda Capital,Kori,ET020108,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET02010801,41.18603862730,12.42360969660
Moyale S,Wereda Capital,Guchi,ET041290,Borena,ET0412,Oromia,ET04,Ethiopia,ET04129001,39.04461329590,3.56692769149
Abakoro,Wereda Capital,Aba-Korow,ET050699,Shabelle,ET0506,Somali,ET05,Ethiopia,ET05069901,42.62910370060,6.25966384378
God-god,Wereda Capital,God-God,ET050899,Afder,ET0508,Somali,ET05,Ethiopia,ET05089901,43.21677796050,4.90377760271
Kohle,Wereda Capital,Kohle /Qoxle,ET050898,Afder,ET0508,Somali,ET05,Ethiopia,ET05089801,43.17507427170,5.11861661870
Galahamur,Wereda Capital,Galhamur,ET050799,Doolo,ET0507,Somali,ET05,Ethiopia,ET05079901,47.11787297020,7.54668047138
Lehel-Yucub,Wereda Capital,Lehel-Yucub,ET050798,Doolo,ET0507,Somali,ET05,Ethiopia,ET05079801,44.98310945480,6.78765901567
Horshagah,Wereda Capital,Horshagah,ET051095,Nogob,ET0510,Somali,ET05,Ethiopia,ET05109501,43.47042893440,6.86484468505
Bilail-bur,Wereda Capital,Bilcil-Bur,ET050306,Jarar,ET0503,Somali,ET05,Ethiopia,ET05030601,43.24584335830,8.47314418042
Dig,Wereda Capital,Dig,ET050399,Jarar,ET0503,Somali,ET05,Ethiopia,ET05039901,44.50342313730,7.75431247389
Bodaley,Wereda Capital,Bodaley,ET050599,Korahe,ET0505,Somali,ET05,Ethiopia,ET05059901,44.16469521700,7.07350153553
Habcho,Wereda Capital,Gombora,ET070202,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET07020201,37.65121782680,7.55861944764
El-Ogaden,Wereda Capital,El-Ogaden,ET050598,Korahe,ET0505,Somali,ET05,Ethiopia,ET05059801,44.42602464510,6.31131679231
Churso,Wereda Capital,Churso,ET070510,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET07051001,38.26310064150,6.02595580330
Metema,Wereda Capital,Metema Yohanes town,ET031224,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET03122401,36.15884760270,12.94846966890
K'ebri Beyah,Wereda Capital,Kebribayah town,ET050296,Fafan,ET0502,Somali,ET05,Ethiopia,ET05029601,43.18108502580,9.09621527929
Beklo Senyo,Wereda Capital,Bayera Koisha,ET070622,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET07062201,37.61801094920,6.82970896429
Hadero,Wereda Capital,Hadero town,ET070312,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET07031201,37.66355963390,7.19335197850
Mudu,Wereda Capital,Tembaro,ET070301,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET07030101,37.53947350660,7.27891212694
Hobecheka,Wereda Capital,Kacha Bira,ET070304,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET07030401,37.75078241880,7.28438944277
Fofa,Wereda Capital,Yem SP Woreda,ET072401,Yem Special,ET0724,SNNP,ET07,Ethiopia,ET07240101,37.51585823590,7.84885131323
Toba,Wereda Capital,Gumay,ET040416,Jimma,ET0404,Oromia,ET04,Ethiopia,ET04041601,36.48779149800,8.00127307701
Kibet,Wereda Capital,Kibet town,ET072011,Siltie,ET0720,SNNP,ET07,Ethiopia,ET07201101,38.32568696070,8.01909447199
Tum,Wereda Capital,Maji,ET071807,Mirab Omo,ET0718,SNNP,ET07,Ethiopia,ET07180701,35.52118067690,6.25786609495
Dore Bafano,Wereda Capital,Hawassa Zuria,ET160002,Sidama,ET1600,Sidama,ET16,Ethiopia,ET16000201,38.35629597630,7.03630011431
Hana,Wereda Capital,Salamago,ET070701,South Omo,ET0707,SNNP,ET07,Ethiopia,ET07070101,35.99316686730,6.11742332927
Qilto,Wereda Capital,Misrak Azenet Berbere,ET072007,Siltie,ET0720,SNNP,ET07,Ethiopia,ET07200701,38.01890006040,7.79661986563
Dekano,Wereda Capital,Omo Beyam,ET040491,Jimma,ET0404,Oromia,ET04,Ethiopia,ET04049101,37.33437011580,7.50473211208
Gariru Kedida,Wereda Capital,Mancho,ET040490,Jimma,ET0404,Oromia,ET04,Ethiopia,ET04049001,37.04010528890,7.46588248572
Goredamo,Wereda Capital,Didu,ET040317,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET04031701,35.60808401760,7.90116906023
Gorche,Wereda Capital,Gorche,ET160011,Sidama,ET1600,Sidama,ET16,Ethiopia,ET16001101,38.58048157500,6.87246538644
Manicho,Wereda Capital,Malga,ET160012,Sidama,ET1600,Sidama,ET16,Ethiopia,ET16001201,38.56402625220,6.93719611135
Seka,Wereda Capital,Seka Chekorsa,ET040409,Jimma,ET0404,Oromia,ET04,Ethiopia,ET04040901,36.72519794390,7.60361493745
Yabo,Wereda Capital,Mena (Jimma),ET040406,Jimma,ET0404,Oromia,ET04,Ethiopia,ET04040601,36.74641967830,7.72949832477
