"date","year","location","locality","magnitude","x_missing","x_of_deaths","x_of_injuries","damage_in_millions","damages_dollars","houses_damaged","houses_destroyed","latitude","longitude"
"1/18/1955",1955,"VENEZUELA","OFF THE COAST NEAR LA VELA",NA,NA,NA,NA,NA,NA,NA,NA,11.46,-69.57
"1/25/1955",1955,"CALIFORNIA","TERMINAL ISLAND",NA,NA,NA,NA,NA,NA,NA,NA,33.8,-118.2
"2/18/1955",1955,"PAKISTAN","QUETTA",NA,NA,12,NA,NA,NA,NA,NA,30.5,67
"2/27/1955",1955,"KERMADEC ISLANDS","",7.8,NA,NA,NA,NA,NA,NA,NA,-28,-175.5
"3/31/1955",1955,"PHILIPPINES","MINDANAO",7.6,NA,NA,NA,NA,NA,NA,NA,8.1,123.2
"4/4/1955",1955,"NICARAGUA","MANAGUA",6.2,NA,NA,NA,NA,NA,NA,NA,13,-87
"4/13/1955",1955,"GREECE","S",NA,NA,NA,NA,NA,NA,NA,NA,37.5,22
"4/14/1955",1955,"CHINA","SICHUAN PROVINCE",7.5,NA,39,113,NA,NA,NA,500,30,101.8
"4/15/1955",1955,"CHINA","XINJIANG PROVINCE",7,NA,NA,NA,NA,NA,NA,NA,39.9,74.6
"4/19/1955",1955,"GREECE","DRAKIA-AGRIA (MAGNESIA)",6.2,NA,8,149,NA,NA,8352,459,39.4,23.1
"4/19/1955",1955,"CHILE","",7.1,NA,1,NA,NA,NA,NA,NA,-30,-72
"4/21/1955",1955,"GREECE","AEGEAN SEA",6,NA,NA,NA,NA,NA,NA,NA,39.5,23
"4/24/1955",1955,"CHINA","XINJIANG PROVINCE",6.5,NA,NA,NA,NA,NA,NA,NA,44.2,83.6
"5/17/1955",1955,"INDIA","LITTLE NICOBAR ISLAND",7.3,NA,NA,NA,NA,NA,NA,NA,6.5,94
"6/7/1955",1955,"CHINA","YUNNAN PROVINCE",6,NA,NA,NA,NA,NA,NA,4524,26.5,101.1
"7/16/1955",1955,"TURKEY","SOKE, AYDIN",6.8,NA,NA,NA,NA,NA,NA,NA,37.5,27
"7/20/1955",1955,"COLOMBIA-ECUADOR","",6,NA,NA,NA,NA,NA,NA,NA,0.2,-78.4
"9/1/1955",1955,"COSTA RICA","",5.8,NA,NA,NA,NA,NA,NA,NA,10,-84.5
"9/8/1955",1955,"SOLOMON ISLANDS","FAURO ISLAND",6.5,NA,NA,NA,NA,NA,NA,NA,-6.9,155.7
"9/12/1955",1955,"EGYPT","NILE DELTA",6.3,NA,22,12,NA,NA,NA,NA,32.2,29.6
"9/23/1955",1955,"CHINA","YUNNAN PROVINCE",6.8,NA,NA,NA,NA,NA,NA,15000,26.6,101.8
"10/1/1955",1955,"CHINA","SICHUAN PROVINCE",5.8,NA,NA,NA,NA,NA,NA,NA,29.9,101.4
"10/9/1955",1955,"PERU","MUNGUI,LA UNION PROV,AREQUIPA,TORO,COTAHUASI",NA,NA,NA,NA,NA,NA,NA,NA,-16.2,-71.3
"10/10/1955",1955,"PAPUA NEW GUINEA","BISMARCK SEA",7.3,NA,NA,NA,NA,NA,NA,NA,-5,152.5
"1/8/1956",1956,"MEXICO","GUERRERO",6.5,NA,NA,NA,NA,NA,NA,NA,17,-99.5
"1/8/1956",1956,"CHILE","",7.1,NA,NA,NA,NA,NA,NA,NA,-19,-70
"1/10/1956",1956,"TONGA ISLANDS","",7.7,NA,NA,NA,NA,NA,NA,NA,-20,-175
"1/12/1956",1956,"HUNGARY","",5.8,NA,NA,NA,NA,NA,NA,NA,47.5,19.3
"1/16/1956",1956,"ECUADOR","",7.3,NA,NA,NA,NA,NA,NA,NA,-0.5,-80.5
"1/24/1956",1956,"NICARAGUA","PUERTO SAMOZA",7.3,NA,NA,NA,NA,NA,NA,NA,12.2,-86.7
"1/31/1956",1956,"BALKANS NW","SLOVENIA",4.5,NA,NA,NA,NA,NA,NA,NA,45.5,14.3
"2/20/1956",1956,"TURKEY","ESKISEHIR",5.8,NA,NA,NA,NA,NA,NA,NA,40,30.5
"3/2/1956",1956,"NEW ZEALAND","NORTH ISLAND",5.3,NA,NA,NA,NA,NA,NA,NA,-38.9,175.7
"3/5/1956",1956,"NE. HOKKAIDO ISLAND, JAPAN","",NA,NA,NA,NA,NA,NA,NA,NA,44.3,144.1
"3/16/1956",1956,"LEBANON","LITANI",5.8,NA,NA,NA,NA,NA,NA,NA,35.5,35.5
"4/19/1956",1956,"SPAIN","",NA,NA,NA,NA,NA,NA,NA,NA,37,-4
"5/23/1956",1956,"FIJI ISLANDS","",7.5,NA,NA,NA,NA,NA,NA,NA,-15,-179
"6/9/1956",1956,"AFGHANISTAN","KABUL",7.6,NA,NA,NA,NA,NA,NA,NA,35.1,67.5
"7/9/1956",1956,"GREECE","DODECANESE",7.8,NA,56,NA,NA,NA,NA,NA,36.9,26
"7/9/1956",1956,"GREECE","AEGEAN SEA",6.8,NA,NA,NA,NA,NA,NA,NA,36.8,25.2
"7/16/1956",1956,"MYANMAR (BURMA)","",7,NA,NA,NA,NA,NA,NA,NA,22.2,95.7
"7/18/1956",1956,"INDONESIA","BANDA SEA",7.5,NA,NA,NA,NA,NA,NA,NA,-5.5,130
"7/21/1956",1956,"INDIA","ANJAR, BHUJ, GANDHIDHAM, KANDLA",6.1,NA,NA,NA,NA,NA,NA,NA,23,70
"8/12/1956",1956,"JAPAN","IZU PENINSULA",6.5,NA,NA,NA,NA,NA,NA,NA,33.8,138.8
"8/19/1956",1956,"CHINA","SHANXI PROVINCE",5,NA,NA,NA,NA,NA,NA,NA,37.8,114
"10/11/1956",1956,"RUSSIA","KURIL ISLANDS",7.6,NA,NA,NA,NA,NA,NA,NA,46,150.5
"10/31/1956",1956,"IRAN","BASTAK",6.8,NA,NA,NA,NA,NA,NA,NA,27.2,54.4
"11/2/1956",1956,"GREECE","VOLOS-AGRIA (MAGNESIA)",5.7,NA,NA,NA,NA,NA,NA,NA,39.5,23
"12/18/1956",1956,"CHILE","ANTOFAGASTA",NA,NA,NA,NA,NA,NA,NA,NA,-25.5,-71
"12/31/1956",1956,"CHINA","HEBEI PROVINCE",5,NA,NA,NA,NA,NA,NA,NA,40.5,115.5
"2/20/1957",1957,"TUNISIA","SIDI ABID,SIDI TOUIL (LA MEDJA),CAILLOUX",5.6,NA,13,96,NA,NA,NA,NA,36.2,8.9
"2/23/1957",1957,"TAIWAN","HUALIEN, TAIPEI",7.2,NA,11,NA,NA,NA,NA,NA,23.9,121.6
"3/8/1957",1957,"GREECE","STEPHANOVIKION-VELESTNON (MAGNESIA)",7,NA,2,NA,NA,NA,NA,NA,39.4,22.8
"3/9/1957",1957,"ALASKA","",8.6,NA,2,1,NA,NA,NA,NA,51.292,-175.629
"3/22/1957",1957,"ALASKA","ALEUTIAN ISLANDS",7.5,NA,NA,NA,NA,NA,NA,NA,55,-165.2
"4/14/1957",1957,"SAMOA ISLANDS","",7.5,NA,NA,NA,NA,NA,NA,NA,-15.5,-173
"4/16/1957",1957,"INDONESIA","JAVA SEA",7.5,NA,NA,NA,NA,NA,NA,NA,-4.6,107.1
"4/23/1957",1957,"IRAN","KACHU MESQAL",NA,NA,NA,NA,NA,NA,NA,NA,33.4,52.5
"4/24/1957",1957,"TURKEY","",6.9,NA,NA,NA,NA,NA,NA,NA,36,28.5
"4/25/1957",1957,"TURKEY","FETHIYE (LYCIA, ASIA MINOR)",7.1,NA,NA,NA,NA,NA,NA,NA,36.4,28.7
"5/26/1957",1957,"TURKEY","ABANT",7.1,NA,NA,NA,NA,NA,NA,NA,40.7,30.9
"6/10/1957",1957,"CHINA","SHANXI PROVINCE",5,NA,NA,NA,NA,NA,NA,NA,38,112.5
"6/22/1957",1957,"INDONESIA","NEW GUINEA",7.3,NA,NA,NA,NA,NA,NA,NA,-1.5,137
"6/27/1957",1957,"RUSSIA","CHITA",7.6,NA,NA,NA,NA,NA,NA,NA,56.2,116.4
"7/2/1957",1957,"IRAN","HAZANDERAN, ABEGARM",6.6,NA,NA,NA,NA,NA,NA,NA,36.1,52.7
"7/28/1957",1957,"MEXICO","ACAPULCO,MEXICO CITY",7.9,NA,65,NA,25,25000000,NA,NA,16.5,-99.1
"7/29/1957",1957,"CHILE","ANTOFAGASTA",7,NA,NA,NA,NA,NA,NA,NA,-23.5,-71.5
"9/5/1957",1957,"IRAN","JAHROM",NA,NA,NA,NA,NA,NA,NA,NA,28.3,53.3
"9/24/1957",1957,"PHILIPPINES","",7.6,NA,NA,NA,NA,NA,NA,NA,5.5,127.5
"9/26/1957",1957,"S. JAVA SEA","",NA,NA,NA,NA,NA,NA,NA,NA,-8.2,107.3
"9/28/1957",1957,"FIJI ISLANDS","",7.5,NA,NA,NA,NA,NA,NA,NA,-20.4,-178.5
"10/26/1957",1957,"INDONESIA","KALIMANTAN ISLAND",6,NA,NA,NA,NA,NA,NA,NA,-2,116
"11/29/1957",1957,"BOLIVIA","S",7.8,NA,NA,NA,NA,NA,NA,NA,-21,-66
"11/1/1957",1957,"SOLOMON ISLANDS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/4/1957",1957,"MONGOLIA","",8.1,NA,30,NA,NA,NA,NA,NA,45.5,99.5
"12/13/1957",1957,"IRAN","FARSINAJ",7.1,NA,NA,NA,NA,NA,NA,NA,34.3,47.8
"12/17/1957",1957,"SOLOMON ISLANDS","SANTA CRUZ ISLANDS",7.8,NA,NA,NA,NA,NA,NA,NA,-12.3,166.7
"1/15/1958",1958,"PERU","AREQUIPA",7.3,NA,NA,NA,NA,NA,NA,NA,-16.5,-72
"1/16/1958",1958,"IRAN","",NA,NA,NA,NA,NA,NA,NA,NA,36.5,53
"1/19/1958",1958,"COLOMBIA-ECUADOR","",7.6,NA,115,46,NA,NA,NA,NA,1.5,-79.5
"2/1/1958",1958,"COLOMBIA","",NA,NA,NA,NA,NA,NA,NA,NA,2,-79
"2/7/1958",1958,"CHINA","SICHUAN PROVINCE",6.2,NA,NA,NA,NA,NA,NA,NA,31.5,104
"3/11/1958",1958,"JAPAN","RYUKYU ISLANDS",7.5,NA,NA,NA,NA,NA,NA,NA,25,125
"4/21/1958",1958,"INDONESIA","SUMATRA",6.7,NA,NA,NA,NA,NA,NA,NA,-4.5,104
"5/14/1958",1958,"AZORES","",NA,NA,NA,NA,NA,NA,NA,NA,38.5,-28.8
"7/10/1958",1958,"ALASKA","LITUYA BAY",7.8,NA,5,NA,0.1,100000,NA,NA,58.37,-136.665
"7/26/1958",1958,"PERU","S",7.5,NA,NA,NA,NA,NA,NA,NA,-13.5,-69
"8/16/1958",1958,"IRAN","FIRUZABAD",6.7,NA,NA,NA,NA,NA,NA,NA,34.4,47.9
"9/1/1958",1958,"PERU","S",NA,NA,NA,NA,NA,NA,NA,NA,-18,-65
"9/4/1958",1958,"CHILE-ARGENTINA","",6.8,NA,NA,NA,NA,NA,NA,NA,-33.785,-70.112
"9/17/1958",1958,"RUSSIA","N. KURIL ISLANDS",NA,NA,NA,NA,NA,NA,NA,NA,49.3,156.4
"9/21/1958",1958,"IRAN","",NA,NA,NA,NA,NA,NA,NA,NA,36,49
"9/25/1958",1958,"CHINA","GUANGXI PROVINCE",5.8,NA,NA,NA,NA,NA,NA,NA,22.5,109.5
"10/20/1958",1958,"INDONESIA","JAVA",6.7,NA,8,1856,NA,NA,206,95,-9.5,112.5
"11/4/1958",1958,"EAST PACIFIC RIDGE","",6.1,NA,NA,NA,NA,NA,NA,NA,-50,-115
"11/6/1958",1958,"RUSSIA","KURIL ISLANDS",8.3,NA,NA,NA,NA,NA,NA,NA,44.53,148.54
"11/12/1958",1958,"RUSSIA","S. KURIL ISLANDS",NA,NA,NA,NA,NA,NA,NA,NA,44.2,148.8
"11/18/1958",1958,"ITALY","N",NA,NA,NA,NA,NA,NA,NA,NA,44.3,9.9
"11/29/1958",1958,"ITALY","N",NA,NA,NA,NA,NA,NA,NA,NA,44.4,8.8
"1/22/1959",1959,"SANRIKU, JAPAN","",NA,NA,NA,NA,NA,NA,NA,NA,37.5,142.2
"1/26/1959",1959,"ITALY","N",NA,NA,NA,NA,NA,NA,NA,NA,44.5,9.6
"2/7/1959",1959,"PERU-ECUADOR","",7.4,NA,NA,NA,NA,NA,NA,NA,-4,-81.5
"4/5/1959",1959,"FRANCE","ST PAUL D'UBAYE,JAUSIERS,CEILLAC,VARS",5.5,NA,NA,NA,NA,NA,NA,NA,44,6.8
"4/9/1959",1959,"RUSSIA","S. KURIL ISLANDS",5,NA,NA,NA,NA,NA,NA,NA,44.3,149
"4/11/1959",1959,"ITALY","CENTRAL",NA,NA,NA,NA,NA,NA,NA,NA,42.9,12.6
"4/17/1959",1959,"ITALY","N",NA,NA,NA,NA,NA,NA,NA,NA,44.5,10.8
"4/25/1959",1959,"TURKEY","KOYCEGIZ, MUGLA",6.3,NA,NA,NA,NA,NA,NA,NA,37,28.7
"4/26/1959",1959,"TAIWAN","TAIPEI",7.5,NA,2,NA,NA,NA,NA,NA,24.78,122.7
"5/4/1959",1959,"RUSSIA","NEAR EAST COAST OF KAMCHATKA",8.2,NA,1,13,NA,NA,NA,NA,52.5,159.5
"5/24/1959",1959,"MEXICO","OAXACA;",6.8,NA,NA,NA,NA,NA,NA,NA,17,-96.3
"6/14/1959",1959,"BOLIVIA-NORTHERN CHILE","",7.5,NA,1,NA,NA,NA,NA,NA,-20.369,-68
"6/18/1959",1959,"RUSSIA","NEAR KAMCHATKA",7,NA,NA,NA,NA,NA,NA,NA,53.9,160.5
"7/2/1959",1959,"CHINA","HENAN PROVINCE",5,NA,NA,NA,NA,NA,NA,NA,31.8,115.3
"8/10/1959",1959,"CHINA","SHAANXI PROVINCE",5.4,NA,NA,NA,NA,NA,NA,43,35.6,110.9
"8/15/1959",1959,"TAIWAN","",7,NA,16,63,NA,NA,NA,NA,22.18,121.13
"8/17/1959",1959,"SOLOMON ISLANDS","",7.3,NA,NA,NA,NA,NA,NA,NA,-7.5,156
"8/18/1959",1959,"MONTANA","HEBGEN LAKE",7.7,NA,28,NA,11,11000000,NA,NA,44.712,-111.215
"8/26/1959",1959,"MEXICO","GULF OF CAMPECHE",6.9,NA,25,200,NA,NA,NA,NA,18.3,-94.4
"9/1/1959",1959,"ALBANIA","",6.1,NA,NA,NA,NA,NA,NA,NA,40.9,19.8
"9/14/1959",1959,"KERMADEC ISLANDS","",7.7,NA,NA,NA,NA,NA,NA,NA,-28.5,-177
"10/25/1959",1959,"TURKEY","NINIA",6.2,NA,NA,NA,NA,NA,NA,NA,39.1,41.6
"10/26/1959",1959,"SANRIKU, JAPAN","",NA,NA,NA,NA,NA,NA,NA,NA,37.5,143.2
"10/27/1959",1959,"RUSSIA","KAMCHATKA",7.2,NA,NA,NA,NA,NA,NA,NA,45.89,151.11
"11/7/1959",1959,"ALGERIA","BOU-MEDFA",5.5,NA,NA,NA,NA,NA,NA,NA,36.4,2.6
"11/15/1959",1959,"CHINA","XINGJIANG",6.4,NA,NA,NA,NA,NA,NA,NA,38.75,75.317
"12/24/1959",1959,"PERU","AYACUCHO,POMABAMBA,MOYOBAMBA,HUAHUAPUQUIO",NA,NA,NA,NA,NA,NA,NA,NA,-13.5,-74
"1/13/1960",1960,"PERU","AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI",7.8,NA,63,200,NA,NA,NA,NA,-15.75,-72.75
"1/15/1960",1960,"PERU","LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA",7,NA,NA,NA,NA,NA,NA,NA,-15,-75
"2/2/1960",1960,"CHINA","GANSU PROVINCE",5.3,NA,NA,NA,NA,NA,NA,NA,33.8,104.5
"2/21/1960",1960,"ALGERIA","MELOUZA",5.6,NA,47,88,NA,NA,NA,NA,36,4.1
"2/29/1960",1960,"MOROCCO","AGADIR",5.9,NA,13100,25000,120,120000000,NA,NA,30.45,-9.62
"3/20/1960",1960,"JAPAN","SANRIKU",7.5,NA,NA,NA,NA,NA,NA,NA,39.8,143.4
"3/23/1960",1960,"JAPAN","SANRIKU",6.7,NA,NA,NA,NA,NA,NA,NA,39.4,143.7
"4/13/1960",1960,"CHINA","JILIN PROVINCE",5.8,NA,NA,NA,NA,NA,NA,29,44.7,127
"4/24/1960",1960,"IRAN","LAR",6,NA,NA,NA,NA,NA,NA,NA,28,54.5
"4/29/1960",1960,"INDONESIA","CENTRAL SULAWESI",NA,NA,NA,NA,NA,NA,NA,50,-0.5,121.5
"5/21/1960",1960,"CHILE","CENTRAL",8.2,NA,NA,NA,NA,NA,NA,NA,-37.872,-73.243
"5/22/1960",1960,"CHILE","PUERTO MONTT, VALDIVIA",9.5,NA,2226,3000,1000,1000000000,NA,58622,-38.143,-73.407
"5/26/1960",1960,"GREECE-ALBANIA","",6.5,NA,NA,NA,NA,NA,NA,NA,40,20
"6/11/1960",1960,"PAPUA NEW GUINEA","W. SOLOMON SEA",6.6,NA,NA,NA,NA,NA,NA,NA,-9.4,152.3
"7/29/1960",1960,"JAPAN","SANRIKU",6.7,NA,NA,NA,NA,NA,NA,NA,40.3,142.5
"7/30/1960",1960,"ECUADOR","",NA,NA,NA,NA,NA,NA,NA,NA,-1.5,-79
"8/27/1960",1960,"INDIA","N",NA,NA,NA,NA,NA,NA,NA,NA,28.6,76.7
"9/22/1960",1960,"CONGO","LAKE TANGANYIKA",6.6,NA,24,NA,NA,NA,NA,NA,-3.6,29
"10/7/1960",1960,"PHILIPPINES","PANAY",NA,NA,NA,NA,NA,NA,NA,NA,11.1,122.3
"11/1/1960",1960,"CHILE","CONCEPCION",7.4,NA,NA,NA,NA,NA,NA,NA,-38.5,-75.1
"11/9/1960",1960,"CHINA","SICHUAN PROVINCE",6.8,NA,NA,NA,NA,NA,NA,NA,32.7,103.7
"11/20/1960",1960,"PERU","",6.7,NA,66,2,0.55,550000,NA,NA,-6.8,-80.7
"1/10/1961",1961,"RUSSIA","KAMCHATKA",6.6,NA,NA,NA,NA,NA,NA,NA,50.016,156.099
"1/16/1961",1961,"JAPAN","KASHIMA",NA,NA,NA,NA,NA,NA,NA,NA,36,142.3
"1/16/1961",1961,"JAPAN","KASHIMA",NA,NA,NA,NA,NA,NA,NA,NA,36,141.9
"1/16/1961",1961,"JAPAN","KASHIMA",NA,NA,NA,NA,NA,NA,NA,NA,36.2,141.9
"2/4/1961",1961,"INDIA","",7.6,NA,NA,NA,NA,NA,NA,NA,24.9,93.34
"2/12/1961",1961,"RUSSIA","S. KURIL ISLANDS",NA,NA,NA,NA,NA,NA,NA,NA,43.2,147.9
"2/26/1961",1961,"JAPAN","MIYAZAKI",7.3,NA,2,7,NA,NA,NA,170,31.6,131.8
"3/7/1961",1961,"KERMADEC ISLANDS","",7.5,NA,NA,NA,NA,NA,NA,NA,-28.3,-175.7
"3/7/1961",1961,"CHINA","HUBEI PROVINCE",4.9,NA,NA,NA,NA,NA,NA,25,30.5,110
"3/16/1961",1961,"INDONESIA","FLORES",6.5,NA,2,6,NA,NA,NA,NA,-8.2,122
"3/24/1961",1961,"ITALY","SICILY",NA,NA,NA,NA,NA,NA,NA,NA,38,15.3
"4/4/1961",1961,"CALIFORNIA","TERMINAL ISLAND",NA,NA,NA,NA,NA,NA,NA,NA,34,-118
"4/13/1961",1961,"CHINA","XINJIANG",6.8,NA,NA,NA,NA,NA,NA,53,39.8,77.7
"5/23/1961",1961,"TURKEY","",6.5,NA,NA,NA,NA,NA,NA,NA,36.7,28.5
"6/1/1961",1961,"ETHIOPIA","KARAKORE",6.5,NA,30,NA,NA,NA,NA,NA,10.4,39.9
"6/11/1961",1961,"IRAN","DEHKUYEH,KHANEH,LAR,SHAGHEB,NOKHRIZ,BIGHU",6.6,NA,NA,NA,NA,NA,NA,NA,27.9,54.6
"6/11/1961",1961,"CHINA","YUNNAN PROVINCE",5.8,NA,NA,NA,NA,NA,NA,5740,24.97,98.63
"6/16/1961",1961,"COLOMBIA","NORTHEASTERN COLOMBIA",6.5,NA,NA,NA,NA,NA,NA,NA,8.9,-73.4
"6/27/1961",1961,"IRAN","",NA,NA,NA,NA,NA,NA,NA,NA,33.5,49.4
"6/27/1961",1961,"CHINA","YUNNAN PROVINCE",6,NA,NA,NA,NA,NA,NA,11400,27.73,99.75
"7/18/1961",1961,"JAPAN","RYUKYU ISLANDS",NA,NA,NA,NA,NA,NA,NA,NA,29.6,131.8
"7/23/1961",1961,"VANUATU ISLANDS","",7.3,NA,NA,NA,NA,NA,NA,NA,-18.421,168.411
"8/1/1961",1961,"SOLOMON ISLANDS","",6.4,NA,NA,NA,NA,NA,NA,NA,-9.849,160.614
"8/11/1961",1961,"JAPAN","SE. HOKKAIDO ISLAND",NA,NA,NA,NA,NA,NA,NA,NA,42.9,145.6
"8/17/1961",1961,"RUSSIA","S. KURIL ISLANDS",6.7,NA,NA,NA,NA,NA,NA,NA,46.338,149.548
"8/19/1961",1961,"JAPAN","HONSHU",7.3,NA,NA,NA,NA,NA,NA,NA,36,136.7
"8/31/1961",1961,"PERU","",7.5,NA,NA,NA,NA,NA,NA,NA,-10.5,-70.7
"9/1/1961",1961,"SOUTH SANDWICH ISLANDS","",7.5,NA,NA,NA,NA,NA,NA,NA,-59.5,-27.3
"9/5/1961",1961,"SOUTH SANDWICH ISLANDS","",7.7,NA,NA,NA,NA,NA,NA,NA,-58,-27
"9/8/1961",1961,"SOUTH SANDWICH ISLANDS","",7.7,NA,NA,NA,NA,NA,NA,NA,-56.26,-27.283
"10/1/1961",1961,"CHINA","GANSU PROVINCE",5.7,NA,NA,NA,NA,NA,NA,10,34.33,104.78
"10/14/1961",1961,"IRAN","",NA,NA,NA,NA,NA,NA,NA,NA,33.6,48.1
"10/18/1961",1961,"CHILE","VALDIVIA, CURICO",6.5,NA,NA,NA,NA,NA,NA,NA,-36.7,-73
"11/15/1961",1961,"JAPAN","SE. HOKKAIDO ISLAND",NA,NA,NA,NA,NA,NA,NA,NA,42.7,145.7
"12/20/1961",1961,"COLOMBIA","",6.9,NA,NA,NA,NA,NA,NA,NA,4.6,-75.6
"1/7/1962",1962,"BALKANS NW","CROATIA",5.9,NA,4,NA,NA,NA,NA,NA,43.3,17.1
"1/11/1962",1962,"BALKANS NW","CROATIA",6.1,NA,1,NA,NA,NA,NA,2290,43.3,17.1
"2/14/1962",1962,"CHILE","CENTRAL",7.3,NA,NA,NA,NA,NA,NA,NA,-37.8,-72.5
"2/18/1962",1962,"TUNISIA","GAFOUR,OUM-ZID,EL AKHOUAT",5.3,NA,NA,NA,NA,NA,NA,NA,36,9
"3/12/1962",1962,"COSTA RICA-PANAMA","",6.8,NA,NA,NA,NA,NA,NA,NA,8.008,-82.757
"3/18/1962",1962,"ALBANIA","",6,NA,NA,NA,NA,NA,NA,NA,40.9,19.5
"3/18/1962",1962,"CHINA","GUANGDONG PROVINCE",6.1,NA,1,2,NA,NA,NA,1200,23.72,114.67
"4/1/1962",1962,"IRAN","MUSSAVIEH",NA,NA,NA,NA,NA,NA,NA,NA,33.6,59
"4/12/1962",1962,"JAPAN","SANRIKU",7.2,NA,NA,NA,NA,NA,NA,NA,38.073,142.741
"4/18/1962",1962,"PERU","CASMA,HUARAZ,QUIRUVILCA,TRUJILLO",6.3,NA,NA,NA,NA,NA,NA,NA,-10,-79
"4/23/1962",1962,"CHINA","YUNNAN PROVINCE",5.5,NA,NA,NA,NA,NA,NA,NA,23.6,106.1
"4/23/1962",1962,"SE. HOKKAIDO ISLAND, JAPAN","",NA,NA,NA,NA,NA,NA,NA,NA,42.2,143.9
"4/25/1962",1962,"FRANCE","CORRENCON,CHATEAU-BERNARD,LE GUA,RENCUREL",5.3,NA,NA,NA,NA,NA,NA,NA,45,5.6
"4/30/1962",1962,"JAPAN","HONSHU",6.8,NA,1,NA,NA,NA,NA,NA,38.8,140.9
"5/11/1962",1962,"MEXICO","S",7,NA,4,NA,NA,NA,NA,NA,17.2,-99.6
"5/19/1962",1962,"MEXICO","S",7.2,NA,3,16,NA,NA,NA,NA,17.2,-99.5
"5/21/1962",1962,"CHINA","QINGHAI PROVINCE",6.8,NA,NA,NA,NA,NA,NA,NA,37.1,96
"5/21/1962",1962,"JAPAN","OFF COAST OF HONSHU ISLAND",5.7,NA,NA,NA,NA,NA,NA,NA,41.8,142.4
"5/28/1962",1962,"GREECE","AEGEAN SEA",4.5,NA,NA,NA,NA,NA,NA,NA,39.8,25
"6/11/1962",1962,"BALKANS NW","BOSNIA-HERZEGOVINA",6.3,NA,NA,NA,NA,NA,NA,NA,43.6,18.3
"6/24/1962",1962,"CHINA","YUNNAN PROVINCE",6.2,NA,NA,NA,NA,NA,NA,2550,25.2,101.2
"7/26/1962",1962,"PANAMA","",7.4,NA,NA,NA,NA,NA,NA,NA,7.5,-82
"7/30/1962",1962,"COLOMBIA","MISTRATO, MANIZALES",6.8,NA,47,300,NA,NA,NA,NA,5.2,-76.4
"8/19/1962",1962,"CHINA","XINJIANG",6.4,NA,NA,NA,NA,NA,NA,NA,44.68,81.58
"8/21/1962",1962,"ITALY","S",6.1,NA,NA,NA,NA,NA,NA,NA,41.4,15.5
"8/28/1962",1962,"GREECE","S",6.8,NA,NA,NA,NA,NA,NA,NA,37.8,22.9
"8/30/1962",1962,"UTAH","",5.8,NA,NA,NA,NA,NA,NA,NA,41.8,-111.8
"9/1/1962",1962,"IRAN","BUYIN-ZARA",7.2,NA,12225,2776,30,30000000,NA,21310,35.63,49.87
"9/4/1962",1962,"TURKEY","IGDIR",5.5,NA,NA,NA,NA,NA,NA,NA,39.9,43.9
"9/14/1962",1962,"GREECE","AEGEAN SEA; TURKEY",5.5,NA,NA,NA,NA,NA,NA,NA,39.6,23.3
"10/5/1962",1962,"IRAN","TORBAT HEYDARIYEH, AKHMEDABAD",5,NA,NA,NA,NA,NA,NA,NA,35.1,58.7
"11/6/1962",1962,"IRAN","GAHKOM,GOLRUIYEH,PATKUIYEH,LAIGAZAN,GANJ",5.5,NA,NA,NA,NA,NA,NA,NA,28.1,55.6
"12/17/1962",1962,"CHINA","NINGXIA",5.5,NA,NA,NA,NA,NA,NA,NA,38.12,106.27
"12/21/1962",1962,"ALASKA","ALEUTIAN ISLANDS",6.5,NA,NA,NA,NA,NA,NA,NA,52.47,-168.54
"1/31/1963",1963,"IRAN","KHENDODZHAN, DAKHNE-UDZHAK",4.5,NA,NA,NA,NA,NA,NA,NA,36.9,57.8
"2/13/1963",1963,"TAIWAN","TAIPEI, HSINCH",7.3,NA,15,18,NA,NA,NA,NA,24.5,122.1
"2/21/1963",1963,"LIBYA","BARCE (AL MARJ)",5.4,NA,300,375,5,5000000,NA,NA,32.6,21
"3/24/1963",1963,"IRAN","KARKHANEH",7.2,NA,NA,NA,NA,NA,NA,NA,34.4,47.9
"3/28/1963",1963,"ITALY","S",NA,NA,NA,NA,NA,NA,NA,NA,40.8,15.6
"3/31/1963",1963,"IRAN","HENDOJAN",7,NA,4,NA,NA,NA,NA,100,37,57.9
"4/19/1963",1963,"CHINA","QINGHAI PROVINCE",7,NA,NA,NA,NA,NA,NA,NA,35.7,97
"4/23/1963",1963,"CHINA","YUNNAN PROVINCE",6,NA,NA,NA,NA,NA,NA,NA,25.8,99.5
"5/9/1963",1963,"NICARAGUA","LEON",5.5,NA,NA,NA,NA,NA,NA,NA,12.2,-86.9
"5/18/1963",1963,"INDONESIA","BALI",6,NA,NA,NA,NA,NA,NA,NA,-8.2,115.6
"5/19/1963",1963,"BALKANS NW","SLOVENIA",4.9,NA,NA,NA,NA,NA,NA,NA,46.1,14.8
"6/21/1963",1963,"CHINA","HEILONGJIANG PROVINCE",5.8,NA,NA,NA,NA,NA,NA,NA,47.9,130.6
"6/30/1963",1963,"IRAN","W",5.1,NA,NA,NA,NA,NA,NA,NA,33.2,49.2
