ADM0_EN,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,date,validOn,validTo,POINT_X,POINT_Y
Ethiopia,ET,Amhara,ET03,North Wello,ET0303,Habru,ET030308,,<Null>,,2019/08/19,2020/10/08,,39.76144030800,11.67129973500
Ethiopia,ET,Afar,ET02,Hari /Zone 5,ET0205,Hadelela,ET020505,,<Null>,,2019/08/19,2020/10/08,,40.28303785700,10.27288051600
Ethiopia,ET,SNNP,ET07,Kembata Tibaro,ET0703,Hadero town,ET070312,,<Null>,,2019/08/19,2020/10/08,,37.66273499900,7.19303856400
Ethiopia,ET,SNNP,ET07,Kembata Tibaro,ET0703,Hadero Tunto,ET070305,,<Null>,,2019/08/19,2020/10/08,,37.65568163800,7.23564812600
Ethiopia,ET,Somali,ET05,Siti,ET0501,Hadhagala,ET050106,,<Null>,,2019/08/19,2020/10/08,,42.16738750900,10.40775074500
Ethiopia,ET,Dire Dawa,ET15,Dire Dawa urban,ET1501,Hafat Issa,ET150112,,<Null>,,2019/08/19,2020/10/08,,41.86928061600,9.60491312000
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Hagere Mariam,ET030516,,<Null>,,2019/08/19,2020/10/08,,39.38033800800,9.19360297000
Ethiopia,ET,Tigray,ET01,South Eastern,ET0106,Hagere Selam town,ET010605,,<Null>,,2019/08/19,2020/10/08,,39.16953220600,13.64029445900
Ethiopia,ET,Tigray,ET01,Central,ET0102,Hahayle,ET010217,,<Null>,,2019/08/19,2020/10/08,,39.11761969700,14.16720673800
Ethiopia,ET,Harari,ET13,Harari,ET1301,Hakim,ET130104,,<Null>,,2019/08/19,2020/10/08,,42.09262895300,9.25647977500
Ethiopia,ET,Oromia,ET04,Ilu Aba Bora,ET0403,Halu /Huka,ET040319,,<Null>,,2019/08/19,2020/10/08,,35.34784366400,8.18240558300
Ethiopia,ET,Oromia,ET04,West Guji,ET0415,Hambela Wamena,ET041509,,<Null>,,2019/08/19,2020/10/08,,38.37974881300,6.01222722800
Ethiopia,ET,SNNP,ET07,South Omo,ET0707,Hamer,ET070704,,<Null>,,2019/08/19,2020/10/08,,36.50252761900,4.95525672700
Ethiopia,ET,Somali,ET05,Erer,ET0504,Hamero,ET050404,,<Null>,,2019/08/19,2020/10/08,,42.30069384500,7.63538406200
Ethiopia,ET,Afar,ET02,Gabi /Zone 3,ET0203,Hanruka,ET020307,,<Null>,,2019/08/19,2020/10/08,,40.46508977300,9.56916626300
Ethiopia,ET,Somali,ET05,Nogob,ET0510,Hararey,ET051096,,<Null>,,2019/08/19,2020/10/08,,42.96852603200,6.92235800000
Ethiopia,ET,Somali,ET05,Fafan,ET0502,Harawo,ET050299,,<Null>,,2019/08/19,2020/10/08,,42.92340680900,9.96628399000
Ethiopia,ET,Oromia,ET04,Bale,ET0411,Harena Buluk,ET041111,,<Null>,,2019/08/19,2020/10/08,,39.54182146900,6.41014449900
Ethiopia,ET,Somali,ET05,Afder,ET0508,Hargele,ET050806,,<Null>,,2019/08/19,2020/10/08,,42.46395839400,5.31026606200
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Haro Limu,ET040204,,<Null>,,2019/08/19,2020/10/08,,36.25417276000,9.81651635600
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Haro Maya,ET041006,,<Null>,,2019/08/19,2020/10/08,,41.97730111100,9.35015361700
Ethiopia,ET,Oromia,ET04,Guji,ET0414,Haro Walabu,ET041490,,<Null>,,2019/08/19,2020/10/08,,38.44914884400,6.11407457700
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Haromaya town,ET041019,,<Null>,,2019/08/19,2020/10/08,,42.01106629900,9.39496145400
Ethiopia,ET,Somali,ET05,Fafan,ET0502,Haroreys,ET050298,,<Null>,,2019/08/19,2020/10/08,,43.02670936700,9.36479963900
Ethiopia,ET,Somali,ET05,Fafan,ET0502,Harshin,ET050207,,<Null>,,2019/08/19,2020/10/08,,43.77214689600,8.90409146600
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Haru,ET040114,,<Null>,,2019/08/19,2020/10/08,,35.85581517900,8.98089083200
Ethiopia,ET,Oromia,ET04,Kelem Wellega,ET0418,Hawa Galan,ET041801,,<Null>,,2019/08/19,2020/10/08,,34.99209974300,8.62676293300
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Hawasa town,ET160018,,<Null>,,2019/08/19,2020/10/08,,38.50115676000,7.01080497700
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Hawassa Zuria,ET160002,,<Null>,,2019/08/19,2020/10/08,,38.33578383200,7.07069800200
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Hawela,ET160023,,<Null>,,2019/08/19,2020/10/08,,38.48307819400,6.91978578600
Ethiopia,ET,Oromia,ET04,West Hararge,ET0409,"Hawi Gudina
",ET040915,,<Null>,,2019/08/19,2020/10/08,,40.70484336300,8.12856203600
Ethiopia,ET,Tigray,ET01,Eastern,ET0103,Hawzen,ET010305,,Wereda Hawzen,,2019/08/19,2020/10/08,,39.37159270900,14.00068438600
Ethiopia,ET,Tigray,ET01,Eastern,ET0103,Hawzen town,ET010312,,<Null>,,2019/08/19,2020/10/08,,39.42993929000,13.97432986600
Ethiopia,ET,Oromia,ET04,West Arsi,ET0417,Heban Arsi,ET041783,,<Null>,,2019/08/19,2020/10/08,,38.79807533700,7.55816843400
Ethiopia,ET,Oromia,ET04,North Shewa (OR),ET0406,Hidabu Abote,ET040603,,<Null>,,2019/08/19,2020/10/08,,38.51673336400,9.95956914300
Ethiopia,ET,Somali,ET05,Korahe,ET0505,Higloley,ET050597,,<Null>,,2019/08/19,2020/10/08,,44.57202570300,5.73594846700
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Hike town,ET030499,,<Null>,,2019/08/19,2020/10/08,,39.67781183200,11.31025359800
Ethiopia,ET,Tigray,ET01,South Eastern,ET0106,Hintalo,ET010603,,<Null>,,2019/08/19,2020/10/08,,39.43598914200,13.17608955500
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Hitosa,ET040807,,<Null>,,2019/08/19,2020/10/08,,39.24281695500,8.07143421800
Ethiopia,ET,SNNP,ET07,Wolayita,ET0706,Hobicha Abaya,ET070619,,<Null>,,2019/08/19,2020/10/08,,37.95209298100,6.70628644600
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Hokko,ET160031,,<Null>,,2019/08/19,2020/10/08,,38.98169150500,6.22219829000
Ethiopia,ET,Oromia,ET04,Finfine Special,ET0420,Holeta town,ET042020,,<Null>,,2019/08/19,2020/10/08,,38.49687843800,9.05586622000
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Homa,ET040117,,<Null>,,2019/08/19,2020/10/08,,35.71286486800,9.06086317100
Ethiopia,ET,Benishangul Gumz,ET06,Asosa,ET0603,Homosha,ET060307,,<Null>,,2019/08/19,2020/10/08,,34.57354376700,10.31382195500
Ethiopia,ET,Oromia,ET04,Horo Gudru Wellega,ET0419,Horo,ET041901,,<Null>,,2019/08/19,2020/10/08,,37.16499675700,9.59270376400
Ethiopia,ET,Oromia,ET04,Horo Gudru Wellega,ET0419,Horo Buluk,ET041912,,<Null>,,2019/08/19,2020/10/08,,37.14269299000,9.71555912600
Ethiopia,ET,Somali,ET05,Nogob,ET0510,Horshagah,ET051095,,<Null>,,2019/08/19,2020/10/08,,43.45772108700,7.01318398500
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Hosaena town,ET070211,,<Null>,,2019/08/19,2020/10/08,,37.84636110400,7.54275345600
Ethiopia,ET,Somali,ET05,Daawa,ET0511,Hudet,ET051104,,<Null>,,2019/08/19,2020/10/08,,39.73127409800,4.37811510200
Ethiopia,ET,SNNP,ET07,Siltie,ET0720,Hulbareg,ET072008,,<Null>,,2019/08/19,2020/10/08,,38.12784274100,7.73360401100
Ethiopia,ET,Amhara,ET03,East Gojam,ET0306,Hulet Ej Enese,ET030602,,<Null>,,2019/08/19,2020/10/08,,37.88079266000,10.89691275900
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Hulla,ET160007,,<Null>,,2019/08/19,2020/10/08,,38.54841396100,6.47046774200
Ethiopia,ET,SNNP,ET07,Wolayita,ET0706,Humbo,ET070604,,<Null>,,2019/08/19,2020/10/08,,37.71819103100,6.68617205800
Ethiopia,ET,Oromia,ET04,Ilu Aba Bora,ET0403,Hurumu,ET040316,,<Null>,,2019/08/19,2020/10/08,,35.85532763600,8.14699841400
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Ibantu,ET040202,,<Null>,,2019/08/19,2020/10/08,,36.44456482900,10.07099483800
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Ifata,ET040519,,<Null>,,2019/08/19,2020/10/08,,37.92433789800,9.18127701300
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Illu Galan,ET040500,,<Null>,,2019/08/19,2020/10/08,,37.29386121000,8.97037849000
Ethiopia,ET,Oromia,ET04,South West Shewa,ET0413,Ilu,ET041305,,<Null>,,2019/08/19,2020/10/08,,38.33534451300,8.82194595100
Ethiopia,ET,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,,Shire Indasilassie Town,,2019/08/19,2020/10/08,,38.28613459400,14.10315546400
Ethiopia,ET,Amhara,ET03,Awi,ET0309,Injibara town,ET030996,,<Null>,,2019/08/19,2020/10/08,,36.92554297100,10.96773603600
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Inkolo Wabe,ET040824,,<Null>,,2019/08/19,2020/10/08,,39.44741557000,7.42446962400
Ethiopia,ET,SNNP,ET07,Dawuro,ET0717,Isara,ET071705,,<Null>,,2019/08/19,2020/10/08,,36.88959531300,6.84511531600
Ethiopia,ET,Gambela,ET12,Itang Special woreda,ET1204,Itang,ET120407,,<Null>,,2019/08/19,2020/10/08,,34.21956723500,8.34631482200
Ethiopia,ET,Amhara,ET03,West Gojam,ET0307,Jabi Tehnan,ET030709,,<Null>,,2019/08/19,2020/10/08,,37.29733780000,10.61982250700
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Jajura town,ET070214,,<Null>,,2019/08/19,2020/10/08,,37.69070536600,7.45859046900
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Jama,ET030414,,<Null>,,2019/08/19,2020/10/08,,39.26106729300,10.40765541000
Ethiopia,ET,Amhara,ET03,North Gondar,ET0301,Janamora,ET030103,,<Null>,,2019/08/19,2020/10/08,,38.19969948900,13.04039636500
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Jarso (East Hararghe),ET041002,,<Null>,,2019/08/19,2020/10/08,,42.28847088900,9.55508663600
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Jarso (West Wellega),ET040108,,<Null>,,2019/08/19,2020/10/08,,35.32543151700,9.44393404300
Ethiopia,ET,Oromia,ET04,Horo Gudru Wellega,ET0419,Jarte Jardega,ET041908,,<Null>,,2019/08/19,2020/10/08,,37.14691932600,9.90123571600
Ethiopia,ET,Amhara,ET03,Awi,ET0309,Jawi,ET030906,,<Null>,,2019/08/19,2020/10/08,,36.40696822300,11.70919732800
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Jeju,ET040804,,<Null>,,2019/08/19,2020/10/08,,39.65711274800,8.35857329600
Ethiopia,ET,Dire Dawa,ET15,Dire Dawa rural,ET1502,Jeldessa,ET150206,,<Null>,,2019/08/19,2020/10/08,,42.18722169400,9.69035425000
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Jeldu,ET040502,,<Null>,,2019/08/19,2020/10/08,,38.18221072000,9.21497934100
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Jibat,ET040518,,<Null>,,2019/08/19,2020/10/08,,37.48537386700,8.71472180500
Ethiopia,ET,Oromia,ET04,North Shewa (OR),ET0406,Jida,ET040615,,<Null>,,2019/08/19,2020/10/08,,39.00310073300,9.39901870200
Ethiopia,ET,Somali,ET05,Fafan,ET0502,Jigjiga town,ET050293,,<Null>,,2019/08/19,2020/10/08,,42.80157505300,9.37353617000
Ethiopia,ET,Gambela,ET12,Nuwer,ET1201,Jikawo,ET120103,,<Null>,,2019/08/19,2020/10/08,,33.63178940600,8.34592870100
Ethiopia,ET,Amhara,ET03,Oromia,ET0310,Jilye Tumuga,ET031003,,<Null>,,2019/08/19,2020/10/08,,40.05131656000,10.26006745500
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Jimma Arjo,ET040214,,<Null>,,2019/08/19,2020/10/08,,36.46276622500,8.71982731500
Ethiopia,ET,Oromia,ET04,Horo Gudru Wellega,ET0419,Jimma Genete,ET041906,,<Null>,,2019/08/19,2020/10/08,,37.14328823200,9.38949493200
Ethiopia,ET,Oromia,ET04,Kelem Wellega,ET0418,Jimma Horo,ET041810,,<Null>,,2019/08/19,2020/10/08,,34.75805449400,9.01501994000
Ethiopia,ET,Oromia,ET04,Horo Gudru Wellega,ET0419,Jimma Rare,ET041907,,<Null>,,2019/08/19,2020/10/08,,37.34088260300,9.25216467800
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Jimma town,ET040418,,<Null>,,2019/08/19,2020/10/08,,36.82963615500,7.66445143800
Ethiopia,ET,Harari,ET13,Harari,ET1301,Jinela,ET130103,,<Null>,,2019/08/19,2020/10/08,,42.08875920000,9.29692206400
Ethiopia,ET,SNNP,ET07,South Omo,ET0707,Jinka town,ET070709,,<Null>,,2019/08/19,2020/10/08,,36.56944225100,5.77145387600
Ethiopia,ET,Gambela,ET12,Agnewak,ET1202,Jore,ET120204,,<Null>,,2019/08/19,2020/10/08,,33.73948400100,7.89708634400
Ethiopia,ET,SNNP,ET07,Kembata Tibaro,ET0703,Kacha Bira,ET070304,,<Null>,,2019/08/19,2020/10/08,,37.74151579200,7.23572237900
Ethiopia,ET,SNNP,ET07,Dawuro,ET0717,Kache,ET071706,,<Null>,,2019/08/19,2020/10/08,,36.91637334100,7.04324285600
Ethiopia,ET,Tigray,ET01,Western,ET0105,Kafta Humera,ET010501,,<Null>,,2019/08/19,2020/10/08,,37.02184351200,14.07712465100
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Kalu,ET030407,,<Null>,,2019/08/19,2020/10/08,,39.83500300800,11.07396292800
Ethiopia,ET,Benishangul Gumz,ET06,Kemashi,ET0604,Kamashi,ET060403,,<Null>,,2019/08/19,2020/10/08,,35.89778145600,9.49668315200
Ethiopia,ET,SNNP,ET07,Konso,ET0713,Karat town,ET071301,,<Null>,,2019/08/19,2020/10/08,,37.44150498100,5.33649504900
Ethiopia,ET,SNNP,ET07,Konso,ET0713,Karat Zuria,ET071303,,<Null>,,2019/08/19,2020/10/08,,37.55148747500,5.30512728800
Ethiopia,ET,SNNP,ET07,Wolayita,ET0706,Kawo Koisha,ET070620,,<Null>,,2019/08/19,2020/10/08,,37.44027532500,6.75872518700
Ethiopia,ET,Dire Dawa,ET15,Dire Dawa urban,ET1501,Kazira,ET150113,,<Null>,,2019/08/19,2020/10/08,,41.85463253800,9.63614468700
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Kebena,ET070101,,<Null>,,2019/08/19,2020/10/08,,37.90869753600,8.32226046200
Ethiopia,ET,Somali,ET05,Fafan,ET0502,Kebribayah town,ET050296,,<Null>,,2019/08/19,2020/10/08,,43.18126217200,9.09588458900
Ethiopia,ET,Somali,ET05,Fafan,ET0502,Kebribeyah,ET050206,,<Null>,,2019/08/19,2020/10/08,,43.38462654800,9.17022756000
Ethiopia,ET,Somali,ET05,Korahe,ET0505,Kebridehar,ET050502,,<Null>,,2019/08/19,2020/10/08,,44.08838790100,6.63037503200
Ethiopia,ET,Somali,ET05,Korahe,ET0505,Kebridehar town,ET050592,,<Null>,,2019/08/19,2020/10/08,,44.27618756300,6.73274524600
Ethiopia,ET,SNNP,ET07,Kembata Tibaro,ET0703,Kediada Gambela,ET070303,,<Null>,,2019/08/19,2020/10/08,,37.92723642400,7.25381532400
Ethiopia,ET,Somali,ET05,Shabelle,ET0506,Kelafo,ET050605,,<Null>,,2019/08/19,2020/10/08,,44.15156964900,5.36236536500
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Kelela,ET030413,,<Null>,,2019/08/19,2020/10/08,,38.98389487800,10.54067990400
Ethiopia,ET,Tigray,ET01,Eastern,ET0103,Kelete Awelallo,ET010306,,<Null>,,2019/08/19,2020/10/08,,39.52784462600,13.83885215000
Ethiopia,ET,SNNP,ET07,Gamo,ET0710,Kemba,ET071011,,<Null>,,2019/08/19,2020/10/08,,37.18281689100,6.10802481200
Ethiopia,ET,SNNP,ET07,Gamo,ET0710,Kemba town,ET071012,,<Null>,,2019/08/19,2020/10/08,,37.17285137200,6.05636044800
Ethiopia,ET,Amhara,ET03,Oromia,ET0310,Kemisie town,ET031006,,<Null>,,2019/08/19,2020/10/08,,39.87184643000,10.71837569200
Ethiopia,ET,SNNP,ET07,Konso,ET0713,Kena,ET071304,,<Null>,,2019/08/19,2020/10/08,,37.21346595900,5.28764459800
Ethiopia,ET,Oromia,ET04,West Guji,ET0415,Kercha,ET041502,,<Null>,,2019/08/19,2020/10/08,,38.43556240900,5.77038853100
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Kersa (East Hararge),ET041008,,<Null>,,2019/08/19,2020/10/08,,41.80726499800,9.38429834600
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Kersa (Jimma),ET040405,,<Null>,,2019/08/19,2020/10/08,,37.03263165000,7.77759054100
Ethiopia,ET,Oromia,ET04,South West Shewa,ET0413,Kersana Malima,ET041307,,<Null>,,2019/08/19,2020/10/08,,38.51896876500,8.56765349700
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Kewet,ET030512,,<Null>,,2019/08/19,2020/10/08,,39.82326213300,10.06785934300
Ethiopia,ET,Tigray,ET01,Central,ET0102,Keyhe tekli,ET010221,,<Null>,,2019/08/19,2020/10/08,,39.03548752500,13.76032345200
Ethiopia,ET,SNNP,ET07,Siltie,ET0720,Kibet town,ET072011,,<Null>,,2019/08/19,2020/10/08,,38.32667982600,8.01932564500
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Kiltu Kara,ET040105,,<Null>,,2019/08/19,2020/10/08,,35.27848532000,9.71163074200
Ethiopia,ET,Oromia,ET04,North Shewa (OR),ET0406,Kimbibit,ET040610,,<Null>,,2019/08/19,2020/10/08,,39.23048390700,9.39984741400
Ethiopia,ET,SNNP,ET07,Wolayita,ET0706,Kindo Daddaye,ET070610,,<Null>,,2019/08/19,2020/10/08,,37.32917052700,6.78043536300
Ethiopia,ET,SNNP,ET07,Wolayita,ET0706,Kindo Koyesha,ET070606,,<Null>,,2019/08/19,2020/10/08,,37.51743219400,6.92900581200
Ethiopia,ET,Amhara,ET03,Central Gondar,ET0311,Kinfaz,ET031122,,<Null>,,2019/08/19,2020/10/08,,38.07576174200,12.79610031600
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Kiremu,ET040217,,<Null>,,2019/08/19,2020/10/08,,36.80954041200,10.05963984900
Ethiopia,ET,Addis Ababa,ET14,Region 14,ET1401,Kirkos,ET140106,,<Null>,,2019/08/19,2020/10/08,,38.75973607300,9.00131698500
Ethiopia,ET,Amhara,ET03,North Wello,ET0303,Kobo town,ET030399,,<Null>,,2019/08/19,2020/10/08,,39.63358130800,12.15088188200
Ethiopia,ET,SNNP,ET07,Gedeo,ET0705,Kochere,ET070503,,<Null>,,2019/08/19,2020/10/08,,38.16442623500,6.04497901000
Ethiopia,ET,Oromia,ET04,West Arsi,ET0417,Kofele,ET041704,,<Null>,,2019/08/19,2020/10/08,,38.84002288600,7.01945385100
Ethiopia,ET,Somali,ET05,Afder,ET0508,Kohle /Qoxle,ET050898,,<Null>,,2019/08/19,2020/10/08,,43.11655576100,5.26857861800
Ethiopia,ET,Oromia,ET04,West Arsi,ET0417,Kokosa,ET041708,,<Null>,,2019/08/19,2020/10/08,,38.81037368500,6.79102740300
Ethiopia,ET,Tigray,ET01,Central,ET0102,Kola Temben,ET010208,,<Null>,,2019/08/19,2020/10/08,,38.77360248800,13.64118639300
Ethiopia,ET,Addis Ababa,ET14,Region 14,ET1401,Kolfe - Keran,ET140103,,<Null>,,2019/08/19,2020/10/08,,38.68792626200,9.00960583500
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Kombolcha,ET041001,,<Null>,,2019/08/19,2020/10/08,,42.15325788000,9.46821742500
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Kombolcha town,ET030417,,<Null>,,2019/08/19,2020/10/08,,39.72099856200,11.09592700300
Ethiopia,ET,SNNP,ET07,Konta Special,ET0719,Konta,ET071901,,<Null>,,2019/08/19,2020/10/08,,36.60874636300,6.87105454700
Ethiopia,ET,Somali,ET05,Fafan,ET0502,Koran /Mulla,ET050297,,<Null>,,2019/08/19,2020/10/08,,43.06589620300,8.69313531100
Ethiopia,ET,Tigray,ET01,Western,ET0105,Korarit,ET010508,,<Null>,,2019/08/19,2020/10/08,,37.55237013900,13.89333614300
Ethiopia,ET,Oromia,ET04,West Arsi,ET0417,Kore,ET041705,,<Null>,,2019/08/19,2020/10/08,,38.93025786000,7.22507398800
Ethiopia,ET,Tigray,ET01,Southern,ET0104,Korem town,ET010410,,<Null>,,2019/08/19,2020/10/08,,39.51631322400,12.50654407000
Ethiopia,ET,Afar,ET02,Awsi /Zone 1,ET0201,Kori,ET020108,,<Null>,,2019/08/19,2020/10/08,,40.97990260700,12.44166403200
Ethiopia,ET,SNNP,ET07,Gamo,ET0710,Kucha,ET071019,,<Null>,,2019/08/19,2020/10/08,,37.38541457000,6.51071882400
Ethiopia,ET,SNNP,ET07,Gamo,ET0710,Kucha Alpha,ET071017,,<Null>,,2019/08/19,2020/10/08,,37.24977570700,6.58769343400
Ethiopia,ET,SNNP,ET07,Halaba,ET0714,Kulito town,ET071401,,<Null>,,2019/08/19,2020/10/08,,38.08700385800,7.30841263100
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Kumbi,ET041098,,<Null>,,2019/08/19,2020/10/08,,41.71788799000,7.92889585600
Ethiopia,ET,Oromia,ET04,West Hararge,ET0409,Kuni /Oda Bultum,ET040911,,<Null>,,2019/08/19,2020/10/08,,41.12289674200,8.57852184600
Ethiopia,ET,Afar,ET02,Kilbati /Zone2,ET0202,Kunneba,ET020202,,<Null>,,2019/08/19,2020/10/08,,39.95285137500,14.05332756800
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Kurfa Chele,ET041007,,<Null>,,2019/08/19,2020/10/08,,41.87241311600,9.22967977300
Ethiopia,ET,Benishangul Gumz,ET06,Asosa,ET0603,Kurmuk,ET060302,,<Null>,,2019/08/19,2020/10/08,,34.45907733100,10.56786858000
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Kutaber,ET030403,,<Null>,,2019/08/19,2020/10/08,,39.46064191300,11.28049439800
Ethiopia,ET,Oromia,ET04,North Shewa (OR),ET0406,Kuyu,ET040604,,<Null>,,2019/08/19,2020/10/08,,38.30461341600,9.74762778000
Ethiopia,ET,Tigray,ET01,North Western,ET0101,Laelay Adiabo,ET010102,,<Null>,,2019/08/19,2020/10/08,,38.16848057500,14.23766018700
Ethiopia,ET,Tigray,ET01,Central,ET0102,Laelay Maychew,ET010205,,<Null>,,2019/08/19,2020/10/08,,38.76379769500,14.15617298900
Ethiopia,ET,Somali,ET05,Erer,ET0504,Lagahida,ET050407,,<Null>,,2019/08/19,2020/10/08,,42.03782513700,7.42488555000
Ethiopia,ET,Amhara,ET03,North Wello,ET0303,Lalibela town,ET030398,,<Null>,,2019/08/19,2020/10/08,,39.04643368500,12.02886262900
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Lalo Asabi,ET040104,,<Null>,,2019/08/19,2020/10/08,,35.67131631800,9.20542891700
Ethiopia,ET,Oromia,ET04,Kelem Wellega,ET0418,Lalo Kile,ET041811,,<Null>,,2019/08/19,2020/10/08,,35.33118914400,8.86265843000
Ethiopia,ET,SNNP,ET07,Siltie,ET0720,Lanfero,ET072003,,<Null>,,2019/08/19,2020/10/08,,38.42535173400,7.81479965600
Ethiopia,ET,Gambela,ET12,Nuwer,ET1201,Lare,ET120102,,<Null>,,2019/08/19,2020/10/08,,33.94376960200,8.34170632400
Ethiopia,ET,Somali,ET05,Korahe,ET0505,Lasdhankayre,ET050596,,<Null>,,2019/08/19,2020/10/08,,43.85080253000,6.59964270700
Ethiopia,ET,Amhara,ET03,North Wello,ET0303,Lasta,ET030310,,<Null>,,2019/08/19,2020/10/08,,38.93484134400,11.99175978500
Ethiopia,ET,Amhara,ET03,Central Gondar,ET0311,Lay Armacho,ET031108,,<Null>,,2019/08/19,2020/10/08,,37.36945568600,12.76589690700
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,Lay Gayint,ET030205,,<Null>,,2019/08/19,2020/10/08,,38.43453493400,11.85328227300
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Legambo,ET030410,,<Null>,,2019/08/19,2020/10/08,,39.16257688900,10.85661303500
Ethiopia,ET,Oromia,ET04,East Bale,ET0421,Lege Hida,ET042102,,<Null>,,2019/08/19,2020/10/08,,41.40606076600,7.86569470300
Ethiopia,ET,Oromia,ET04,Finfine Special,ET0420,Lege Tafo-Lege Dadi town,ET042004,,<Null>,,2019/08/19,2020/10/08,,38.90655056800,9.07486473800
Ethiopia,ET,Dire Dawa,ET15,Dire Dawa urban,ET1501,Legehare,ET150105,,<Null>,,2019/08/19,2020/10/08,,41.87728405800,9.60485490000
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Legehida,ET030420,,<Null>,,2019/08/19,2020/10/08,,39.25842510100,10.68457977800
Ethiopia,ET,Somali,ET05,Doolo,ET0507,Lehel-Yucub,ET050798,,<Null>,,2019/08/19,2020/10/08,,45.15686411600,6.59938101100
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Leka Dulecha,ET040212,,<Null>,,2019/08/19,2020/10/08,,36.46479002200,8.90193004200
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Leku town,ET160022,,<Null>,,2019/08/19,2020/10/08,,38.44430703800,6.87345761600
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Lemmo,ET070203,,<Null>,,2019/08/19,2020/10/08,,37.91364162200,7.53518995700
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Leta Sibu,ET040197,,<Null>,,2019/08/19,2020/10/08,,35.34675395700,9.59729087800
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Liban Jawi,ET040597,,<Null>,,2019/08/19,2020/10/08,,37.52094489800,8.92533738900
Ethiopia,ET,Oromia,ET04,Guji,ET0414,Liben,ET041407,,<Null>,,2019/08/19,2020/10/08,,39.63958933200,5.28193606700
Ethiopia,ET,Oromia,ET04,East Shewa,ET0407,Liben Chukala,ET040711,,<Null>,,2019/08/19,2020/10/08,,38.88895126200,8.50400316800
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,Libokemekem,ET030202,,<Null>,,2019/08/19,2020/10/08,,37.86812988900,12.15625134600
Ethiopia,ET,Addis Ababa,ET14,Region 14,ET1401,Lideta,ET140105,,<Null>,,2019/08/19,2020/10/08,,38.73208883200,9.01326449100
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Limu (OR),ET040201,,<Null>,,2019/08/19,2020/10/08,,36.46146703600,9.71458510600
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Limu Bilbilo,ET040818,,<Null>,,2019/08/19,2020/10/08,,39.27145542400,7.42972071400
