Region,Sub Region,Country,Drug Group,Drug,Year,Country Code,download,Latest Year,Clear,Kg Equivalent,Latest Year Kg Value,Metring Tons,Number of Records
Americas,South America,Chile,Cannabis-type,Cannabis seed,2015,CHI,,2019,1,0.405269991,,0.000405270,1
Americas,South America,Chile,Cannabis-type,Cannabis seed,2015,CHI,,2019,1,245.841,,0.245841,1
Americas,South America,Ecuador,Cannabis-type,Cannabis seed,2015,ECU,,2019,1,0.012,,1.2e-05,1
Americas,South America,Paraguay,Cannabis-type,Cannabis seed,2015,PAR,,2019,1,7930.13,,7.93013,1
Americas,South America,Argentina,Cannabis-type,Hashish (resin),2015,ARG,,2019,1,0.43,,0.00043,1
Americas,South America,Brazil,Cannabis-type,Hashish (resin),2015,BRA,,2019,1,298.35,,0.29835,1
Americas,South America,Chile,Cannabis-type,Hashish (resin),2015,CHI,,2019,1,1.012,,0.001012,1
Americas,South America,Paraguay,Cannabis-type,Hashish (resin),2015,PAR,,2019,1,1.61,,0.00161,1
Americas,South America,Suriname,Cannabis-type,Hashish (resin),2015,SUR,,2017,1,0.0043,,4.3e-06,1
Americas,South America,Argentina,Cannabis-type,Marijuana (herb),2015,ARG,,2019,1,0.0075,,7.5e-06,1
Americas,South America,Argentina,Cannabis-type,Marijuana (herb),2015,ARG,,2019,1,0.72,,0.00072,1
Americas,South America,Argentina,Cannabis-type,Marijuana (herb),2015,ARG,,2019,1,0.735,,0.000735,1
Americas,South America,Argentina,Cannabis-type,Marijuana (herb),2015,ARG,,2019,1,206753.62,,206.75362,1
Americas,South America,Bolivia (Plurinational State of),Cannabis-type,Marijuana (herb),2015,BOL,,2019,1,26198.37,,26.19837,1
Americas,South America,Brazil,Cannabis-type,Marijuana (herb),2015,BRA,,2019,1,142.44,,0.14244,1
Americas,South America,Brazil,Cannabis-type,Marijuana (herb),2015,BRA,,2019,1,270919.31,,270.91931,1
Americas,South America,Chile,Cannabis-type,Marijuana (herb),2015,CHI,,2019,1,23642.58,,23.64258,1
Americas,South America,Colombia,Cannabis-type,Marijuana (herb),2015,COL,,2019,1,258221.12,,258.22112,1
Americas,South America,Ecuador,Cannabis-type,Marijuana (herb),2015,ECU,,2019,1,1347.116,,1.347116,1
Americas,South America,Guyana,Cannabis-type,Marijuana (herb),2015,GUY,,2019,1,995,,0.995,1
Americas,South America,Paraguay,Cannabis-type,Marijuana (herb),2015,PAR,,2019,1,510307.79,,510.30779,1
Americas,South America,Peru,Cannabis-type,Marijuana (herb),2015,PER,,2019,1,91900,,91.9,1
Americas,South America,Suriname,Cannabis-type,Marijuana (herb),2015,SUR,,2017,1,841.7,,0.8417,1
Americas,South America,Uruguay,Cannabis-type,Marijuana (herb),2015,URU,,2019,1,2650,,2.65,1
Americas,South America,Venezuela (Bolivarian Republic of),Cannabis-type,Marijuana (herb),2015,VEN,,2019,1,14116,,14.116,1
Americas,South America,Ecuador,Cannabis-type,Other types of cannabis,2015,ECU,,2019,1,0.01,,1e-05,1
Americas,Central America,Honduras,Cocaine-type,Cocaine salts,2015,HON,,2019,1,2046.74,,2.04674,1
Americas,Central America,Panama,Cocaine-type,Cocaine salts,2015,PAN,,2019,1,52261.77649,,52.26177649,1
Americas,Central America,Honduras,Cocaine-type,Crack,2015,HON,,2019,1,0.3622,,0.0003622,1
Americas,Central America,Panama,Cocaine-type,Crack,2015,PAN,,2019,1,1148.95522,,1.14895522,1
Americas,Central America,Nicaragua,Cocaine-type,Non-specified cocaine,2015,NIC,,2019,1,4250,,4.25,1
Americas,North America,United States of America,Cocaine-type,Coca leaf,2015,USA,,2019,1,151.65,,0.15165,1
Americas,North America,United States of America,Cocaine-type,Coca paste/cocaine base,2015,USA,,2019,1,0.036300001,,3.630000144e-05,1
Americas,North America,United States of America,Cocaine-type,Coca paste/cocaine base,2015,USA,,2019,1,213.3,,0.2133,1
Americas,North America,United States of America,Cocaine-type,Coca paste/cocaine base,2015,USA,,2019,1,268.88,,0.26888,1
Americas,North America,Canada,Cocaine-type,Cocaine salts,2015,CAN,,2019,1,0.022800000,,2.280000034e-05,1
Americas,North America,Canada,Cocaine-type,Cocaine salts,2015,CAN,,2019,1,0.023100000,,2.310000034e-05,1
Americas,North America,Canada,Cocaine-type,Cocaine salts,2015,CAN,,2019,1,0.028400000,,2.840000042e-05,1
Americas,North America,Canada,Cocaine-type,Cocaine salts,2015,CAN,,2019,1,1.68,,0.00168,1
Americas,North America,Canada,Cocaine-type,Cocaine salts,2015,CAN,,2019,1,1093.43,,1.09343,1
Americas,North America,Mexico,Cocaine-type,Cocaine salts,2015,MEX,,2019,1,8099.742535920,,8.099742536,1
Americas,North America,United States of America,Cocaine-type,Crack,2015,USA,,2019,1,0.066400001,,6.640000099e-05,1
Americas,North America,United States of America,Cocaine-type,Crack,2015,USA,,2019,1,394.59,,0.39459,1
Americas,North America,United States of America,Cocaine-type,Non-specified cocaine,2015,USA,,2019,1,184080,,184.08,1
Americas,South America,Ecuador,Cocaine-type,Coca bush,2015,ECU,,2019,1,45266,,45.266,1
Americas,South America,Venezuela (Bolivarian Republic of),Cocaine-type,Coca bush,2015,VEN,,2019,1,185500,,185.5,1
Americas,South America,Argentina,Cocaine-type,Coca leaf,2015,ARG,,2019,1,113732.29,,113.73229,1
Americas,South America,Chile,Cocaine-type,Coca leaf,2015,CHI,,2019,1,250.498,,0.250498,1
Americas,South America,Colombia,Cocaine-type,Coca leaf,2015,COL,,2019,1,777640.24,,777.64024,1
Americas,South America,Peru,Cocaine-type,Coca leaf,2015,PER,,2019,1,126900,,126.9,1
Americas,South America,Argentina,Cocaine-type,Coca paste/cocaine base,2015,ARG,,2019,1,75.759003010,,0.075759003,1
Americas,South America,Chile,Cocaine-type,Coca paste/cocaine base,2015,CHI,,2019,1,5757.207,,5.757207,1
Americas,South America,Chile,Cocaine-type,Coca paste/cocaine base,2015,CHI,,2019,1,5946.088,,5.946088,1
Americas,South America,Colombia,Cocaine-type,Coca paste/cocaine base,2015,COL,,2019,1,2398.98,,2.39898,1
Americas,South America,Colombia,Cocaine-type,Coca paste/cocaine base,2015,COL,,2019,1,42657.54,,42.65754,1
Americas,South America,Ecuador,Cocaine-type,Coca paste/cocaine base,2015,ECU,,2019,1,2435.198,,2.435198,1
Americas,South America,Peru,Cocaine-type,Coca paste/cocaine base,2015,PER,,2019,1,11600,,11.6,1
Americas,South America,Uruguay,Cocaine-type,Coca paste/cocaine base,2015,URU,,2019,1,74,,0.074,1
Americas,South America,Venezuela (Bolivarian Republic of),Cocaine-type,Coca paste/cocaine base,2015,VEN,,2019,1,12.85,,0.01285,1
Americas,South America,Argentina,Cocaine-type,Cocaine salts,2015,ARG,,2019,1,0.4,,0.0004,1
Americas,South America,Argentina,Cocaine-type,Cocaine salts,2015,ARG,,2019,1,6971.99,,6.97199,1
Americas,South America,Bolivia (Plurinational State of),Cocaine-type,Cocaine salts,2015,BOL,,2019,1,21284.78,,21.28478,1
Americas,South America,Brazil,Cocaine-type,Cocaine salts,2015,BRA,,2019,1,27222.5,,27.2225,1
Americas,South America,Chile,Cocaine-type,Cocaine salts,2015,CHI,,2019,1,5659.816,,5.659816,1
Americas,South America,Colombia,Cocaine-type,Cocaine salts,2015,COL,,2019,1,253591.15,,253.59115,1
Americas,South America,Ecuador,Cocaine-type,Cocaine salts,2015,ECU,,2019,1,63140.316,,63.140316,1
Americas,South America,Guyana,Cocaine-type,Cocaine salts,2015,GUY,,2019,1,518.68,,0.51868,1
Americas,South America,Paraguay,Cocaine-type,Cocaine salts,2015,PAR,,2019,1,3149.78,,3.14978,1
Americas,South America,Peru,Cocaine-type,Cocaine salts,2015,PER,,2019,1,8400,,8.4,1
Americas,South America,Venezuela (Bolivarian Republic of),Cocaine-type,Cocaine salts,2015,VEN,,2019,1,65388.81,,65.38881,1
Americas,South America,Argentina,Cocaine-type,Crack,2015,ARG,,2019,1,0.02,,2e-05,1
Americas,South America,Guyana,Cocaine-type,Crack,2015,GUY,,2019,1,1.2,,0.0012,1
Americas,South America,Paraguay,Cocaine-type,Crack,2015,PAR,,2019,1,3.108500046,,0.003108500,1
Americas,South America,Paraguay,Cocaine-type,Crack,2015,PAR,,2019,1,6.22,,0.00622,1
Americas,South America,Venezuela (Bolivarian Republic of),Cocaine-type,Crack,2015,VEN,,2019,1,30.28,,0.03028,1
Americas,South America,Suriname,Cocaine-type,Non-specified cocaine,2015,SUR,,2017,1,33.8,,0.0338,1
Americas,South America,Suriname,Cocaine-type,Non-specified cocaine,2015,SUR,,2017,1,626.6,,0.6266,1
Americas,South America,Uruguay,Cocaine-type,Non-specified cocaine,2015,URU,,2019,1,137,,0.137,1
Americas,Central America,Panama,Hallucinogens,LSD,2015,PAN,,2015,1,9.7e-06,9.7e-06,9.7e-09,1
Americas,North America,Canada,Hallucinogens,LSD,2015,CAN,,2019,1,5.139999987e-05,,5.139999987e-08,1
Americas,North America,Canada,Hallucinogens,LSD,2015,CAN,,2019,1,5.534999860e-05,,5.534999860e-08,1
Americas,North America,Canada,Hallucinogens,LSD,2015,CAN,,2019,1,0.000489950,,4.899499876e-07,1
Americas,North America,Canada,Hallucinogens,LSD,2015,CAN,,2019,1,0.00647,,6.47e-06,1
Americas,North America,Mexico,Hallucinogens,LSD,2015,MEX,,2019,1,4.049999898e-06,,4.049999898e-09,1
Americas,North America,Mexico,Hallucinogens,LSD,2015,MEX,,2019,1,0.006341,,6.341e-06,1
Americas,North America,United States of America,Hallucinogens,LSD,2015,USA,,2019,1,0.001434600,,1.434599964e-06,1
Americas,North America,United States of America,Hallucinogens,LSD,2015,USA,,2019,1,21.05,,0.02105,1
Americas,North America,Canada,Hallucinogens,Other Hallucinogens,2015,CAN,,2019,1,0.019700000,,1.970000029e-05,1
Americas,North America,Canada,Hallucinogens,Other Hallucinogens,2015,CAN,,2019,1,0.0226,,2.26e-05,1
Americas,North America,Canada,Hallucinogens,Other Hallucinogens,2015,CAN,,2019,1,1.121900017,,0.001121900,1
Americas,North America,Canada,Hallucinogens,Other Hallucinogens,2015,CAN,,2019,1,12.27,,0.01227,1
Americas,North America,Canada,Hallucinogens,Other Hallucinogens,2015,CAN,,2019,1,13,,0.013,1
Americas,North America,Canada,Hallucinogens,Other Hallucinogens,2015,CAN,,2019,1,118.12,,0.11812,1
Americas,North America,United States of America,Hallucinogens,Other Hallucinogens,2015,USA,,2019,1,2.005000030,,0.002005000,1
Americas,North America,United States of America,Hallucinogens,Other Hallucinogens,2015,USA,,2019,1,33.004400492,,0.033004400,1
Americas,North America,United States of America,Hallucinogens,Other Hallucinogens,2015,USA,,2019,1,92.47,,0.09247,1
Americas,North America,United States of America,Hallucinogens,Other Hallucinogens,2015,USA,,2019,1,110.88,,0.11088,1
Americas,North America,United States of America,Hallucinogens,Other Hallucinogens,2015,USA,,2019,1,2105.527431375,,2.105527431,1
Americas,North America,United States of America,Hallucinogens,Other Hallucinogens,2015,USA,,2019,1,2669.05,,2.66905,1
Americas,South America,Argentina,Hallucinogens,LSD,2015,ARG,,2019,1,0.007425900,,7.425899812e-06,1
Americas,South America,Argentina,Hallucinogens,LSD,2015,ARG,,2019,1,0.02,,2e-05,1
Americas,South America,Brazil,Hallucinogens,LSD,2015,BRA,,2019,1,0.000580250,,5.802499853e-07,1
Americas,South America,Chile,Hallucinogens,LSD,2015,CHI,,2019,1,0.000145000,,1.449999963e-07,1
Americas,South America,Chile,Hallucinogens,LSD,2015,CHI,,2019,1,2.246,,0.002246,1
Americas,South America,Colombia,Hallucinogens,LSD,2015,COL,,2019,1,0.000554400,,5.543999860e-07,1
Americas,South America,Paraguay,Hallucinogens,LSD,2015,PAR,,2019,1,3.069999922e-05,,3.069999922e-08,1
Americas,South America,Colombia,Hallucinogens,Other Hallucinogens,2015,COL,,2019,1,0.097900001,,9.790000146e-05,1
Americas,South America,Colombia,Hallucinogens,Other Hallucinogens,2015,COL,,2019,1,1.977500029,,0.001977500,1
Americas,South America,Chile,Non-specified,Psychotropic substances,2015,CHI,,2015,1,0.15,0.15,0.00015,1
Americas,Central America,Honduras,Opioids,Heroin,2015,HON,,2019,1,0.005800000,,5.800000086e-06,1
Americas,Central America,Panama,Opioids,Heroin,2015,PAN,,2018,1,28.56755,,0.02856755,1
Americas,Central America,Panama,Opioids,Pharmaceutical opioids,2015,PAN,,2018,1,0.00791,,7.91e-06,1
Americas,North America,Canada,Opioids,Heroin,2015,CAN,,2019,1,0.019380000,,1.937999957e-05,1
Americas,North America,Canada,Opioids,Heroin,2015,CAN,,2019,1,0.549,,0.000549,1
Americas,North America,Canada,Opioids,Heroin,2015,CAN,,2019,1,140.45,,0.14045,1
Americas,North America,Mexico,Opioids,Heroin,2015,MEX,,2019,1,546.0936793,,0.546093679,1
Americas,North America,United States of America,Opioids,Heroin,2015,USA,,2019,1,9485,,9.485,1
Americas,North America,Canada,Opioids,Illicit morphine,2015,CAN,,2019,1,0.042700001,,4.270000064e-05,1
Americas,North America,Canada,Opioids,Illicit morphine,2015,CAN,,2019,1,0.210600003,,0.000210600,1
Americas,North America,Canada,Opioids,Illicit morphine,2015,CAN,,2019,1,0.32,,0.00032,1
Americas,North America,Canada,Opioids,Illicit morphine,2015,CAN,,2019,1,0.512900008,,0.000512900,1
Americas,North America,Canada,Opioids,Illicit morphine,2015,CAN,,2019,1,0.599,,0.000599,1
Americas,North America,Mexico,Opioids,Illicit morphine,2015,MEX,,2019,1,80,,0.08,1
Americas,North America,United States of America,Opioids,Illicit morphine,2015,USA,,2019,1,3.330400050,,0.003330400,1
Americas,North America,United States of America,Opioids,Illicit morphine,2015,USA,,2019,1,182.96,,0.18296,1
Americas,North America,Canada,Opioids,Opium,2015,CAN,,2019,1,0.01,,1e-05,1
Americas,North America,Canada,Opioids,Opium,2015,CAN,,2019,1,0.295800012,,0.000295800,1
Americas,North America,Canada,Opioids,Opium,2015,CAN,,2019,1,174.87,,0.17487,1
Americas,North America,Mexico,Opioids,Opium,2015,MEX,,2019,1,1306.1147543,,1.306114754,1
Americas,North America,United States of America,Opioids,Opium,2015,USA,,2019,1,1.747500069,,0.001747500,1
Americas,North America,United States of America,Opioids,Opium,2015,USA,,2019,1,2155.48,,2.15548,1
Americas,North America,Canada,Opioids,Other illicit opioids,2015,CAN,,2019,1,0.12,,0.00012,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0,,0,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,5.149999987e-07,,5.149999987e-10,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,5e-05,,5e-08,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.000100000,,1.000000015e-07,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.000800000,,8.000000119e-07,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.000850000,,8.500000127e-07,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.001650000,,1.650000025e-06,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.002750000,,2.750000041e-06,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.003050000,,3.050000045e-06,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.005150000,,5.150000077e-06,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.00693,,6.93e-06,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.032700000,,3.270000049e-05,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.034450001,,3.445000051e-05,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.05,,5e-05,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.07265,,7.265e-05,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.08,,8e-05,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.092,,9.2e-05,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.118850002,,0.000118850,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.124900002,,0.000124900,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.222900003,,0.000222900,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.27,,0.00027,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.371500006,,0.000371500,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.47,,0.00047,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.65,,0.00065,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.7,,0.0007,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,0.78,,0.00078,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,1.33,,0.00133,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,1.6,,0.0016,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,1.816850027,,0.001816850,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,2.086200031,,0.002086200,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,3,,0.003,1
Americas,North America,Canada,Opioids,Pharmaceutical opioids,2015,CAN,,2019,1,8.8,,0.0088,1
Americas,North America,United States of America,Opioids,Pharmaceutical opioids,2015,USA,,2019,1,0.131750002,,0.000131750,1
Americas,North America,United States of America,Opioids,Pharmaceutical opioids,2015,USA,,2019,1,0.154650002,,0.000154650,1
Americas,North America,United States of America,Opioids,Pharmaceutical opioids,2015,USA,,2019,1,1.16,,0.00116,1
Americas,North America,United States of America,Opioids,Pharmaceutical opioids,2015,USA,,2019,1,3.207000048,,0.003207000,1
Americas,North America,United States of America,Opioids,Pharmaceutical opioids,2015,USA,,2019,1,9.610200143,,0.009610200,1
Americas,North America,United States of America,Opioids,Pharmaceutical opioids,2015,USA,,2019,1,15.67,,0.01567,1
Americas,North America,United States of America,Opioids,Pharmaceutical opioids,2015,USA,,2019,1,76.17,,0.07617,1
Americas,North America,United States of America,Opioids,Pharmaceutical opioids,2015,USA,,2019,1,95.31,,0.09531,1
Americas,North America,United States of America,Opioids,Pharmaceutical opioids,2015,USA,,2019,1,211.81,,0.21181,1
Americas,North America,United States of America,Opioids,Pharmaceutical opioids,2015,USA,,2019,1,269.369,,0.269369,1
Americas,North America,Mexico,Opioids,Poppy plants,2015,MEX,,2019,1,17947.5,,17.9475,1
Americas,North America,United States of America,Opioids,Poppy seed,2015,USA,,2019,1,1030.26,,1.03026,1
Americas,South America,Argentina,Opioids,Heroin,2015,ARG,,2019,1,0.01,,1e-05,1
Americas,South America,Colombia,Opioids,Heroin,2015,COL,,2019,1,393.2933,,0.3932933,1
Americas,South America,Ecuador,Opioids,Heroin,2015,ECU,,2019,1,96.765,,0.096765,1
Americas,South America,Suriname,Opioids,Heroin,2015,SUR,,2015,1,0.004,0.004,4e-06,1
Americas,South America,Venezuela (Bolivarian Republic of),Opioids,Heroin,2015,VEN,,2019,1,20.53,,0.02053,1
Americas,South America,Chile,Opioids,Illicit morphine,2015,CHI,,2019,1,0.009800000,,9.800000146e-06,1
Americas,South America,Colombia,Opioids,Illicit morphine,2015,COL,,2019,1,25.987,,0.025987,1
Americas,South America,Colombia,Opioids,Opium,2015,COL,,2019,1,1723.9,,1.7239,1
Americas,North America,Canada,Other miscellaneous,Anabolic steroids,2015,CAN,,2019,1,0,,0,1
Americas,North America,Canada,Other miscellaneous,Anabolic steroids,2015,CAN,,2019,1,0,,0,1
Americas,North America,Canada,Other miscellaneous,Anabolic steroids,2015,CAN,,2019,1,0,,0,1
Americas,North America,Canada,Other miscellaneous,Anabolic steroids,2015,CAN,,2019,1,0,,0,1
Americas,North America,Canada,Other miscellaneous,Anabolic steroids,2015,CAN,,2019,1,57.6536,,0.0576536,1
Americas,North America,Canada,Other miscellaneous,Anabolic steroids,2015,CAN,,2019,1,101.56,,0.10156,1
Americas,North America,Canada,Other miscellaneous,Other miscellaneous,2015,CAN,,2019,1,0,,0,1
Americas,North America,Canada,Other miscellaneous,Other miscellaneous,2015,CAN,,2019,1,0,,0,1
Americas,North America,Canada,Other miscellaneous,Other miscellaneous,2015,CAN,,2019,1,0,,0,1
Americas,North America,Canada,Other miscellaneous,Other miscellaneous,2015,CAN,,2019,1,0.007,,7e-06,1
Americas,North America,Canada,Precursors,Other precursors,2015,CAN,,2019,1,0,,0,1
Americas,North America,Canada,Precursors,Other precursors,2015,CAN,,2019,1,0,,0,1
Americas,North America,Canada,Precursors,Other precursors,2015,CAN,,2019,1,0,,0,1
Americas,North America,Canada,Precursors,Other precursors,2015,CAN,,2019,1,0,,0,1
Americas,North America,Canada,Precursors,Other precursors,2015,CAN,,2019,1,1,,0.001,1
Americas,North America,Canada,Precursors,Other precursors,2015,CAN,,2019,1,100,,0.1,1
Americas,South America,Peru,Precursors,Non-specified precursors,2015,PER,,2015,1,2786000,2786000,2786,1
Americas,Central America,Panama,Sedatives and Tranquillizers,Benzodiazepines,2015,PAN,,2015,1,0.00418,0.00418,4.18e-06,1
Americas,North America,Canada,Sedatives and Tranquillizers,Barbiturates,2015,CAN,,2019,1,0.0008,,8e-07,1
Americas,North America,Canada,Sedatives and Tranquillizers,Barbiturates,2015,CAN,,2019,1,0.011500000,,1.149999974e-05,1
Americas,North America,Canada,Sedatives and Tranquillizers,Barbiturates,2015,CAN,,2019,1,0.05,,5e-05,1
Americas,North America,Canada,Sedatives and Tranquillizers,Barbiturates,2015,CAN,,2019,1,0.072109998,,7.210999839e-05,1
Americas,North America,United States of America,Sedatives and Tranquillizers,Barbiturates,2015,USA,,2019,1,0.138279997,,0.000138280,1
Americas,North America,United States of America,Sedatives and Tranquillizers,Barbiturates,2015,USA,,2019,1,1.51,,0.00151,1
Americas,North America,Canada,Sedatives and Tranquillizers,Benzodiazepines,2015,CAN,,2019,1,0.002,,2e-06,1
Americas,North America,Canada,Sedatives and Tranquillizers,Benzodiazepines,2015,CAN,,2019,1,0.083629998,,8.362999813e-05,1
Americas,North America,Canada,Sedatives and Tranquillizers,Benzodiazepines,2015,CAN,,2019,1,0.343599992,,0.000343600,1
Americas,North America,Canada,Sedatives and Tranquillizers,Benzodiazepines,2015,CAN,,2019,1,8.7,,0.0087,1
Americas,North America,United States of America,Sedatives and Tranquillizers,Benzodiazepines,2015,USA,,2019,1,0.207409995,,0.000207410,1
Americas,North America,United States of America,Sedatives and Tranquillizers,Benzodiazepines,2015,USA,,2019,1,0.234319995,,0.000234320,1
Americas,North America,United States of America,Sedatives and Tranquillizers,Benzodiazepines,2015,USA,,2019,1,0.83,,0.00083,1
Americas,North America,United States of America,Sedatives and Tranquillizers,Benzodiazepines,2015,USA,,2019,1,0.91,,0.00091,1
Americas,North America,United States of America,Sedatives and Tranquillizers,Benzodiazepines,2015,USA,,2019,1,2.206859951,,0.002206860,1
Americas,North America,United States of America,Sedatives and Tranquillizers,Benzodiazepines,2015,USA,,2019,1,80.49,,0.08049,1
Americas,North America,Canada,Sedatives and Tranquillizers,GHB,2015,CAN,,2019,1,0.000300000,,3.000000045e-07,1
Americas,North America,Canada,Sedatives and Tranquillizers,GHB,2015,CAN,,2019,1,4.95,,0.00495,1
Americas,North America,Canada,Sedatives and Tranquillizers,GHB,2015,CAN,,2019,1,124,,0.124,1
Americas,North America,United States of America,Sedatives and Tranquillizers,GHB,2015,USA,,2019,1,0.011200000,,1.120000017e-05,1
Americas,North America,United States of America,Sedatives and Tranquillizers,GHB,2015,USA,,2019,1,1689.52,,1.68952,1
Americas,North America,United States of America,Sedatives and Tranquillizers,Methaqualone,2015,USA,,2019,1,0.002,,2e-06,1
Americas,North America,United States of America,Sedatives and Tranquillizers,Methaqualone,2015,USA,,2019,1,7.92,,0.00792,1
Americas,North America,Canada,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2015,CAN,,2019,1,0.00028,,2.8e-07,1
Americas,North America,Canada,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2015,CAN,,2019,1,0.000500000,,4.999999888e-07,1
Americas,North America,United States of America,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2015,USA,,2019,1,0.157729996,,0.000157730,1
Americas,North America,United States of America,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2015,USA,,2019,1,9.82,,0.00982,1
Americas,South America,Argentina,Sedatives and Tranquillizers,Benzodiazepines,2015,ARG,,2019,1,0.058059999,,5.805999870e-05,1
Americas,South America,Argentina,Sedatives and Tranquillizers,Benzodiazepines,2015,ARG,,2019,1,0.89,,0.00089,1
Americas,South America,Venezuela (Bolivarian Republic of),Sedatives and Tranquillizers,Benzodiazepines,2015,VEN,,2016,1,0.000750000,,7.499999832e-07,1
Americas,South America,Venezuela (Bolivarian Republic of),Sedatives and Tranquillizers,Benzodiazepines,2015,VEN,,2016,1,0.101079998,,0.000101080,1
Americas,South America,Venezuela (Bolivarian Republic of),Sedatives and Tranquillizers,Benzodiazepines,2015,VEN,,2016,1,0.338,,0.000338,1
Americas,South America,Colombia,Sedatives and Tranquillizers,Non-specified sedatives and tranquillizers,2015,COL,,2019,1,0.338659992,,0.000338660,1
Americas,South America,Argentina,Solvents and Inhallants,Solvents and inhalants,2015,ARG,,2019,1,0.01,,1e-05,1
Americas,South America,Venezuela (Bolivarian Republic of),Solvents and Inhallants,Solvents and inhalants,2015,VEN,,2019,1,0.01,,1e-05,1
Americas,Central America,Panama,Substances not under international control,Ketamine and phencyclidine-type substances,2015,PAN,,2017,1,0.00213,,2.13e-06,1
Americas,North America,Canada,Substances not under international control,GBL,2015,CAN,,2019,1,0.013400000,,1.340000020e-05,1
Americas,North America,Canada,Substances not under international control,GBL,2015,CAN,,2019,1,36.5,,0.0365,1
Americas,North America,Canada,Substances not under international control,GBL,2015,CAN,,2019,1,204.9,,0.2049,1
Americas,North America,Canada,Substances not under international control,Ketamine and phencyclidine-type substances,2015,CAN,,2019,1,0.000150000,,1.500000022e-07,1
Americas,North America,Canada,Substances not under international control,Ketamine and phencyclidine-type substances,2015,CAN,,2019,1,0.000700000,,7.000000104e-07,1
Americas,North America,Canada,Substances not under international control,Ketamine and phencyclidine-type substances,2015,CAN,,2019,1,0.0018,,1.8e-06,1
Americas,North America,Canada,Substances not under international control,Ketamine and phencyclidine-type substances,2015,CAN,,2019,1,0.25265,,0.00025265,1
Americas,North America,Canada,Substances not under international control,Ketamine and phencyclidine-type substances,2015,CAN,,2019,1,1.31,,0.00131,1
Americas,North America,Canada,Substances not under international control,Piperazines,2015,CAN,,2019,1,0.000900000,,9.000000134e-07,1
Americas,North America,Canada,Substances not under international control,Piperazines,2015,CAN,,2019,1,0.03539,,3.539e-05,1
Americas,North America,Canada,Substances not under international control,Plant-based NPS,2015,CAN,,2019,1,0.00025,,2.5e-07,1
Americas,North America,Canada,Substances not under international control,Plant-based NPS,2015,CAN,,2019,1,3579,,3.579,1
Americas,North America,United States of America,Substances not under international control,Plant-based NPS,2015,USA,,2018,1,54094.09,,54.09409,1
Americas,North America,Canada,Substances not under international control,Synthetic cannabinoids (Spice),2015,CAN,,2019,1,0.0005,,5e-07,1
